At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9606,20372,20668,20667,20681,14074,14073,13920,6978,6482,6482,6340,2565,6482,14074,60908,54951,Robeson,112,112,112,63,125,1365,893,122048,15819,50887,53920,55034,16527,56163,59567,60991,1365,893,1425,1365,519,959,893,394,98425,20565,130625,ROBESON COUNTY,109195,14063,2197,15725,15467,15724,43841,43819,42735,13811,40735,13034,14521,14520,14327,2064,38700,39538,39554,13361,36960
1989,3159,3186,3185,3186,2415,2414,2395,1566,771,771,764,423,771,2415,6598,6094,Perquimans,,,,,,0,0,12861,2895,5859,6027,6109,3082,6315,6503,6621,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1102,234,1163,1152,1163,5438,5435,5351,2848,5213,1009,1066,1066,1060,217,4967,5028,5031,2678,4850
17735,49343,50808,50806,50850,23298,23296,22744,9755,27464,27464,26553,7970,27466,23304,120337,112452,Johnston,46,46,46,10,80,3357,2232,196283,25191,101266,109003,112521,26179,107758,116203,120450,3327,2220,3425,3154,893,2264,2094,614,156585,28558,209339,JOHNSTON COUNTY,175612,33536,3939,39300,37639,39299,77725,77681,75237,21347,71068,31711,37151,37147,35642,3833,71141,73073,73106,20744,67461
12994,27908,28295,28294,28316,13437,13437,13278,6818,14813,14812,14585,6155,14813,13441,66262,62818,Randolph,45,45,45,21,62,789,557,135556,19914,58671,61615,62912,20283,61600,64803,66381,789,557,871,789,513,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20714,3933,22884,22319,22884,42626,42589,41695,15837,40097,19777,21766,21764,21269,3966,39789,40497,40517,15519,38337
717,1776,1826,1826,1826,1767,1767,1720,699,59,59,56,18,59,1767,3427,3304,Hyde,,,,,,,,4753,1044,3072,3210,3304,1061,3188,3330,3430,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,162,49,175,172,175,3255,3252,3158,1012,3026,147,160,160,156,42,3054,3144,3144,1002,2925
1772,3251,3280,3280,3281,1867,1867,1842,1045,1413,1413,1409,727,1413,1868,6884,6439,Alleghany,,,,,,20,0,10626,2661,6189,6351,6472,2753,6589,6769,6928,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1347,358,1398,1392,1398,5475,5466,5357,2375,5222,1247,1291,1291,1283,341,5068,5148,5155,2320,4942
4864,10083,10199,10199,10228,5521,5521,5466,2745,4678,4678,4617,2119,4679,5523,29444,26915,Duplin,0,0,0,0,26,2118,1564,55126,7828,24740,26316,26969,8104,26907,28693,29519,2086,1564,2177,1875,428,1606,1387,302,44760,11405,58741,DUPLIN COUNTY,49644,7612,1522,8544,8408,8544,18798,18782,18199,6154,17420,7305,8164,8164,8049,1543,16703,17187,17199,5983,16048
1122,2041,2064,2063,2065,1788,1787,1776,1027,276,276,265,95,276,1789,4839,4549,Gates,,,,,,68,49,11027,1773,4350,4498,4579,1861,4606,4776,4905,68,49,125,68,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,511,124,564,560,564,4216,4207,4148,1737,4027,488,529,529,527,127,3922,3971,3973,1646,3813
9772,19223,19563,19563,19599,12116,12116,11896,6228,7372,7372,7252,3531,7372,12117,37428,35451,Haywood,75,75,75,13,110,1419,897,59266,13737,33369,34693,35544,14149,35222,36616,37524,1419,897,1505,1419,629,976,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8091,2016,8592,8541,8592,27427,27417,26656,11504,25712,7464,7954,7953,7906,1877,25890,26601,26614,11351,25008
6470,13066,13248,13248,13249,7359,7359,7250,3741,5849,5849,5776,2703,5849,7359,29396,27642,Stanly,40,40,40,26,41,667,473,59178,9622,26128,27228,27723,9981,27713,28901,29455,667,473,720,667,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6937,1362,7414,7283,7414,21321,21315,20951,8290,20109,6541,6973,6973,6863,1338,19892,20196,20200,8000,19114
