At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
11642,24370,24875,24810,24923,16501,16443,16193,8090,8168,8161,7971,3455,8168,16501,62064,56126,Robeson,206,206,206,97,254,1467,921,122048,16222,51904,54971,56218,17018,57214,60647,62183,1467,921,1525,1467,591,995,921,407,98425,20565,130625,ROBESON COUNTY,109195,14528,2308,16202,15930,16199,44456,44398,43250,14119,41219,13497,15013,15012,14800,2172,39250,40193,40210,13643,37486
2293,3594,3631,3629,3631,2565,2563,2538,1652,1066,1066,1056,641,1066,2565,6641,6143,Perquimans,,,,,,0,0,12861,2925,5890,6062,6158,3120,6354,6543,6671,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1133,248,1196,1184,1194,5455,5447,5359,2872,5221,1030,1091,1091,1083,228,4979,5052,5055,2697,4860
21406,57541,59771,59389,59835,26038,25807,25021,10664,33282,33131,32069,10614,33284,26046,122068,114290,Johnston,451,451,451,128,505,3597,2330,196283,25819,102904,110598,114381,26842,109436,117847,122470,3553,2313,3655,3368,1022,2354,2195,683,156585,28558,209339,JOHNSTON COUNTY,175612,34510,4127,40294,38613,40260,78521,78211,75681,21693,71558,32717,38234,38228,36650,4026,71635,73732,73793,21110,67992
15379,32056,32611,32548,32624,14546,14502,14279,7348,17953,17934,17665,7958,17953,14550,67173,63728,Randolph,112,112,112,73,121,877,570,135556,20391,59497,62436,63838,20814,62510,65684,67322,877,570,941,877,552,648,570,440,111702,26060,143667,RANDOLPH COUNTY,123257,21253,4137,23402,22842,23398,42979,42898,41965,16125,40380,20349,22357,22354,21840,4167,40026,40804,40833,15784,38578
775,1877,1938,1932,1938,1857,1853,1801,745,81,79,76,30,81,1857,3473,3362,Hyde,,,,,,0,,4753,1066,3124,3272,3363,1082,3233,3383,3490,0,,11,0,0,,,,4098,1114,4937,HYDE COUNTY,4410,166,51,180,177,180,3299,3293,3206,1031,3067,153,167,167,163,44,3109,3195,3196,1022,2971
2123,3977,4025,4012,4026,2202,2189,2157,1095,1823,1823,1820,1028,1823,2203,6933,6511,Alleghany,,,,,,34,0,10626,2708,6246,6418,6546,2794,6636,6814,6982,34,0,67,34,24,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1366,372,1417,1411,1417,5498,5482,5369,2398,5236,1272,1316,1316,1309,357,5109,5195,5204,2351,4974
5867,11975,12199,12162,12248,6064,6040,5946,2976,5816,5803,5710,2802,5817,6066,29816,27350,Duplin,319,319,319,89,365,2173,1621,55126,8072,25155,26707,27404,8365,27286,29063,29920,2138,1604,2241,1922,462,1657,1433,331,44760,11405,58741,DUPLIN COUNTY,49644,7822,1599,8742,8601,8739,18937,18904,18324,6304,17542,7543,8394,8394,8266,1617,16837,17335,17353,6124,16179
1250,2279,2311,2307,2323,1974,1970,1955,1121,337,337,324,129,337,1975,4907,4600,Gates,0,0,0,0,11,87,41,11027,1826,4385,4540,4628,1920,4670,4840,4976,87,41,146,87,10,67,41,0,9230,2418,11562,GATES COUNTY,10120,531,129,583,576,583,4247,4237,4177,1781,4052,500,542,542,538,130,3961,4017,4019,1696,3844
11694,22070,22579,22496,22611,12834,12759,12467,6534,9649,9641,9507,5147,9649,12835,37814,35840,Haywood,96,96,96,13,127,1516,923,59266,14003,33717,35031,35935,14457,35595,36972,37967,1516,923,1585,1516,691,1001,923,509,50968,15572,62317,HAYWOOD COUNTY,54941,8210,2103,8692,8632,8685,27690,27613,26824,11663,25869,7593,8064,8062,8007,1974,26101,26855,26870,11520,25201
8057,15606,15893,15846,15902,8610,8568,8410,4444,7193,7188,7106,3545,7193,8610,29939,28212,Stanly,90,90,90,68,99,701,493,59178,9913,26629,27729,28287,10296,28203,29382,30026,701,493,754,701,353,564,493,288,49282,12123,62806,STANLY COUNTY,54008,7106,1417,7582,7445,7579,21690,21659,21236,8526,20396,6712,7143,7143,7034,1396,20202,20576,20580,8229,19424
