Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
35587,47860,45330,646,40372,14872,Robeson,360,878,11895,1689,40357,12823,10495,130625,646,54477,47833,1834,888,13217,20565,13216,13337,38618,51391,98425,15585,663,109195,11600,35597,34189,878,11600,54451,414
4706,5578,5425,0,5166,2750,Perquimans,0,0,958,188,5165,2562,812,13463,0,6184,5565,204,15,1003,3671,1003,2748,5049,6007,10957,2952,11,11854,859,4708,4613,0,859,6168,0
67637,98487,91573,1109,72494,23852,Johnston,502,1361,28664,3194,72466,20156,26038,209339,1109,106533,98448,3344,1373,32666,28558,32665,20822,68684,98709,156585,24716,1120,175612,29702,67664,64426,1361,29703,106492,550
38509,56847,54205,550,40655,19244,Randolph,425,743,17857,3356,40624,15463,16423,143667,550,60764,56813,3328,743,19366,26060,19365,15814,39197,57797,111702,19636,565,123257,17754,38527,37232,743,17755,60732,494
2878,3021,2903,,3032,998,Hyde,,,150,38,3032,960,137,4937,,3191,3021,44,,159,1114,159,978,2911,3061,4098,1022,,4410,143,2878,2766,,143,3191,
4717,5897,5737,0,5007,2494,Alleghany,0,0,1193,290,5000,2204,1112,11137,0,6282,5866,300,34,1241,3116,1241,2297,4900,6093,9249,2597,26,9915,1149,4722,4625,0,1149,6241,0
15735,22629,21450,216,17234,7269,Duplin,161,267,6544,1296,17226,5812,5989,58741,216,24816,22612,1309,283,7299,11405,7299,5993,16612,23423,44760,7483,228,49644,6661,15740,15245,267,6661,24792,181
3706,4152,4039,,4014,1682,Gates,,0,440,112,4009,1570,409,11562,,4508,4151,113,12,482,2418,482,1690,3910,4350,9230,1803,,10120,445,3707,3630,0,445,4491,0
24795,32538,31255,850,25698,13132,Haywood,507,1218,7015,1590,25691,11035,6413,62317,850,34409,32485,1712,1258,7453,15572,7453,11223,24817,33050,50968,13527,897,54941,6840,24801,23992,1218,6840,34362,592
18659,24693,23731,358,19953,9196,Stanly,284,461,6026,1154,19950,7758,5364,62806,358,26764,24660,1195,473,6338,12123,6338,8072,19226,25713,49282,9594,389,54008,5643,18661,18009,461,5643,26749,327
33659,150657,140601,36617,39431,22993,Missing,8737,21698,75970,6724,39376,7532,72709,,36639,144739,149623,6161,22830,82478,,82465,8741,36229,133849,,20919,37470,,79325,33860,31275,21650,79327,143539,6017
26912,37449,35571,330,28628,12245,Wilson,221,491,10196,1554,28624,10470,9104,81801,330,40552,37416,1590,495,11429,15337,11427,10751,27713,38400,63224,12601,354,69710,10174,26919,26137,491,10176,40542,260
