Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
31713,41433,39580,158,38067,14096,Robeson,68,202,10872,1526,38055,12502,8676,130625,158,50316,41395,1751,237,12012,20565,12002,13144,36501,47575,98425,14976,187,109195,9524,31722,30746,202,9524,50259,81
4431,5140,5035,,4972,2687,Perquimans,,,866,170,4971,2517,673,13463,,5878,5138,196,,906,3671,906,2710,4864,5730,10957,2906,,11854,707,4433,4362,,707,5877,
64662,90873,84804,,70386,22907,Johnston,,,26753,3003,70359,19904,22967,209339,,100884,90846,3243,,30498,28558,30433,20556,66796,93549,156585,23799,,175612,26184,64688,61837,,26185,100792,
36745,52078,49856,,39494,18292,Randolph,,,16521,3108,39465,15184,14231,143667,,57385,52059,3211,,17891,26060,17876,15589,38115,54636,111702,18800,,123257,15314,36763,35625,,15315,57341,
2782,2911,2812,,2980,976,Hyde,,,145,37,2980,939,123,4937,,3134,2911,44,,154,1114,154,965,2871,3016,4098,1009,,4410,129,2782,2689,,129,3134,
4480,5536,5428,,4865,2454,Alleghany,,,1167,278,4860,2176,1017,11137,,6079,5532,299,,1214,3116,1213,2275,4769,5936,9249,2574,,9915,1052,4484,4411,,1052,6073,
14585,20345,19469,,16650,6881,Duplin,,,6112,1200,16642,5681,5221,58741,,23446,20341,1263,,6796,11405,6792,5917,16099,22211,44760,7180,,49644,5756,14589,14248,,5756,23434,
3488,3880,3794,,3892,1638,Gates,,,414,108,3887,1530,358,11562,,4344,3879,112,,452,2418,452,1663,3805,4219,9230,1775,,10120,391,3489,3436,,391,4339,
23942,30351,29227,,25179,12415,Haywood,,,6725,1544,25172,10871,6015,62317,,32328,30345,1671,,7149,15572,7146,11106,24335,31060,50968,12777,,54941,6403,23948,23212,,6403,32318,
17725,22644,21864,,19253,8723,Stanly,,,5488,1091,19250,7632,4684,62806,,25024,22642,1146,,5771,12123,5767,7954,18579,24067,49282,9100,,54008,4917,17727,17180,,4917,25017,
25016,96528,88115,79,30081,10012,Missing,0,30,71003,6315,30027,3697,65172,,79,107548,96140,5916,425,77042,,76888,4038,27040,98073,,9954,263,,71045,25218,22864,30,71047,106945,0
25850,34718,33145,,27647,11791,Wilson,,,9320,1479,27643,10312,7965,81801,,38085,34709,1539,,10438,15337,10417,10600,26828,36148,63224,12139,,69710,8859,25857,25180,,8861,38060,
1549,1661,1604,,1704,621,Tyrrell,,,145,33,1703,588,109,4016,,1855,1660,33,,151,810,151,607,1633,1778,3288,640,,3533,111,1550,1495,,111,1854,
32040,50804,48688,6045,35298,15079,Wayne,794,8489,13471,2482,35273,11803,11351,123131,6182,58798,50749,2688,8542,14958,20802,14937,12194,34325,56038,94031,16106,6221,103693,12527,32056,31292,8242,12527,58699,1224
8045,10074,9797,,8705,4076,Montgomery,,,2274,395,8705,3681,1914,27173,,11122,10074,443,,2417,5743,2415,3786,8504,10778,21266,4229,,23512,2029,8045,7883,,2029,11120,
17960,24880,24011,,19651,9368,Lenoir,,,7497,1353,19647,8015,6292,55949,,27969,24876,1431,,8318,11303,8308,8252,19326,26823,43423,9683,,47933,6916,17964,17719,,6916,27955,
10939,14622,14105,310,11796,5522,Scotland,119,314,3718,658,11795,4745,2990,34823,310,16332,14583,775,365,4171,6531,4159,4889,11613,15645,26793,5786,349,29381,3334,10939,10805,314,3334,16268,122
65146,84070,79610,,68600,24299,Alamance,,0,20496,3478,68583,20821,17616,169509,,90634,84056,3931,15,22019,29035,21990,21234,64960,85456,132145,25165,,145046,18910,65160,61994,0,18910,90573,0
3005,4317,4165,749,3418,1287,Camden,0,532,625,84,3413,1203,529,10867,749,4624,4302,102,549,657,1833,657,1314,3256,4413,8407,1416,764,9354,548,3005,2887,532,548,4602,0
7320,9137,8857,,7966,2703,Greene,,,1943,292,7963,2411,1591,21069,,10199,9136,312,,2233,3592,2230,2474,7859,9802,16884,2786,,18372,1816,7321,7266,,1816,10193,
35447,64250,62139,14126,37922,24169,Rowan,6851,14826,16622,2684,37916,14634,13834,142088,14126,70416,64225,2917,14852,17642,25371,17630,14998,36405,67853,110729,25008,14145,122048,14652,35452,34179,14826,14653,70372,7093
6975,7973,7756,,7565,3820,Northampton,,,1072,252,7563,3568,906,19483,,8756,7971,283,,1191,5256,1191,3685,7398,8470,16132,3968,,17363,996,6977,6850,,996,8754,
18891,25980,25060,,21562,10185,Wilkes,,,8308,1583,21554,8602,6725,68412,,30320,25973,1806,,8758,15162,8752,8976,20827,29135,54628,10782,,59783,7082,18898,18335,,7082,30306,
24378,36103,34554,,25542,12275,Lincoln,,,12221,1710,25536,10565,10548,86111,,39181,36096,1796,,13639,15456,13626,10771,25067,37288,67981,12567,,74647,11718,24383,24006,,11720,39162,
25642,32778,31656,,26986,12603,Caldwell,,,8290,1023,26977,11580,6671,82178,,35917,32771,1162,,8931,16769,8926,11828,26210,34500,65842,12990,,71809,7129,25649,24985,,7129,35903,
7018,8469,8201,,7443,4210,Polk,,,1526,686,7441,3524,1365,20724,,9066,8466,722,,1623,6644,1620,3646,7216,8742,17478,4368,,18752,1448,7021,6836,,1448,9061,
