"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
7378.0,552,738.0,Guilford,39633
5891.0,290,589.0,Buncombe,15388
8227.0,28,823.0,Davie,3525
6673.0,203,667.0,Durham,21452
6660.0,521,666.0,Wake,74043
8684.0,156,868.0,Davidson,14556
5165.0,93,517.0,Orange,7669
10471.0,61,1047.0,McDowell,4791
9140.0,200,914.0,Randolph,13131
8076.0,114,808.0,Craven,8249
10031.0,195,1003.0,Rutherford,6724
8280.0,16,828.0,Mitchell,1239
7687.0,43,769.0,Franklin,5357
7513.0,64,751.0,Person,2967
7348.0,133,735.0,Onslow,14545
8608.0,41,861.0,Bertie,1631
9965.0,75,996.0,Scotland,3470
10387.0,74,1039.0,Alexander,3895
9184.0,37,918.0,Martin,2061
10508.0,92,1051.0,Sampson,6676
9634.0,127,963.0,Duplin,5659
8206.0,60,821.0,Hertford,1943
11217.0,86,1122.0,Montgomery,3048
9304.0,89,930.0,Richmond,4171
9747.0,22,975.0,Chowan,1359
7123.0,28,712.0,Macon,2554
7434.0,9,743.0,Pamlico,946
6146.0,36,615.0,Madison,1337
7419.0,54,742.0,Hoke,4098
10214.0,147,1021.0,Wilson,8355
7150.0,274,715.0,Cumberland,23990
7977.0,66,798.0,Stokes,3637
10105.0,39,1010.0,Greene,2129
8812.0,66,881.0,Lee,5444
8976.0,99,898.0,Edgecombe,4620
7549.0,16,755.0,Jones,711
7478.0,61,748.0,Rockingham,6806
10236.0,140,1024.0,Surry,7348
9982.0,97,998.0,Halifax,4992
6834.0,149,683.0,New Hanover,16024
6146.0,86,615.0,Haywood,3830
8618.0,28,862.0,Northampton,1679
8162.0,4,816.0,Alleghany,909
8600.0,23,860.0,Caswell,1944
10315.0,20,1031.0,Avery,1811
6837.0,40,684.0,Ashe,1860
8093.0,16,809.0,Swain,1155
7981.0,24,798.0,Yancey,1442
5832.0,18,583.0,Clay,655
8669.0,855,867.0,Mecklenburg,96252
10887.0,277,1089.0,Catawba,17370
8558.0,76,856.0,Granville,5173
7651.0,77,765.0,Pasquotank,3047
11578.0,204,1158.0,Robeson,15124
8297.0,221,830.0,Wayne,10216
9666.0,105,967.0,Lenoir,5408
9592.0,81,959.0,Vance,4272
7464.0,140,746.0,Henderson,8764
8499.0,233,850.0,Cabarrus,18397
5568.0,133,557.0,Brunswick,7952
10157.0,138,1016.0,Burke,9191
10520.0,375,1052.0,Gaston,23620
10406.0,277,1041.0,Rowan,14786
5536.0,75,554.0,Chatham,4123
8502.0,188,850.0,Johnston,17798
6971.0,29,697.0,Watauga,3916
6529.0,27,653.0,Polk,1353
10798.0,111,1080.0,Stanly,6782
4996.0,8,500.0,Dare,1849
10440.0,142,1044.0,Columbus,5795
6640.0,8,664.0,Perquimans,894
5517.0,27,552.0,Transylvania,1897
8727.0,103,873.0,Wilkes,5970
8018.0,18,802.0,Warren,1582
10458.0,67,1046.0,Caldwell,8594
9286.0,52,929.0,Anson,2270
10160.0,71,1016.0,Lincoln,8749
5821.0,12,582.0,Gates,673
4920.0,15,492.0,Currituck,1366
7495.0,6,750.0,Tyrrell,301
6599.0,12,660.0,Graham,557
,0,,Missing,1
8985.0,190,898.0,Iredell,16335
10430.0,215,1043.0,Cleveland,10216
8591.0,196,859.0,Union,20606
8278.0,345,828.0,Forsyth,31647
7037.0,151,704.0,Harnett,9568
9620.0,77,962.0,Pitt,17387
9212.0,223,921.0,Alamance,15615
10271.0,167,1027.0,Nash,9685
8993.0,80,899.0,Beaufort,4226
7849.0,172,785.0,Moore,7918
8472.0,30,847.0,Washington,981
7533.0,48,753.0,Jackson,3310
7340.0,19,734.0,Cherokee,2100
6382.0,44,638.0,Carteret,4434
8930.0,40,893.0,Bladen,2922
9613.0,46,961.0,Yadkin,3621
7347.0,55,735.0,Pender,4633
5319.0,5,532.0,Camden,578
12619.0,8,1262.0,Hyde,623
