First Doses ~ Percent of Population Vaccinated,Demographic,Ethnicity,First Doses ~ Percent of Total,Aggregation Level,Race,Age Group,Gender,Second Doses ~ Percent of Total,Second Doses ~ Percent of Population Vaccinated,County
0.051503401858219326,Age Group,Missing or Undisclosed,0.1001564945226917,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.15836940836940838,0.0321164679201112,Pender 
0.07382219107500666,Age Group K-12,Missing or Undisclosed,0.12213104715248009,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.14665012853008325,0.04026216304251266,Wake 
,Race,Missing or Undisclosed,0.02236846268231721,County,Asian or Pacific Islander,Missing or Undisclosed,Missing or Undisclosed,0.02042822042822043,,Missing 
0.10182953026541913,Race,Missing or Undisclosed,0.8150253128283503,County,White,Missing or Undisclosed,Missing or Undisclosed,0.8419540229885057,0.04370942333396983,Johnston 
0.32207724425887263,Age Group,Missing or Undisclosed,0.3117296423519903,County,Missing or Undisclosed,65-74,Missing or Undisclosed,0.1629590395480226,0.09634655532359081,Union 
,Age Group,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Wilkes 
0.10654506437768241,Gender,Missing or Undisclosed,0.5824046920821114,County,Missing or Undisclosed,Missing or Undisclosed,Female,0.6104137610413761,0.04695994277539342,Columbus 
0.05783742798046124,Age Group,Missing or Undisclosed,0.12256118221862738,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.1349589197999956,0.0316034889178887,Mecklenburg 
0.48,Age Group K-12,Missing or Undisclosed,0.40740740740740744,County,Missing or Undisclosed,65-74,Missing or Undisclosed,0.1872340425531915,0.08,Graham 
0.10021455858495996,Gender,Missing or Undisclosed,0.44093944278148745,County,Missing or Undisclosed,Missing or Undisclosed,Male,0.42485153037916856,0.04866816683238265,Alexander 
0.05338436744560838,Age Group K-12,Missing or Undisclosed,0.11060100166944907,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.15965346534653466,0.025987107171635777,Yancey 
0.005182625863770977,Age Group,Missing or Undisclosed,0.004149377593360996,County,Missing or Undisclosed,18-24,Missing or Undisclosed,0.008392511297611363,0.0032082922013820336,Edgecombe 
,Race,Missing or Undisclosed,0.015126737530662307,County,Other,Missing or Undisclosed,Missing or Undisclosed,0.01434108527131783,,Person 
,Gender,Missing or Undisclosed,0.00022962112514351318,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Rockingham 
0.06797603294726356,Gender,Missing or Undisclosed,0.3956728688879273,County,Missing or Undisclosed,Missing or Undisclosed,Male,0.3833837395481231,0.0320403217413283,Harnett 
0.09988085782366958,Age Group,Missing or Undisclosed,0.15539079394501082,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.2180365296803653,0.037926926131850676,Martin 
,Age Group,Missing or Undisclosed,0.000496134287013685,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0007689772602438756,,Brunswick 
0.0715453288067396,Age Group K-12,Missing or Undisclosed,0.12129609891281176,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.1754503002001334,0.03306928203193763,Jackson 
0.17922283901665345,Age Group K-12,Missing or Undisclosed,0.26674535261138976,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.2681159420289855,0.05134813639968279,Hertford 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Stanly 
0.01920838183934808,Age Group K-12,Missing or Undisclosed,0.011274342330030749,County,Missing or Undisclosed,18-24,Missing or Undisclosed,0.01847187237615449,0.012805587892898719,Ashe 
,Age Group,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Pasquotank 
0.35418976714715666,Age Group,Missing or Undisclosed,0.44180991898834227,County,Missing or Undisclosed,65-74,Missing or Undisclosed,0.1672046481601033,0.04102645335022968,Edgecombe 
,Gender,Missing or Undisclosed,0.0008331081689633433,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0002413904087544255,,Forsyth 
,Age Group,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Clay 
0.2672684995212693,Gender,Missing or Undisclosed,0.5493393308968232,County,Missing or Undisclosed,Missing or Undisclosed,Female,0.5807086614173228,0.12105047189167009,Chowan 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Onslow 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Macon 
,Gender,Missing or Undisclosed,0.000562271577171774,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0006561679790026247,,Chowan 
,Race,Missing or Undisclosed,0.0337224383916991,County,Other,Missing or Undisclosed,Missing or Undisclosed,0.020280811232449295,,Bertie 
,Race,Missing or Undisclosed,0.00022645953168168848,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00012170385395537525,,Durham 
,Gender,Missing or Undisclosed,0.002780352177942539,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.003424657534246575,,Martin 
,Gender,Missing or Undisclosed,0.0006566983228935138,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,8.827683615819209e-05,,Union 
0.00362406378352259,Age Group K-12,Missing or Undisclosed,0.0006793785950450654,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0009330628803245436,0.0027784489007006523,Durham 
0.022885958107059737,Age Group K-12,Missing or Undisclosed,0.04855967078189301,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.0776255707762557,0.013188518231186967,Clay 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Hertford 
0.11202758843221877,Race,Missing or Undisclosed,0.7750802288265662,County,White,Missing or Undisclosed,Missing or Undisclosed,0.8436724565756825,0.061710966805146615,Franklin 
,Race,Missing or Undisclosed,0.031365396739619925,County,Other,Missing or Undisclosed,Missing or Undisclosed,0.02981171548117155,,Forsyth 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Alexander 
,Age Group K-12,Missing or Undisclosed,8.268904783561417e-05,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Brunswick 
,Gender,Missing or Undisclosed,0.00021326508850501172,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Surry 
0.07506402973290455,Age Group,Missing or Undisclosed,0.137748250759771,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.17874663165895116,0.0498180207591134,Buncombe 
0.037241379310344824,Age Group,Missing or Undisclosed,0.01485148514851485,County,Missing or Undisclosed,18-24,Missing or Undisclosed,0.01434878587196468,0.01793103448275862,Camden 
,Gender,Missing or Undisclosed,0.0006496037417175523,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Sampson 
0.5346276441611127,Age Group,Missing or Undisclosed,0.4549377388731352,County,Missing or Undisclosed,65-74,Missing or Undisclosed,0.2826761187416925,0.09243697478991597,Beaufort 
,Age Group K-12,Missing or Undisclosed,0.00017295053614666206,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Vance 
0.37694300518134716,Age Group,Missing or Undisclosed,0.27069767441860465,County,Missing or Undisclosed,Suppressed,Missing or Undisclosed,0.46224256292906174,0.2616580310880829,Hyde 
0.08254871907160061,Race,Missing or Undisclosed,0.013322496289490424,County,Asian or Pacific Islander,Missing or Undisclosed,Missing or Undisclosed,0.016375319560561045,0.051894022334136196,Buncombe 
0.0013087934560327198,Age Group K-12,Missing or Undisclosed,0.00030755036137167463,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0003289714160391842,0.000736196319018405,Guilford 
0.11389536821059647,Ethnicity,Non-Hispanic,0.9898638864755285,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.989938080495356,0.042619126957680775,Stanly 
,Ethnicity,Missing or Undisclosed,0.0018953752843062926,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Greene 
,Ethnicity,Missing or Undisclosed,0.0028332312716881,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0003954771791691384,,Wake 
,Gender,Missing or Undisclosed,0.0027712641227883184,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0020013342228152103,,Jackson 
0.12847766862049037,Ethnicity,Non-Hispanic,0.9888800635424941,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.9919318691169878,0.04567406918187072,Halifax 
0.0336449711189186,Age Group K-12,Missing or Undisclosed,0.1104594330400782,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.1608554160855416,0.02060382302149705,Columbus 
0.03670045438657812,Ethnicity,Hispanic,0.013199245757385292,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.02279825109306683,0.02551555400209717,Dare 
0.49361702127659574,Age Group,Missing or Undisclosed,0.32240133407448585,County,Missing or Undisclosed,75+,Missing or Undisclosed,0.5222222222222223,0.2,Swain 
,Ethnicity,Missing or Undisclosed,0.003177124702144559,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Halifax 
0.12030363651311282,Ethnicity,Non-Hispanic,0.9769667297207076,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.983681912204091,0.05864459729796388,Wilson 
0.11219368172423974,Gender,Missing or Undisclosed,0.4171621992498399,County,Missing or Undisclosed,Missing or Undisclosed,Male,0.3961162213461819,0.06675031985040843,Caldwell 
0.0402135231316726,Age Group,Missing or Undisclosed,0.07877309166957128,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.08455882352941176,0.024555160142348754,Avery 
,Gender,Missing or Undisclosed,0.001238390092879257,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0017985611510791368,,Currituck 
0.0277799637994806,Ethnicity,Hispanic,0.0317932090426011,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.03057611844222723,0.014952388447312505,Forsyth 
0.01866173503698722,Age Group,Missing or Undisclosed,0.01921246213760277,County,Missing or Undisclosed,18-24,Missing or Undisclosed,0.02028108877423946,0.009583053127101547,Harnett 
0.3009581524854639,Age Group K-12,Missing or Undisclosed,0.3617838157117543,County,Missing or Undisclosed,65-74,Missing or Undisclosed,0.22303030303030302,0.09041028580787815,Wayne 
,Gender,Missing or Undisclosed,0.00021163125370354693,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Pitt 
,Age Group,Missing or Undisclosed,0.00031235358425737937,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0002643404705260376,,Davie 
0.045950211636415814,Age Group,Missing or Undisclosed,0.12458665629255009,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.20613931523022433,0.031315015424348946,Nash 
0.07382219107500666,Age Group,Missing or Undisclosed,0.12213104715248009,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.14665012853008325,0.04026216304251266,Wake 
,Race,Missing or Undisclosed,0.03715170278637771,County,Other,Missing or Undisclosed,Missing or Undisclosed,0.03117505995203837,,Currituck 
0.13691935590749454,Race,Missing or Undisclosed,0.9305336635892816,County,White,Missing or Undisclosed,Missing or Undisclosed,0.909738219895288,0.07196342190709694,Haywood 
0.5739712803185713,Age Group,Missing or Undisclosed,0.21543095248879027,County,Missing or Undisclosed,75+,Missing or Undisclosed,0.2330628803245436,0.3466272474960782,Durham 
0.08269930532583526,Age Group K-12,Missing or Undisclosed,0.0973141300116777,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.09942084942084942,0.03407211379424413,Pamlico 
0.2789745415702332,Age Group K-12,Missing or Undisclosed,0.32816753926701575,County,Missing or Undisclosed,65-74,Missing or Undisclosed,0.17109634551495015,0.05501157201353035,Stokes 
,Ethnicity,Missing or Undisclosed,0.006056527590847914,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0019245573518090837,,Bladen 
,Gender,Missing or Undisclosed,0.0007716049382716049,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.002127659574468085,,Graham 
,Gender,Missing or Undisclosed,0.0008514986376021798,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0012853470437017994,,Robeson 
0.040957164441177675,Age Group,Missing or Undisclosed,0.09175738724727837,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.10862899693385897,0.030380987382089917,Caldwell 
,Gender,Missing or Undisclosed,0.0010116337885685382,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.000968054211035818,,Gates 
0.39604536202384416,Age Group,Missing or Undisclosed,0.436958614051973,County,Missing or Undisclosed,65-74,Missing or Undisclosed,0.20066334991708126,0.07036929339924397,Montgomery 
0.0017533606078316774,Age Group K-12,Missing or Undisclosed,0.00036127167630057807,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00048461352071722797,0.0011689070718877848,Lincoln 
0.017238805970149252,Ethnicity,Hispanic,0.01738018207809796,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.01401354117461817,0.00664179104477612,Rowan 
0.001154068090017311,Age Group K-12,Missing or Undisclosed,0.00022962112514351318,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0006839945280437756,0.001154068090017311,Rockingham 
0.09599678161078992,Gender,Missing or Undisclosed,0.6051000666746822,County,Missing or Undisclosed,Missing or Undisclosed,Female,0.6187581224256041,0.04871108367465137,Mecklenburg 
,Gender,Missing or Undisclosed,0.0008136696501220504,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00042709490048688817,,Gaston 
0.43108233117483813,Age Group K-12,Missing or Undisclosed,0.381498158002456,County,Missing or Undisclosed,75+,Missing or Undisclosed,0.5567490153956319,0.23974714770274438,Wilkes 
0.04602068819928225,Age Group K-12,Missing or Undisclosed,0.08579299488390398,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.11964430072756668,0.031243402997677854,Polk 
0.14340054728588894,Ethnicity,Non-Hispanic,0.9882305737595293,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.9923359901900675,0.06282143342325383,Lenoir 
,Ethnicity,Missing or Undisclosed,0.013082060195773487,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0002920134326179004,,Caldwell 
0.40663978242520865,Age Group K-12,Missing or Undisclosed,0.38165654431828183,County,Missing or Undisclosed,75+,Missing or Undisclosed,0.4400594451783355,0.24992966332176686,Randolph 
0.4635187408296652,Age Group,Missing or Undisclosed,0.3494921049984914,County,Missing or Undisclosed,75+,Missing or Undisclosed,0.3792065663474692,0.18487394957983194,Cleveland 
0.04346446700507614,Age Group,Missing or Undisclosed,0.08438558669541114,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.1435678749111585,0.032043147208121826,Madison 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,New Hanover 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Suppressed,Missing or Undisclosed,,,Alleghany 
0.03107113654946852,Ethnicity,Hispanic,0.014954742227469502,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.009700889248181082,0.009811937857726901,Polk 
0.0037593984962406013,Age Group K-12,Missing or Undisclosed,0.00041279669762641903,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0005995203836930455,0.0018796992481203006,Currituck 
0.05028558875219684,Age Group K-12,Missing or Undisclosed,0.10955822524290433,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.12889724096694286,0.033150263620386644,Gaston 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Burke 
0.09736041583186125,Race,Missing or Undisclosed,0.8256832431914995,County,White,Missing or Undisclosed,Missing or Undisclosed,0.8612795763218588,0.05690598068707072,Gaston 
,Race,Missing or Undisclosed,0.00033776176536816035,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0002094240837696335,,Haywood 
,Ethnicity,Missing or Undisclosed,0.004213377473478294,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0001574555188159345,,Rowan 
0.07566765578635015,Race,Missing or Undisclosed,0.007115948095437421,County,Asian or Pacific Islander,Missing or Undisclosed,Missing or Undisclosed,0.005238489109456851,0.028189910979228485,Franklin 
0.0023223409196470044,Age Group K-12,Missing or Undisclosed,0.00035253472467038,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0002505323813102843,0.0009289363678588017,Henderson 
0.016774994742165827,Age Group,Missing or Undisclosed,0.018308211916186645,County,Missing or Undisclosed,18-24,Missing or Undisclosed,0.02121192096742219,0.009644370111466084,Mecklenburg 
0.0012755102040816326,Age Group K-12,Missing or Undisclosed,0.00015617679212868969,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0002643404705260376,0.0012755102040816326,Davie 
0.025156219802873157,Age Group K-12,Missing or Undisclosed,0.033056801828494034,County,Missing or Undisclosed,18-24,Missing or Undisclosed,0.04393784018300859,0.017941119628937706,Pitt 
,Gender,Missing or Undisclosed,0.006721433905899926,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.009615384615384616,,Northampton 
2.7660604384205795e-05,Age Group K-12,Missing or Undisclosed,1.6329863237395386e-05,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,0.0,Wake 
,Race,Missing or Undisclosed,0.00026748696001069946,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Lenoir 
,Age Group K-12,Missing or Undisclosed,0.0005558643690939411,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0022222222222222222,,Swain 
0.050991189427312775,Gender,Missing or Undisclosed,0.3717880085653105,County,Missing or Undisclosed,Missing or Undisclosed,Male,0.3852025836758661,0.02408223201174743,Hoke 
0.06033354443740764,Age Group,Missing or Undisclosed,0.1406772986808427,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.1670707070707071,0.03491661389064809,Wayne 
,Gender,Missing or Undisclosed,0.00234192037470726,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0029455081001472753,,Jones 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Scotland 
,Age Group,Missing or Undisclosed,0.00036733837111670864,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0005302789267154523,,Alamance 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Durham 
,Race,Missing or Undisclosed,0.03856727037516171,County,Other,Missing or Undisclosed,Missing or Undisclosed,0.020363951473136917,,Craven 
0.4766910672023777,Age Group K-12,Missing or Undisclosed,0.4136498232878021,County,Missing or Undisclosed,65-74,Missing or Undisclosed,0.20103448275862068,0.09626286532005064,Johnston 
0.05968621641640293,Race,Missing or Undisclosed,0.04844298221644132,County,Asian or Pacific Islander,Missing or Undisclosed,Missing or Undisclosed,0.04619044472345206,0.028240522523735774,Mecklenburg 
0.5204102564102564,Age Group K-12,Missing or Undisclosed,0.4234685361375396,County,Missing or Undisclosed,65-74,Missing or Undisclosed,0.06799417192812045,0.028717948717948718,Richmond 
0.09275229357798165,Age Group,Missing or Undisclosed,0.16060365369340746,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.2182877633348274,0.04467889908256881,Halifax 
0.020596205962059622,Ethnicity,Hispanic,0.007643568339535351,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.011764705882352941,0.011653116531165311,Cleveland 
,Age Group,Missing or Undisclosed,0.0004765687053216839,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0008964589870013446,,Halifax 
,Age Group K-12,Missing or Undisclosed,0.1363305596861455,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.1773955773955774,,Missing 
0.000691085003455425,Age Group K-12,Missing or Undisclosed,0.000758150113722517,County,Missing or Undisclosed,Suppressed,Missing or Undisclosed,0.0013351134846461949,0.0003455425017277125,Greene 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Craven 
,Race,Missing or Undisclosed,6.162568558575214e-05,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Moore 
,Race,Missing or Undisclosed,0.02042073761112578,County,Other,Missing or Undisclosed,Missing or Undisclosed,0.015521796565389696,,Randolph 
0.07476100837854796,Gender,Missing or Undisclosed,0.38778538266405016,County,Missing or Undisclosed,Missing or Undisclosed,Male,0.37977278551294097,0.04102535710331082,Gaston 
,Race,Missing or Undisclosed,0.0013383297644539616,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Hoke 
,Gender,Missing or Undisclosed,0.0006246096189881324,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0015337423312883436,,Mitchell 
0.10817409766454353,Gender,Missing or Undisclosed,0.3881740455430458,County,Missing or Undisclosed,Missing or Undisclosed,Male,0.37824406405300937,0.05655815050719509,Pitt 
0.48540856031128404,Age Group,Missing or Undisclosed,0.25240263024785026,County,Missing or Undisclosed,75+,Missing or Undisclosed,0.30396902226524686,0.30544747081712065,Gates 
0.048299912816041846,Age Group K-12,Missing or Undisclosed,0.1949014938298333,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.2210613905325444,0.03207028368318691,Cabarrus 
0.10652275926794932,Age Group,Missing or Undisclosed,0.17210007581501138,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.19626168224299065,0.0344908493664946,Greene 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Brunswick 
0.459034951181548,Age Group,Missing or Undisclosed,0.315502820462945,County,Missing or Undisclosed,75+,Missing or Undisclosed,0.34805194805194806,0.20857506721381067,Nash 
0.0011066027296200663,Age Group K-12,Missing or Undisclosed,0.0004185851820845542,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0005514199062586159,0.0007377351530800443,Franklin 
0.0031466331025802393,Age Group K-12,Missing or Undisclosed,0.0004574146921599122,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0002920134326179004,0.0012586532410320957,Caldwell 
0.0018001800180018,Age Group K-12,Missing or Undisclosed,0.00033383408446002337,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.00048567265662943174,0.0009000900090009,Richmond 
0.18749102398391498,Gender,Missing or Undisclosed,0.53890608875129,County,Missing or Undisclosed,Missing or Undisclosed,Female,0.5677458033573142,0.06800229786011777,Currituck 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Vance 
0.03401898734177215,Age Group K-12,Missing or Undisclosed,0.0642270351008215,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.08974358974358973,0.01661392405063291,Northampton 
,Gender,Missing or Undisclosed,0.0006416426050689766,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Montgomery 
,Race,Missing or Undisclosed,0.016782644289807615,County,Other,Missing or Undisclosed,Missing or Undisclosed,0.020766201217329035,,Wilkes 
0.0015408320493066256,Age Group K-12,Missing or Undisclosed,0.000843407365757661,County,Missing or Undisclosed,Suppressed,Missing or Undisclosed,0.0006561679790026247,0.0005136106831022085,Chowan 
,Race,Missing or Undisclosed,0.011301989150090416,County,Other,Missing or Undisclosed,Missing or Undisclosed,0.010272873194221509,,Yadkin 
,Age Group,Missing or Undisclosed,0.000493548614538532,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0002505323813102843,,Henderson 
0.05930380238977735,Age Group,Missing or Undisclosed,0.12693481276005547,County,Missing or Undisclosed,50-64,Missing or Undisclosed,0.14620006324443977,0.03595033824939737,Iredell 
0.0159846547314578,Age Group K-12,Missing or Undisclosed,0.00862663906142167,County,Missing or Undisclosed,18-24,Missing or Undisclosed,0.005665722379603399,0.005115089514066497,Caswell 
0.10301723138291705,Race,Missing or Undisclosed,0.930261780104712,County,White,Missing or Undisclosed,Missing or Undisclosed,0.906423034330011,0.037964702335397386,Stokes 
0.4123562388025198,Age Group K-12,Missing or Undisclosed,0.3938942254609694,County,Missing or Undisclosed,65-74,Missing or Undisclosed,0.26322833943071294,0.17049066635843496,Catawba 
0.05689967688549137,Age Group,Missing or Undisclosed,0.08901491801257551,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.18121400088613204,0.03223264244621325,Beaufort 
0.02361872627583298,Ethnicity,Hispanic,0.015933987764973682,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.013708513708513708,0.008013496415014762,Pender 
0.002107481559536354,Age Group K-12,Missing or Undisclosed,0.0010116337885685382,County,Missing or Undisclosed,Suppressed,Missing or Undisclosed,0.000968054211035818,0.001053740779768177,Gates 
,Age Group K-12,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Durham 
,Gender,Missing or Undisclosed,0.00019550342130987292,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Columbus 
0.10323438192290652,Race,Missing or Undisclosed,0.04809081527347782,County,Suppressed,Missing or Undisclosed,Missing or Undisclosed,0.053956834532374105,0.03987594151528578,Currituck 
0.0398794077240116,Age Group K-12,Missing or Undisclosed,0.11997703788748565,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.2387140902872777,0.026637154632880477,Rockingham 
,Age Group,Missing or Undisclosed,,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,,,Chatham 
0.495225102319236,Age Group K-12,Missing or Undisclosed,0.33642261353104724,County,Missing or Undisclosed,75+,Missing or Undisclosed,0.41438356164383566,0.165075034106412,Martin 
,Age Group K-12,Missing or Undisclosed,0.0005188067444876783,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0,,Bertie 
0.1283914600185652,Ethnicity,Non-Hispanic,0.9895748160261651,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.9899224806201551,0.06773637448614242,Person 
0.08493831354978447,Gender,Missing or Undisclosed,0.40229307050186064,County,Missing or Undisclosed,Missing or Undisclosed,Male,0.37729138166894666,0.029282483596288197,Cleveland 
0.062081963152040336,Age Group,Missing or Undisclosed,0.20871198203715047,County,Missing or Undisclosed,25-49,Missing or Undisclosed,0.2934620431789175,0.03964822973386505,Wake 
0.13690632724977647,Gender,Missing or Undisclosed,0.588381555153707,County,Missing or Undisclosed,Missing or Undisclosed,Female,0.5951845906902087,0.09751222847525377,Yadkin 
0.10610398771733268,Gender,Missing or Undisclosed,0.4061953931691819,County,Missing or Undisclosed,Missing or Undisclosed,Male,0.39847601972209773,0.03688949748952239,Halifax 
,Gender,Missing or Undisclosed,0.002334176230305388,County,Missing or Undisclosed,Missing or Undisclosed,Missing or Undisclosed,0.0058918050348152114,,Duplin 
0.1032481593763534,Race,Missing or Undisclosed,0.2436631234668847,County,Suppressed,Missing or Undisclosed,Missing or Undisclosed,0.20891472868217054,0.04668687743611953,Person 
0.06951871657754011,Race,Missing or Undisclosed,0.005548442168160478,County,Asian or Pacific Islander,Missing or Undisclosed,Missing or Undisclosed,0.00505050505050505,0.024955436720142603,Pender 
