At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
10900,22923,23296,23294,23317,15640,15638,15447,7680,7513,7513,7333,3143,7513,15640,61497,55714,Robeson,143,143,143,77,164,1417,902,122048,16014,51483,54554,55797,16738,56652,60103,61574,1417,902,1472,1417,551,968,902,397,98425,20565,130625,ROBESON COUNTY,109195,14275,2237,15967,15701,15966,44135,44114,42985,13950,40960,13278,14811,14810,14590,2112,39062,40002,40018,13505,37303
2184,3435,3467,3466,3467,2502,2501,2478,1617,965,965,957,567,965,2502,6629,6132,Perquimans,,,,,,0,0,12861,2905,5880,6055,6147,3099,6343,6535,6652,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1123,238,1184,1173,1184,5448,5445,5362,2861,5220,1026,1087,1087,1079,220,4976,5045,5048,2685,4854
19912,53916,55527,55524,55556,24641,24638,24022,10209,30771,30771,29779,9657,30773,24649,121242,113429,Johnston,115,115,115,46,134,3511,2256,196283,25438,101994,109762,113498,26470,108605,117072,121357,3478,2243,3579,3301,967,2288,2117,625,156585,28558,209339,JOHNSTON COUNTY,175612,34043,4018,39825,38173,39823,77953,77908,75421,21485,71261,32226,37776,37772,36176,3920,71343,73401,73434,20893,67651
14352,30245,30685,30681,30703,14003,14002,13816,7096,16604,16601,16351,7211,16604,14007,66709,63297,Randolph,78,78,78,45,92,849,560,135556,20106,59053,62017,63393,20501,62024,65230,66806,849,560,909,849,532,634,560,432,111702,26060,143667,RANDOLPH COUNTY,123257,20963,4023,23143,22576,23143,42754,42717,41805,15946,40212,20058,22089,22087,21566,4052,39891,40650,40670,15622,38435
758,1850,1903,1903,1903,1835,1835,1785,733,68,68,65,25,68,1835,3449,3331,Hyde,,,,,,0,,4753,1056,3096,3241,3331,1070,3207,3358,3463,0,,11,0,0,,,,4098,1114,4937,HYDE COUNTY,4410,162,50,176,173,176,3276,3273,3185,1020,3045,152,165,165,161,44,3080,3166,3166,1012,2944
1971,3634,3664,3664,3665,2009,2009,1982,1067,1655,1655,1652,904,1655,2010,6908,6482,Alleghany,,,,,,20,0,10626,2677,6224,6393,6515,2764,6615,6791,6958,20,0,61,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1363,363,1414,1408,1414,5483,5474,5363,2381,5232,1262,1306,1306,1299,345,5094,5176,5183,2332,4962
5378,10958,11106,11106,11121,5788,5788,5717,2870,5295,5295,5218,2495,5296,5790,29665,27186,Duplin,23,23,23,13,35,2157,1604,55126,7936,24963,26547,27235,8231,27126,28912,29743,2123,1591,2218,1910,447,1638,1410,312,44760,11405,58741,DUPLIN COUNTY,49644,7725,1556,8652,8514,8652,18873,18856,18275,6228,17491,7431,8302,8302,8174,1575,16782,17280,17295,6049,16122
1191,2180,2206,2205,2207,1879,1878,1865,1066,327,327,315,125,327,1880,4868,4588,Gates,,,,,,69,49,11027,1798,4376,4527,4619,1882,4629,4802,4940,69,49,132,69,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,521,128,575,569,575,4233,4224,4164,1754,4039,497,539,539,536,130,3942,4000,4002,1668,3830
10999,20989,21361,21360,21390,12480,12479,12236,6410,8787,8787,8659,4576,8787,12481,37611,35665,Haywood,94,94,94,13,122,1465,904,59266,13864,33533,34862,35761,14300,35392,36785,37705,1465,904,1548,1465,661,986,904,509,50968,15572,62317,HAYWOOD COUNTY,54941,8139,2052,8634,8582,8633,27523,27513,26738,11587,25788,7524,8011,8010,7958,1922,26000,26751,26764,11433,25105
7318,14408,14613,14613,14619,7952,7952,7830,4088,6588,6588,6505,3177,6588,7952,29705,27985,Stanly,73,73,73,53,79,686,476,59178,9762,26415,27518,28067,10140,27994,29176,29761,686,476,736,686,345,554,476,284,49282,12123,62806,STANLY COUNTY,54008,7032,1383,7506,7373,7506,21519,21513,21117,8412,20276,6643,7078,7078,6968,1365,20074,20431,20435,8113,19296
