At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
11082,23256,23640,23632,23664,15790,15787,15593,7753,7701,7696,7514,3246,7701,15790,61457,55680,Robeson,149,149,149,83,173,1435,907,122048,15985,51446,54517,55764,16703,56615,60068,61535,1435,907,1491,1435,563,974,907,399,98425,20565,130625,ROBESON COUNTY,109195,14314,2246,16011,15743,16010,44033,44012,42890,13894,40866,13317,14855,14854,14631,2120,38979,39919,39935,13466,37222
2213,3485,3517,3516,3517,2521,2520,2497,1629,996,996,988,584,996,2521,6629,6133,Perquimans,,,,,,0,0,12861,2903,5879,6055,6148,3097,6341,6533,6652,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1125,240,1186,1175,1186,5446,5443,5358,2857,5216,1027,1088,1088,1080,222,4975,5045,5048,2681,4852
20313,54816,56515,56446,56546,24871,24844,24221,10288,31514,31472,30465,9974,31516,24879,121394,113596,Johnston,130,130,130,51,151,3540,2267,196283,25490,102164,109916,113665,26526,108772,117217,121510,3507,2253,3609,3330,987,2299,2127,632,156585,28558,209339,JOHNSTON COUNTY,175612,34148,4036,39921,38264,39919,77980,77935,75446,21503,71294,32345,37895,37891,36292,3943,71371,73438,73471,20915,67692
14646,30739,31197,31182,31208,14108,14101,13915,7157,16992,16984,16727,7427,16992,14112,66794,63390,Randolph,97,97,97,62,104,853,561,135556,20172,59130,62110,63487,20567,62109,65326,66893,853,561,915,853,536,636,561,433,111702,26060,143667,RANDOLPH COUNTY,123257,21023,4048,23198,22640,23198,42780,42743,41833,15983,40233,20116,22153,22151,21634,4081,39915,40678,40698,15658,38453
761,1857,1912,1910,1912,1841,1840,1790,736,71,70,67,25,71,1841,3453,3334,Hyde,,,,,,0,,4753,1058,3098,3244,3334,1072,3210,3360,3467,0,,11,0,0,,,,4098,1114,4937,HYDE COUNTY,4410,162,50,176,173,176,3280,3277,3187,1022,3048,152,166,166,162,44,3082,3168,3168,1014,2946
2010,3741,3777,3773,3778,2080,2076,2047,1070,1697,1697,1694,940,1697,2081,6913,6492,Alleghany,,,,,,22,0,10626,2683,6231,6401,6525,2769,6620,6796,6963,22,0,63,22,22,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1363,365,1414,1408,1414,5486,5477,5366,2382,5235,1264,1308,1308,1301,347,5100,5184,5191,2336,4967
5478,11111,11262,11260,11277,5833,5833,5762,2893,5401,5399,5321,2570,5402,5835,29703,27217,Duplin,28,28,28,15,40,2168,1609,55126,7958,25001,26581,27266,8255,27167,28953,29782,2134,1596,2230,1921,453,1643,1414,312,44760,11405,58741,DUPLIN COUNTY,49644,7751,1561,8678,8539,8678,18874,18857,18280,6241,17495,7465,8329,8329,8199,1585,16786,17279,17294,6061,16122
1204,2198,2225,2224,2226,1897,1896,1883,1079,328,328,315,125,328,1898,4881,4596,Gates,,,,,,70,49,11027,1808,4383,4535,4627,1894,4641,4815,4955,70,49,135,70,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,525,128,578,572,578,4242,4233,4173,1766,4046,499,541,541,538,130,3948,4006,4008,1678,3835
11191,21274,21666,21655,21695,12548,12537,12285,6430,9023,9023,8894,4748,9023,12549,37655,35696,Haywood,95,95,95,13,123,1483,904,59266,13887,33566,34889,35792,14328,35440,36826,37749,1483,904,1566,1483,667,986,904,509,50968,15572,62317,HAYWOOD COUNTY,54941,8156,2062,8646,8594,8645,27537,27527,26749,11599,25801,7537,8020,8019,7967,1932,26018,26773,26786,11446,25125
7535,14743,14966,14958,14973,8107,8103,7972,4181,6784,6780,6696,3299,6784,8107,29746,28032,Stanly,75,75,75,55,82,688,476,59178,9781,26450,27558,28115,10161,28026,29211,29802,688,476,738,688,345,555,476,284,49282,12123,62806,STANLY COUNTY,54008,7042,1386,7516,7384,7516,21548,21542,21139,8430,20296,6653,7089,7089,6977,1368,20105,20467,20471,8129,19321
