Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
34253,45042,42758,167,39599,14387,Robeson,70,203,11516,1597,39585,12720,9590,130625,167,52618,45001,1804,239,12780,20565,12779,13291,37918,49637,98425,15177,199,109195,10581,34262,33001,203,10581,52567,82
4575,5368,5241,,5071,2722,Perquimans,,,911,183,5070,2539,750,13463,,6027,5366,202,,956,3671,956,2731,4955,5866,10957,2933,,11854,791,4577,4491,,791,6026,
66512,94532,87985,,71742,23154,Johnston,,,27845,3098,71715,20056,24542,209339,,103484,94505,3305,,31742,28558,31741,20710,68015,95860,156585,24015,,175612,27993,66538,63443,,27994,103456,
37753,54169,51729,,40169,18522,Randolph,,,17241,3211,40140,15311,15206,143667,,58857,54151,3257,,18688,26060,18687,15703,38720,55961,111702,18960,,123257,16398,37770,36523,,16399,58827,
2819,2954,2849,,3018,986,Hyde,,,149,37,3018,949,129,4937,,3176,2954,44,,158,1114,158,972,2900,3049,4098,1016,,4410,135,2819,2720,,135,3176,
4628,5724,5600,,4947,2477,Alleghany,,,1181,284,4940,2193,1055,11137,,6175,5719,300,,1228,3116,1228,2282,4844,6025,9249,2582,,9915,1091,4633,4545,,1091,6168,
15262,21500,20457,,17018,6988,Duplin,,,6359,1241,17010,5747,5630,58741,,24097,21496,1292,,7079,11405,7079,5956,16424,22783,44760,7248,,49644,6234,15266,14827,,6234,24089,
3582,3993,3900,,3969,1657,Gates,,,426,110,3964,1547,376,11562,,4435,3992,112,,466,2418,466,1681,3869,4295,9230,1793,,10120,410,3583,3524,,410,4430,
24402,31046,29859,,25502,12514,Haywood,,,6907,1564,25495,10950,6227,62317,,32839,31040,1700,,7337,15572,7337,11161,24633,31540,50968,12861,,54941,6638,24408,23632,,6638,32832,
18255,23453,22591,,19632,8805,Stanly,,,5768,1108,19629,7697,4944,62806,,25699,23451,1178,,6067,12123,6067,8025,18924,24692,49282,9203,,54008,5196,18257,17647,,5196,25696,
28342,103463,94408,79,33268,11022,Missing,0,30,73395,6489,33214,4533,68468,,79,113401,103059,6048,472,79661,,79648,4979,29984,103409,,11027,280,,74638,28543,25861,30,74640,112892,0
26348,35864,34154,,28161,11910,Wilson,,,9770,1521,28157,10389,8526,81801,,39117,35855,1566,,10956,15337,10954,10683,27285,37055,63224,12249,,69710,9507,26355,25628,,9509,39111,
1616,1740,1671,,1755,629,Tyrrell,,,148,34,1754,595,119,4016,,1909,1739,33,,154,810,154,615,1670,1818,3288,648,,3533,123,1617,1552,,123,1908,
33071,53309,51001,6524,35927,15287,Wayne,808,9443,14304,2566,35903,11913,12212,123131,6676,61364,53262,2746,9490,15947,20802,15947,12276,34915,58412,94031,16264,6708,103693,13515,33086,32265,9193,13515,61293,1242
8250,10437,10133,,8847,4119,Montgomery,,,2367,406,8847,3713,2057,27173,,11361,10437,456,,2514,5743,2514,3810,8637,11004,21266,4266,,23512,2187,8250,8076,,2187,11361,
18569,26030,25024,,20108,9488,Lenoir,,,7835,1398,20104,8090,6736,55949,,28846,26026,1460,,8738,11303,8738,8325,19743,27578,43423,9785,,47933,7457,18573,18288,,7457,28842,
11163,15193,14611,312,12025,5601,Scotland,120,316,3875,696,12024,4785,3291,34823,312,16752,15152,790,371,4356,6531,4356,4932,11817,16008,26793,5845,353,29381,3677,11163,11008,316,3677,16696,123
66422,86604,81834,,69411,24507,Alamance,,0,21194,3570,69396,20937,18737,169509,,92239,86590,3991,19,22809,29035,22808,21340,65684,86878,132145,25331,,145046,20168,66436,63097,0,20168,92204,0
3099,4578,4404,871,3482,1301,Camden,0,795,645,86,3477,1215,573,10867,871,4967,4567,106,806,679,1833,679,1327,3314,4754,8407,1433,882,9354,597,3099,2960,795,597,4951,0
7543,9523,9210,,8112,2736,Greene,,,2062,298,8110,2438,1726,21069,,10481,9522,323,,2369,3592,2369,2491,7999,10061,16884,2814,,18372,1979,7544,7484,,1979,10479,
