At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - NC
117405,149126,272975,149063,147138,141431,39214,272970,270480,260703,77554,272975,149126,403912,419406,423821,423956,754009,124312,633039,680542,712463,128207,669470,719828,758140,Mecklenburg,1788,1788,1778,637,1855,422033,417618,402134,116768,9870,5924,1037049,9837,5911,9967,9712,3228,5979,5829,2293,852079,127686,1110356,937616,MECKLENBURG COUNTY,422101,229958,24787,269828,255830,269070,478345,475069,454161,100192,429800,221527,260213,24646,260134,246904,445354,427727,97373,405683,446271
2105,2117,1244,2117,2105,2075,1217,1244,1244,1213,554,1244,2117,4394,4615,4678,4689,9570,2533,7294,7857,8346,2675,8405,9069,9681,Swain,1317,1266,1106,334,1328,3361,3349,3288,1771,4068,3069,13403,3673,2730,4171,3215,524,3118,2352,430,11137,2803,14271,12138,SWAIN COUNTY,3361,1234,253,1337,1324,1336,4173,4166,4072,1898,3956,1107,1202,236,1201,1189,4023,3938,1867,3835,4026
2820,3832,1883,3830,3813,3775,1838,1883,1883,1858,982,1883,3832,5633,5696,5713,5715,10089,3586,9153,9387,9540,3785,9725,9956,10172,Avery,,,,,,5713,5696,5633,2820,135,72,16905,135,72,193,135,97,106,72,51,14969,4020,17557,15935,AVERY COUNTY,5715,1517,320,1659,1648,1659,8320,8295,8173,3368,8073,1417,1549,308,1549,1543,7880,7772,3227,7664,7885
6226,7903,5713,7902,7811,7564,3625,5713,5700,5590,2575,5713,7903,13202,13559,13663,13677,28403,8048,23772,25380,26162,8267,25581,27442,28563,Vance,48,48,48,26,61,13615,13511,13154,6200,457,316,41780,457,316,497,457,244,344,316,204,34092,8487,44535,37671,VANCE COUNTY,13616,7133,1236,7852,7710,7846,20214,20100,19275,6787,17991,6789,7453,1254,7450,7337,18338,17727,6590,16667,18365
7044,11343,2980,11341,11318,11179,5814,2980,2976,2916,1219,2980,11343,14117,14316,14343,14372,28962,9581,25475,26587,27090,9910,27073,28375,29060,Halifax,22,22,22,11,49,14321,14294,14095,7033,555,355,47245,555,355,592,555,299,393,355,217,39391,10690,50010,43237,HALIFAX COUNTY,14323,4982,973,5518,5420,5517,22950,22890,22400,8638,21536,4634,5126,921,5126,5046,21551,21186,8443,20486,21571
13954,16107,14204,16104,16052,15840,7702,14203,14143,13770,6178,14204,16107,29755,30340,30452,30491,57942,16489,50713,53511,54825,16976,53447,56471,58096,Nash,145,145,145,74,180,30307,30195,29610,13880,956,613,89023,956,613,1016,945,497,683,613,376,73765,17956,94298,81106,NASH COUNTY,30311,17610,3341,20329,19573,20312,36751,36674,35942,13138,34892,16976,19473,3321,19472,18839,34645,34059,12792,33124,34669
8059,10816,4553,10812,10770,10634,5801,4553,4547,4474,2246,4553,10816,15120,15329,15377,15409,30321,10768,26971,28015,28495,11246,28719,29836,30440,Rutherford,12,12,12,12,40,15365,15317,15108,8047,681,538,63605,681,538,757,681,489,589,538,432,53422,14855,67029,58398,RUTHERFORD COUNTY,15369,5562,1491,6051,5944,6046,23632,23594,23211,9266,22476,5390,5842,1466,5839,5754,22049,21723,8870,21043,22064
4822,5713,3753,5713,5652,5552,2852,3753,3752,3703,1970,3753,5713,9255,9404,9466,9476,16084,5814,14229,14751,15160,6151,15152,15715,16224,Ashe,0,0,0,0,10,9466,9404,9255,4822,158,80,26129,158,80,236,158,112,146,80,69,22479,7249,27203,24214,ASHE COUNTY,9466,3226,853,3465,3442,3464,12523,12462,12115,5186,11768,3092,3317,877,3317,3299,11677,11372,4868,11057,11697
6244,5722,6594,5722,5692,5622,3208,6594,6587,6485,3011,6594,5722,12143,12315,12352,12359,22967,8081,20642,21373,21820,8393,21766,22566,23083,Stokes,36,36,36,25,43,12316,12279,12107,6219,276,145,43536,276,145,358,276,179,222,145,125,37145,9917,45591,40306,STOKES COUNTY,12316,7381,1791,7950,7829,7945,14775,14746,14461,6423,14109,6961,7494,1700,7494,7390,14087,13838,6256,13536,14104
1131,1054,871,1053,1048,1033,575,871,871,867,533,871,1054,1998,2017,2022,2060,4273,1565,3738,3854,3941,1638,4073,4205,4307,Graham,98,98,98,23,135,1924,1919,1900,1108,426,307,8040,405,294,457,362,62,337,255,37,6767,2067,8441,7414,GRAHAM COUNTY,1925,895,173,907,907,907,2943,2940,2893,1403,2816,807,821,163,821,820,2781,2740,1365,2676,2783
7999,8034,9407,8031,7959,7826,3903,9406,9349,9100,4030,9407,8034,17107,17489,17618,17676,34883,9715,29931,31684,32782,10125,31961,33855,35049,Pender,181,181,181,66,235,17437,17308,16926,7933,1490,947,59482,1455,928,1525,1325,403,1014,844,286,49058,11716,63060,53967,PENDER COUNTY,17441,9494,1542,10897,10472,10883,22627,22510,21928,8180,21142,8873,10212,1482,10212,9829,21485,20927,7947,20214,21556
17629,17987,15243,17984,17793,17203,10019,15243,15230,14990,7416,15243,17987,33375,34216,34432,34454,68477,20480,59927,62967,64627,20972,63278,66642,68756,Craven,1205,1193,1182,194,1224,33227,33023,32193,17435,10064,8532,95778,9974,8474,10121,9811,1085,8552,8355,785,80387,20103,102139,87409,CRAVEN COUNTY,33230,15357,2847,16776,16441,16771,41859,41642,40227,17040,38110,14684,15961,2872,15959,15653,40057,38840,16823,36888,40114
75618,58164,141136,58147,57577,55825,22943,141131,140043,135751,52268,141136,58164,192512,198556,200214,200269,351977,81965,302354,322530,334821,84154,317354,338843,353649,Guilford,936,936,936,407,969,199278,197620,191576,75211,5643,3434,505896,5624,3434,5694,5559,2260,3463,3393,1627,418240,83442,537174,459608,GUILFORD COUNTY,199300,99136,16420,117386,110496,117007,230569,229327,222723,65474,212659,95869,113497,16264,113485,107124,217570,211972,64074,203092,217861
3255,5868,972,5867,5841,5742,2917,972,965,940,338,972,5868,6682,6806,6839,6840,12830,4584,11682,12097,12379,4653,12109,12557,12896,Madison,,,,,,6839,6806,6682,3255,220,119,20741,220,119,236,220,109,138,119,86,17939,5034,21755,19327,MADISON COUNTY,6840,1253,280,1407,1384,1404,11253,11206,10953,4264,10636,1185,1328,261,1328,1307,10898,10671,4237,10378,10913
15815,11446,22007,11436,11116,10718,5711,22006,21796,21178,10030,22007,11446,32565,33629,34159,34202,47988,14120,40020,42774,44771,14782,42940,45959,48370,Chatham,717,717,669,74,749,33442,32912,31896,15741,5041,3283,70897,4903,3217,5076,4395,842,3300,2864,438,59661,18634,74470,65198,CHATHAM COUNTY,33453,12315,2591,14047,13379,13992,29247,28955,27677,11349,26230,11820,13542,2589,13524,12879,27779,26678,11093,25336,27929
19349,19358,31871,19350,19015,18416,6063,31869,31718,30901,13150,31871,19358,49679,51095,51581,51655,104166,23235,89538,94981,98331,23829,94762,100657,104725,Pitt,362,362,362,136,426,51219,50733,49317,19213,2260,1407,170444,2260,1407,2317,2233,799,1466,1396,580,142466,25045,180742,155511,PITT COUNTY,51229,28324,3745,32884,31497,32848,69524,69058,66900,19285,64205,26486,30814,3616,30809,29518,65938,64056,19039,61656,66051
21404,15917,23518,15915,15621,15288,8603,23518,23436,23032,12695,23518,15917,38970,39774,40150,40179,63317,23193,55518,58003,59368,24031,59132,61925,63794,Moore,717,717,650,106,744,39433,39057,38320,21298,4990,3330,94937,4826,3255,5094,4295,938,3370,2878,643,79328,24192,100880,86466,MOORE COUNTY,39435,15245,3606,17296,16552,17282,41404,41045,40547,19487,39592,14518,16442,3568,16438,15751,39422,38997,18982,38122,39556
53964,50079,91727,50070,49054,47068,19864,91725,91135,88429,33762,91727,50079,136196,140888,142494,142552,256028,60618,216833,231513,241070,62624,230013,245740,257745,Forsyth,699,699,699,338,746,141795,140189,135497,53626,4240,2519,359934,4240,2519,4290,4207,1810,2552,2492,1319,295401,62720,382295,325690,FORSYTH COUNTY,141806,68301,11514,77569,74637,77436,175886,174352,166863,49300,157505,66166,75098,11621,75092,72437,162879,156557,47678,148175,163420
23185,17170,39441,17164,17071,16690,7985,39441,39222,38173,15035,39441,17170,55112,56542,56854,56911,102153,26663,89443,94886,97609,27197,93519,99320,102508,Iredell,249,249,249,165,300,56605,56293,54863,23020,2103,1442,171884,2103,1442,2173,2054,1051,1509,1410,882,140623,29513,181806,156060,IREDELL COUNTY,56611,37171,5751,42820,40986,42723,57515,57327,56231,20395,54294,35796,41025,5876,41014,39414,55014,54030,19905,52237,55075
7624,7318,5917,7317,7271,7129,3969,5917,5910,5860,3655,5917,7318,12989,13181,13234,13247,19802,8350,18137,18789,19280,8491,18658,19346,19903,Transylvania,0,0,0,0,12,13234,13181,12989,7624,338,209,33015,338,209,392,338,267,256,209,195,29099,10809,34385,30988,TRANSYLVANIA COUNTY,13235,3310,1147,3497,3441,3488,16014,15976,15567,7077,15010,3205,3362,1163,3357,3315,15647,15265,6992,14723,15662
2963,3102,2389,3100,3091,3043,1660,2389,2386,2370,1275,2389,3102,5461,5525,5537,5543,11771,4090,10376,10819,11056,4276,11052,11556,11842,Martin,48,48,48,28,52,5489,5477,5413,2935,194,136,21211,194,136,247,194,137,176,136,115,17917,5372,22440,19455,MARTIN COUNTY,5491,2493,579,2706,2644,2706,8889,8871,8718,3560,8365,2342,2536,544,2536,2483,8335,8200,3431,7898,8344
3320,4121,2532,4121,4090,4029,2027,2532,2530,2492,1293,2532,4121,6521,6620,6653,6676,11617,3925,10258,10712,11002,4020,10767,11294,11667,Warren,0,0,0,0,23,6653,6620,6521,3320,157,116,18843,157,116,167,157,104,122,116,85,16200,5173,19731,17477,WARREN COUNTY,6653,2394,519,2658,2610,2657,8842,8803,8527,3397,8216,2329,2576,542,2575,2526,8291,8070,3298,7813,8304
1544,1832,990,1832,1822,1789,1012,990,990,975,518,990,1832,2814,2862,2872,2922,5726,1965,4939,5146,5303,2099,5369,5627,5768,Jones,50,50,50,14,100,2822,2812,2764,1530,554,356,8956,554,356,581,528,156,415,356,73,7704,2257,9419,8314,JONES COUNTY,2822,1188,253,1290,1271,1289,3897,3883,3802,1690,3653,1075,1173,239,1173,1148,3711,3642,1653,3508,3715
7485,6333,9133,6332,6251,6069,3143,9133,9103,8891,4332,9133,6333,14970,15364,15475,15523,25887,8460,22895,24195,24957,8663,23857,25199,26040,Davie,10,10,10,10,57,15465,15354,14960,7475,464,257,40760,464,257,526,464,220,327,257,170,33901,9279,42846,37262,DAVIE COUNTY,15466,7253,1773,8101,7887,8091,17413,17332,16848,6670,16140,6992,7819,1756,7817,7604,16770,16334,6534,15646,16811
33100,30656,45641,30648,30419,29747,14026,45637,45419,44143,17112,45641,30656,90271,92444,92925,92965,234578,38381,187890,198951,204609,41519,215696,228054,235092,Cumberland,16640,16606,16381,1962,16668,76285,75838,73890,31138,91189,69382,310252,90177,68785,91242,87766,8281,69437,66914,5892,252655,40937,335509,277878,CUMBERLAND COUNTY,76297,52683,6953,61565,58687,61467,82285,81922,79190,26285,75247,50131,58417,6845,58395,55780,76646,74386,25644,70845,76755
5770,8534,3448,8529,8475,8316,3941,3448,3443,3414,1829,3448,8534,11730,11918,11977,12009,25417,8288,22640,23610,24039,8623,23944,24998,25530,Mcdowell,0,0,0,0,27,11977,11918,11730,5770,564,339,43474,564,339,625,564,297,380,339,218,36617,9517,45756,39943,MCDOWELL COUNTY,11982,3304,675,3483,3447,3482,21422,21371,20987,7651,20076,2965,3116,600,3116,3088,20527,20183,7470,19336,20543
4683,5023,2300,5020,5012,4966,3275,2300,2300,2295,1353,2300,5023,7364,7415,7423,7464,14030,6501,12786,13067,13289,6747,13611,13911,14150,Cherokee,103,103,103,55,141,7320,7312,7261,4628,613,439,27420,613,439,717,613,234,541,439,185,23877,8723,28612,25640,CHEROKEE COUNTY,7323,2893,915,2915,2912,2915,10518,10502,10386,5598,10105,2611,2628,855,2628,2628,10104,10000,5461,9736,10120
2725,3088,1677,3084,3077,3041,1829,1677,1677,1652,896,1677,3088,4693,4754,4761,4780,8754,3205,7474,7804,7967,3547,8291,8637,8840,Chowan,0,0,0,0,15,4761,4754,4693,2725,174,66,13243,174,66,246,174,67,125,66,10,11164,3521,13943,12171,CHOWAN COUNTY,4765,1731,424,1837,1832,1837,6757,6743,6631,3056,6386,1679,1780,455,1780,1777,6060,5961,2740,5729,6062
26703,41548,48459,41528,39345,36611,11072,48457,47905,45999,15602,48459,41548,82662,87302,90037,90086,118055,24080,99315,107520,115673,24449,102242,110660,120139,Orange,52,52,52,29,79,89985,87250,82610,26674,1374,857,142010,1374,857,1465,1374,444,938,857,351,119925,21654,148476,130842,ORANGE COUNTY,90007,23489,3365,26556,25525,26403,92118,90278,83761,20640,77379,23406,26507,3486,26426,25450,87268,81213,20243,75052,88228
4360,6315,2840,6315,6282,6190,3000,2840,2836,2786,1360,2840,6315,8987,9129,9166,9202,17805,5925,16035,16578,16929,6182,16971,17545,17931,Alexander,11,11,11,0,47,9155,9118,8976,4360,391,203,35620,391,203,495,391,161,301,203,74,30040,7667,37497,32781,ALEXANDER COUNTY,9155,2803,414,3056,2997,3054,14380,14360,14157,5607,13777,2617,2858,393,2858,2797,13765,13578,5458,13215,13770
45038,83467,81890,83460,81005,77772,20132,81890,80910,78563,24728,81890,83467,156808,162388,165823,165878,244008,43877,207611,220878,233851,45198,218016,231950,248174,Durham,473,473,473,178,521,165350,161915,156335,44860,8154,5479,301307,8129,5466,8219,8057,2093,5528,5422,1558,255829,43764,321488,275950,DURHAM COUNTY,165357,53687,6358,61292,58408,60975,178663,174879,165413,36747,156272,52348,59741,6352,59649,57008,166839,158404,35967,149841,168582
23990,27836,17653,27811,27558,26889,14572,17653,17594,17307,9393,17653,27836,44237,45193,45505,45561,72793,27480,65033,68025,69948,28044,67691,70851,73100,Henderson,41,41,41,25,72,45464,45152,44196,23965,1714,996,111764,1714,996,1762,1714,1037,1067,996,768,95451,30961,117417,103234,HENDERSON COUNTY,45489,13867,4181,15110,14712,15097,56228,55982,54425,22826,52110,13299,14503,4143,14495,14129,54335,52900,22569,50738,54378
5240,6576,4535,6574,6522,6364,3058,4535,4533,4483,2182,4535,6576,10847,11055,11109,11126,23177,6887,19785,20694,21262,7447,21596,22568,23259,Pasquotank,0,0,0,0,15,11109,11055,10847,5240,36,0,37393,36,0,52,36,24,21,0,0,31068,6841,39824,34029,PASQUOTANK COUNTY,11111,5510,1045,5823,5743,5821,17384,17320,16789,6378,16050,5207,5488,985,5487,5417,15739,15277,5902,14578,15753
2723,2947,1475,2947,2934,2892,1805,1475,1473,1469,918,1475,2947,4361,4407,4422,4459,7370,3326,6775,6941,7072,3405,7082,7272,7437,Pamlico,0,0,0,0,37,4422,4407,4361,2723,180,127,12261,180,127,238,180,92,174,127,74,10805,3866,12726,11540,PAMLICO COUNTY,4422,1224,299,1321,1298,1321,5878,5869,5794,3014,5678,1162,1244,297,1244,1225,5651,5589,2955,5486,5654
1897,3118,815,3118,3109,3069,1502,815,815,794,395,815,3118,3863,3924,3933,3933,7830,2884,6973,7198,7307,3027,7476,7721,7859,Mitchell,,,,,,3933,3924,3863,1897,109,52,14242,109,52,124,109,77,75,52,52,12229,3810,14964,13195,MITCHELL COUNTY,3933,1156,289,1295,1285,1295,6440,6426,6327,2661,6211,1034,1163,243,1163,1156,6068,5990,2589,5887,6069
2773,3607,1955,3607,3594,3551,1814,1955,1953,1931,959,1955,3607,5558,5623,5638,5675,13701,4371,11631,12024,12266,4982,13074,13496,13759,Currituck,76,76,76,0,113,5562,5547,5482,2773,1048,652,26216,1004,624,1087,901,144,703,543,41,21675,4551,27763,23787,CURRITUCK COUNTY,5562,2091,413,2244,2198,2244,10428,10409,10294,4425,10082,1976,2119,408,2119,2073,9438,9327,3922,9112,9444
44240,25098,42538,25095,25027,24801,16753,42536,42440,42060,27375,42538,25098,67115,67721,67885,67937,94837,44675,86621,89198,90609,45845,90567,93382,94990,Brunswick,254,254,254,112,301,67631,67467,66861,44128,3003,2026,137478,2992,2026,3026,2966,1718,2069,2026,1274,121795,46605,142820,129086,BRUNSWICK COUNTY,67636,23536,6978,25874,25095,25861,66090,65973,65295,37149,64065,22658,24858,7175,24855,24144,63631,63028,36226,61937,63682
21232,21950,23204,21947,21771,21251,10904,23204,23159,22787,10160,23204,21950,44324,45216,45437,45497,88471,26209,76816,80641,82465,26994,82108,86388,88747,Davidson,286,286,286,168,343,45151,44930,44038,21064,2164,1394,158409,2152,1394,2236,2099,1053,1441,1357,759,131285,31089,167609,144432,DAVIDSON COUNTY,45154,24930,4894,27032,26508,27021,59479,59286,57728,21047,55079,23679,25593,4886,25592,25130,55385,54117,20564,51780,55431
9414,8797,13324,8792,8700,8483,3751,13323,13277,12976,5628,13324,8797,21553,22071,22209,22293,40558,10937,34993,37104,38272,11261,37024,39325,40809,Franklin,94,94,94,35,172,22115,21977,21459,9379,1375,831,65799,1357,831,1451,1274,487,880,778,298,54524,11935,69685,59978,FRANKLIN COUNTY,22121,12753,2154,14570,14065,14542,24788,24641,23903,8620,22997,12204,13910,2171,13910,13463,23449,22810,8468,22011,23482
8070,7294,8851,7291,7262,7142,4089,8851,8842,8699,3981,8851,7294,15841,16104,16142,16172,28280,9652,25424,26495,27174,9975,26515,27644,28396,Dare,0,0,0,0,27,16142,16104,15841,8070,325,124,35367,325,124,385,325,122,196,124,0,30088,8201,37009,32745,DARE COUNTY,16145,5329,713,6060,5789,6052,21951,21903,21530,9140,20861,5008,5741,692,5736,5479,21217,20892,8960,20292,21237
41717,37002,59492,36987,36698,35886,17190,59492,59096,57621,24355,59492,37002,93937,96224,96909,96960,157794,42364,138256,145810,150648,43459,144756,152874,158480,New Hanover,430,430,430,172,466,96479,95794,93507,41545,3365,2122,223363,3340,2112,3429,3259,1406,2163,2058,994,191812,43147,234473,206724,NEW HANOVER COUNTY,96494,45579,6756,52722,50163,52624,102329,101805,99371,35297,95918,43778,50760,6718,50758,48347,97433,95351,34652,92420,97725
4543,5539,2742,5536,5524,5466,3135,2742,2738,2677,1249,2742,5539,9185,9379,9408,9446,24290,6232,19307,20702,21214,6756,21927,23647,24381,Bladen,1130,1117,1042,159,1165,8278,8262,8143,4384,6723,4744,31131,6453,4604,6799,5567,782,4773,3972,473,26077,7459,32722,28574,BLADEN COUNTY,8281,4320,781,4736,4650,4735,12846,12832,12544,5193,12040,4098,4500,735,4500,4421,11933,11677,5024,11237,11941
2727,4479,1468,4478,4464,4422,2134,1468,1468,1430,593,1468,4479,5862,5942,5956,5978,12422,3840,10931,11372,11627,3986,11706,12183,12491,Anson,10,10,10,0,31,5946,5932,5852,2727,172,102,23143,172,102,228,172,100,137,102,75,19608,4730,24446,21306,ANSON COUNTY,5947,2742,474,3097,3054,3096,9166,9154,8957,3412,8792,2504,2834,425,2833,2798,8653,8472,3340,8325,8656
