Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36412,49216,46530,646,40830,14998,Robeson,360,879,12177,1727,40816,12911,10951,130625,646,55245,49189,1858,889,13526,20565,13525,13396,39034,52090,98425,15668,663,109195,12131,36422,34933,879,12131,55220,414
4764,5682,5521,0,5198,2768,Perquimans,0,0,991,192,5197,2576,855,13463,0,6250,5669,204,15,1037,3671,1037,2757,5080,6071,10957,2961,11,11854,905,4766,4666,0,905,6234,0
68336,100622,93489,1109,72871,24023,Johnston,502,1366,29814,3264,72846,20257,27328,209339,1109,108134,100586,3386,1378,33885,28558,33884,20889,69016,100196,156585,24825,1120,175612,31141,68360,65052,1366,31142,108096,550
38893,57907,55165,550,40890,19351,Randolph,425,744,18226,3407,40859,15519,17037,143667,550,61393,57873,3356,744,19759,26060,19758,15857,39422,58392,111702,19707,565,123257,18430,38911,37578,744,18431,61361,494
2895,3041,2923,,3045,1004,Hyde,,,152,38,3045,966,140,4937,,3206,3041,44,,161,1114,161,983,2920,3072,4098,1027,,4410,146,2895,2783,,146,3206,
4806,6000,5835,0,5111,2503,Alleghany,0,0,1206,291,5105,2212,1126,11137,0,6399,5969,301,34,1254,3116,1254,2300,5002,6208,9249,2601,26,9915,1163,4811,4709,0,1163,6359,0
15862,22993,21782,216,17325,7313,Duplin,161,267,6682,1314,17317,5838,6200,58741,216,25064,22976,1312,283,7456,11405,7456,6015,16703,23652,44760,7508,228,49644,6898,15867,15366,267,6898,25040,181
3749,4203,4086,,4049,1697,Gates,,0,450,112,4044,1585,416,11562,,4554,4202,113,12,493,2418,493,1695,3943,4393,9230,1808,,10120,453,3750,3670,0,453,4537,0
24993,33195,31892,853,25827,13255,Haywood,507,1229,7538,1665,25820,11083,6863,62317,853,35074,33142,1790,1269,7978,15572,7978,11249,24944,33711,50968,13632,900,54941,7296,24999,24176,1229,7296,35027,593
18885,25190,24200,358,20121,9259,Stanly,284,463,6169,1181,20118,7794,5625,62806,358,27085,25156,1210,475,6489,12123,6489,8096,19380,26012,49282,9633,390,54008,5913,18887,18217,463,5913,27070,327
38682,159515,148869,37082,45164,25518,Missing,8853,22487,78529,6960,45110,9705,75863,,37105,153964,158467,6331,23638,85162,,85149,11358,41512,142480,,24030,37949,,82680,38884,35924,22439,82682,152746,6341
27349,38271,36292,330,28908,12328,Wilson,221,491,10428,1577,28903,10530,9438,81801,330,41092,38237,1600,495,11689,15337,11687,10807,27962,38881,63224,12667,354,69710,10558,27357,26524,491,10560,41081,260
1697,1831,1744,,1786,644,Tyrrell,,,156,34,1785,610,129,4016,,1948,1830,33,,162,810,162,625,1700,1856,3288,658,,3533,133,1698,1615,,133,1947,
33915,57316,54658,7710,36378,15725,Wayne,1049,10345,15238,2702,36354,11974,13906,123131,7866,63755,57271,2802,10364,17013,20802,17013,12291,35339,60664,94031,16646,7895,103693,15490,33931,33042,10087,15490,63712,1553
8470,11052,10699,122,8942,4285,Montgomery,94,150,2498,437,8942,3754,2293,27173,122,11787,11030,464,184,2661,5743,2661,3841,8735,11383,21266,4410,144,23512,2438,8470,8284,150,2438,11753,105
19216,27826,26612,273,20542,9840,Lenoir,194,405,8169,1453,20539,8193,7444,55949,273,30084,27795,1494,420,9122,11303,9122,8391,20151,28725,43423,10118,301,47933,8306,19219,18895,405,8306,30066,233
11530,15786,15134,158,12280,5665,Scotland,99,203,4036,729,12278,4837,3625,34823,158,17056,15750,806,239,4537,6531,4537,4965,12057,16296,26793,5894,194,29381,4062,11530,11351,203,4062,17018,123
68111,91348,86162,1033,70988,25534,Alamance,654,1379,22244,3751,70974,21129,20528,169509,1033,96387,91327,4065,1404,23995,29035,23994,21686,67135,90758,132145,26480,1041,145046,22183,68124,64601,1379,22183,96347,729
3242,4963,4774,1036,3588,1331,Camden,0,832,709,97,3583,1234,644,10867,1036,5202,4951,113,867,747,1833,747,1342,3422,4963,8407,1455,1048,9354,673,3242,3094,832,673,5162,0
7799,10148,9731,66,8262,2836,Greene,53,84,2182,316,8260,2467,1970,21069,66,10870,10133,331,101,2507,3592,2507,2518,8140,10406,16884,2909,80,18372,2268,7800,7695,84,2268,10851,60
37193,57691,55100,2856,39234,19107,Rowan,1479,3325,18297,2943,39223,14685,16578,142088,2856,62043,57645,3057,3373,19436,25371,19436,15033,37556,59178,110729,19711,2893,122048,17596,37201,35666,3325,17597,61984,1621
7235,8516,8238,70,7762,3914,Northampton,57,107,1175,265,7760,3592,1083,19483,70,9193,8501,294,122,1309,5256,1309,3693,7575,8857,16132,4054,83,17363,1196,7237,7085,107,1196,9176,67
20885,30014,28803,184,22639,10784,Wilkes,160,232,9130,1771,22631,8853,8436,68412,184,32547,29985,1898,258,9650,15162,9650,9120,21838,31200,54628,11198,206,59783,8916,20892,20183,232,8916,32513,180
25106,39355,37494,239,26139,12729,Lincoln,199,363,13751,1907,26133,10623,12597,86111,239,41813,39321,1941,382,15292,15456,15292,10820,25623,39737,67981,12995,269,74647,13976,25110,24658,363,13976,41788,234
26734,35807,34420,202,27712,13082,Caldwell,149,315,9244,1158,27705,11775,8248,82178,202,37983,35785,1223,321,9950,16769,9950,11987,26894,36453,65842,13392,219,71809,8849,26739,25970,315,8849,37970,182
7208,8943,8612,100,7575,4347,Polk,88,116,1602,714,7574,3545,1513,20724,100,9425,8923,734,144,1706,6644,1706,3664,7334,9052,17478,4495,118,18752,1615,7210,6999,116,1615,9396,97
24476,34626,33112,220,25544,12361,Surry,178,284,10320,1940,25530,10243,9394,71783,220,36740,34609,2076,301,10895,14964,10894,10428,24449,35053,56811,12704,227,62223,9913,24486,23498,284,9913,36708,200
16841,19802,19075,338,17645,8747,Macon,238,414,2707,752,17638,7757,2437,35858,338,20924,19736,782,460,2819,10350,2819,7937,17019,20140,29260,8977,400,31614,2557,16845,16300,414,2557,20871,258
3810,4823,4691,23,4035,2473,Clay,23,25,991,297,4035,2153,941,11231,23,5121,4777,299,92,994,3581,994,2213,3934,4950,9352,2537,69,10050,944,3810,3727,25,944,5054,25
12698,17233,16523,102,13259,6193,Yadkin,87,147,4424,784,13254,5322,4095,37667,102,18204,17212,773,167,4778,7711,4778,5430,12836,17407,29851,6308,118,32660,4412,12703,12326,147,4412,18179,105
34630,103112,98699,44785,37485,18290,Onslow,2441,55712,23106,2447,37474,13402,20341,197938,45801,118903,103083,2580,55767,25651,19026,25651,13717,36189,113802,149343,19244,45823,162055,22652,34637,33573,54507,22652,118837,2947
14961,19511,18675,247,16263,6688,Richmond,129,281,4261,573,16254,5986,3825,44829,247,21319,19473,605,318,4738,8183,4738,6132,15804,20346,34516,6875,281,38043,4265,14965,14603,281,4265,21273,138
