Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs 18Plus,At Least One Dose - NC,county1,Additional Doses - 5Plus,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Tiberius Additional Doses - 65Plus,Fully Vaccinated - Federal 18Plus,Fully Vaccinated - Tiberius 12Plus,Additional Doses - 18Plus,Tiberius Additional Doses - 12Plus,Population 18 Plus,Tiberius Additional Doses - 18Plus,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus,Tiberius Additional Doses - 5Plus,Additional Doses - 65Plus,Fully Vaccinated - All Programs,Fully Vaccinated - Tiberius 18Plus,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,At Least One Dose - Tiberius 12Plus,Fully Vaccinated - Federal 65Plus,Fully Vaccinated - Federal 5Plus,Population,Tiberius Additional Doses,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - Tiberius 5Plus,Additional Doses - 12Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus
71888,69777,188049,87988,MISSING COUNTY,108851,9474,87906,83968,84467,22613,,82733,39083,108171,,,,108851,,66257,28513,92541,203676,9413,,35871,204638,39059,39994,,MISSING,28565,7907,92538,,,212282,198539,7253,29824,94470,,90644,94454,28027,80136,192617,28578,108851,44693,39978,89679,72119,39083
28522,28250,38279,30142,WILSON COUNTY,14676,221,30129,11422,29676,10652,,10598,331,14619,,63224,,14677,69710,27350,497,11932,42861,261,,7729,40820,331,12637,76972,WILSON,497,1764,11930,81801,,43618,40327,1792,501,12975,15337,12688,12972,10914,28668,40587,497,14676,12967,355,11746,28533,331
1761,1750,1806,1838,TYRRELL COUNTY,625,,1836,164,1816,624,,138,,625,,3288,,625,3533,1668,,143,1987,,,356,1905,,660,3827,TYRRELL,,36,143,4016,,2009,1893,36,,171,810,171,171,638,1733,1897,,625,674,,143,1762,
34782,34589,57500,37335,WAYNE COUNTY,17868,1113,37300,16793,36950,12046,,15709,8278,17811,,94031,,17868,103693,33677,10372,17654,66234,1606,,8990,60820,8114,16153,115046,WAYNE,10641,2994,17650,123131,,67237,60239,3104,10781,19121,20802,18643,19120,12432,35911,63076,10758,17868,17142,8360,17372,34806,8329
8637,8618,11066,9124,MONTGOMERY COUNTY,3879,94,9122,2708,9083,3784,,2528,122,3870,,21266,,3879,23512,8416,150,2704,12100,105,,2150,11486,122,4356,25757,MONTGOMERY,150,478,2704,27173,,12206,11422,508,186,2896,5743,2867,2896,3879,8862,11720,150,3879,4492,144,2682,8638,122
19813,19740,27899,21170,LENOIR COUNTY,10297,195,21166,8879,21014,8316,,8246,274,10270,,43423,,10297,47933,19379,405,9230,31235,233,,5746,29349,274,10138,52801,LENOIR,405,1627,9230,55949,,31606,29141,1670,420,10016,11303,9816,10016,8512,20575,29859,405,10297,10415,302,9127,19817,274
11765,11726,15655,12527,SCOTLAND COUNTY,5274,99,12524,4349,12454,4830,,3975,158,5255,,26793,,5274,29381,11522,204,4432,17486,124,,2931,16391,158,5756,32530,SCOTLAND,204,827,4432,34823,,17662,16289,906,240,4895,6531,4828,4895,4963,12218,16771,204,5274,5993,194,4405,11765,158
70560,69287,88948,74017,ALAMANCE COUNTY,34359,654,73995,23813,72165,21301,,22269,1036,34164,,132145,,34360,145046,65643,1406,24513,99154,731,,15113,96136,1036,26026,159560,ALAMANCE,1406,4071,24513,169509,,101753,94310,4384,1432,26304,29035,25583,26303,21896,68175,93394,1406,34359,27011,1045,23987,70578,1036
3378,3341,5031,3725,CAMDEN COUNTY,1472,0,3716,774,3651,1264,,757,1083,1468,,8407,,1472,9354,3191,850,804,5312,0,,767,5279,1083,1379,10327,CAMDEN,850,115,804,10867,,5441,5215,129,887,829,1833,811,829,1368,3485,5109,850,1472,1497,1095,791,3380,1083
8090,8023,10184,8575,GREENE COUNTY,3290,53,8571,2376,8463,2491,,2210,66,3279,,16884,,3290,18372,7908,84,2533,11246,60,,1643,10704,66,2908,20022,GREENE,84,364,2533,21069,,11415,10601,382,101,2739,3592,2699,2739,2537,8322,10782,84,3290,2979,80,2512,8091,66
37523,37239,56563,39741,ROWAN COUNTY,19682,1479,39724,19586,39237,14417,0,18045,2882,19603,0,110729,0,19682,122048,35636,3491,19336,63473,1624,0,10225,59786,2882,19157,133830,ROWAN,3491,3261,19334,142088,0,64346,59211,3402,3524,21081,25371,20745,21081,14777,37504,60581,3491,19682,19803,2914,19090,37536,2882
7156,7130,8257,7698,NORTHAMPTON COUNTY,3097,57,7695,1310,7614,3466,,1223,70,3092,,16132,,3097,17363,6964,107,1340,9157,67,,2016,8582,70,3825,18570,NORTHAMPTON,107,302,1340,19483,,9273,8533,328,123,1452,5256,1436,1452,3557,7413,8830,107,3097,3952,83,1333,7159,70
21075,20808,29359,22818,WILKES COUNTY,10525,160,22808,9708,22414,8552,,9110,184,10492,,54628,,10525,59783,20065,233,9653,32879,180,,5582,30942,184,10645,64946,WILKES,233,1933,9653,68412,,33365,30610,2060,259,10288,15162,10232,10288,8801,21598,31539,233,10525,11041,206,9618,21083,184
25778,25543,38926,26873,LINCOLN COUNTY,16077,199,26866,14611,26511,10700,,13638,239,15985,,67981,,16077,74647,25049,364,15330,42977,234,,7752,41380,239,13060,81663,LINCOLN,364,2161,15330,86111,,43800,40776,2191,383,16544,15456,16102,16544,10887,25955,40930,364,16077,13312,269,14994,25781,239
27426,27247,35915,28418,CALDWELL COUNTY,14891,149,28406,10132,28154,11930,,9259,202,14822,,65842,,14891,71809,26454,317,9966,39299,183,,8303,37619,202,13434,78015,CALDWELL,317,1355,9966,82178,,39731,37307,1425,325,10988,16769,10828,10988,12124,27308,37757,317,14891,13732,219,9858,27434,202
6975,6922,8387,7348,POLK COUNTY,2961,88,7344,1653,7263,3289,,1586,100,2947,,17478,,2961,18752,6701,117,1727,9141,97,,1626,8824,100,4120,19940,POLK,117,743,1727,20724,,9292,8711,757,145,1799,6644,1761,1799,3394,7015,8785,117,2961,4248,118,1689,6979,100
24534,24274,33567,25738,SURRY COUNTY,12938,178,25717,10917,25304,9951,,10088,220,12882,,56811,,12938,62223,23259,284,10668,37080,200,,6599,35443,220,12268,67979,SURRY,284,2139,10667,71783,,37596,35131,2279,301,11557,14964,11492,11556,10126,24186,35387,284,12938,12605,227,10637,24548,220
17451,17311,19760,18273,MACON COUNTY,8800,238,18263,2905,18042,7911,,2657,351,8778,,29260,,8800,31614,16752,439,2790,21497,259,,5575,20653,351,8965,34121,MACON,439,816,2790,35858,,21789,20437,848,479,3037,10350,3016,3037,8088,17408,20752,439,8800,9195,405,2775,17458,351
4023,3994,4875,4238,CLAY COUNTY,2407,23,4238,1014,4193,2211,,961,23,2402,,9352,,2407,10050,3891,25,964,5235,25,,1631,5056,23,2552,10740,CLAY,25,318,964,11231,,5348,4981,320,93,1017,3581,1017,1017,2267,4077,5116,25,2407,2612,69,964,4023,23
12932,12832,17026,13562,YADKIN COUNTY,6384,87,13555,4769,13382,5350,,4471,102,6356,,29851,,6384,32660,12453,149,4845,18668,105,,3518,17903,102,6281,35700,YADKIN,149,844,4845,37667,,18920,17739,834,170,5188,7711,5137,5188,5472,12955,17873,149,6384,6411,119,4805,12939,102
97743,96068,93872,111072,OUT OF STATE,27475,,111006,,108441,36965,,,,27230,,,,27475,,93872,,,108441,,,10831,97794,,36965,,OUT O,,,,,,111072,96068,,,,,,,42073,105876,105876,,27475,42073,,,97794,
35801,35385,106277,38889,ONSLOW COUNTY,19688,2508,38871,25409,38222,13565,0,23332,49815,19595,11,149343,11,19688,162055,34277,55902,26196,123417,3038,11,9436,111938,48668,18915,180787,ONSLOW,57232,2842,26194,197938,11,125160,110886,2972,57487,28784,19026,27963,28784,13880,36886,118197,57430,19688,19890,49920,25686,35822,49897
15606,15458,19514,16896,RICHMOND COUNTY,6862,129,16885,4623,16663,6067,,4210,247,6842,,34516,,6863,38043,15057,284,4668,22038,138,,3734,20562,247,6850,42075,RICHMOND,284,654,4668,44829,,22359,20351,696,321,5142,8183,5091,5142,6203,16173,21080,284,6862,7037,281,4646,15613,247
120830,117696,154979,126788,BUNCOMBE COUNTY,80915,2022,126713,39429,122478,37527,0,38782,3825,80296,0,213777,0,80921,230148,112372,5685,43023,170744,2365,0,33024,167780,3825,47770,248550,BUNCOMBE,5685,8221,43022,261191,0,176315,163424,8047,5714,43813,53494,42581,43805,38176,116616,161730,5685,80915,48588,3863,41903,120894,3825
78496,76951,112720,82561,UNION COUNTY,48479,411,82505,41118,80355,21770,,39480,567,47858,,176616,,48481,202043,72673,897,48538,129474,507,,16405,127657,567,26633,226508,UNION,897,4452,48537,239859,,134445,123936,4440,915,50969,31234,48222,50956,22469,75735,117750,897,48479,27416,589,46418,78530,567
68537,67006,101680,73544,CABARRUS COUNTY,40488,861,73501,38436,70997,19389,,36958,1450,40062,,161462,,40488,181104,63272,2115,43602,116706,939,,13537,113631,1450,24604,202607,CABARRUS,2115,4354,43598,216453,,121453,110481,4423,2131,45778,29064,43594,45770,19950,66763,107314,2115,40488,25312,1464,42025,68565,1450
3979,3960,5328,4382,WASHINGTON COUNTY,2234,16,4371,1701,4339,1954,,1501,28,2231,,9274,,2235,10083,3799,55,1562,6156,33,,1452,5589,28,2369,10985,WASHINGTON,55,399,1562,11580,,6204,5548,471,56,1766,2932,1762,1766,2101,4154,5910,55,2234,2605,38,1560,3989,28
33504,33167,48412,35735,HARNETT COUNTY,16838,348,35698,16939,35115,11277,,15841,877,16760,,100990,,16838,112079,31694,1290,17934,55249,392,,7786,52408,877,13514,126086,HARNETT,1301,1889,17933,135976,,56482,51609,1967,1353,19394,17458,18833,19393,11601,33450,51679,1301,16838,13960,948,17565,33526,877
30023,29774,38257,31442,BURKE COUNTY,15853,261,31428,10014,31063,11360,,9210,347,15792,,73860,,15853,79893,28700,490,10106,42412,311,,8127,40512,347,13218,86176,BURKE,490,1597,10106,90485,,42952,40132,1712,499,11011,18720,10859,11010,11580,29865,40369,490,15853,13603,368,10011,30038,347
22239,21932,33980,23583,GRANVILLE COUNTY,12543,516,23567,9198,23043,7101,165,8757,4350,12473,1124,48058,1124,12543,52711,20873,4750,9751,37886,561,1124,5548,36375,4350,8881,57336,GRANVILLE,4750,1264,9748,60443,1124,38683,35860,1205,4786,10314,10674,10093,10311,7305,21872,35820,4750,12543,9071,4368,9578,22256,4350
68996,68178,100514,74593,GASTON COUNTY,37589,652,74541,35638,73305,24860,,33339,851,37401,,174276,,37589,191721,66324,1306,37618,114041,818,,16987,107529,851,30661,211171,GASTON,1306,5149,37618,224529,,116341,105918,5344,1329,40419,36651,39430,40418,25818,71142,108086,1306,37589,31980,872,36889,69039,851
16680,16582,22065,17872,EDGECOMBE COUNTY,7648,201,17865,6046,17668,6718,,5577,290,7634,,39904,,7648,43948,16198,392,6249,24765,239,,4400,23228,290,7994,48532,EDGECOMBE,392,1075,6249,51472,,25099,23052,1139,404,6823,10509,6705,6823,6886,17207,23645,392,7648,8264,295,6180,16684,290
26553,25844,28905,28341,WATAUGA COUNTY,12468,54,28305,4429,27422,6959,,4055,54,12413,,49022,,12469,51530,24796,88,4226,32113,71,,5058,30880,54,7632,54308,WATAUGA,88,619,4226,56177,,33087,30108,656,123,4623,9229,4603,4623,7310,26440,30957,88,12468,8037,66,4210,26588,54
11207,11056,16643,12495,HOKE COUNTY,5392,224,12474,5620,12204,3259,,5304,777,5361,,40282,,5393,44624,10562,1131,6029,19625,242,,2263,18038,777,4030,50664,HOKE,1131,547,6029,55234,,20101,17751,576,1156,6450,5854,6290,6450,3391,11577,18328,1131,5392,4209,782,5918,11227,777
7910,7900,9345,8647,BERTIE COUNTY,3248,15,8642,1752,8603,3206,,1649,15,3244,,15647,,3248,16854,7681,34,1783,10532,19,,1845,9723,15,3548,18126,BERTIE,34,327,1783,18947,,10599,9693,344,42,1910,4479,1895,1910,3434,8371,10157,34,3248,3797,28,1778,7912,15
15814,15639,20183,16546,PERSON COUNTY,8545,180,16533,5299,16225,5850,,4942,284,8520,,31361,,8545,34239,14957,390,5289,22238,200,,4431,21403,284,7069,37405,PERSON,390,1039,5289,39490,,22655,21156,1070,390,5719,7938,5623,5718,5926,15514,21203,390,8545,7196,292,5233,15822,284
19573,19465,23659,20595,BEAUFORT COUNTY,9592,224,20584,4650,20396,9106,,4300,275,9575,,37669,,9592,41131,19084,386,4816,25987,270,,5953,24695,275,10191,44735,BEAUFORT,386,861,4816,46994,,26261,24515,900,401,5265,11538,5205,5265,9370,19956,24992,386,9592,10540,298,4775,19581,275
16583,16322,21119,17358,JACKSON COUNTY,8334,544,17344,3168,16932,5768,245,2913,2582,8281,662,36721,662,8334,39175,15912,3161,3255,23943,650,662,4157,22625,2294,6827,42001,JACKSON,3518,515,3255,43938,662,24723,22127,548,3828,3537,8759,3493,3537,5892,16484,22813,3765,8334,7090,2775,3223,16595,2741
53239,52587,77029,55376,CATAWBA COUNTY,31180,349,55355,28002,54414,22101,,26172,512,31016,,124631,,31183,137151,50345,705,28862,85456,382,,15456,82653,512,26402,150636,CATAWBA,705,3952,28861,159551,,87090,81497,4119,734,30980,29156,30337,30979,22456,52008,80715,705,31180,26957,534,28398,53257,512
515636,496308,690537,547531,WAKE COUNTY,327358,2706,547128,226594,521052,111430,0,221584,6098,323201,0,849055,0,327369,941934,462855,8654,259021,784574,2999,0,90721,781000,6098,136064,1044525,WAKE,8654,21928,259008,1111761,0,823947,751360,21712,8709,267707,133864,254868,267686,116592,486026,721274,8654,327358,141303,6111,248954,515868,6098
33184,32799,44475,35044,CLEVELAND COUNTY,17525,285,35035,13668,34426,13141,,12500,368,17469,,76504,,17525,84044,31607,498,13716,49826,321,,9440,47293,368,15836,92365,CLEVELAND,498,2410,13716,97947,,50577,46809,2492,519,15014,18575,14902,15014,13441,33093,47259,498,17525,16254,386,13642,33191,368
23035,22958,29534,25064,SAMPSON COUNTY,9531,202,25052,7715,24878,7672,,7229,303,9507,,48081,,9531,53473,22002,417,7861,33628,234,,5215,31222,303,9085,59389,SAMPSON,417,1211,7861,63531,,33932,31064,1259,429,8439,11637,8333,8439,7890,23759,31891,417,9531,9383,317,7803,23044,303
16754,16652,22036,17951,COLUMBUS COUNTY,7010,199,17940,5853,17770,6255,,5317,272,6990,,44013,,7010,48224,16447,344,6202,24822,227,,3901,23242,272,7551,52603,COLUMBUS,344,1097,6200,55508,,25114,23067,1177,359,6804,11419,6708,6804,6463,17479,23676,344,7010,7867,278,6143,16762,272
8870,8817,9958,9313,CASWELL COUNTY,4149,58,9303,1583,9215,3680,,1299,69,4136,,18383,,4151,19944,8590,91,1384,10975,69,,2313,10333,69,4007,21496,CASWELL,91,269,1384,22604,,11105,10258,378,109,1683,5005,1669,1683,3767,8963,10637,91,4149,4214,71,1372,8878,69
7730,7649,8421,8196,YANCEY COUNTY,4037,103,8194,874,8075,3492,,800,103,4014,,14782,,4037,15969,7518,133,948,9234,115,,2355,8810,103,3745,17212,YANCEY,133,150,948,18069,,9396,8699,144,173,1027,4744,1026,1027,3605,7912,8919,133,4037,3864,130,947,7732,103
21246,20911,29977,23100,LEE COUNTY,11189,213,23080,9852,22548,7651,,9427,432,11120,,47136,,11189,52144,20118,630,10700,34256,245,,5429,32414,432,9189,57893,LEE,630,1325,10700,61779,,35059,31907,1330,647,11312,10404,11078,11312,7878,21617,32099,630,11189,9453,459,10564,21255,432
7749,7726,10218,8376,HERTFORD COUNTY,3871,10,8368,2810,8306,3236,,2611,10,3867,,19299,,3871,20898,7597,25,2971,11523,12,,2217,10751,10,3854,22610,HERTFORD,25,608,2971,23677,,11661,10671,603,50,3235,4836,3192,3235,3418,8161,10996,25,3871,4033,23,2935,7757,10
30802,30654,42377,32428,ROCKINGHAM COUNTY,16913,263,32410,13218,32085,12985,,12370,338,16867,,72695,,16913,79246,29669,472,13242,46541,305,,9429,44413,338,15911,86406,ROCKINGHAM,472,2663,13242,91010,,47128,44085,2665,491,14209,18996,13984,14209,13311,31010,44700,472,16913,16281,356,13093,30815,338
26320,26196,37086,27828,CARTERET COUNTY,16804,324,27821,11388,27594,12882,,10895,500,16768,,57537,,16805,62070,25691,563,12097,40561,339,,9650,38938,500,15596,66672,CARTERET,563,2390,12095,69473,,41170,38542,2329,603,12739,17867,12404,12739,13355,27028,38979,563,16804,16023,517,11846,26324,500
428990,418554,607728,464771,MECKLENBURG COUNTY,258206,2025,464406,215441,449025,95370,17,205975,4917,255660,27,852079,27,258214,937616,396836,7656,237734,697347,2511,27,74175,671942,4917,119294,1037049,MECKLENBURG,7656,21899,237721,1110356,27,722653,653844,22210,7745,250137,127686,240666,250087,99693,424862,647959,7656,258206,124414,4971,230373,429237,4917
4006,3951,6963,4183,SWAIN COUNTY,2356,404,4182,1156,4099,1859,261,1014,2387,2349,624,11137,624,2356,12138,3870,2908,1097,8669,491,624,1338,7681,2079,2462,13403,SWAIN,3327,199,1097,14271,624,9048,7433,216,3618,1247,2803,1243,1247,1898,4000,8064,3571,2356,2605,2577,1095,4007,2547
7538,7497,8794,8024,AVERY COUNTY,3806,50,8018,1425,7939,3062,,1327,61,3799,,14969,,3806,15935,7406,78,1451,9565,58,,2033,9060,61,3392,16905,AVERY,78,280,1451,17557,,9680,9007,290,100,1556,4020,1548,1556,3196,7844,9347,78,3806,3544,65,1449,7544,61
17014,16763,22407,18803,VANCE COUNTY,8333,189,18778,6576,18299,6240,,6235,297,8305,,34092,,8333,37671,15875,392,6851,25858,213,,4329,24183,297,7558,41780,VANCE,392,1129,6849,44535,,26467,23851,1117,404,7260,8487,7167,7259,6444,17236,24204,392,8333,7774,302,6791,17030,297
20785,20684,24471,22199,HALIFAX COUNTY,9030,190,22180,4516,21936,8361,,4173,253,9008,,39391,,9030,43237,20045,367,4620,27254,223,,5014,25680,253,9401,47245,HALIFAX,367,850,4620,50010,,27577,25526,893,371,5007,10690,4951,5007,8563,21162,26045,367,9030,9679,262,4589,20798,253
33706,33523,48810,35932,NASH COUNTY,17956,362,35910,16213,35495,12569,,15502,550,17885,,73765,,17958,81106,32758,767,17560,54371,422,,9089,51846,550,15960,89023,NASH,767,3029,17560,94298,,55237,51358,3050,774,18531,17956,18109,18531,12903,34581,51561,767,17956,16375,563,17285,33723,550
21175,21006,25890,22945,RUTHERFORD COUNTY,10510,431,22926,5199,22656,8462,,4996,525,10477,,53422,,10510,58398,20369,613,5402,28842,465,,5884,27133,525,10250,63605,RUTHERFORD,613,1357,5400,67029,,29238,26881,1381,647,5646,14855,5573,5646,8874,21945,27757,613,10510,10720,545,5350,21186,525
10871,10656,13414,11675,ASHE COUNTY,6454,69,11665,3014,11389,4475,,2942,80,6436,,22479,,6454,24214,10392,107,3184,14753,90,,3524,14160,80,5383,26129,ASHE,107,839,3184,27203,,15074,13911,767,125,3274,7249,3257,3273,4761,11104,14225,107,6454,5618,99,3175,10877,80
13552,13431,19782,14303,STOKES COUNTY,8134,117,14295,6974,14104,5974,,6480,137,8105,,37145,,8134,40306,13165,206,6974,21768,148,,4385,20709,137,7624,43536,STOKES,206,1533,6974,45591,,22092,20495,1638,249,7540,9917,7458,7540,6144,13786,20966,206,8134,7930,172,6927,13563,137
2740,2720,3676,2915,GRAHAM COUNTY,1301,37,2914,861,2882,1337,10,770,277,1300,54,6767,54,1301,7414,2664,332,784,4128,62,54,810,3831,242,1523,8040,GRAHAM,373,149,784,8441,54,4189,3781,162,401,873,2067,873,873,1371,2812,4005,373,1301,1595,305,784,2742,277
20759,20469,28472,22060,PENDER COUNTY,11220,250,22049,8910,21673,7782,,8286,340,11162,,49058,,11221,53967,19846,507,9450,32040,284,,5672,30571,340,9379,59482,PENDER,507,1347,9450,63060,,32775,30020,1390,518,10197,11716,9860,10196,8028,20964,30381,507,11220,9702,354,9211,20767,340
37903,37343,56468,39945,CRAVEN COUNTY,20763,863,39923,14240,39007,16112,,13522,7385,20710,,80387,,20764,87409,35574,8254,14679,62628,900,,12003,60022,7372,19576,95778,CRAVEN,8281,2601,14679,102139,,63916,59219,2565,8379,15592,20103,15340,15592,16409,37054,59548,8320,20763,19874,7424,14491,37919,7396
210676,207765,288378,224252,GUILFORD COUNTY,122547,1494,224137,91615,219405,61259,11,87544,2301,121477,21,418240,21,122550,459608,198533,3494,101101,324900,1759,21,48329,314173,2301,77473,505896,GUILFORD,3494,14720,101101,537174,21,334371,307709,15002,3525,106594,83442,102001,106572,63267,209022,304131,3494,122547,80028,2314,97643,210758,2301
10625,10481,11454,11011,MADISON COUNTY,5084,86,11005,1186,10815,4092,,1118,119,5062,,17939,,5085,19327,10217,208,1251,12336,105,,2607,12016,119,4425,20741,MADISON,208,247,1251,21755,,12565,11842,263,223,1331,5034,1313,1330,4128,10516,11910,208,5084,4496,136,1242,10629,119
27001,26262,36680,28351,CHATHAM COUNTY,20320,150,28319,11933,27310,11236,,11287,258,20120,,59661,,20322,65198,25135,347,12785,40614,163,,9630,40076,258,13861,70897,CHATHAM,347,2475,12783,74470,,42199,38830,2449,383,13465,18634,12957,13462,11512,26058,38338,347,20320,14124,272,12310,27019,258
63656,62838,85476,67020,PITT COUNTY,31323,504,66974,25947,65753,18518,0,23835,1007,31147,0,142466,0,31324,155511,60634,1493,27362,96229,598,0,12774,92085,1007,22142,170444,PITT,1493,3120,27362,180742,0,98492,90520,3337,1515,29957,25045,28983,29955,18768,63276,90716,1493,31323,22703,1031,26675,63692,1007
38713,38574,51851,40933,MOORE COUNTY,25081,414,40922,14344,40705,18445,,13552,688,24964,,79328,,25081,86466,37611,890,15124,57205,443,,14185,54574,688,22133,94937,MOORE,890,3274,15124,100880,,58009,53994,3344,925,16151,24192,15610,16151,19381,39664,54898,890,25081,23168,731,14732,38719,688
154770,151290,206570,166931,FORSYTH COUNTY,87634,1219,166789,63730,161713,45390,12,61141,2002,86953,28,295401,28,87635,325690,143427,3177,68733,234738,1509,28,34412,225619,2002,57102,359934,FORSYTH,3177,10493,68732,382295,28,242039,220454,10448,3206,71902,62720,69848,71888,47179,152969,219876,3177,87634,59136,2015,67162,154871,2002
53515,52970,85424,56450,IREDELL COUNTY,35820,846,56410,34787,55573,19205,,33146,1159,35586,,140623,,35820,156060,51119,1520,37476,95516,905,,15342,92211,1159,25338,171884,IREDELL,1520,5287,37475,181806,,97744,90693,5174,1538,39756,29513,38423,39755,19971,53561,89868,1520,35820,26050,1191,36564,53544,1159
