"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
10306.0,262,1031.0,Alamance,17469
11457.0,83,1146.0,Alexander,4296
8862.0,5,886.0,Alleghany,987
10194.0,55,1019.0,Anson,2492
7477.0,41,748.0,Ashe,2034
11745.0,20,1174.0,Avery,2062
9516.0,94,952.0,Beaufort,4472
9115.0,43,911.0,Bertie,1727
9685.0,41,968.0,Bladen,3169
6207.0,148,621.0,Brunswick,8865
6528.0,313,653.0,Buncombe,17051
10780.0,149,1078.0,Burke,9754
9686.0,248,969.0,Cabarrus,20965
11119.0,103,1112.0,Caldwell,9137
5880.0,5,588.0,Camden,639
7141.0,47,714.0,Carteret,4961
9357.0,27,936.0,Caswell,2115
11707.0,295,1171.0,Catawba,18678
6088.0,87,609.0,Chatham,4534
8357.0,20,836.0,Cherokee,2391
10227.0,22,1023.0,Chowan,1426
6340.0,18,634.0,Clay,712
11397.0,223,1140.0,Cleveland,11163
11213.0,150,1121.0,Columbus,6224
8904.0,123,890.0,Craven,9094
8060.0,295,806.0,Cumberland,27041
5388.0,15,539.0,Currituck,1496
5550.0,9,555.0,Dare,2054
9494.0,185,949.0,Davidson,15912
9205.0,37,921.0,Davie,3944
10417.0,130,1042.0,Duplin,6119
7548.0,217,755.0,Durham,24267
10326.0,107,1033.0,Edgecombe,5315
9046.0,369,905.0,Forsyth,34582
9224.0,49,922.0,Franklin,6428
11468.0,412,1147.0,Gaston,25748
6245.0,12,624.0,Gates,722
6800.0,12,680.0,Graham,574
9531.0,80,953.0,Granville,5761
10665.0,42,1066.0,Greene,2247
8442.0,656,844.0,Guilford,45347
10822.0,108,1082.0,Halifax,5412
8107.0,166,811.0,Harnett,11024
6756.0,92,676.0,Haywood,4210
8400.0,157,840.0,Henderson,9863
8667.0,63,867.0,Hertford,2052
8174.0,55,817.0,Hoke,4515
13287.0,8,1329.0,Hyde,656
9931.0,205,993.0,Iredell,18056
8068.0,56,807.0,Jackson,3545
9756.0,209,976.0,Johnston,20424
8578.0,18,858.0,Jones,808
9403.0,76,940.0,Lee,5809
10277.0,110,1028.0,Lenoir,5750
11235.0,85,1124.0,Lincoln,9675
11203.0,63,1120.0,McDowell,5126
8207.0,32,821.0,Macon,2943
6996.0,40,700.0,Madison,1522
9831.0,39,983.0,Martin,2206
9699.0,927,970.0,Mecklenburg,107698
9102.0,16,910.0,Mitchell,1362
12041.0,93,1204.0,Montgomery,3272
8532.0,186,853.0,Moore,8607
11736.0,177,1174.0,Nash,11067
7869.0,162,787.0,New Hanover,18451
9475.0,42,947.0,Northampton,1846
8116.0,142,812.0,Onslow,16064
5631.0,101,563.0,Orange,8361
8675.0,13,868.0,Pamlico,1104
8158.0,80,816.0,Pasquotank,3249
8238.0,69,824.0,Pender,5195
7220.0,9,722.0,Perquimans,972
8260.0,67,826.0,Person,3262
10429.0,86,1043.0,Pitt,18850
6944.0,28,694.0,Polk,1439
10226.0,222,1023.0,Randolph,14691
10094.0,92,1009.0,Richmond,4525
12250.0,227,1225.0,Robeson,16002
7999.0,94,800.0,Rockingham,7280
11457.0,300,1146.0,Rowan,16279
10595.0,206,1060.0,Rutherford,7102
12107.0,106,1211.0,Sampson,7692
10507.0,82,1051.0,Scotland,3659
12066.0,112,1207.0,Stanly,7578
8517.0,79,852.0,Stokes,3883
11099.0,156,1110.0,Surry,7967
8409.0,17,841.0,Swain,1200
6506.0,30,651.0,Transylvania,2237
7819.0,6,782.0,Tyrrell,314
9775.0,211,977.0,Union,23446
10796.0,85,1080.0,Vance,4808
7574.0,713,757.0,Wake,84210
8900.0,20,890.0,Warren,1756
8998.0,31,900.0,Washington,1042
7818.0,31,782.0,Watauga,4392
8798.0,238,880.0,Wayne,10833
9481.0,109,948.0,Wilkes,6486
11464.0,167,1146.0,Wilson,9378
10290.0,47,1029.0,Yadkin,3876
8639.0,27,864.0,Yancey,1561
