At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9322,19310,19532,19532,19541,13440,13440,13314,6824,5996,5996,5900,2445,5996,13440,60412,54148,Robeson,96,96,96,53,105,1343,851,122048,15712,50342,53320,54239,16433,55830,59206,60507,1343,851,1417,1343,518,926,851,382,98425,20565,130625,ROBESON COUNTY,109195,13843,2151,15458,15234,15457,43632,43612,42629,13764,40644,12698,14096,14095,13967,2020,38502,39202,39217,13310,36793
1962,3075,3091,3091,3091,2355,2355,2344,1550,736,736,731,412,736,2355,6568,6034,Perquimans,,,,,,0,0,12861,2873,5815,5979,6049,3063,6299,6482,6590,0,0,19,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1093,232,1149,1139,1149,5422,5419,5343,2831,5206,989,1045,1045,1039,214,4940,4989,4992,2659,4826
17254,47171,48361,48361,48410,22392,22392,21946,9506,25946,25946,25202,7748,25948,22398,119369,110790,Johnston,23,23,23,0,64,3293,2162,196283,25017,100176,107771,110858,26007,107079,115487,119482,3267,2162,3362,3100,881,2193,2044,609,156585,28558,209339,JOHNSTON COUNTY,175612,33074,3872,38683,37122,38682,77437,77394,75098,21254,70905,30905,36019,36015,34698,3754,70911,72613,72646,20654,67227
12561,26480,26779,26779,26818,12827,12827,12702,6598,13942,13942,13768,5963,13942,12829,65721,61914,Randolph,10,10,10,0,47,785,556,135556,19805,58004,60884,62008,20129,61213,64387,65839,785,556,866,785,512,628,556,428,111702,26060,143667,RANDOLPH COUNTY,123257,20440,3830,22544,22020,22543,42429,42393,41582,15787,39988,19305,21150,21148,20749,3904,39579,40210,40230,15473,38143
705,1740,1786,1786,1786,1730,1730,1687,690,56,56,53,15,56,1730,3413,3279,Hyde,,,,,,,,4753,1039,3059,3194,3279,1057,3176,3316,3416,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,164,52,176,173,176,3240,3237,3143,1005,3012,148,161,161,157,44,3037,3118,3118,995,2911
1719,3108,3132,3132,3133,1774,1774,1752,1025,1358,1358,1356,694,1358,1775,6829,6326,Alleghany,,,,,,20,0,10626,2590,6090,6249,6359,2717,6539,6714,6871,20,0,53,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1332,350,1384,1378,1384,5434,5425,5316,2347,5187,1223,1268,1268,1260,333,4989,5058,5065,2257,4867
4750,9640,9713,9713,9738,5318,5318,5280,2686,4395,4395,4360,2064,4395,5320,29202,26495,Duplin,0,0,0,0,23,2031,1476,55126,7779,24477,26000,26556,8065,26728,28481,29279,2004,1476,2092,1799,424,1525,1304,301,44760,11405,58741,DUPLIN COUNTY,49644,7536,1513,8455,8323,8455,18732,18716,18154,6128,17393,7172,7992,7992,7904,1523,16620,17027,17039,5955,16001
1070,1916,1932,1932,1933,1685,1685,1677,985,247,247,239,85,247,1686,4805,4484,Gates,,,,,,62,41,11027,1758,4308,4450,4510,1854,4586,4750,4868,62,41,117,62,0,66,41,0,9230,2418,11562,GATES COUNTY,10120,505,122,557,553,557,4194,4186,4135,1732,4019,480,520,520,519,125,3890,3923,3924,1633,3787
9591,18789,19081,19081,19123,11841,11841,11659,6124,7179,7179,7069,3456,7179,11841,37276,35247,Haywood,61,61,61,11,103,1412,895,59266,13664,33218,34533,35336,14071,35122,36495,37364,1412,895,1490,1412,627,971,895,509,50968,15572,62317,HAYWOOD COUNTY,54941,8030,1992,8525,8476,8525,27349,27339,26607,11452,25680,7388,7872,7872,7831,1857,25807,26480,26493,11298,24935
6263,12474,12616,12616,12633,7023,7023,6932,3625,5583,5583,5532,2628,5583,7023,29176,27310,Stanly,10,10,10,10,27,665,474,59178,9563,25874,26957,27390,9925,27540,28704,29235,665,474,718,665,329,550,474,284,49282,12123,62806,STANLY COUNTY,54008,6845,1343,7315,7182,7315,21202,21196,20857,8253,20030,6402,6804,6804,6715,1319,19768,20032,20036,7960,18998
42200,138499,141542,141542,141551,41284,41284,40036,16903,100258,100258,98463,25297,100259,41292,243395,231031,Missing,,,,,,41502,48649,,44202,211365,223140,232649,49733,221379,233929,245280,41487,48649,43274,41343,9966,50021,48551,9818,,,,MISSING COUNTY,,86159,7490,97880,93112,97864,104126,104029,99330,32277,93877,84889,96253,96250,92086,8154,82405,86132,86375,26230,77925
8902,18556,18831,18831,18842,12555,12555,12440,6659,6231,6231,6071,2227,6231,12560,45092,42211,Wilson,45,45,45,16,51,529,345,76972,12848,39205,41393,42269,13186,41577,43998,45157,529,345,575,529,270,386,345,222,63224,15337,81801,WILSON COUNTY,69710,11860,1854,13652,13183,13649,30930,30914,30286,11062,29188,11022,12576,12574,12231,1827,28817,29292,29307,10799,27838
