At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
10652,22517,22884,22882,22905,15447,15445,15257,7554,7301,7301,7124,3025,7301,15447,61409,55651,Robeson,136,136,136,73,157,1401,902,122048,15978,51425,54495,55734,16690,56581,60020,61484,1401,902,1454,1401,541,968,902,397,98425,20565,130625,ROBESON COUNTY,109195,14242,2228,15928,15659,15927,44102,44081,42960,13921,40938,13241,14770,14769,14549,2104,39044,39980,39996,13477,37282
2143,3376,3408,3407,3408,2475,2474,2451,1598,933,933,925,545,933,2475,6624,6127,Perquimans,,,,,,0,0,12861,2906,5875,6049,6142,3099,6338,6529,6647,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1120,237,1181,1170,1181,5446,5443,5359,2862,5218,1024,1085,1085,1077,220,4972,5042,5045,2686,4851
19467,52964,54553,54550,54579,24380,24377,23768,10107,30071,30071,29094,9318,30073,24388,121057,113284,Johnston,102,102,102,42,118,3477,2252,196283,25387,101870,109635,113353,26410,108424,116882,121172,3444,2239,3545,3267,952,2284,2113,624,156585,28558,209339,JOHNSTON COUNTY,175612,33924,4002,39701,38042,39699,77926,77881,75396,21456,71233,32136,37681,37677,36086,3903,71310,73355,73388,20860,67621
14026,29731,30165,30163,30182,13899,13898,13716,7032,16193,16192,15942,6951,16193,13903,66626,63231,Randolph,73,73,73,43,86,841,560,135556,20082,58995,61953,63326,20466,61942,65147,66722,841,560,900,841,526,633,560,432,111702,26060,143667,RANDOLPH COUNTY,123257,20904,4009,23082,22516,23082,42740,42703,41790,15931,40197,20001,22030,22028,21508,4039,39885,40643,40663,15611,38434
749,1832,1885,1885,1885,1819,1819,1769,726,66,66,63,23,66,1819,3437,3322,Hyde,,,,,,,,4753,1053,3088,3228,3322,1067,3195,3342,3440,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,162,49,176,173,176,3264,3261,3169,1018,3033,152,165,165,161,43,3067,3157,3157,1010,2936
1936,3563,3592,3592,3593,1990,1990,1964,1060,1602,1602,1599,876,1602,1991,6906,6475,Alleghany,,,,,,20,0,10626,2675,6218,6387,6508,2763,6612,6789,6956,20,0,61,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1362,363,1413,1407,1413,5482,5473,5362,2380,5230,1259,1303,1303,1296,345,5091,5172,5179,2330,4959
5273,10782,10935,10935,10948,5733,5733,5661,2839,5179,5179,5098,2421,5180,5735,29625,27138,Duplin,23,23,23,13,33,2153,1604,55126,7912,24916,26506,27187,8205,27075,28870,29703,2119,1591,2214,1907,446,1638,1410,312,44760,11405,58741,DUPLIN COUNTY,49644,7694,1550,8627,8489,8627,18862,18845,18262,6209,17474,7407,8282,8282,8156,1570,16759,17252,17267,6030,16099
1176,2158,2184,2183,2185,1868,1867,1854,1056,316,316,304,120,316,1869,4866,4585,Gates,,,,,,69,49,11027,1792,4374,4522,4616,1877,4627,4796,4938,69,49,132,69,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,520,127,574,567,574,4232,4223,4160,1750,4038,497,539,539,535,129,3938,3997,3999,1663,3828
10746,20619,20989,20989,21018,12408,12408,12165,6374,8488,8488,8361,4359,8488,12409,37572,35629,Haywood,93,93,93,13,121,1444,901,59266,13842,33498,34835,35724,14261,35351,36748,37682,1444,901,1543,1444,641,982,901,509,50968,15572,62317,HAYWOOD COUNTY,54941,8129,2040,8625,8573,8624,27514,27504,26731,11580,25778,7515,8003,8002,7950,1907,25984,26726,26739,11426,25082
7128,14091,14292,14292,14307,7810,7810,7690,4017,6425,6425,6344,3072,6425,7810,29647,27941,Stanly,57,57,57,39,72,672,475,59178,9736,26379,27487,28023,10101,27939,29123,29710,672,475,729,672,333,553,475,284,49282,12123,62806,STANLY COUNTY,54008,7008,1378,7487,7353,7487,21494,21488,21098,8390,20259,6624,7062,7062,6951,1362,20061,20404,20408,8090,19280
51929,160904,165131,165121,165147,59948,59939,58049,25597,105183,105182,102855,26332,105185,59962,267750,245569,Missing,,,,,,40249,47376,,49942,222979,235951,247216,62502,244331,257655,269699,40234,47376,42077,40072,9853,48772,47265,9747,,,,MISSING COUNTY,,82932,7123,94539,89659,94529,133083,132972,127762,45526,121327,83883,96376,96374,91208,7894,97367,101819,102068,32301,91831
9864,20889,21268,21266,21295,13817,13815,13661,7130,7386,7386,7163,2708,7386,13821,45801,43342,Wilson,65,65,65,26,88,553,362,76972,13083,40060,42316,43404,13400,42199,44648,45870,553,362,602,553,285,406,362,228,63224,15337,81801,WILSON COUNTY,69710,12221,1910,14061,13547,14058,31207,31190,30548,11205,29425,11509,13213,13210,12745,1895,29209,29770,29785,10960,28189
475,924,933,933,933,847,847,839,439,86,86,85,36,86,847,2061,1970,Tyrrell,,,,,,,,3827,680,1841,1930,1971,692,1922,2013,2064,,,,,,,,,3288,810,4016,TYRRELL COUNTY,3533,172,39,182,179,182,1882,1879,1834,653,1750,149,155,155,154,39,1776,1815,1816,641,1692
12099,26395,26785,26785,26803,13086,13086,12898,5778,13589,13589,13387,6270,13589,13090,65434,60723,Wayne,110,110,110,51,124,6550,5308,115046,16199,56603,59472,60791,16865,60820,63993,65511,6504,5275,6587,6393,930,5348,5181,679,94031,20802,123131,WAYNE COUNTY,103693,17894,3251,20612,19851,20610,38312,38274,37638,12684,36533,16955,19405,19401,18741,3157,35456,36014,36038,12363,34467
2832,5449,5489,5489,5504,2842,2842,2826,1480,2647,2647,2623,1352,2647,2842,12517,11799,Montgomery,0,0,0,0,15,183,139,25757,4400,11316,11686,11845,4536,11982,12385,12612,183,139,274,183,108,184,139,95,21266,5743,27173,MONTGOMERY COUNTY,23512,2863,539,3074,3027,3074,9264,9260,9175,3889,8936,2706,2900,2900,2859,512,8688,8760,8761,3793,8471
7669,15128,15303,15303,15315,8782,8782,8718,4497,6448,6448,6337,3128,6449,8783,32864,30854,Lenoir,73,73,73,44,83,436,281,52801,10497,29028,30372,30889,10733,30797,32263,32884,436,281,453,436,246,314,281,198,43423,11303,55949,LENOIR COUNTY,47933,9338,1766,10620,10291,10620,21811,21808,21536,8721,21023,8830,10031,10031,9745,1739,20346,20542,20544,8560,19917
