Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
29577,37795,36421,148,35660,13777,Robeson,67,195,9424,1420,35647,12290,7412,130625,148,46231,37758,1607,230,10341,20565,10331,12920,34342,43961,98425,14606,176,109195,8033,29586,28861,195,8033,46173,79
4300,4933,4861,,4809,2638,Perquimans,,,763,157,4808,2481,603,13463,,5603,4931,188,,794,3671,794,2689,4720,5483,10957,2877,,11854,631,4302,4258,,631,5602,
62506,85899,80797,,68248,22550,Johnston,,,24249,2842,68219,19708,20678,209339,,95810,85871,3093,,27562,28558,27497,20349,64874,89123,156585,23442,,175612,23365,62533,60119,,23366,95716,
35629,49297,47515,,38178,17968,Randolph,,,14924,2942,38148,15026,12797,143667,,54269,49278,3013,,16091,26060,16076,15420,36932,51856,111702,18433,,123257,13649,35648,34718,,13649,54224,
2710,2828,2738,,2925,970,Hyde,,,136,36,2925,934,114,4937,,3068,2828,43,,143,1114,143,958,2822,2958,4098,1001,,4410,118,2710,2624,,118,3068,
4391,5388,5297,,4717,2425,Alleghany,,,1072,270,4713,2155,962,11137,,5831,5385,284,,1114,3116,1113,2253,4639,5711,9249,2537,,9915,994,4394,4335,,994,5826,
14056,18974,18326,,15666,6738,Duplin,,,5507,1119,15657,5619,4525,58741,,21739,18971,1195,,6073,11405,6069,5836,15211,20718,44760,7031,,49644,4915,14059,13801,,4915,21726,
3401,3751,3680,,3782,1608,Gates,,,375,100,3778,1508,321,11562,,4192,3750,111,,410,2418,410,1650,3709,4084,9230,1761,,10120,349,3402,3359,,349,4188,
23215,29190,28253,,24646,12253,Haywood,,,6380,1480,24639,10773,5636,62317,,31419,29185,1637,,6773,15572,6770,11006,23857,30237,50968,12643,,54941,5970,23220,22617,,5970,31409,
17170,21498,20859,,18624,8556,Stanly,,,4965,1014,18621,7542,4149,62806,,23829,21496,1100,,5205,12123,5201,7870,18010,22975,49282,8970,,54008,4326,17172,16710,,4326,23822,
