Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
35671,47981,45436,646,40430,14886,Robeson,360,878,11903,1690,40415,12836,10527,130625,646,54544,47954,1836,888,13226,20565,13225,13346,38674,51455,98425,15596,663,109195,11637,35681,34263,878,11637,54518,414
4708,5580,5427,0,5169,2751,Perquimans,0,0,959,188,5168,2563,812,13463,0,6188,5567,204,15,1004,3671,1004,2749,5052,6011,10957,2953,11,11854,859,4710,4615,0,859,6172,0
67712,98602,91676,1109,72540,23862,Johnston,502,1361,28686,3194,72512,20166,26075,209339,1109,106602,98563,3346,1373,32689,28558,32688,20836,68726,98773,156585,24732,1120,175612,29742,67739,64492,1361,29743,106561,550
38535,56880,54234,550,40681,19248,Randolph,425,743,17867,3356,40650,15467,16431,143667,550,60802,56846,3328,743,19378,26060,19377,15816,39215,57825,111702,19638,565,123257,17761,38553,37253,743,17762,60770,494
2880,3024,2906,,3034,998,Hyde,,,150,38,3034,960,138,4937,,3193,3024,44,,159,1114,159,979,2912,3062,4098,1023,,4410,144,2880,2768,,144,3193,
4727,5908,5747,0,5016,2496,Alleghany,0,0,1193,290,5009,2206,1113,11137,0,6291,5877,300,34,1241,3116,1241,2298,4908,6101,9249,2598,26,9915,1150,4732,4634,0,1150,6250,0
15769,22676,21493,216,17244,7272,Duplin,161,267,6548,1298,17236,5813,6002,58741,216,24830,22659,1309,283,7303,11405,7303,5993,16622,23437,44760,7483,228,49644,6674,15774,15275,267,6674,24806,181
3709,4155,4042,,4016,1684,Gates,,0,441,112,4011,1572,409,11562,,4511,4154,113,12,483,2418,483,1690,3911,4352,9230,1803,,10120,445,3710,3633,0,445,4494,0
24803,32567,31282,850,25706,13139,Haywood,507,1218,7018,1596,25699,11036,6434,62317,850,34420,32514,1712,1258,7456,15572,7456,11224,24824,33060,50968,13528,897,54941,6861,24809,23998,1218,6861,34373,592
18687,24728,23763,358,19977,9201,Stanly,284,461,6030,1155,19974,7762,5371,62806,358,26792,24695,1195,473,6342,12123,6342,8073,19248,25739,49282,9595,389,54008,5650,18689,18034,461,5650,26777,327
34360,151435,141130,36617,40499,23123,Missing,8737,21698,76024,6727,40444,7659,72785,,36639,145866,150401,6165,22830,82537,,82523,8937,36929,134603,,21119,37470,,79402,34561,31728,21650,79404,144665,6017
27013,37579,35688,330,28676,12256,Wilson,221,491,10208,1556,28672,10479,9128,81801,330,40612,37546,1590,495,11441,15337,11439,10758,27756,38455,63224,12608,354,69710,10203,27020,26230,491,10205,40602,260
1656,1787,1714,,1774,637,Tyrrell,,,154,34,1773,603,126,4016,,1934,1786,33,,160,810,160,620,1688,1842,3288,653,,3533,130,1657,1588,,130,1933,
33643,55484,52948,6882,36252,15644,Wayne,1039,10072,14838,2660,36228,11945,13279,123131,7034,62920,55431,2782,10099,16569,20802,16569,12288,35219,59877,94031,16608,7071,103693,14754,33659,32787,9820,14754,62869,1538
8407,10890,10536,122,8907,4254,Montgomery,94,149,2456,425,8907,3735,2195,27173,122,11708,10868,460,183,2618,5743,2618,3827,8697,11302,21266,4392,144,23512,2339,8407,8219,149,2339,11674,105
18994,27350,26194,273,20377,9789,Lenoir,194,405,8039,1436,20373,8159,7234,55949,273,29765,27318,1482,420,8968,11303,8968,8367,19994,28438,43423,10082,301,47933,8051,18998,18687,405,8051,29746,233
11406,15532,14905,157,12215,5642,Scotland,99,203,3983,718,12213,4825,3514,34823,157,16936,15496,800,239,4482,6531,4482,4957,11994,16180,26793,5880,193,29381,3933,11406,11234,203,3933,16898,123
67393,89962,84928,1033,70333,25397,Alamance,654,1362,21907,3683,70319,21060,19940,169509,1033,95337,89941,4041,1387,23617,29035,23616,21599,66543,89812,132145,26368,1041,145046,21515,67406,63955,1362,21515,95297,728
3209,4737,4541,870,3560,1322,Camden,0,792,680,90,3555,1232,611,10867,870,5101,4717,112,827,714,1833,714,1341,3392,4864,8407,1453,890,9354,638,3209,3060,792,638,5061,0
7725,9973,9573,66,8220,2815,Greene,53,84,2137,309,8218,2453,1882,21069,66,10773,9958,330,101,2452,3592,2452,2504,8099,10320,16884,2894,80,18372,2167,7726,7625,84,2167,10754,60
36939,56680,54175,2833,39073,19055,Rowan,1478,3211,17948,2871,39062,14706,15891,142088,2833,61397,56634,3032,3259,19065,25371,19065,15060,37419,58578,110729,19699,2870,122048,16862,36947,35451,3211,16863,61338,1607
7217,8458,8187,70,7751,3924,Northampton,57,107,1143,264,7749,3603,1048,19483,70,9147,8443,290,122,1274,5256,1274,3708,7568,8818,16132,4065,83,17363,1156,7219,7069,107,1156,9130,67
20670,29451,28284,184,22617,10785,Wilkes,160,232,8986,1736,22610,8889,8110,68412,184,32369,29423,1889,258,9494,15162,9494,9168,21818,31036,54628,11237,206,59783,8569,20676,19990,232,8569,32336,180
24974,38478,36675,239,26035,12644,Lincoln,199,361,13169,1831,26030,10614,11895,86111,239,41100,38444,1878,380,14685,15456,14685,10814,25530,39060,67981,12925,269,74647,13231,24978,24541,361,13231,41076,233
26500,35235,33892,202,27560,13008,Caldwell,149,315,9028,1134,27553,11725,7943,82178,202,37610,35213,1207,321,9729,16769,9729,11947,26747,36090,65842,13336,219,71809,8511,26505,25747,315,8511,37597,182
7197,8895,8574,100,7589,4359,Polk,88,116,1579,704,7588,3567,1479,20724,100,9416,8875,729,144,1683,6644,1683,3684,7348,9043,17478,4510,118,18752,1578,7199,6995,116,1578,9387,97
