At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
11406,23870,24293,24260,24317,16200,16170,15962,7962,7938,7935,7753,3358,7938,16200,61801,55919,Robeson,155,155,155,86,179,1455,909,122048,16095,51692,54763,56005,16869,56973,60402,61882,1455,909,1511,1455,577,978,909,400,98425,20565,130625,ROBESON COUNTY,109195,14425,2282,16107,15834,16104,44264,44242,43113,14010,41093,13401,14935,14934,14716,2152,39138,40076,40092,13543,37382
2239,3531,3569,3567,3569,2545,2543,2516,1636,1024,1024,1015,603,1024,2545,6626,6137,Perquimans,,,,,,0,0,12861,2905,5884,6057,6152,3099,6340,6528,6649,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1125,241,1186,1175,1186,5443,5440,5353,2858,5215,1029,1090,1090,1082,223,4975,5047,5050,2682,4855
20800,56002,57922,57711,57954,25409,25296,24618,10451,32368,32270,31239,10288,32370,25417,121714,113931,Johnston,145,145,145,61,167,3565,2277,196283,25613,102494,110232,114001,26649,109093,117521,121912,3532,2263,3634,3353,1001,2309,2136,635,156585,28558,209339,JOHNSTON COUNTY,175612,34316,4061,40107,38438,40096,78171,78053,75551,21587,71424,32527,38085,38081,36486,3979,71483,73573,73607,20999,67831
15012,31393,31904,31862,31915,14302,14274,14072,7239,17499,17485,17218,7706,17499,14306,66976,63549,Randolph,103,103,103,67,110,865,563,135556,20275,59307,62264,63646,20684,62303,65506,67084,865,563,928,865,545,638,563,434,111702,26060,143667,RANDOLPH COUNTY,123257,21146,4091,23313,22753,23311,42843,42800,41888,16048,40292,20231,22256,22254,21737,4124,39964,40732,40752,15717,38513
768,1870,1928,1924,1928,1853,1851,1800,740,75,73,70,28,75,1853,3463,3354,Hyde,,,,,,0,,4753,1062,3115,3264,3354,1077,3220,3372,3477,0,,11,0,0,,,,4098,1114,4937,HYDE COUNTY,4410,163,50,177,174,177,3289,3286,3198,1027,3057,152,166,166,162,44,3102,3188,3188,1018,2963
2069,3892,3931,3924,3932,2177,2170,2141,1086,1754,1754,1751,983,1754,2178,6919,6500,Alleghany,,,,,,24,0,10626,2697,6238,6410,6533,2784,6621,6801,6973,24,0,65,24,24,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1363,368,1414,1408,1414,5494,5481,5369,2392,5234,1267,1311,1311,1304,351,5106,5189,5196,2346,4971
5623,11370,11567,11540,11583,5935,5920,5836,2921,5602,5590,5504,2685,5603,5937,29759,27285,Duplin,30,30,30,17,43,2175,1613,55126,8003,25060,26641,27335,8303,27217,29008,29845,2141,1600,2237,1927,457,1647,1417,313,44760,11405,58741,DUPLIN COUNTY,49644,7777,1573,8706,8571,8706,18902,18878,18296,6273,17513,7499,8366,8366,8237,1596,16804,17306,17322,6094,16144
1229,2245,2273,2272,2274,1938,1937,1923,1100,335,335,322,129,335,1939,4885,4605,Gates,,,,,,72,49,11027,1816,4391,4545,4636,1900,4646,4818,4960,72,49,138,72,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,525,128,578,571,578,4244,4235,4175,1772,4049,500,541,541,538,130,3958,4015,4017,1686,3842
11462,21702,22139,22100,22170,12706,12671,12403,6505,9337,9333,9203,4944,9337,12707,37719,35762,Haywood,96,96,96,13,126,1490,904,59266,13944,33631,34949,35858,14380,35506,36883,37819,1490,904,1574,1490,673,986,904,509,50968,15572,62317,HAYWOOD COUNTY,54941,8176,2074,8660,8605,8657,27585,27572,26788,11633,25840,7561,8038,8037,7983,1949,26062,26821,26834,11486,25166
7794,15205,15463,15430,15470,8390,8362,8222,4324,6989,6984,6899,3406,6989,8390,29845,28118,Stanly,84,84,84,64,91,694,476,59178,9839,26540,27641,28201,10223,28125,29309,29904,694,476,746,694,348,555,476,284,49282,12123,62806,STANLY COUNTY,54008,7072,1395,7545,7413,7544,21613,21607,21202,8480,20359,6689,7122,7122,7011,1379,20154,20520,20524,8176,19375
