Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36187,48879,46234,646,40726,14977,Robeson,360,879,12103,1718,40712,12899,10853,130625,646,55060,48852,1853,889,13445,20565,13444,13387,38938,51920,98425,15654,663,109195,12019,36197,34735,879,12019,55035,414
4741,5652,5492,0,5185,2767,Perquimans,0,0,979,192,5184,2575,848,13463,0,6225,5639,204,15,1025,3671,1025,2758,5067,6046,10957,2962,11,11854,898,4743,4644,0,898,6209,0
68185,100214,93122,1109,72805,23989,Johnston,502,1366,29633,3251,72778,20236,27106,209339,1109,107870,100175,3382,1378,33687,28558,33686,20883,68951,99950,156585,24815,1120,175612,30881,68212,64907,1366,30882,107830,550
38856,57685,54966,550,40848,19327,Randolph,425,744,18143,3392,40817,15510,16875,143667,550,61262,57651,3351,744,19670,26060,19669,15848,39380,58267,111702,19693,565,123257,18245,38874,37541,744,18246,61230,494
2891,3037,2920,,3042,1002,Hyde,,,151,38,3042,964,140,4937,,3202,3037,44,,160,1114,160,981,2918,3069,4098,1025,,4410,146,2891,2780,,146,3202,
4790,5980,5816,0,5099,2500,Alleghany,0,0,1205,290,5093,2210,1122,11137,0,6386,5949,301,34,1253,3116,1253,2301,4991,6196,9249,2602,26,9915,1159,4795,4694,0,1159,6346,0
15839,22918,21712,216,17316,7301,Duplin,161,267,6651,1309,17308,5831,6153,58741,216,25017,22901,1311,283,7418,11405,7418,6010,16694,23612,44760,7502,228,49644,6846,15844,15343,267,6846,24993,181
3742,4194,4077,,4042,1695,Gates,,0,447,112,4037,1583,414,11562,,4544,4193,113,12,490,2418,490,1694,3936,4383,9230,1807,,10120,451,3743,3663,0,451,4527,0
24965,33145,31844,853,25806,13242,Haywood,507,1229,7528,1663,25799,11072,6841,62317,853,35043,33092,1790,1269,7968,15572,7968,11247,24923,33680,50968,13630,900,54941,7274,24971,24150,1229,7274,34996,593
18845,25088,24102,358,20094,9244,Stanly,284,463,6130,1172,20091,7788,5564,62806,358,27018,25054,1207,475,6449,12123,6449,8094,19356,25949,49282,9628,390,54008,5851,18847,18180,463,5851,27003,327
