Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36670,49710,47020,646,41032,15162,Robeson,360,879,12397,1847,41015,12955,11211,130625,646,55606,49682,1991,889,13685,20565,13684,13430,39198,52474,98425,15835,663,109195,12366,36681,35163,879,12366,55578,414
4803,5744,5583,0,5225,2789,Perquimans,0,0,999,204,5222,2585,879,13463,0,6285,5731,217,15,1045,3671,1045,2763,5102,6101,10957,2980,11,11854,928,4805,4704,0,928,6267,0
68583,101357,94416,1109,73145,24289,Johnston,502,1366,30447,3486,73108,20301,28033,209339,1109,108785,101314,3614,1378,34262,28558,34261,20939,69248,101061,156585,25103,1120,175612,31622,68614,65274,1366,31623,108735,550
38967,58295,55593,550,40937,19555,Randolph,425,744,18491,3636,40902,15494,17394,143667,550,61630,58259,3576,744,19949,26060,19948,15822,39460,58695,111702,19892,565,123257,18742,38987,37649,744,18743,61594,494
2910,3059,2937,,3050,1012,Hyde,,,155,44,3049,968,141,4937,,3213,3059,52,,163,1114,163,984,2925,3080,4098,1036,,4410,149,2910,2796,,149,3212,
4809,6008,5840,0,5120,2524,Alleghany,0,0,1211,313,5112,2211,1130,11137,0,6413,5976,329,34,1259,3116,1259,2301,5009,6220,9249,2630,26,9915,1167,4815,4710,0,1167,6371,0
15986,23238,22023,216,17449,7427,Duplin,161,267,6809,1410,17435,5856,6353,58741,216,25278,23218,1401,284,7545,11405,7545,6027,16794,23870,44760,7609,228,49644,7016,15994,15454,267,7016,25247,181
3765,4230,4113,,4057,1710,Gates,,0,461,119,4052,1591,427,11562,,4571,4229,118,12,502,2418,502,1698,3951,4412,9230,1816,,10120,464,3766,3686,0,464,4554,0
25200,33478,32182,862,25989,13416,Haywood,508,1257,7598,1749,25981,11159,6943,62317,862,35294,33424,1890,1289,8016,15572,8016,11307,25098,33953,50968,13802,909,54941,7362,25207,24377,1257,7362,35254,605
19022,25451,24459,358,20186,9326,Stanly,284,464,6253,1228,20182,7814,5758,62806,358,27219,25417,1260,476,6557,12123,6557,8108,19431,26148,49282,9696,390,54008,6037,19024,18343,464,6037,27203,328
43387,165928,155392,37431,50768,28537,Missing,8952,23290,79677,7484,50706,12101,77405,,37454,161278,164858,6878,24457,86053,,86040,14254,46987,149905,,27913,38319,,84017,43590,40556,23241,84019,160036,6781
27642,38799,36846,330,29097,12457,Wilson,221,491,10661,1679,29089,10557,9722,81801,330,41443,38762,1708,495,11851,15337,11849,10816,28136,39288,63224,12784,354,69710,10790,27653,26794,491,10792,41429,260
1705,1840,1753,,1790,651,Tyrrell,,,156,36,1788,615,130,4016,,1952,1839,36,,162,810,162,628,1703,1859,3288,664,,3533,134,1706,1623,,134,1950,
34099,57889,55269,7758,36572,15852,Wayne,1051,10398,15542,2841,36536,11960,14297,123131,7914,64225,57838,2965,10417,17236,20802,17236,12316,35498,61180,94031,16836,7943,103693,15825,34121,33214,10140,15825,64170,1555
8493,11131,10775,122,8982,4310,Montgomery,94,150,2538,461,8982,3755,2348,27173,122,11859,11109,490,184,2693,5743,2693,3843,8763,11451,21266,4438,144,23512,2494,8493,8305,150,2494,11825,105
19356,28108,26910,273,20619,9949,Lenoir,194,405,8328,1541,20615,8214,7619,55949,273,30267,28077,1597,420,9228,11303,9228,8413,20217,28950,43423,10243,301,47933,8448,19359,19018,405,8448,30248,233
11626,15956,15305,158,12351,5720,Scotland,99,203,4102,778,12348,4843,3712,34823,158,17168,15920,856,239,4578,6531,4578,4969,12125,16430,26793,5948,194,29381,4136,11626,11435,203,4136,17129,123
68464,92075,86883,1033,71348,25758,Alamance,654,1382,22557,3927,71327,21177,20932,169509,1033,96994,92050,4257,1407,24239,29035,24238,21738,67458,91397,132145,26724,1041,145046,22553,68481,64918,1382,22553,96947,729
3274,5031,4839,1044,3613,1343,Camden,0,834,727,106,3604,1237,670,10867,1044,5244,5017,118,869,762,1833,762,1344,3443,5004,8407,1462,1056,9354,699,3276,3125,834,699,5200,0
7851,10241,9835,66,8275,2864,Greene,53,84,2228,343,8272,2468,2025,21069,66,10913,10226,363,101,2537,3592,2537,2516,8150,10462,16884,2939,80,18372,2309,7852,7744,84,2309,10893,60
37178,57980,55398,2863,39141,19171,Rowan,1479,3367,18511,3138,39126,14554,16910,142088,2863,62156,57932,3282,3415,19600,25371,19600,14912,37445,59323,110729,19816,2900,122048,17891,37188,35625,3367,17892,62093,1622
7225,8527,8254,70,7748,3907,Northampton,57,107,1211,284,7745,3566,1112,19483,70,9204,8511,315,122,1334,5256,1334,3662,7549,8867,16132,4044,83,17363,1216,7228,7072,107,1216,9186,67
20905,30171,28953,184,22661,10845,Wilkes,160,232,9219,1866,22649,8819,8575,68412,184,32642,30140,1993,258,9723,15162,9723,9078,21844,31295,54628,11251,206,59783,9051,20914,20194,232,9051,32604,180
25232,39696,37909,239,26222,12885,Lincoln,199,363,13979,2053,26216,10633,12891,86111,239,42007,39662,2098,382,15403,15456,15403,10836,25696,40038,67981,13168,269,74647,14191,25236,24779,363,14191,41982,234
26832,36088,34727,202,27801,13206,Caldwell,149,315,9442,1252,27789,11805,8455,82178,202,38229,36063,1327,321,10107,16769,10107,12005,26969,36726,65842,13514,219,71809,9029,26840,26070,315,9029,38211,182
7113,8876,8546,100,7474,4267,Polk,88,116,1615,734,7471,3445,1543,20724,100,9333,8854,748,144,1715,6644,1715,3561,7232,8963,17478,4406,118,18752,1641,7117,6903,116,1641,9302,97
24503,34804,33301,220,25565,12464,Surry,178,284,10417,2050,25545,10236,9560,71783,220,36833,34783,2200,301,10967,14964,10966,10420,24461,35162,56811,12820,227,62223,10060,24517,23521,284,10060,36795,200
16959,19966,19249,348,17693,8808,Macon,238,416,2733,779,17683,7791,2489,35858,348,20995,19906,811,464,2838,10350,2838,7954,17060,20209,29260,9023,401,31614,2599,16966,16412,416,2599,20937,258
3845,4861,4726,23,4064,2511,Clay,23,25,995,314,4064,2174,944,11231,23,5154,4815,315,92,998,3581,998,2230,3963,4983,9352,2570,69,10050,947,3845,3759,25,947,5087,25
12751,17358,16649,102,13298,6235,Yadkin,87,148,4480,817,13291,5331,4172,37667,102,18288,17334,812,168,4822,7711,4822,5441,12868,17496,29851,6358,119,32660,4481,12758,12375,148,4481,18261,105
88374,88416,86478,,99907,34959,Out of State,,,,,99849,34959,,,,99907,88374,,,,,,39557,97519,97519,,39557,,,,88416,86478,,,99849,
34816,105366,100969,46254,37644,18539,Onslow,2460,56201,23582,2655,37626,13424,20963,197938,47320,119890,105332,2796,56248,25998,19026,25998,13737,36343,114893,149343,19508,47343,162055,23196,34827,33752,54968,23196,119825,2975
15070,19692,18869,247,16302,6754,Richmond,129,281,4324,619,16291,6006,3914,44829,247,21399,19651,654,318,4779,8183,4779,6138,15843,20448,34516,6930,281,38043,4334,15077,14708,281,4334,21351,138
114398,159119,150924,3789,118880,46915,Buncombe,2022,5182,38500,8047,118819,36846,37794,261191,3789,165695,159017,7853,5220,41595,53494,41589,37459,113255,156937,213777,47635,3845,230148,40830,114443,109341,5182,40831,165590,2323
76330,121103,110149,567,79742,26436,Union,411,893,39385,4250,79695,21775,37437,239859,567,126983,121051,4261,910,46331,31234,46320,22463,75159,115437,176616,27230,588,202043,44154,76361,72145,893,44154,126908,506
66988,108546,100028,1448,70933,24815,Cabarrus,860,2040,36909,4207,70893,19748,35191,216453,1448,114902,108506,4267,2054,41915,29064,41908,20279,66797,105746,161462,25482,1460,181104,40070,67013,63389,2040,40073,114841,936
3851,5380,5145,28,4258,2328,Washington,16,55,1637,386,4248,1926,1419,11580,28,6014,5360,458,56,1700,2932,1700,2078,4076,5768,9274,2569,38,10083,1481,3861,3698,55,1481,6003,33
33332,50407,47280,868,35296,13670,Harnett,348,1248,15864,1786,35263,11536,14481,135976,868,54278,50318,1872,1299,17683,17458,17683,11849,33635,50736,100990,14111,937,112079,16118,33352,31931,1237,16118,54194,390
29766,39572,37751,344,31077,13277,Burke,261,482,9516,1531,31063,11485,8658,90485,344,41896,39539,1649,491,10328,18720,10327,11700,29922,39920,73860,13660,364,79893,9429,29779,28749,482,9429,41872,311
22148,35489,33647,4204,23230,8981,Granville,514,4523,8820,1198,23217,7269,8312,60443,4204,37492,35462,1154,4570,9692,10674,9689,7469,22082,35425,48058,9167,4219,52711,9110,22158,21131,4523,9112,37429,544
66922,102631,97474,851,71693,30173,Gaston,652,1284,34044,4948,71645,24573,31414,224529,851,110693,102575,5168,1307,37693,36651,37693,25437,69659,104987,174276,31420,872,191721,34802,66957,65209,1284,34802,110622,815
16687,22637,21694,290,17848,8131,Edgecombe,201,391,5614,1013,17842,6917,5083,51472,290,24493,22629,1081,403,6242,10509,6242,7095,17405,23410,39904,8415,295,43948,5652,16690,16321,391,5652,24475,239
25705,29869,28651,54,27352,7549,Watauga,54,87,4270,600,27315,6895,3914,56177,54,31915,29823,632,122,4441,9229,4441,7252,26379,30736,49022,7954,66,51530,4064,25739,24683,87,4064,31843,70
