At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9337,19342,19564,19564,19573,13467,13467,13341,6837,6001,6001,5905,2447,6001,13467,60434,54165,Robeson,96,96,96,53,105,1343,851,122048,15715,50351,53333,54256,16437,55835,59218,60529,1343,851,1417,1343,518,926,851,382,98425,20565,130625,ROBESON COUNTY,109195,13845,2151,15461,15237,15460,43651,43631,42638,13768,40647,12705,14103,14102,13975,2020,38507,39212,39227,13313,36795
1962,3075,3091,3091,3091,2355,2355,2344,1550,736,736,731,412,736,2355,6568,6034,Perquimans,,,,,,0,0,12861,2874,5815,5979,6049,3064,6299,6482,6590,0,0,19,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1093,232,1149,1139,1149,5422,5419,5343,2832,5206,989,1045,1045,1039,214,4940,4989,4992,2660,4826
17263,47211,48405,48405,48454,22420,22420,21973,9511,25962,25962,25215,7752,25964,22426,119398,110822,Johnston,23,23,23,0,64,3293,2162,196283,25022,100197,107795,110890,26013,107094,115502,119511,3267,2162,3362,3100,881,2193,2044,609,156585,28558,209339,JOHNSTON COUNTY,175612,33082,3874,38696,37130,38695,77453,77410,75105,21258,70912,30912,36031,36027,34706,3755,70927,72633,72666,20658,67241
12588,26558,26863,26863,26902,12901,12901,12772,6622,13952,13952,13776,5966,13952,12903,65743,61962,Randolph,10,10,10,0,47,785,556,135556,19807,58038,60918,62056,20133,61228,64402,65861,785,556,866,785,512,628,556,428,111702,26060,143667,RANDOLPH COUNTY,123257,20441,3832,22546,22022,22545,42449,42413,41595,15789,40002,19310,21156,21154,20754,3907,39608,40252,40272,15472,38172
705,1742,1789,1789,1789,1733,1733,1689,690,56,56,53,15,56,1733,3413,3280,Hyde,,,,,,,,4753,1039,3060,3195,3280,1057,3176,3316,3416,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,164,52,176,173,176,3240,3237,3143,1005,3012,148,161,161,157,44,3038,3119,3119,995,2912
1721,3112,3136,3136,3137,1775,1775,1753,1025,1361,1361,1359,696,1361,1776,6831,6326,Alleghany,,,,,,20,0,10626,2590,6090,6249,6359,2719,6541,6716,6874,20,0,54,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1332,350,1384,1378,1384,5436,5427,5318,2349,5189,1223,1268,1268,1260,333,4989,5058,5065,2257,4867
4751,9658,9739,9739,9764,5339,5339,5294,2687,4400,4400,4364,2064,4400,5341,29224,26551,Duplin,0,0,0,0,23,2031,1477,55126,7781,24487,26026,26612,8066,26735,28495,29301,2004,1477,2092,1799,424,1526,1305,301,44760,11405,58741,DUPLIN COUNTY,49644,7536,1514,8455,8323,8455,18754,18738,18168,6128,17400,7175,7995,7995,7907,1524,16642,17079,17091,5956,16007
1071,1920,1936,1936,1937,1689,1689,1681,986,247,247,239,85,247,1690,4807,4484,Gates,,,,,,62,41,11027,1758,4308,4450,4510,1854,4586,4752,4870,62,41,117,62,0,66,41,0,9230,2418,11562,GATES COUNTY,10120,505,122,557,553,557,4196,4188,4137,1732,4019,480,520,520,519,125,3890,3923,3924,1633,3787
9604,18805,19097,19097,19139,11852,11852,11670,6133,7184,7184,7074,3460,7184,11852,37278,35255,Haywood,61,61,61,11,103,1412,895,59266,13667,33222,34541,35344,14074,35124,36498,37366,1412,895,1490,1412,627,971,895,509,50968,15572,62317,HAYWOOD COUNTY,54941,8032,1992,8527,8478,8527,27349,27339,26608,11455,25680,7389,7873,7873,7832,1857,25814,26487,26500,11301,24938
6269,12487,12631,12631,12648,7034,7034,6941,3631,5587,5587,5536,2628,5587,7034,29180,27317,Stanly,10,10,10,10,27,665,474,59178,9564,25883,26963,27397,9926,27547,28709,29239,665,474,718,665,329,550,474,284,49282,12123,62806,STANLY COUNTY,54008,6847,1343,7316,7184,7316,21205,21199,20860,8254,20035,6403,6804,6804,6715,1319,19774,20039,20043,7961,19006
