At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9366,19422,19647,19647,19656,13540,13540,13411,6864,6011,6011,5915,2449,6011,13540,60453,54228,Robeson,96,96,96,53,105,1345,862,122048,15718,50383,53372,54310,16442,55846,59231,60548,1345,862,1419,1345,518,928,862,382,98425,20565,130625,ROBESON COUNTY,109195,13849,2153,15464,15240,15463,43665,43645,42646,13771,40652,12711,14109,14108,13980,2021,38530,39258,39273,13315,36810
1962,3083,3099,3099,3099,2361,2361,2350,1550,738,738,733,412,738,2361,6568,6039,Perquimans,,,,,,0,0,12861,2875,5818,5983,6054,3065,6299,6482,6590,0,0,19,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1093,232,1149,1139,1149,5422,5419,5343,2833,5206,989,1045,1045,1039,214,4944,4994,4997,2661,4829
17298,47297,48496,48496,48545,22496,22496,22043,9539,25977,25977,25231,7759,25979,22502,119439,110882,Johnston,23,23,23,0,64,3295,2162,196283,25031,100228,107831,110950,26023,107115,115520,119552,3269,2162,3364,3102,881,2193,2044,609,156585,28558,209339,JOHNSTON COUNTY,175612,33094,3877,38710,37144,38709,77478,77435,75107,21265,70919,30924,36042,36038,34721,3759,70948,72682,72715,20663,67260
12610,26616,26931,26931,26970,12964,12964,12825,6638,13957,13957,13781,5972,13957,12966,65762,62000,Randolph,10,10,10,0,47,786,556,135556,19813,58065,60946,62094,20139,61241,64416,65881,786,556,867,786,512,628,556,428,111702,26060,143667,RANDOLPH COUNTY,123257,20449,3833,22550,22027,22549,42464,42427,41603,15794,40006,19322,21165,21163,20763,3909,39627,40281,40301,15476,38187
706,1743,1792,1792,1792,1736,1736,1690,691,56,56,53,15,56,1736,3417,3291,Hyde,,,,,,,,4753,1039,3065,3201,3291,1057,3180,3321,3420,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,164,52,176,173,176,3244,3241,3148,1005,3016,148,161,161,157,44,3044,3130,3130,995,2917
1724,3116,3140,3140,3141,1778,1778,1756,1028,1362,1362,1360,696,1362,1779,6833,6329,Alleghany,,,,,,20,0,10626,2593,6092,6251,6362,2722,6543,6718,6876,20,0,54,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1332,351,1384,1378,1384,5438,5429,5320,2351,5191,1223,1268,1268,1260,334,4991,5061,5068,2259,4869
4754,9687,9769,9769,9794,5360,5360,5314,2688,4409,4409,4373,2066,4409,5362,29233,26586,Duplin,0,0,0,0,23,2031,1477,55126,7783,24493,26037,26647,8068,26733,28495,29310,2004,1477,2092,1799,424,1526,1305,301,44760,11405,58741,DUPLIN COUNTY,49644,7536,1516,8455,8323,8455,18763,18747,18168,6128,17398,7177,7998,7998,7909,1526,16651,17111,17123,5956,16011
1084,1959,1975,1975,1977,1728,1728,1720,999,247,247,239,85,247,1730,4815,4496,Gates,,,,,,62,41,11027,1759,4310,4455,4523,1855,4586,4755,4878,62,41,117,62,0,66,41,0,9230,2418,11562,GATES COUNTY,10120,505,122,557,553,557,4204,4196,4140,1733,4019,480,520,520,519,125,3895,3935,3937,1634,3789
9616,18831,19123,19123,19165,11874,11874,11692,6143,7188,7188,7078,3462,7188,11874,37291,35265,Haywood,61,61,61,11,103,1414,896,59266,13673,33232,34550,35354,14081,35133,36506,37379,1414,896,1492,1414,628,972,896,509,50968,15572,62317,HAYWOOD COUNTY,54941,8032,1993,8527,8478,8527,27360,27350,26614,11460,25687,7389,7873,7873,7832,1858,25822,26496,26509,11306,24947
6278,12522,12671,12671,12690,7073,7073,6975,3638,5588,5588,5537,2630,5588,7073,29192,27339,Stanly,10,10,10,10,29,665,474,59178,9566,25897,26981,27419,9929,27554,28717,29251,665,474,718,665,329,550,474,284,49282,12123,62806,STANLY COUNTY,54008,6847,1343,7316,7184,7316,21217,21211,20868,8257,20042,6405,6806,6806,6717,1319,19790,20059,20063,7963,19018
