Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs 18Plus,At Least One Dose - NC,county1,Additional Doses - 5Plus,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Tiberius Additional Doses - 65Plus,Fully Vaccinated - Federal 18Plus,Fully Vaccinated - Tiberius 12Plus,Additional Doses - 18Plus,Tiberius Additional Doses - 12Plus,Population 18 Plus,Tiberius Additional Doses - 18Plus,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus,Tiberius Additional Doses - 5Plus,Additional Doses - 65Plus,Fully Vaccinated - All Programs,Fully Vaccinated - Tiberius 18Plus,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,At Least One Dose - Tiberius 12Plus,Fully Vaccinated - Federal 65Plus,Fully Vaccinated - Federal 5Plus,Population,Tiberius Additional Doses,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - Tiberius 5Plus,Additional Doses - 12Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus
72404,70228,188598,88606,MISSING COUNTY,110765,9474,88522,84113,85043,22756,,82848,39083,110023,,,,110765,,66691,28513,92733,204415,9413,,36108,205346,39059,40150,,MISSING,28565,7920,92730,,,213188,199116,7261,29824,94758,,90807,94742,28219,80686,193312,28578,110765,44893,39978,89805,72635,39083
28532,28260,38305,30152,WILSON COUNTY,14973,221,30139,11437,29685,10658,,10614,331,14912,,63224,,14974,69710,27360,497,11959,42888,261,,7849,40857,331,12644,76972,WILSON,497,1765,11957,81801,,43655,40358,1795,501,13002,15337,12706,12999,10919,28674,40608,497,14973,12975,355,11767,28543,331
1765,1751,1807,1843,TYRRELL COUNTY,643,,1841,164,1817,625,,138,,643,,3288,,643,3533,1669,,143,1988,,,363,1909,,661,3827,TYRRELL,,36,143,4016,,2014,1894,36,,171,810,171,171,639,1734,1898,,643,675,,143,1766,
34787,34593,57544,37339,WAYNE COUNTY,18151,1113,37304,16825,36951,12048,,15749,8278,18093,,94031,,18151,103693,33681,10372,17712,66270,1606,,9064,60884,8114,16159,115046,WAYNE,10641,2998,17708,123131,,67294,60287,3106,10781,19174,20802,18678,19173,12436,35911,63108,10758,18151,17148,8360,17416,34812,8329
8637,8618,11072,9127,MONTGOMERY COUNTY,3944,94,9125,2714,9084,3784,,2534,122,3934,,21266,,3944,23512,8416,150,2712,12109,105,,2168,11494,122,4356,25757,MONTGOMERY,150,478,2712,27173,,12220,11428,510,186,2907,5743,2875,2907,3879,8863,11727,150,3944,4494,144,2688,8638,122
19825,19750,27923,21185,LENOIR COUNTY,10454,195,21181,8885,21028,8321,,8260,274,10426,,43423,,10454,47933,19389,405,9247,31257,233,,5801,29378,274,10143,52801,LENOIR,405,1627,9247,55949,,31636,29165,1671,420,10031,11303,9824,10031,8517,20587,29877,405,10454,10421,302,9141,19829,274
11767,11728,15662,12530,SCOTLAND COUNTY,5356,99,12527,4364,12457,4832,,3980,158,5336,,26793,,5356,29381,11524,204,4440,17505,124,,2956,16401,158,5759,32530,SCOTLAND,204,828,4440,34823,,17688,16296,906,240,4918,6531,4844,4918,4965,12221,16789,204,5356,5995,194,4410,11767,158
70599,69298,89008,74059,ALAMANCE COUNTY,34894,654,74037,23864,72184,21304,,22320,1036,34686,,132145,,34895,145046,65652,1406,24579,99231,731,,15202,96241,1036,26033,159560,ALAMANCE,1406,4075,24579,169509,,101879,94374,4387,1432,26388,29035,25641,26387,21900,68187,93457,1406,34894,27018,1045,24040,70617,1036
3378,3341,5032,3725,CAMDEN COUNTY,1478,0,3716,776,3651,1264,,758,1083,1474,,8407,,1478,9354,3191,850,806,5314,0,,767,5281,1083,1379,10327,CAMDEN,850,115,806,10867,,5443,5216,129,887,831,1833,813,831,1368,3485,5111,850,1478,1497,1095,792,3380,1083
8094,8025,10191,8579,GREENE COUNTY,3364,53,8575,2383,8466,2493,,2215,66,3352,,16884,,3364,18372,7910,84,2540,11257,60,,1670,10715,66,2912,20022,GREENE,84,366,2540,21069,,11428,10610,385,101,2748,3592,2707,2748,2537,8325,10792,84,3364,2982,80,2519,8095,66
37610,37326,56693,39829,ROWAN COUNTY,19889,1479,39811,19617,39322,14435,0,18089,2882,19808,0,110729,0,19889,122048,35722,3491,19394,63597,1624,0,10287,59932,2882,19182,133830,ROWAN,3491,3268,19392,142088,0,64482,59345,3409,3524,21129,25371,20784,21129,14795,37589,60697,3491,19889,19828,2914,19137,37624,2882
7155,7127,8257,7703,NORTHAMPTON COUNTY,3130,57,7700,1311,7611,3462,,1226,70,3124,,16132,,3130,17363,6961,107,1343,9155,67,,2027,8584,70,3821,18570,NORTHAMPTON,107,302,1343,19483,,9278,8533,328,123,1452,5256,1437,1452,3553,7410,8828,107,3130,3948,83,1336,7158,70
21090,20816,29379,22823,WILKES COUNTY,10645,160,22813,9719,22413,8550,,9123,184,10607,,54628,,10645,59783,20072,233,9670,32890,180,,5627,30974,184,10644,64946,WILKES,233,1934,9670,68412,,33389,30633,2061,259,10307,15162,10244,10307,8797,21597,31549,233,10645,11038,206,9633,21098,184
25773,25536,38943,26863,LINCOLN COUNTY,16276,199,26856,14643,26500,10698,,13664,239,16177,,67981,,16276,74647,25040,364,15366,42999,234,,7793,41411,239,13061,81663,LINCOLN,364,2164,15366,86111,,43830,40796,2196,383,16584,15456,16135,16584,10885,25944,40951,364,16276,13315,269,15021,25776,239
27446,27261,35949,28431,CALDWELL COUNTY,15049,149,28419,10159,28162,11931,,9280,202,14976,,65842,,15049,71809,26467,317,9995,39336,183,,8342,37668,202,13438,78015,CALDWELL,317,1358,9995,82178,,39773,37344,1429,325,11017,16769,10857,11017,12125,27316,37792,317,15049,13737,219,9881,27454,202
6983,6928,8394,7353,POLK COUNTY,2980,88,7349,1658,7267,3291,,1588,100,2964,,17478,,2980,18752,6706,117,1729,9151,97,,1631,8834,100,4122,19940,POLK,117,743,1729,20724,,9303,8719,757,145,1805,6644,1767,1805,3396,7019,8794,117,2980,4250,118,1691,6987,100
24531,24265,33565,25743,SURRY COUNTY,13121,178,25722,10933,25298,9947,,10095,220,13062,,56811,,13121,62223,23250,284,10682,37090,200,,6662,35454,220,12263,67979,SURRY,284,2138,10681,71783,,37617,35134,2279,301,11573,14964,11508,11572,10125,24178,35395,284,13121,12604,227,10649,24545,220
17466,17325,19771,18278,MACON COUNTY,8910,238,18268,2907,18046,7914,,2658,351,8885,,29260,,8910,31614,16762,439,2789,21503,259,,5629,20667,351,8969,34121,MACON,439,817,2789,35858,,21795,20451,850,479,3038,10350,3018,3038,8089,17413,20759,439,8910,9198,405,2775,17473,351
4022,3993,4874,4241,CLAY COUNTY,2429,23,4241,1014,4194,2209,,961,23,2423,,9352,,2429,10050,3890,25,964,5236,25,,1643,5055,23,2550,10740,CLAY,25,318,964,11231,,5351,4980,320,93,1017,3581,1017,1017,2266,4078,5117,25,2429,2611,69,964,4022,23
12940,12835,17035,13574,YADKIN COUNTY,6470,87,13567,4776,13384,5349,,4478,102,6441,,29851,,6470,32660,12455,149,4855,18678,105,,3540,17921,102,6280,35700,YADKIN,149,844,4855,37667,,18939,17749,834,170,5195,7711,5145,5195,5471,12956,17881,149,6470,6410,119,4812,12947,102
97926,96223,94011,111271,OUT OF STATE,27990,,111206,,108603,37004,,,,27727,,,,27990,,94011,,,108603,,,10989,97977,,37004,,OUT O,,,,,,111271,96223,,,,,,,42111,106026,106026,,27990,42111,,,97977,
35843,35404,106338,38925,ONSLOW COUNTY,20033,2508,38907,25471,38240,13568,0,23375,49815,19933,11,149343,11,20034,162055,34295,55902,26255,123510,3038,11,9536,112039,48668,18920,180787,ONSLOW,57232,2844,26253,197938,11,125295,110955,2975,57487,28883,19026,28038,28883,13887,36903,118276,57430,20033,19900,49920,25736,35864,49897
15624,15471,19537,16933,RICHMOND COUNTY,6982,129,16922,4630,16681,6067,,4222,247,6962,,34516,,6983,38043,15068,284,4684,22065,138,,3768,20596,247,6851,42075,RICHMOND,284,655,4684,44829,,22410,20377,697,321,5156,8183,5100,5156,6203,16184,21098,284,6982,7038,281,4659,15631,247
120920,117734,155039,126840,BUNCOMBE COUNTY,81604,2022,126765,39445,122508,37533,0,38805,3825,80948,0,213777,0,81610,230148,112409,5685,43065,170793,2365,0,33142,167912,3825,47776,248550,BUNCOMBE,5685,8221,43064,261191,0,176398,163488,8047,5714,43844,53494,42600,43836,38178,116637,161767,5685,81604,48590,3863,41929,120984,3825
78529,76959,112771,82593,UNION COUNTY,49184,411,82536,41157,80358,21769,,39522,567,48511,,176616,,49186,202043,72682,897,48626,129523,507,,16491,127778,567,26637,226508,UNION,897,4457,48625,239859,,134569,123986,4445,915,51061,31234,48268,51048,22470,75738,117792,897,49184,27422,589,46460,78563,567
68576,67023,101742,73583,CABARRUS COUNTY,41125,861,73540,38480,71019,19393,,37006,1450,40663,,161462,,41125,181104,63286,2115,43703,116777,939,,13625,113771,1450,24610,202607,CABARRUS,2115,4356,43699,216453,,121583,110557,4425,2131,45869,29064,43643,45861,19954,66782,107377,2115,41125,25318,1464,42084,68604,1450
3995,3972,5336,4399,WASHINGTON COUNTY,2275,16,4388,1704,4347,1955,,1501,28,2272,,9274,,2276,10083,3807,55,1562,6167,33,,1469,5605,28,2370,10985,WASHINGTON,55,399,1562,11580,,6224,5560,471,56,1769,2932,1765,1769,2101,4161,5920,55,2275,2605,38,1560,4005,28
33520,33164,48440,35753,HARNETT COUNTY,17122,348,35717,16975,35110,11268,,15877,877,17038,,100990,,17122,112079,31686,1290,17986,55284,392,,7833,52475,877,13507,126086,HARNETT,1301,1891,17985,135976,,56557,51644,1967,1353,19451,17458,18873,19450,11593,33441,51706,1301,17122,13952,948,17603,33541,877
30025,29778,38278,31445,BURKE COUNTY,16018,261,31431,10031,31068,11366,,9229,347,15952,,73860,,16018,79893,28702,490,10135,42434,311,,8180,40543,347,13224,86176,BURKE,490,1597,10135,90485,,42977,40160,1713,499,11033,18720,10876,11032,11584,29865,40386,490,16018,13608,368,10035,30040,347
22259,21944,33999,23609,GRANVILLE COUNTY,12739,516,23593,9209,23053,7102,165,8769,4350,12661,1124,48058,1124,12739,52711,20880,4750,9770,37906,561,1124,5582,36414,4350,8885,57336,GRANVILLE,4750,1267,9767,60443,1124,38724,35883,1209,4786,10329,10674,10103,10326,7310,21879,35838,4750,12739,9080,4368,9589,22276,4350
69026,68195,100559,74621,GASTON COUNTY,38072,652,74569,35685,73319,24871,,33370,851,37875,,174276,,38072,191721,66338,1306,37680,114110,818,,17100,107621,851,30677,211171,GASTON,1306,5154,37680,224529,,116437,105974,5354,1329,40487,36651,39485,40486,25826,71151,108142,1306,38072,31998,872,36928,69069,851
16673,16573,22067,17865,EDGECOMBE COUNTY,7748,201,17858,6057,17658,6713,,5588,290,7731,,39904,,7748,43948,16189,392,6263,24767,239,,4424,23235,290,7990,48532,EDGECOMBE,392,1076,6263,51472,,25111,23055,1139,404,6842,10509,6717,6842,6881,17197,23646,392,7748,8259,295,6192,16677,290
26561,25846,28909,28355,WATAUGA COUNTY,12708,54,28319,4433,27430,6960,,4058,54,12650,,49022,,12709,51530,24797,88,4229,32125,71,,5143,30891,54,7633,54308,WATAUGA,88,619,4229,56177,,33105,30113,656,123,4627,9229,4607,4627,7313,26448,30969,88,12708,8040,66,4213,26596,54
11213,11061,16667,12508,HOKE COUNTY,5524,224,12487,5649,12209,3261,,5324,777,5490,,40282,,5525,44624,10566,1131,6050,19659,242,,2285,18065,777,4033,50664,HOKE,1131,548,6050,55234,,20152,17776,577,1156,6488,5854,6319,6488,3393,11580,18360,1131,5524,4212,782,5938,11233,777
7920,7910,9360,8657,BERTIE COUNTY,3296,15,8652,1756,8611,3206,,1654,15,3292,,15647,,3296,16854,7691,34,1789,10544,19,,1862,9739,15,3549,18126,BERTIE,34,328,1789,18947,,10614,9708,345,42,1915,4479,1899,1915,3434,8379,10169,34,3296,3798,28,1783,7922,15
15819,15645,20202,16564,PERSON COUNTY,8657,180,16551,5309,16236,5851,,4956,284,8631,,31361,,8657,34239,14962,390,5306,22260,200,,4459,21425,284,7073,37405,PERSON,390,1042,5306,39490,,22691,21177,1071,390,5737,7938,5634,5736,5928,15519,21218,390,8657,7199,292,5248,15827,284
19574,19466,23664,20596,BEAUFORT COUNTY,9687,224,20585,4660,20396,9107,,4304,275,9669,,37669,,9687,41131,19085,386,4823,26002,270,,5990,24703,275,10192,44735,BEAUFORT,386,861,4823,46994,,26279,24522,901,401,5282,11538,5220,5282,9371,19956,25002,386,9687,10542,298,4781,19582,275
16586,16324,21128,17358,JACKSON COUNTY,8399,544,17344,3174,16933,5771,245,2920,2582,8345,662,36721,662,8399,39175,15914,3161,3264,23950,650,662,4177,22637,2294,6830,42001,JACKSON,3518,515,3264,43938,662,24729,22137,549,3828,3543,8759,3499,3543,5894,16484,22819,3765,8399,7093,2775,3231,16598,2741
53290,52605,77104,55435,CATAWBA COUNTY,31651,349,55414,28049,54439,22104,,26231,512,31461,,124631,,31654,137151,50361,705,28933,85533,382,,15566,82775,512,26410,150636,CATAWBA,705,3957,28932,159551,,87218,81576,4127,734,31049,29156,30389,31048,22460,52025,80779,705,31651,26969,534,28459,53308,512
515995,496351,690761,547877,WAKE COUNTY,332860,2706,547472,226801,521156,111436,0,221788,6098,328337,0,849055,0,332871,941934,462875,8654,259434,784908,2999,0,91301,781772,6098,136091,1044525,WAKE,8654,21949,259421,1111761,0,824706,751623,21729,8709,268120,133864,255098,268098,116605,486096,721551,8654,332860,141333,6111,249174,516227,6098
33218,32820,44523,35080,CLEVELAND COUNTY,17772,285,35071,13687,34450,13144,,12528,368,17706,,76504,,17772,84044,31627,498,13750,49871,321,,9507,47361,368,15840,92365,CLEVELAND,498,2411,13750,97947,,50640,46861,2493,519,15041,18575,14923,15041,13444,33113,47298,498,17772,16258,386,13673,33225,368
23056,22970,29553,25100,SAMPSON COUNTY,9708,202,25088,7723,24894,7674,,7237,303,9679,,48081,,9708,53473,22013,417,7876,33655,234,,5272,31258,303,9089,59389,SAMPSON,417,1213,7876,63531,,33989,31088,1262,429,8460,11637,8344,8460,7892,23768,31908,417,9708,9388,317,7815,23065,303
16763,16660,22061,17945,COLUMBUS COUNTY,7114,199,17934,5862,17763,6248,,5334,272,7092,,44013,,7114,48224,16455,344,6221,24823,227,,3936,23270,272,7546,52603,COLUMBUS,344,1099,6219,55508,,25121,23091,1177,359,6817,11419,6716,6817,6456,17471,23677,344,7114,7860,278,6159,16771,272
8871,8817,9962,9316,CASWELL COUNTY,4188,58,9306,1586,9215,3680,,1303,69,4172,,18383,,4190,19944,8590,91,1388,10978,69,,2324,10338,69,4007,21496,CASWELL,91,269,1388,22604,,11111,10262,378,109,1686,5005,1672,1686,3767,8963,10640,91,4188,4214,71,1376,8879,69
7734,7653,8425,8201,YANCEY COUNTY,4055,103,8199,875,8079,3495,,800,103,4031,,14782,,4055,15969,7522,133,948,9239,115,,2364,8814,103,3748,17212,YANCEY,133,150,948,18069,,9403,8703,144,173,1029,4744,1027,1029,3606,7915,8923,133,4055,3865,130,947,7736,103
21242,20906,29982,23095,LEE COUNTY,11325,213,23075,9865,22543,7648,,9437,432,11255,,47136,,11325,52144,20113,630,10721,34267,245,,5471,32431,432,9187,57893,LEE,630,1326,10721,61779,,35081,31915,1333,647,11339,10404,11094,11339,7874,21612,32107,630,11325,9452,459,10577,21251,432
7751,7726,10220,8377,HERTFORD COUNTY,3921,10,8369,2820,8307,3237,,2613,10,3917,,19299,,3921,20898,7597,25,2976,11538,12,,2232,10758,10,3857,22610,HERTFORD,25,610,2976,23677,,11678,10676,606,50,3251,4836,3206,3251,3419,8162,11007,25,3921,4037,23,2940,7759,10
30829,30662,42425,32445,ROCKINGHAM COUNTY,17197,263,32427,13271,32091,12989,,12410,338,17149,,72695,,17197,79246,29677,472,13291,46601,305,,9541,44489,338,15923,86406,ROCKINGHAM,472,2671,13291,91010,,47211,44135,2677,491,14275,18996,14038,14275,13316,31015,44758,472,17197,16298,356,13135,30842,338
26329,26199,37109,27835,CARTERET COUNTY,16939,324,27828,11411,27597,12886,,10914,500,16898,,57537,,16940,62070,25695,563,12126,40588,339,,9693,38976,500,15606,66672,CARTERET,563,2396,12124,69473,,41203,38566,2335,603,12765,17867,12428,12765,13358,27031,39005,563,16939,16032,517,11867,26333,500
429326,418648,608050,465229,MECKLENBURG COUNTY,262091,2025,464862,215680,449200,95377,17,206210,4917,259347,27,852079,27,262099,937616,396923,7656,238162,697800,2511,27,74657,672707,4917,119313,1037049,MECKLENBURG,7656,21911,238149,1110356,27,723536,654196,22223,7745,250562,127686,240944,250512,99707,425006,648342,7656,262091,124441,4971,230631,429574,4917
4009,3953,6968,4185,SWAIN COUNTY,2372,404,4184,1156,4101,1861,261,1017,2387,2363,624,11137,624,2372,12138,3872,2908,1100,8671,491,624,1342,7687,2079,2464,13403,SWAIN,3327,199,1100,14271,624,9050,7438,216,3618,1247,2803,1243,1247,1900,4002,8066,3571,2372,2607,2577,1098,4010,2547
7540,7497,8797,8030,AVERY COUNTY,3869,50,8024,1427,7941,3062,,1329,61,3861,,14969,,3869,15935,7407,78,1453,9571,58,,2063,9064,61,3392,16905,AVERY,78,280,1453,17557,,9690,9009,290,100,1560,4020,1552,1560,3196,7847,9352,78,3869,3544,65,1451,7546,61
17028,16772,22432,18830,VANCE COUNTY,8448,189,18805,6590,18319,6241,,6252,297,8415,,34092,,8448,37671,15883,392,6872,25894,213,,4352,24218,297,7560,41780,VANCE,392,1130,6870,44535,,26509,23877,1118,404,7275,8487,7183,7274,6444,17254,24236,392,8448,7775,302,6808,17044,297
20794,20692,24488,22214,HALIFAX COUNTY,9225,190,22195,4527,21938,8360,,4182,253,9201,,39391,,9225,43237,20053,367,4628,27267,223,,5092,25697,253,9400,47245,HALIFAX,367,850,4628,50010,,27604,25542,894,371,5019,10690,4962,5019,8560,21162,26056,367,9225,9677,262,4597,20807,253
33710,33522,48826,35939,NASH COUNTY,18300,362,35917,16248,35499,12566,,15519,550,18221,,73765,,18302,81106,32757,767,17583,54414,422,,9184,51873,550,15958,89023,NASH,767,3030,17583,94298,,55307,51375,3051,774,18594,17956,18148,18594,12902,34585,51600,767,18300,16375,563,17303,33727,550
21184,21014,25905,22953,RUTHERFORD COUNTY,10622,431,22934,5206,22661,8463,,5005,525,10588,,53422,,10622,58398,20375,613,5416,28854,465,,5928,27156,525,10253,63605,RUTHERFORD,613,1359,5414,67029,,29259,26899,1383,647,5659,14855,5580,5659,8874,21949,27768,613,10622,10722,545,5360,21195,525
10892,10671,13434,11686,ASHE COUNTY,6555,69,11676,3017,11395,4478,,2949,80,6537,,22479,,6555,24214,10405,107,3194,14762,90,,3558,14191,80,5387,26129,ASHE,107,840,3194,27203,,15088,13934,767,125,3277,7249,3260,3276,4765,11110,14234,107,6555,5622,99,3183,10898,80
13573,13444,19808,14320,STOKES COUNTY,8249,117,14312,6977,14115,5976,,6493,137,8218,,37145,,8249,40306,13178,206,6991,21782,148,,4420,20747,137,7629,43536,STOKES,206,1536,6991,45591,,22113,20522,1640,249,7544,9917,7461,7544,6145,13792,20975,206,8249,7933,172,6941,13584,137
2737,2717,3673,2912,GRAHAM COUNTY,1312,37,2911,863,2879,1334,10,770,277,1310,54,6767,54,1312,7414,2661,332,784,4127,62,54,818,3828,242,1520,8040,GRAHAM,373,149,784,8441,54,4188,3778,163,401,875,2067,875,875,1368,2809,4004,373,1312,1593,305,784,2739,277
20778,20471,28483,22078,PENDER COUNTY,11350,250,22067,8926,21675,7781,,8296,340,11290,,49058,,11351,53967,19847,507,9466,32058,284,,5701,30606,340,9380,59482,PENDER,507,1349,9466,63060,,32819,30032,1391,518,10223,11716,9876,10222,8030,20965,30398,507,11350,9705,354,9221,20786,340
37945,37378,56522,39962,CRAVEN COUNTY,21085,863,39940,14271,39020,16114,,13545,7385,21024,,80387,,21086,87409,35605,8254,14707,62674,900,,12098,60092,7372,19580,95778,CRAVEN,8281,2603,14707,102139,,63968,59281,2566,8379,15627,20103,15373,15627,16411,37061,59586,8320,21085,19877,7424,14518,37961,7396
210750,207774,288521,224329,GUILFORD COUNTY,124238,1494,224214,91770,219443,61265,11,87674,2301,123098,21,418240,21,124241,459608,198546,3494,101325,325124,1759,21,48601,314471,2301,77490,505896,GUILFORD,3494,14731,101325,537174,21,334708,307860,15012,3525,106854,83442,102187,106831,63276,209061,304325,3494,124238,80047,2314,97785,210832,2301
10637,10486,11463,11026,MADISON COUNTY,5147,86,11020,1190,10824,4093,,1123,119,5125,,17939,,5148,19327,10221,208,1258,12350,105,,2629,12035,119,4426,20741,MADISON,208,247,1258,21755,,12585,11852,263,223,1336,5034,1318,1335,4130,10524,11922,208,5147,4498,136,1247,10641,119
27000,26256,36675,28345,CHATHAM COUNTY,20569,150,28313,11940,27301,11234,,11290,258,20360,,59661,,20571,65198,25127,347,12791,40620,163,,9665,40082,258,13860,70897,CHATHAM,347,2476,12789,74470,,42209,38829,2450,383,13481,18634,12972,13478,11511,26049,38336,347,20569,14124,272,12315,27019,258
63677,62846,85530,67060,PITT COUNTY,31758,504,67014,25990,65762,18525,0,23881,1007,31574,0,142466,0,31759,155511,60642,1493,27430,96288,598,0,12889,92174,1007,22153,170444,PITT,1493,3124,27430,180742,0,98608,90580,3341,1515,30033,25045,29033,30031,18776,63282,90765,1493,31758,22715,1031,26727,63713,1007
38732,38576,51879,40933,MOORE COUNTY,25372,414,40922,14369,40694,18445,,13574,688,25249,,79328,,25372,86466,37617,890,15156,57221,443,,14281,54625,688,22133,94937,MOORE,890,3274,15156,100880,,58041,54018,3344,925,16183,24192,15637,16183,19381,39658,54917,890,25372,23168,731,14754,38738,688
155066,151385,206736,167176,FORSYTH COUNTY,89088,1219,167034,63833,161823,45396,12,61236,2002,88338,28,295401,28,89089,325690,143498,3177,68861,234957,1509,28,34683,226043,2002,57122,359934,FORSYTH,3177,10507,68860,382295,28,242432,220650,10461,3206,72050,62720,69957,72036,47185,153054,220064,3177,89088,59155,2015,67263,155167,2002
53555,53003,85496,56475,IREDELL COUNTY,36319,846,56435,34837,55596,19207,,33185,1159,36063,,140623,,36319,156060,51152,1520,37556,95601,905,,15450,92331,1159,25347,171884,IREDELL,1520,5294,37555,181806,,97856,90770,5180,1538,39843,29513,38485,39842,19973,53582,89939,1520,36319,26058,1191,36608,53584,1159
