At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9880,21149,21464,21463,21477,14769,14768,14600,7210,6581,6581,6435,2606,6581,14769,61081,55252,Robeson,114,114,114,64,127,1376,896,122048,15883,51129,54176,55335,16587,56301,59720,61154,1376,896,1427,1376,529,962,896,394,98425,20565,130625,ROBESON COUNTY,109195,14095,2205,15766,15502,15765,43961,43940,42842,13853,40830,13086,14591,14590,14385,2074,38895,39766,39782,13415,37147
1999,3182,3210,3209,3210,2428,2427,2407,1572,782,782,775,427,782,2428,6602,6102,Perquimans,,,,,,0,0,12861,2898,5863,6031,6117,3087,6319,6507,6625,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1105,235,1166,1155,1166,5439,5436,5352,2852,5214,1013,1070,1070,1064,217,4967,5032,5035,2681,4850
17850,49797,51307,51304,51342,23503,23500,22930,9798,27748,27748,26811,8042,27750,23509,120534,112695,Johnston,56,56,56,10,83,3371,2235,196283,25238,101418,109169,112764,26222,107916,116377,120646,3340,2222,3439,3164,894,2267,2096,614,156585,28558,209339,JOHNSTON COUNTY,175612,33617,3948,39396,37731,39395,77811,77768,75306,21380,71135,31807,37300,37296,35750,3847,71197,73164,73197,20777,67515
13107,28187,28591,28590,28613,13556,13556,13389,6872,14988,14987,14751,6213,14988,13560,66349,62933,Randolph,47,47,47,22,65,802,557,135556,19951,58757,61707,63027,20325,61668,64886,66460,802,557,876,802,515,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20742,3954,22920,22357,22920,42664,42627,41727,15856,40124,19840,21842,21840,21339,3985,39811,40536,40556,15537,38360
721,1784,1834,1834,1834,1775,1775,1728,703,59,59,56,18,59,1775,3431,3310,Hyde,,,,,,,,4753,1049,3078,3216,3310,1065,3192,3334,3434,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,163,49,176,173,176,3258,3255,3161,1016,3029,150,163,163,159,42,3057,3147,3147,1007,2928
1778,3275,3304,3304,3305,1884,1884,1859,1046,1420,1420,1416,732,1420,1885,6897,6466,Alleghany,,,,,,20,0,10626,2665,6211,6378,6499,2757,6601,6781,6941,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1347,359,1398,1392,1398,5488,5479,5369,2378,5234,1254,1298,1298,1290,342,5088,5168,5175,2323,4957
4915,10191,10315,10315,10345,5572,5572,5515,2771,4743,4743,4676,2144,4744,5574,29472,26969,Duplin,0,0,0,0,27,2123,1579,55126,7846,24782,26358,27024,8124,26938,28722,29548,2090,1568,2183,1879,428,1622,1390,302,44760,11405,58741,DUPLIN COUNTY,49644,7632,1530,8564,8427,8564,18801,18785,18205,6166,17427,7338,8199,8199,8081,1552,16709,17191,17203,5992,16054
1132,2068,2092,2091,2093,1815,1814,1802,1037,277,277,266,95,277,1816,4844,4561,Gates,,,,,,68,49,11027,1781,4357,4507,4591,1865,4608,4777,4910,68,49,125,68,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,513,125,565,561,565,4220,4211,4148,1740,4027,491,532,532,530,128,3928,3980,3982,1653,3817
9834,19358,19717,19717,19745,12191,12191,11958,6251,7441,7441,7315,3570,7441,12192,37455,35499,Haywood,85,85,85,13,112,1419,897,59266,13761,33404,34726,35592,14174,35243,36639,37552,1419,897,1506,1419,629,976,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8096,2021,8593,8541,8593,27453,27443,26679,11524,25728,7474,7964,7963,7912,1882,25917,26639,26652,11370,25033
6523,13208,13396,13396,13397,7439,7439,7328,3773,5915,5915,5838,2723,5915,7439,29455,27711,Stanly,42,42,42,27,43,667,474,59178,9646,26197,27290,27792,10004,27774,28954,29514,667,474,720,667,329,551,474,284,49282,12123,62806,STANLY COUNTY,54008,6953,1365,7428,7296,7428,21366,21360,20991,8310,20154,6564,6995,6995,6885,1343,19931,20242,20246,8019,19159
