At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
11329,23733,24151,24122,24175,16092,16066,15859,7901,7904,7901,7719,3342,7904,16092,61736,55862,Robeson,155,155,155,86,179,1455,909,122048,16065,51631,54702,55948,16830,56899,60332,61814,1455,909,1511,1455,577,978,909,400,98425,20565,130625,ROBESON COUNTY,109195,14392,2274,16079,15808,16078,44224,44203,43069,13979,41052,13377,14915,14914,14693,2148,39100,40039,40055,13517,37345
2234,3526,3564,3562,3564,2544,2542,2515,1635,1020,1020,1011,599,1020,2544,6624,6133,Perquimans,,,,,,0,0,12861,2904,5881,6055,6148,3098,6338,6527,6647,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1125,241,1186,1175,1186,5441,5438,5352,2857,5213,1029,1090,1090,1082,223,4973,5043,5046,2681,4852
20728,55821,57691,57517,57723,25307,25225,24559,10431,32239,32147,31117,10236,32241,25315,121642,113839,Johnston,145,145,145,61,167,3565,2277,196283,25580,102405,110152,113909,26619,109004,117451,121764,3532,2263,3634,3353,1001,2309,2136,635,156585,28558,209339,JOHNSTON COUNTY,175612,34275,4053,40063,38402,40061,78067,78016,75517,21565,71376,32488,38041,38037,36443,3969,71446,73525,73559,20976,67781
14943,31278,31783,31745,31794,14267,14242,14039,7222,17413,17400,17136,7654,17413,14271,66941,63523,Randolph,103,103,103,67,110,865,563,135556,20241,59273,62235,63620,20640,62265,65472,67041,865,563,928,865,545,638,563,434,111702,26060,143667,RANDOLPH COUNTY,123257,21114,4068,23285,22727,23285,42828,42791,41880,16027,40286,20206,22236,22234,21717,4107,39955,40726,40746,15700,38504
767,1868,1926,1922,1926,1851,1849,1798,739,75,73,70,28,75,1851,3463,3354,Hyde,,,,,,0,,4753,1060,3115,3263,3354,1075,3220,3371,3477,0,,11,0,0,,,,4098,1114,4937,HYDE COUNTY,4410,163,50,177,174,177,3289,3286,3197,1025,3057,152,166,166,162,44,3101,3188,3188,1016,2963
2065,3815,3853,3847,3854,2104,2098,2069,1082,1749,1749,1746,983,1749,2105,6920,6501,Alleghany,,,,,,24,0,10626,2695,6239,6410,6534,2782,6623,6801,6970,24,0,65,24,24,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1363,368,1414,1408,1414,5491,5482,5369,2390,5236,1267,1311,1311,1304,351,5106,5190,5197,2344,4972
5598,11319,11500,11483,11516,5902,5896,5816,2920,5568,5557,5473,2661,5569,5904,29755,27270,Duplin,30,30,30,17,43,2175,1613,55126,7996,25049,26632,27320,8293,27210,29004,29836,2141,1600,2237,1927,457,1647,1417,313,44760,11405,58741,DUPLIN COUNTY,49644,7773,1570,8705,8569,8705,18894,18875,18294,6266,17510,7493,8361,8361,8234,1595,16798,17296,17312,6088,16139
1222,2234,2262,2261,2263,1930,1929,1915,1095,332,332,319,127,332,1931,4883,4602,Gates,,,,,,72,49,11027,1813,4388,4541,4633,1899,4643,4817,4958,72,49,138,72,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,525,128,577,571,577,4243,4234,4174,1771,4046,500,541,541,538,130,3954,4012,4014,1683,3839
11424,21635,22061,22027,22092,12675,12645,12384,6496,9290,9286,9155,4915,9290,12676,37700,35747,Haywood,96,96,96,13,126,1490,904,59266,13931,33613,34932,35843,14369,35486,36866,37796,1490,904,1574,1490,673,986,904,509,50968,15572,62317,HAYWOOD COUNTY,54941,8168,2071,8653,8600,8651,27569,27559,26776,11625,25828,7555,8035,8034,7980,1945,26048,26809,26822,11477,25154
7756,15133,15380,15353,15387,8341,8318,8182,4300,6955,6951,6867,3392,6955,8341,29816,28092,Stanly,84,84,84,64,91,694,476,59178,9823,26514,27613,28175,10205,28096,29280,29874,694,476,746,694,348,555,476,284,49282,12123,62806,STANLY COUNTY,54008,7066,1392,7538,7407,7538,21590,21584,21179,8465,20336,6679,7112,7112,7001,1375,20136,20504,20508,8164,19359
