Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs 18Plus,At Least One Dose - NC,county1,Additional Doses - 5Plus,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Tiberius Additional Doses - 65Plus,Fully Vaccinated - Federal 18Plus,Fully Vaccinated - Tiberius 12Plus,Additional Doses - 18Plus,Tiberius Additional Doses - 12Plus,Population 18 Plus,Tiberius Additional Doses - 18Plus,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus,Tiberius Additional Doses - 5Plus,Additional Doses - 65Plus,Fully Vaccinated - All Programs,Fully Vaccinated - Tiberius 18Plus,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,At Least One Dose - Tiberius 12Plus,Fully Vaccinated - Federal 65Plus,Fully Vaccinated - Federal 5Plus,Population,Tiberius Additional Doses,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - Tiberius 5Plus,Additional Doses - 12Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus
74505,72132,190851,91120,MISSING COUNTY,115916,9474,91031,84515,87416,23306,,83250,39083,115012,,,,115917,,68542,28513,93413,207239,9413,,36891,208131,39059,40731,,MISSING,28565,7951,93410,,,216430,201445,7302,29828,95482,,91258,95465,28901,82985,196013,28578,115916,45616,39980,90230,74738,39083
28561,28279,38379,30193,WILSON COUNTY,15378,221,30180,11481,29710,10666,0,10674,331,15310,0,63224,0,15379,69710,27374,500,12032,42967,264,0,7961,40960,331,12658,76972,WILSON,500,1771,12030,81801,0,43769,40441,1802,504,13072,15337,12757,13069,10928,28694,40675,500,15378,12994,355,11831,28573,331
1767,1753,1809,1849,TYRRELL COUNTY,677,,1847,164,1820,628,,138,,677,,3288,,677,3533,1671,,143,1991,,,381,1911,,664,3827,TYRRELL,,36,143,4016,,2020,1896,36,,171,810,171,171,642,1737,1901,,677,678,,143,1768,
34826,34625,57648,37397,WAYNE COUNTY,18822,1117,37362,16887,36990,12058,0,15809,8297,18739,0,94031,0,18823,103693,33708,10387,17800,66406,1612,0,9241,61030,8131,16182,115046,WAYNE,10660,3007,17796,123131,0,67494,60405,3117,10800,19297,20802,18756,19296,12448,35938,63212,10777,18822,17177,8380,17483,34850,8348
8639,8619,11089,9125,MONTGOMERY COUNTY,4057,94,9123,2725,9082,3786,,2549,122,4046,,21266,,4057,23512,8418,150,2728,12119,105,,2200,11512,122,4361,25757,MONTGOMERY,150,481,2728,27173,,12232,11444,512,186,2921,5743,2887,2921,3880,8862,11737,150,4057,4497,144,2703,8640,122
19848,19766,27975,21205,LENOIR COUNTY,10755,196,21201,8927,21045,8330,0,8294,275,10719,0,43423,0,10755,47933,19406,408,9297,31324,234,0,5876,29453,275,10160,52801,LENOIR,408,1634,9297,55949,0,31729,29221,1676,423,10101,11303,9871,10101,8527,20602,29937,408,10755,10437,304,9180,19852,275
11773,11735,15695,12543,SCOTLAND COUNTY,5603,99,12540,4394,12470,4833,,4007,158,5578,,26793,,5603,29381,11530,204,4470,17553,124,,3009,16437,158,5766,32530,SCOTLAND,204,834,4470,34823,,17753,16329,912,240,4970,6531,4879,4970,4966,12233,16831,204,5603,6002,194,4436,11773,158
70630,69305,89091,74121,ALAMANCE COUNTY,36101,654,74099,23971,72219,21313,0,22395,1036,35850,0,132145,0,36102,145046,65660,1415,24697,99403,732,0,15459,96390,1036,26046,159560,ALAMANCE,1415,4079,24697,169509,0,102152,94467,4396,1441,26590,29035,25769,26589,21909,68214,93600,1415,36101,27037,1045,24126,70648,1036
3379,3341,5036,3725,CAMDEN COUNTY,1516,0,3716,780,3651,1266,,762,1083,1512,,8407,,1516,9354,3191,850,810,5318,0,,774,5286,1083,1381,10327,CAMDEN,850,115,810,10867,,5449,5220,129,887,837,1833,817,837,1370,3485,5115,850,1516,1499,1095,796,3381,1083
8097,8026,10199,8589,GREENE COUNTY,3462,54,8585,2394,8469,2493,,2221,68,3449,,16884,,3462,18372,7910,84,2545,11274,60,,1701,10725,68,2913,20022,GREENE,84,366,2545,21069,,11454,10618,385,101,2764,3592,2721,2764,2537,8327,10805,84,3462,2982,82,2524,8098,68
37613,37302,56731,39854,ROWAN COUNTY,20441,1480,39836,19685,39314,14434,12,18155,2884,20350,26,110729,26,20441,122048,35692,3498,19477,63671,1626,26,10439,60020,2884,19191,133830,ROWAN,3498,3277,19475,142088,26,64615,59395,3418,3531,21230,25371,20859,21230,14796,37573,60756,3498,20441,19840,2916,19209,37627,2884
7140,7111,8247,7680,NORTHAMPTON COUNTY,3181,57,7677,1316,7587,3458,,1234,70,3175,,16132,,3181,17363,6943,107,1351,9137,67,,2039,8577,70,3818,18570,NORTHAMPTON,107,303,1351,19483,,9264,8525,328,123,1461,5256,1443,1461,3551,7387,8810,107,3181,3946,83,1344,7143,70
21071,20791,29389,22795,WILKES COUNTY,10996,160,22786,9759,22382,8534,,9158,184,10947,,54628,,10996,59783,20047,233,9712,32904,180,,5739,30997,184,10631,64946,WILKES,233,1937,9712,68412,,33414,30646,2063,259,10360,15162,10289,10360,8780,21565,31557,233,10996,11023,206,9671,21079,184
25778,25528,38977,26864,LINCOLN COUNTY,16700,199,26856,14682,26493,10691,,13709,239,16594,,67981,,16700,74647,25029,365,15434,43035,235,,7903,41485,239,13062,81663,LINCOLN,365,2172,15434,86111,,43886,40839,2203,385,16637,15456,16177,16637,10878,25932,40979,365,16700,13316,270,15072,25781,239
27473,27284,36016,28450,CALDWELL COUNTY,15473,149,28438,10214,28177,11939,,9325,202,15388,,65842,,15473,71809,26489,317,10046,39408,183,,8453,37746,202,13455,78015,CALDWELL,317,1367,10046,82178,,39858,37414,1436,325,11083,16769,10914,11083,12127,27329,37860,317,15473,13746,219,9928,27481,202
6954,6898,8364,7325,POLK COUNTY,3042,88,7321,1660,7239,3283,,1589,100,3025,,17478,,3042,18752,6675,118,1730,9126,98,,1658,8806,100,4114,19940,POLK,118,743,1730,20724,,9279,8690,758,146,1808,6644,1769,1808,3389,6991,8769,118,3042,4245,118,1692,6958,100
24490,24209,33535,25713,SURRY COUNTY,13466,178,25692,10969,25246,9921,,10128,220,13398,,56811,,13466,62223,23187,289,10726,37082,204,,6762,35457,220,12242,67979,SURRY,289,2143,10725,71783,,37634,35114,2286,306,11615,14964,11547,11614,10105,24121,35379,289,13466,12595,227,10685,24504,220
17454,17291,19751,18249,MACON COUNTY,9092,238,18239,2924,18009,7898,,2673,351,9065,,29260,,9092,31614,16727,439,2809,21483,259,,5697,20676,351,8954,34121,MACON,439,818,2809,35858,,21785,20432,852,480,3056,10350,3035,3056,8074,17374,20737,439,9092,9185,406,2790,17461,351
4016,3982,4867,4230,CLAY COUNTY,2511,23,4230,1015,4179,2203,,964,23,2504,,9352,,2511,10050,3880,25,967,5222,25,,1669,5052,23,2544,10740,CLAY,25,318,967,11231,,5341,4972,320,93,1018,3581,1018,1018,2256,4062,5102,25,2511,2601,69,967,4016,23
12947,12837,17058,13572,YADKIN COUNTY,6672,87,13565,4804,13382,5351,,4498,102,6639,,29851,,6672,32660,12458,149,4880,18705,105,,3608,17953,102,6282,35700,YADKIN,149,844,4880,37667,,18974,17772,836,170,5232,7711,5174,5232,5473,12955,17908,149,6672,6414,119,4833,12954,102
98392,96622,94374,111795,OUT OF STATE,29627,,111730,,109054,37086,,,,29315,,,,29627,,94374,,,109054,,,11625,98443,,37086,,OUT O,,,,,,111795,96622,,,,,,,42200,106436,106436,,29627,42200,,,98443,
35877,35418,106515,38968,ONSLOW COUNTY,20657,2512,38949,25582,38247,13574,0,23493,49866,20538,24,149343,24,20658,162055,34308,55955,26438,123700,3042,24,9660,112329,48714,18946,180787,ONSLOW,57296,2860,26436,197938,24,125597,111148,2990,57568,29061,19026,28157,29061,13891,36910,118447,57508,20657,19923,49993,25864,35898,49970
15642,15488,19570,16952,RICHMOND COUNTY,7138,129,16940,4647,16695,6073,,4236,247,7117,,34516,,7139,38043,15087,286,4703,22102,140,,3806,20633,247,6863,42075,RICHMOND,286,661,4703,44829,,22455,20410,702,323,5180,8183,5121,5180,6211,16199,21132,286,7138,7053,281,4675,15649,247
120898,117594,154936,126765,BUNCOMBE COUNTY,83949,2028,126691,39502,122347,37489,12,38852,3831,83204,27,213777,27,83955,230148,112253,5697,43158,170708,2368,27,33568,167989,3831,47752,248550,BUNCOMBE,5697,8235,43157,261191,27,176440,163405,8056,5726,43949,53494,42664,43941,38129,116466,161665,5697,83949,48553,3869,41980,120962,3831
78576,76942,112868,82688,UNION COUNTY,50851,411,82632,41289,80360,21759,0,39636,567,50088,0,176616,0,50853,202043,72665,899,48894,129675,508,0,16703,128094,567,26634,226508,UNION,899,4464,48893,239859,0,134943,124093,4458,917,51338,31234,48416,51325,22459,75736,117924,899,50851,27425,589,46584,78611,567
68658,67020,101821,73633,CABARRUS COUNTY,42858,862,73590,38616,70989,19373,0,37097,1451,42319,0,161462,0,42859,181104,63273,2124,43916,116924,942,0,13929,114067,1451,24605,202607,CABARRUS,2124,4370,43912,216453,0,121930,110661,4442,2140,46157,29064,43811,46148,19928,66749,107489,2124,42858,25312,1465,42190,68686,1451
3998,3975,5341,4401,WASHINGTON COUNTY,2331,16,4390,1709,4347,1955,,1503,28,2328,,9274,,2332,10083,3810,55,1565,6172,33,,1487,5611,28,2372,10985,WASHINGTON,55,401,1565,11580,,6231,5565,473,56,1774,2932,1770,1774,2101,4160,5924,55,2331,2607,38,1562,4008,28
33265,32898,48229,35490,HARNETT COUNTY,17697,348,35454,17039,34831,11193,0,15933,879,17594,0,100990,0,17697,112079,31417,1295,18069,55085,392,0,7957,52305,879,13440,126086,HARNETT,1306,1899,18068,135976,0,56423,51441,1976,1369,19564,17458,18948,19563,11514,33159,51493,1316,17697,13882,950,17664,33286,879
29981,29731,38261,31402,BURKE COUNTY,16402,261,31388,10075,31019,11350,,9260,347,16329,,73860,,16402,79893,28654,490,10171,42435,311,,8285,40535,347,13214,86176,BURKE,490,1603,10171,90485,,42999,40147,1719,499,11098,18720,10926,11097,11571,29810,40375,490,16402,13601,368,10069,29996,347
22259,21932,34011,23621,GRANVILLE COUNTY,13099,516,23605,9243,23038,7103,165,8793,4353,13006,1124,48058,1124,13099,52711,20865,4754,9811,37934,561,1124,5635,36458,4353,8890,57336,GRANVILLE,4754,1271,9808,60443,1124,38798,35902,1212,4791,10386,10674,10142,10383,7310,21859,35856,4754,13099,9083,4371,9617,22276,4353
69087,68206,100669,74678,GASTON COUNTY,39308,652,74626,35778,73329,24878,0,33474,851,39079,0,174276,0,39308,191721,66344,1308,37835,114244,819,0,17401,107837,851,30694,211171,GASTON,1308,5164,37835,224529,0,116673,106100,5365,1331,40664,36651,39607,40663,25834,71158,108244,1308,39308,32018,872,37043,69130,851
16654,16552,22072,17838,EDGECOMBE COUNTY,8007,201,17831,6094,17628,6708,0,5614,290,7987,0,39904,0,8007,43948,16168,393,6299,24777,239,0,4484,23252,290,7986,48532,EDGECOMBE,393,1077,6299,51472,0,25140,23064,1140,405,6897,10509,6756,6897,6877,17168,23655,393,8007,8256,295,6222,16658,290
26600,25862,28928,28393,WATAUGA COUNTY,13246,54,28356,4439,27442,6969,,4067,54,13170,,49022,,13247,51530,24807,89,4237,32146,72,,5353,30938,54,7646,54308,WATAUGA,89,623,4237,56177,,33152,30137,659,124,4635,9229,4615,4635,7322,26453,30981,89,13246,8053,66,4221,26635,54
11213,11059,16682,12511,HOKE COUNTY,5685,224,12490,5673,12210,3265,0,5343,777,5644,11,40282,11,5686,44624,10562,1140,6079,19699,242,11,2311,18094,777,4039,50664,HOKE,1140,550,6079,55234,11,20210,17796,579,1165,6534,5854,6349,6534,3397,11580,18393,1140,5685,4218,782,5960,11233,777
7924,7911,9374,8657,BERTIE COUNTY,3404,15,8652,1771,8610,3208,,1667,15,3399,,15647,,3404,16854,7692,34,1807,10558,19,,1894,9761,15,3551,18126,BERTIE,34,328,1807,18947,,10637,9723,345,42,1938,4479,1914,1938,3436,8377,10182,34,3404,3800,28,1797,7926,15
15863,15650,20228,16579,PERSON COUNTY,9004,180,16566,5340,16243,5855,,4978,284,8973,,31361,,9004,34239,14966,390,5337,22308,200,,4554,21500,284,7080,37405,PERSON,390,1045,5337,39490,,22759,21206,1074,390,5790,7938,5675,5789,5932,15522,21252,390,9004,7206,292,5272,15871,284
19587,19476,23696,20603,BEAUFORT COUNTY,9933,224,20592,4686,20400,9114,0,4327,276,9911,0,37669,0,9933,41131,19093,386,4846,26026,270,0,6087,24740,276,10202,44735,BEAUFORT,386,864,4846,46994,0,26316,24551,903,401,5312,11538,5240,5312,9379,19960,25032,386,9933,10552,299,4799,19595,276
16599,16320,21140,17370,JACKSON COUNTY,8590,544,17356,3189,16931,5777,247,2936,2583,8529,673,36721,673,8590,39175,15910,3167,3284,23970,650,673,4221,22682,2294,6838,42001,JACKSON,3524,517,3284,43938,673,24767,22151,552,3836,3561,8759,3515,3561,5897,16481,22837,3773,8590,7099,2787,3248,16611,2753
53343,52636,77227,55483,CATAWBA COUNTY,32578,349,55462,28176,54469,22114,,26322,513,32366,,124631,,32581,137151,50392,707,29064,85709,382,,15767,82960,513,26432,150636,CATAWBA,707,3969,29063,159551,,87462,81704,4144,736,31243,29156,30533,31242,22469,52054,80937,707,32578,26995,535,28555,53361,513
516565,496452,691342,548380,WAKE COUNTY,343646,2708,547973,227296,521308,111510,0,222239,6102,338434,38,849055,38,343658,941934,463001,8688,260272,785687,3003,38,92399,783185,6102,136227,1044525,WAKE,8688,22009,260259,1111761,38,826301,752241,21794,8743,269178,133864,255691,269156,116680,486269,722253,8688,343646,141477,6115,249687,516798,6102
33199,32785,44538,35081,CLEVELAND COUNTY,18413,285,35072,13737,34426,13132,,12580,369,18329,,76504,,18413,84044,31589,499,13810,49914,322,,9698,47403,369,15833,92365,CLEVELAND,499,2416,13810,97947,,50717,46884,2496,520,15116,18575,14989,15116,13431,33084,47320,499,18413,16249,387,13730,33206,369
23066,22976,29593,25107,SAMPSON COUNTY,9941,203,25095,7765,24899,7674,,7270,304,9907,,48081,,9941,53473,22019,418,7919,33709,235,,5328,31312,304,9094,59389,SAMPSON,418,1217,7919,63531,,34058,31133,1265,430,8521,11637,8392,8521,7893,23774,31957,418,9941,9393,318,7853,23075,304
16766,16663,22093,17946,COLUMBUS COUNTY,7332,199,17935,5889,17759,6250,,5364,272,7305,,44013,,7332,48224,16457,344,6267,24848,227,,4018,23319,272,7551,52603,COLUMBUS,344,1102,6265,55508,,25172,23133,1183,359,6867,11419,6745,6867,6456,17463,23696,344,7332,7866,278,6198,16774,272
8877,8822,9974,9324,CASWELL COUNTY,4318,58,9314,1591,9215,3684,,1311,69,4301,,18383,,4320,19944,8594,91,1398,10983,69,,2362,10354,69,4012,21496,CASWELL,91,270,1398,22604,,11127,10275,379,109,1694,5005,1677,1694,3768,8963,10645,91,4318,4216,71,1384,8885,69
7742,7656,8430,8216,YANCEY COUNTY,4233,103,8214,877,8084,3492,,806,103,4209,,14782,,4233,15969,7521,133,954,9247,115,,2443,8828,103,3745,17212,YANCEY,133,150,954,18069,,9422,8712,144,174,1032,4744,1030,1032,3601,7918,8928,133,4233,3860,130,953,7744,103
21224,20877,29996,23080,LEE COUNTY,11693,213,23060,9917,22512,7635,,9479,433,11618,,47136,,11693,52144,20084,633,10775,34299,247,,5547,32468,433,9177,57893,LEE,633,1329,10775,61779,,35150,31928,1337,650,11420,10404,11154,11420,7861,21579,32129,633,11693,9445,460,10618,21233,433
7760,7730,10241,8382,HERTFORD COUNTY,4032,10,8374,2845,8309,3241,,2630,10,4027,,19299,,4032,20898,7601,25,2996,11567,12,,2268,10787,10,3862,22610,HERTFORD,25,611,2996,23677,,11720,10699,606,50,3288,4836,3233,3288,3424,8164,11034,25,4032,4042,23,2959,7768,10
30863,30682,42504,32478,ROCKINGHAM COUNTY,17796,263,32460,13335,32105,12999,0,12471,338,17737,0,72695,0,17796,79246,29695,473,13375,46692,306,0,9749,44607,338,15944,86406,ROCKINGHAM,473,2682,13375,91010,0,47351,44221,2686,492,14381,18996,14114,14381,13324,31029,44837,473,17796,16316,356,13201,30876,338
26343,26208,37156,27851,CARTERET COUNTY,17371,324,27844,11454,27607,12897,,10949,500,17316,,57537,,17372,62070,25707,563,12170,40646,339,,9812,39034,500,15620,66672,CARTERET,563,2399,12168,69473,,41277,38609,2343,603,12823,17867,12476,12823,13369,27041,39058,563,17371,16051,517,11901,26347,500
429990,418880,608754,465961,MECKLENBURG COUNTY,270494,2028,465596,216213,449479,95439,58,206672,4932,267310,105,852079,105,270502,937616,397150,7679,239014,698723,2516,105,75573,674238,4932,119436,1037049,MECKLENBURG,7679,21969,239001,1110356,105,725303,654941,22282,7768,251574,127686,241565,251524,99769,425247,649139,7679,270494,124567,4986,231129,430238,4932
4012,3952,6976,4188,SWAIN COUNTY,2426,404,4187,1158,4100,1862,267,1022,2391,2417,637,11137,637,2426,12138,3871,2919,1105,8683,492,637,1357,7706,2083,2465,13403,SWAIN,3338,199,1105,14271,637,9072,7446,216,3634,1250,2803,1245,1250,1901,4001,8078,3587,2426,2609,2588,1103,4013,2558
7554,7504,8804,8036,AVERY COUNTY,3961,50,8030,1430,7947,3065,,1330,61,3949,,14969,,3961,15935,7413,78,1454,9582,58,,2093,9079,61,3395,16905,AVERY,78,280,1454,17557,,9702,9017,290,100,1566,4020,1557,1566,3199,7853,9361,78,3961,3547,65,1452,7560,61
17086,16809,22497,18884,VANCE COUNTY,8696,189,18859,6626,18351,6245,,6289,297,8654,,34092,,8696,37671,15911,393,6919,25967,214,,4407,24323,297,7572,41780,VANCE,393,1138,6917,44535,,26607,23953,1125,405,7318,8487,7223,7317,6446,17280,24299,393,8696,7785,302,6847,17102,297
20797,20689,24503,22221,HALIFAX COUNTY,9381,190,22202,4556,21934,8344,,4205,253,9354,,39391,,9381,43237,20045,368,4656,27302,223,,5138,25728,253,9385,47245,HALIFAX,368,851,4656,50010,,27664,25562,895,372,5071,10690,5000,5071,8544,21155,26079,368,9381,9662,262,4620,20810,253
33712,33504,48883,35957,NASH COUNTY,18907,362,35935,16325,35492,12552,,15597,550,18819,,73765,,18909,81106,32736,768,17685,54501,423,,9334,51977,550,15949,89023,NASH,768,3035,17685,94298,,55467,51441,3053,775,18735,17956,18241,18735,12890,34568,51661,768,18907,16366,563,17387,33729,550
21217,21035,25939,22967,RUTHERFORD COUNTY,11014,431,22948,5219,22669,8467,,5019,525,10976,,53422,,11014,58398,20395,613,5433,28879,465,,6091,27206,525,10259,63605,RUTHERFORD,613,1361,5431,67029,,29295,26935,1384,647,5681,14855,5597,5681,8879,21954,27786,613,11014,10728,545,5375,21228,525
10892,10662,13440,11674,ASHE COUNTY,6763,69,11664,3027,11381,4476,,2964,80,6742,,22479,,6763,24214,10396,108,3213,14760,91,,3633,14211,80,5387,26129,ASHE,108,842,3213,27203,,15089,13942,767,126,3289,7249,3271,3288,4761,11094,14229,108,6763,5619,99,3200,10899,80
13579,13445,19834,14322,STOKES COUNTY,8489,117,14314,7006,14115,5976,,6516,137,8455,,37145,,8489,40306,13181,207,7027,21814,149,,4492,20789,137,7634,43536,STOKES,207,1541,7027,45591,,22152,20550,1645,250,7580,9917,7492,7580,6146,13794,21007,207,8489,7940,172,6968,13590,137
2738,2718,3676,2914,GRAHAM COUNTY,1322,37,2913,864,2880,1334,10,773,277,1320,54,6767,54,1322,7414,2661,332,787,4130,62,54,823,3832,242,1521,8040,GRAHAM,373,150,787,8441,54,4192,3782,163,401,877,2067,877,877,1368,2809,4005,373,1322,1593,305,787,2740,277
20766,20445,28492,22062,PENDER COUNTY,11659,250,22051,8962,21648,7775,,8333,340,11582,,49058,,11660,53967,19819,507,9519,32070,284,,5757,30647,340,9377,59482,PENDER,507,1352,9519,63060,,32847,30042,1396,518,10267,11716,9915,10266,8024,20938,30407,507,11659,9704,354,9257,20774,340
38027,37426,56648,40066,CRAVEN COUNTY,21516,868,40044,14335,39089,16121,0,13603,7410,21442,0,80387,0,21517,87409,35648,8279,14776,62839,905,0,12219,60274,7397,19595,95778,CRAVEN,8310,2606,14776,102139,0,64180,59413,2571,8412,15702,20103,15440,15702,16420,37124,59738,8353,21516,19896,7455,14577,38043,7426
210886,207801,288898,224494,GUILFORD COUNTY,127924,1495,224379,92180,219483,61313,40,88014,2307,126627,64,418240,64,127927,459608,198577,3505,101925,325654,1759,64,49271,315213,2307,77597,505896,GUILFORD,3505,14789,101925,537174,64,335593,308272,15065,3536,107563,83442,102666,107540,63332,209116,304801,3505,127924,80156,2320,98164,210968,2307
10610,10454,11435,11003,MADISON COUNTY,5353,86,10997,1199,10792,4087,,1130,119,5325,,17939,,5354,19327,10186,209,1268,12329,106,,2680,12018,119,4420,20741,MADISON,209,247,1268,21755,,12574,11829,263,224,1347,5034,1328,1346,4127,10489,11897,209,5353,4496,136,1256,10614,119
26950,26187,36627,28297,CHATHAM COUNTY,21223,150,28265,11964,27238,11206,,11312,258,20972,,59661,,21225,65198,25057,347,12848,40586,163,,9785,40088,258,13839,70897,CHATHAM,347,2483,12846,74470,,42230,38784,2454,383,13550,18634,13001,13547,11483,25984,38295,347,21223,14100,272,12339,26968,258
63690,62835,85627,67094,PITT COUNTY,32927,504,67048,26103,65750,18515,17,23984,1008,32715,41,142466,41,32928,155511,60635,1504,27586,96407,599,41,13116,92344,1008,22161,170444,PITT,1504,3142,27586,180742,41,98843,90689,3356,1526,30223,25045,29153,30221,18766,63268,90875,1504,32927,22721,1032,26846,63726,1008
38720,38564,51915,40936,MOORE COUNTY,26120,414,40925,14424,40695,18443,,13618,688,25972,,79328,,26120,86466,37609,891,15208,57285,443,,14474,54665,688,22135,94937,MOORE,891,3278,15208,100880,,58143,54049,3348,926,16281,24192,15699,16281,19380,39655,54970,891,26120,23171,731,14797,38726,688
155142,151349,206913,167207,FORSYTH COUNTY,91615,1219,167066,64076,161774,45408,26,61437,2008,90758,64,295401,64,91616,325690,143468,3185,69146,235200,1511,64,35158,226409,2008,57160,359934,FORSYTH,3185,10533,69145,382295,64,242873,220831,10483,3214,72452,62720,70241,72438,47192,153018,220279,3185,91615,59186,2021,67474,155242,2008
