At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9562,20236,20519,20518,20531,13988,13987,13838,6952,6420,6420,6287,2547,6420,13988,60848,54887,Robeson,111,111,111,63,123,1363,891,122048,15804,50841,53871,54969,16515,56113,59519,60931,1363,891,1423,1363,518,956,891,392,98425,20565,130625,ROBESON COUNTY,109195,14031,2190,15694,15437,15693,43814,43792,42719,13807,40719,13012,14496,14495,14305,2058,38675,39501,39517,13354,36938
1986,3147,3174,3173,3174,2406,2405,2386,1563,768,768,761,423,768,2406,6594,6086,Perquimans,,,,,,0,0,12861,2890,5852,6022,6101,3077,6313,6502,6617,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1101,234,1159,1151,1159,5438,5435,5351,2843,5212,1004,1062,1062,1056,217,4966,5024,5027,2673,4848
17684,49098,50528,50526,50568,23191,23189,22652,9726,27291,27291,26400,7948,27293,23197,120228,112249,Johnston,46,46,46,10,78,3351,2227,196283,25163,101140,108870,112319,26156,107670,116118,120340,3321,2215,3418,3148,893,2259,2092,614,156585,28558,209339,JOHNSTON COUNTY,175612,33487,3928,39235,37586,39234,77687,77643,75211,21335,71035,31639,37041,37037,35561,3822,71094,72985,73019,20727,67409
12938,27752,28126,28125,28146,13361,13361,13207,6790,14723,14722,14503,6128,14723,13365,66212,62724,Randolph,42,42,42,20,58,788,557,135556,19891,58608,61546,62817,20262,61567,64759,66331,788,557,870,788,512,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20694,3925,22852,22290,22852,42609,42572,41681,15825,40085,19737,21715,21713,21228,3954,39761,40454,40473,15508,38314
714,1768,1817,1817,1817,1759,1759,1713,697,58,58,55,17,58,1759,3417,3303,Hyde,,,,,,,,4753,1043,3072,3210,3303,1060,3179,3321,3420,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,163,49,176,173,176,3244,3241,3148,1011,3016,148,161,161,157,42,3053,3142,3142,1001,2924
1761,3231,3260,3260,3261,1852,1852,1827,1038,1408,1408,1404,723,1408,1853,6877,6429,Alleghany,,,,,,20,0,10626,2654,6181,6343,6462,2746,6583,6762,6921,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1346,357,1397,1391,1397,5469,5460,5351,2369,5217,1244,1288,1288,1280,340,5063,5141,5148,2314,4937
4856,10035,10141,10141,10169,5499,5499,5450,2742,4642,4642,4585,2114,4643,5501,29421,26872,Duplin,0,0,0,0,25,2116,1563,55126,7823,24722,26290,26925,8101,26890,28676,29495,2084,1563,2174,1873,428,1604,1386,302,44760,11405,58741,DUPLIN COUNTY,49644,7600,1522,8537,8399,8537,18784,18768,18193,6151,17417,7295,8151,8151,8037,1543,16690,17158,17170,5978,16041
1121,2039,2062,2061,2063,1787,1786,1775,1027,275,275,264,94,275,1788,4837,4548,Gates,,,,,,68,49,11027,1773,4349,4497,4578,1861,4603,4774,4903,68,49,125,68,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,510,124,562,558,562,4216,4207,4148,1737,4025,488,529,529,527,127,3921,3970,3972,1646,3812
9745,19172,19505,19505,19541,12077,12077,11863,6207,7353,7353,7234,3525,7353,12078,37418,35428,Haywood,75,75,75,13,110,1419,897,59266,13725,33349,34671,35521,14136,35213,36603,37504,1419,897,1495,1419,629,976,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8087,2016,8590,8538,8590,27419,27409,26646,11491,25707,7456,7947,7946,7899,1877,25875,26585,26598,11339,24996
6435,12980,13155,13155,13156,7295,7295,7192,3719,5822,5822,5750,2691,5822,7295,29368,27612,Stanly,38,38,38,25,39,667,473,59178,9614,26107,27204,27693,9970,27693,28878,29427,667,473,720,667,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6923,1356,7398,7267,7398,21309,21303,20944,8285,20103,6526,6957,6957,6849,1336,19882,20182,20186,7994,19108
43266,144409,148116,148109,148128,49369,49362,47808,20289,98747,98747,96601,22977,98749,49379,250271,236759,Missing,,,,,,40210,47325,,45962,215116,227516,238379,53642,227638,240343,252170,40195,47325,41998,40036,9873,48695,47216,9752,,,,MISSING COUNTY,,82587,6973,94142,89275,94136,116030,115925,110873,36796,105015,83343,95638,95636,90608,7713,89583,93798,94046,28497,84557
9150,19370,19714,19712,19727,13033,13031,12893,6827,6630,6630,6426,2305,6630,13038,45420,42849,Wilson,51,51,51,18,59,532,346,76972,12932,39634,41864,42917,13263,41823,44271,45487,532,346,579,532,273,397,346,223,63224,15337,81801,WILSON COUNTY,69710,12014,1876,13845,13348,13842,31063,31046,30391,11114,29277,11300,12980,12978,12533,1855,28985,29525,29540,10854,27988
459,877,881,881,881,801,801,798,428,80,80,79,31,80,801,2047,1957,Tyrrell,,,,,,,,3827,676,1830,1920,1958,689,1912,2006,2049,,,,,,,,,3288,810,4016,TYRRELL COUNTY,3533,169,38,179,177,179,1870,1868,1829,651,1743,146,153,153,152,38,1768,1804,1805,638,1684
10902,24009,24331,24331,24350,12256,12256,12104,5505,12005,12005,11835,5359,12005,12258,64923,60029,Wayne,70,70,70,38,87,6478,5242,115046,16006,56052,58884,60095,16678,60352,63512,64998,6434,5212,6514,6326,899,5279,5121,661,94031,20802,123131,WAYNE COUNTY,103693,17627,3213,20332,19576,20330,38152,38115,37502,12566,36399,16664,19059,19055,18421,3115,35251,35732,35757,12230,34267
2578,4989,5015,5015,5015,2630,2630,2622,1395,2385,2385,2367,1183,2385,2630,12460,11745,Montgomery,,,,,,170,138,25757,4409,11282,11642,11791,4545,11939,12334,12559,170,138,266,170,106,183,138,95,21266,5743,27173,MONTGOMERY COUNTY,23512,2830,526,3036,2988,3036,9257,9254,9176,3913,8939,2665,2857,2857,2816,497,8688,8750,8751,3817,8479
7039,13974,14114,14114,14124,8400,8400,8353,4348,5660,5660,5567,2660,5661,8401,32634,30567,Lenoir,54,54,54,31,62,422,278,52801,10376,28797,30118,30601,10613,30600,32044,32654,422,278,439,422,240,310,278,197,43423,11303,55949,LENOIR COUNTY,47933,9232,1731,10514,10183,10514,21701,21698,21439,8642,20946,8700,9883,9883,9612,1705,20228,20406,20408,8474,19819
3426,7347,7429,7429,7445,4557,4557,4540,2143,2872,2872,2807,1283,2872,4557,18266,16994,Scotland,0,0,0,0,16,221,168,32530,5830,16125,16804,17037,6057,17251,18024,18314,221,168,265,221,127,210,168,99,26793,6531,34823,SCOTLAND COUNTY,29381,4529,923,5180,5042,5180,12869,12865,12761,5007,12501,4146,4709,4709,4602,852,12034,12117,12118,4879,11811
18168,45954,47022,47021,47039,22290,22289,21801,9539,24666,24666,24087,8604,24666,22292,104836,99787,Alamance,66,66,66,25,81,1806,1149,159560,26406,91091,96685,99865,27219,95283,101243,104917,1806,1149,1859,1788,802,1210,1137,656,132145,29035,169509,ALAMANCE COUNTY,145046,24860,4491,27854,26754,27853,75204,75177,72683,21926,68635,23543,26356,26356,25380,4199,70156,72282,72299,21551,66411
892,1928,1958,1957,1958,1340,1339,1317,674,618,618,611,218,618,1340,6559,5730,Camden,,,,,,1868,1392,10327,1411,5370,5619,5767,1635,6134,6417,6614,1856,1392,1916,1788,121,1428,1337,13,8407,1833,10867,CAMDEN COUNTY,9354,814,129,877,852,877,3821,3814,3709,1385,3532,797,858,858,832,118,3395,3480,3481,1280,3236
2005,5042,5098,5098,5098,3683,3683,3671,1501,1415,1415,1371,504,1415,3683,15160,13498,Greene,,,,,,3322,2344,20022,3424,12488,13196,13525,3811,13992,14787,15226,3186,2243,3384,2909,839,2370,2016,509,16884,3592,21069,GREENE COUNTY,18372,2502,398,2918,2852,2918,8924,8920,8749,2574,8581,2337,2732,2732,2677,382,8276,8422,8423,2533,8135
11758,25251,25597,25597,25615,11400,11400,11256,6010,14023,14023,13821,5624,14023,11404,66284,61691,Rowan,174,174,174,124,188,3897,3050,133830,19252,57871,60615,61792,19950,62030,65008,66385,3897,3050,3978,3897,1651,3136,3050,1487,110729,25371,142088,ROWAN COUNTY,122048,20523,3532,22249,21744,22249,40158,40138,39367,14767,37610,19089,20649,20648,20203,3401,37362,37993,38007,14364,35732
2459,4165,4196,4196,4196,3546,3546,3525,2201,650,650,640,258,650,3546,9433,8755,Northampton,,,,,,145,70,18570,3824,8335,8633,8782,3982,8905,9257,9464,145,70,173,145,95,94,70,57,16132,5256,19483,NORTHAMPTON COUNTY,17363,1374,340,1526,1507,1526,7765,7762,7605,3547,7386,1295,1426,1426,1412,310,7151,7259,7262,3457,6970
6534,13407,13614,13614,13628,6232,6232,6140,3063,7382,7382,7267,3471,7382,6232,34003,31697,Wilkes,0,0,0,0,14,271,184,64946,10743,29901,31207,31741,11127,32039,33425,34073,271,184,330,271,185,218,184,160,54628,15162,68412,WILKES COUNTY,59783,10076,2122,10721,10627,10721,23022,23011,22527,8820,21692,9531,10156,10156,10074,2009,20949,21357,21367,8574,20186
8889,20051,20413,20411,20443,7415,7413,7363,3648,12998,12998,12688,5241,12998,7416,44748,42587,Lincoln,0,0,0,0,29,377,241,81663,13274,39674,41626,42623,13533,41557,43687,44778,377,241,398,377,241,274,241,199,67981,15456,86111,LINCOLN COUNTY,74647,15115,2303,17207,16650,17207,27173,27164,26660,10989,26065,14192,16132,16132,15608,2270,25777,26214,26217,10805,25241
9326,18234,18477,18476,18491,10743,10742,10625,6259,7734,7734,7609,3067,7734,10743,40842,38761,Caldwell,0,0,0,0,14,324,203,78015,13654,36816,38261,38787,13943,38631,40233,40864,324,203,333,324,187,221,203,150,65842,16769,82178,CALDWELL COUNTY,71809,10654,1509,11614,11391,11614,28917,28904,28518,12247,27653,9793,10599,10599,10422,1445,27636,27959,27967,12059,26820
1799,3489,3553,3553,3553,2371,2371,2334,1261,1182,1182,1155,538,1182,2371,9284,8846,Polk,,,,,,128,100,19940,4105,8389,8715,8868,4228,8782,9136,9343,128,100,183,128,98,118,100,88,17478,6644,20724,POLK COUNTY,18752,1695,765,1849,1802,1849,7311,7307,7206,3365,6959,1631,1778,1778,1733,755,6882,6968,6972,3262,6658
