Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,county1,New Booster Doses - All Programs12Plus,New Booster Doses - All Programs5Plus,New Booster Doses - All Programs65Plus,New Booster Doses - All Programs18Plus,New Booster Doses- All Programs,Bivalent NC Dose - 5 Plus,Bivalent NC Dose - 12 Plus,Bivalent NC Dose - 18 Plus,Bivalent NC Dose - 65 Plus,Bivalent NC Dose,Bivalent LTC Dose,Bivalent LTC Dose  - 5 Plus,Bivalent LTC Dose  - 12 Plus,Bivalent LTC Dose  - 18 Plus,Bivalent LTC Dose  - 65 Plus,At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county-1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
262696,MISSING COUNTY,79035,79696,35464,77509,79728,38069,37864,37245,22464,38098,41630,41627,41171,40264,13000,84107,74270,114159,74245,73810,71820,34495,114155,113280,110755,30423,114159,74270,217612,222127,223437,224357,292655,61587,240951,253939,264432,81984,269898,283285,294935,Missing,35037,35037,35037,19189,35928,188400,187090,182575,64918,38034,47669,,38017,47669,39846,37869,9850,48950,47572,9797,,,,,MISSING COUNTY,188429,84217,7741,95750,91001,95533,159339,159088,154267,64393,147812,85125,97425,97270,92549,8459,113721,117757,118057,43331,108254
44202,WILSON COUNTY,6739,6763,3840,6630,6765,4818,4798,4755,2920,4820,1945,1945,1941,1875,920,11181,15619,8415,15615,15551,15360,7923,8415,8385,8148,3224,8415,15619,23594,24022,24116,24153,46706,13642,40981,43212,44311,13973,43161,45587,46874,Wilson,86,86,86,34,119,24030,23936,23508,11147,609,371,76972,609,371,654,609,316,418,371,237,63224,15337,81801,69710,WILSON COUNTY,24034,12681,2058,14451,13970,14442,31769,31655,31008,11599,29871,11953,13591,13587,13151,2044,29690,30244,30302,11361,28657
1997,TYRRELL COUNTY,293,295,174,292,295,269,269,268,164,269,26,26,24,24,10,510,908,95,908,904,892,469,95,95,94,41,95,908,986,999,1003,1003,2078,703,1872,1958,1998,716,1945,2034,2081,Tyrrell,,,,,,1003,999,986,510,,,3827,,,,,,,,,3288,810,4016,3533,TYRRELL COUNTY,1003,174,40,183,181,183,1898,1895,1853,676,1771,150,155,155,155,39,1803,1842,1843,664,1722
61831,WAYNE COUNTY,5511,5516,2999,5428,5520,2326,2322,2304,1328,2330,3190,3190,3189,3124,1671,14173,14330,15449,14325,14263,14062,6481,15449,15414,15172,7409,15449,14330,30848,31301,31398,31461,66218,16929,57761,60538,61917,17615,61636,64706,66468,Wayne,1624,1624,1614,283,1682,29774,29677,29234,13890,6384,5505,115046,6330,5468,6438,6217,988,5532,5372,755,94031,20802,123131,103693,WAYNE COUNTY,29779,18576,3524,21219,20490,21208,38811,38626,37886,13103,36843,17574,19964,19954,19323,3403,35747,36372,36421,12771,34815
11853,MONTGOMERY COUNTY,1404,1421,776,1368,1421,859,845,810,444,859,562,562,559,558,332,3185,3061,3001,3061,3033,2975,1561,3001,2998,2975,1612,3001,3061,5972,6053,6084,6105,12634,4445,11319,11705,11940,4609,12023,12452,12779,Montgomery,22,22,22,12,43,6062,6031,5950,3173,214,142,25757,214,142,297,214,122,201,142,97,21266,5743,27173,23512,MONTGOMERY COUNTY,6062,2941,602,3139,3097,3139,9343,9281,9141,3885,8868,2762,2946,2946,2905,560,8658,8765,8793,3788,8415
31425,LENOIR COUNTY,3836,3839,2288,3794,3841,2094,2091,2075,1279,2096,1745,1745,1745,1719,1009,8950,9453,7661,9453,9434,9355,4946,7660,7641,7520,3941,7661,9453,16982,17182,17220,17234,33517,10975,29644,30927,31476,11273,31498,32910,33578,Lenoir,107,107,107,63,120,17113,17075,16875,8887,476,292,52801,476,292,494,476,268,326,292,206,43423,11303,55949,47933,LENOIR COUNTY,17114,9744,1943,10983,10664,10979,22101,22062,21770,9062,21278,9159,10313,10310,10031,1875,20604,20823,20837,8894,20193
17370,SCOTLAND COUNTY,1741,1755,985,1712,1755,850,837,822,441,850,905,905,904,890,544,4429,5117,3952,5117,5093,5045,2395,3952,3949,3887,2009,3952,5117,8980,9090,9117,9129,18818,5990,16471,17133,17434,6347,17751,18517,18911,Scotland,48,48,48,25,60,9069,9042,8932,4404,253,169,32530,253,169,304,253,144,222,169,104,26793,6531,34823,29381,SCOTLAND COUNTY,9069,4806,1033,5427,5284,5423,13180,13142,12980,5170,12692,4379,4913,4910,4801,928,12163,12291,12299,4958,11923
102405,ALAMANCE COUNTY,16714,17010,8242,16154,17016,7539,7302,6977,3881,7545,9471,9471,9412,9177,4361,23483,26651,31159,26646,26195,25304,11197,31157,31041,30386,12198,31159,26651,55867,57413,57980,58034,107362,27890,93562,99048,102825,28802,97805,103656,108151,Alamance,177,177,177,88,224,57803,57236,55690,23395,2042,1319,159560,2042,1319,2072,2019,913,1379,1306,697,132145,29035,169509,145046,ALAMANCE COUNTY,57810,25870,4874,28858,27786,28834,77221,76486,73828,23015,69916,24571,27389,27380,26419,4586,71310,73706,74057,22607,67685
5832,CAMDEN COUNTY,647,652,382,630,652,332,329,317,201,332,320,320,318,313,181,1072,1470,796,1470,1454,1419,740,796,796,790,332,796,1470,2445,2486,2502,2527,6804,1526,5464,5713,5846,1811,6379,6662,6836,Camden,236,236,236,0,261,2266,2250,2209,1072,2040,1410,10327,2023,1410,2058,1949,211,1421,1354,42,8407,1833,10867,9354,CAMDEN COUNTY,2266,849,146,912,884,909,3866,3855,3755,1454,3581,830,887,886,860,137,3443,3536,3538,1347,3280
14175,GREENE COUNTY,1675,1685,781,1645,1685,1304,1295,1276,598,1304,381,381,380,369,183,2654,4258,1764,4258,4225,4185,1662,1764,1762,1714,693,1764,4258,6725,6863,6912,6966,15509,3685,13118,13839,14226,4022,14319,15117,15601,Greene,890,876,826,299,944,6022,5987,5899,2355,3341,2596,20022,3178,2460,3403,2875,889,2637,2219,610,16884,3592,21069,18372,GREENE COUNTY,6022,2661,445,3033,2965,3032,9165,9136,8974,2688,8783,2501,2862,2861,2807,427,8572,8718,8727,2648,8398
62545,ROWAN COUNTY,7690,7720,4377,7590,7720,1673,1656,1630,1020,1673,6047,6047,6034,5960,3357,15056,12516,18529,12510,12468,12239,6380,18529,18489,18249,8365,18529,12516,31051,31520,31602,31628,67377,19407,58738,61390,62686,20308,63189,66032,67561,Rowan,563,563,563,311,583,31039,30957,30488,14745,4172,3262,133830,4172,3262,4241,4172,1743,3342,3262,1509,110729,25371,142088,122048,ROWAN COUNTY,31045,21392,3884,23102,22572,23091,40218,40114,39288,14681,37625,20009,21565,21558,21100,3781,37028,37725,37779,14117,35467
8634,NORTHAMPTON COUNTY,1485,1496,1043,1477,1496,1276,1265,1258,931,1276,220,220,220,219,112,2764,3851,810,3851,3842,3817,2420,810,810,799,344,810,3851,4616,4652,4661,4661,9307,3817,8209,8496,8671,3987,8805,9133,9348,Northampton,,,,,,4661,4652,4616,2764,168,72,18570,168,72,194,168,102,98,72,59,16132,5256,19483,17363,NORTHAMPTON COUNTY,4661,1431,358,1566,1546,1565,7588,7574,7419,3527,7206,1352,1469,1469,1456,326,6968,7093,7104,3432,6785
32327,WILKES COUNTY,4623,4644,2770,4554,4645,1961,1943,1910,1197,1962,2683,2683,2680,2644,1573,8060,7000,9169,6998,6953,6832,3372,9169,9165,9018,4672,9169,7000,15866,16134,16183,16212,34725,11197,30593,31849,32414,11703,32840,34184,34854,Wilkes,16,16,16,16,43,16167,16118,15850,8044,316,215,64946,316,215,387,316,224,267,215,168,54628,15162,68412,59783,WILKES COUNTY,16169,10449,2329,11083,10993,11078,23384,23331,22875,9150,22075,9881,10478,10476,10397,2217,21237,21636,21669,8812,20497
42625,LINCOLN COUNTY,6591,6630,3670,6467,6633,1858,1831,1796,1100,1861,4772,4772,4760,4671,2570,11571,8109,16763,8108,8045,7929,3986,16763,16688,16333,7564,16763,8109,24313,24784,24922,24943,44700,13504,39744,41647,42699,13797,41617,43638,44844,Lincoln,51,51,51,21,71,24871,24733,24262,11550,394,246,81663,394,246,416,394,252,279,246,203,67981,15456,86111,74647,LINCOLN COUNTY,24872,15689,2625,17675,17125,17654,26753,26652,26119,10920,25534,14779,16666,16661,16154,2587,25247,25718,25754,10714,24719
39525,CALDWELL COUNTY,5511,5537,3377,5430,5537,2638,2620,2569,1705,2638,2899,2899,2891,2861,1672,11642,12054,9900,12054,12008,11856,7147,9900,9872,9715,4495,9900,12054,21571,21880,21954,21971,41597,14251,37576,38999,39585,14534,39441,40994,41692,Caldwell,0,0,0,0,17,21954,21880,21571,11642,341,204,78015,341,204,350,341,196,224,204,151,65842,16769,82178,71809,CALDWELL COUNTY,21954,11103,1684,12023,11801,12014,29319,29242,28852,12654,27997,10175,10964,10959,10788,1625,28007,28362,28397,12475,27197
8498,POLK COUNTY,1280,1288,752,1259,1288,788,780,766,501,788,500,500,500,493,251,1988,2421,1424,2421,2407,2365,1293,1424,1420,1385,695,1424,2421,3750,3827,3845,3845,9014,3947,8065,8375,8540,4144,8545,8870,9079,Polk,,,,,,3845,3827,3750,1988,172,100,19940,172,100,213,172,136,131,100,88,17478,6644,20724,18752,POLK COUNTY,3845,1730,795,1881,1834,1878,6985,6964,6864,3213,6643,1653,1802,1802,1760,774,6515,6596,6607,3085,6312
36492,SURRY COUNTY,5955,6003,3515,5851,6005,3161,3115,3041,1851,3163,2842,2842,2840,2810,1664,9755,10046,9722,10044,9967,9752,4995,9720,9717,9619,4714,9722,10046,19430,19743,19823,19842,38460,12645,34350,35882,36572,13038,36088,37731,38648,Surry,59,59,59,46,74,19764,19684,19371,9709,351,238,67979,351,238,404,351,256,266,238,193,56811,14964,71783,62223,SURRY COUNTY,19768,11528,2509,12189,12087,12187,26055,25922,25293,10273,24209,10846,11451,11448,11379,2399,24265,24806,24855,10053,23266
21194,MACON COUNTY,3620,3640,2515,3592,3640,2751,2734,2711,1959,2751,889,889,886,881,556,6994,8207,3406,8201,8173,8077,4952,3406,3406,3388,2042,3406,8207,11465,11579,11607,11638,22168,9382,20273,20913,21269,9582,21152,21857,22270,Macon,0,0,0,0,25,11607,11579,11465,6994,479,356,34121,479,356,539,479,268,415,356,239,29260,10350,35858,31614,MACON COUNTY,11613,3078,938,3218,3183,3217,18513,18472,18195,8376,17595,2879,3009,3007,2988,919,17569,17831,17845,8224,17038
5249,CLAY COUNTY,1285,1288,942,1275,1288,1111,1108,1098,826,1111,177,177,177,177,116,2144,2653,618,2653,2645,2618,1767,618,617,616,377,618,2653,3234,3262,3271,3281,5533,2702,5080,5194,5340,2787,5341,5465,5664,Clay,0,0,0,0,10,3271,3262,3234,2144,127,77,10740,127,77,252,127,54,166,77,23,9352,3581,11231,10050,CLAY COUNTY,3271,1048,365,1053,1051,1052,4359,4354,4287,2368,4166,996,1001,1000,999,355,4118,4172,4173,2324,4007
18848,YADKIN COUNTY,3021,3036,1868,2976,3036,1388,1375,1343,920,1388,1648,1648,1646,1633,948,5119,4429,5468,4428,4404,4338,2444,5468,5463,5387,2663,5468,4429,9737,9879,9908,9920,19742,6693,17811,18546,18893,6826,18614,19419,19821,Yadkin,12,12,12,12,23,9896,9867,9725,5107,169,110,35700,169,110,193,169,118,132,110,93,29851,7711,37667,32660,YADKIN COUNTY,9897,5214,951,5657,5585,5655,13971,13918,13665,5757,13231,4962,5382,5381,5309,969,13127,13357,13379,5631,12739
125263,OUT OF STATE,34766,35685,16228,33411,35720,33858,32961,31625,15134,33893,1827,1827,1805,1786,1094,28241,62838,5605,62829,61124,59097,25282,5604,5559,5480,2959,5605,62838,64577,66683,68433,68443,135558,46542,116464,120463,126560,49308,125520,129941,138846,Out of State,,,,,,68433,66683,64577,28241,,,,,,,,,,,,,,,,OUT OF STATE,68443,823,168,929,869,923,137917,134635,129072,49140,124697,1034,1200,1194,1112,241,119351,124069,125360,46301,115430
120892,ONSLOW COUNTY,9260,9335,4865,9079,9337,2888,2850,2805,1649,2890,6447,6447,6410,6274,3216,15916,10375,23684,10371,10241,9986,4818,23684,23609,23150,9950,23684,10375,43015,43977,44182,44216,133233,19997,113129,118495,121076,21154,124207,130284,133609,Onslow,10127,10127,9879,1148,10157,34055,33850,33136,14768,60736,52693,180787,60005,52224,60832,58029,2903,52748,50638,2181,149343,19026,197938,162055,ONSLOW COUNTY,34059,27955,3520,31863,30660,31821,40914,40676,39619,14731,38223,26031,29599,29597,28590,3343,37681,38602,38729,14473,36460
22045,RICHMOND COUNTY,2416,2429,1444,2368,2431,1626,1613,1571,1019,1628,803,803,803,797,425,5180,6906,3729,6905,6852,6733,3425,3729,3728,3657,1735,3729,6906,10433,10623,10677,10717,23857,7369,20788,21693,22153,7604,22410,23433,23980,Richmond,43,43,43,20,82,10634,10580,10390,5160,469,338,42075,469,338,525,469,198,415,338,153,34516,8183,44829,38043,RICHMOND COUNTY,10635,5171,808,5691,5612,5691,17764,17697,17352,6598,16770,4751,5231,5231,5159,754,16196,16476,16507,6462,15699
174864,BUNCOMBE COUNTY,49863,50807,23945,48331,50845,32438,31647,30580,16341,32473,18372,18369,18216,17751,7604,44224,64897,49442,64863,63732,61670,25854,49442,49120,47824,18261,49442,64897,109735,113093,114546,114669,183340,50226,160273,168768,176084,51901,167755,176757,185374,Buncombe,241,241,241,109,330,114305,112852,109494,44115,7288,4453,248550,7269,4453,7329,7208,2831,4502,4411,2108,213777,53494,261191,230148,BUNCOMBE COUNTY,114339,40968,8667,45584,44093,45468,132461,130584,125395,40403,119579,40466,45113,45038,43599,8901,120716,125373,126469,39217,115396
132681,UNION COUNTY,19118,19524,7431,18160,19526,3008,2966,2877,1298,3010,16516,16516,16152,15283,6133,23883,22505,53491,22496,22279,21352,7229,53490,52930,50340,16551,53491,22505,71867,75384,76161,76224,138226,27390,116358,127324,133022,27978,121052,132457,138771,Union,175,175,175,103,228,75986,75209,71692,23780,1390,745,226508,1390,745,1431,1345,655,823,727,432,176616,31234,239859,202043,UNION COUNTY,75996,44703,5207,55403,51876,55218,81937,81618,79191,22116,75004,43251,53718,53617,50329,5275,76250,78319,78481,21683,72380
121330,CABARRUS COUNTY,16512,16732,6695,15767,16737,3617,3541,3403,1840,3621,13116,13115,12971,12364,4855,21784,24656,43389,24653,24259,23321,8706,43387,42979,41211,12880,43389,24656,65123,67841,68643,68671,128608,25403,106585,115685,121593,26410,112768,122364,129204,Cabarrus,603,603,591,198,626,68040,67238,64532,21586,4161,2702,202607,4134,2702,4185,4022,1298,2728,2627,985,161462,29064,216453,181104,CABARRUS COUNTY,68045,41405,5094,49635,46716,49475,75384,74972,71514,20018,67341,40093,48092,48041,45379,5058,67604,70587,70773,19360,63865
5974,WASHINGTON COUNTY,1115,1117,784,1103,1117,740,738,737,547,740,377,377,377,366,237,2119,2164,1319,2163,2154,2135,1383,1319,1319,1312,736,1319,2164,3447,3473,3482,3498,6558,2547,5636,5878,5989,2781,6186,6440,6580,Washington,0,0,0,0,15,3482,3473,3447,2119,64,40,10985,64,40,67,64,40,42,40,27,9274,2932,11580,10083,WASHINGTON COUNTY,3483,1793,530,1855,1851,1854,4658,4640,4525,2211,4329,1603,1669,1668,1663,458,4175,4266,4278,2062,3993
59047,HARNETT COUNTY,6913,6989,3359,6711,6994,3312,3242,3135,1822,3316,3678,3677,3671,3576,1537,11158,12454,14994,12452,12310,11989,5706,14993,14918,14533,5276,14994,12454,27631,28413,28630,28666,64327,14050,53114,57093,59218,14777,57472,61995,64707,Harnett,1185,1185,1109,176,1218,27445,27228,26522,10982,7354,5352,126086,6979,5143,7439,6104,981,5406,4441,665,100990,17458,135976,112079,HARNETT COUNTY,27448,18488,2243,21349,20417,21300,35919,35673,34599,11553,32880,17531,20121,20097,19278,2178,32672,33598,33691,11207,31142
