Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36754,49845,47136,646,41133,15180,Robeson,360,879,12418,1853,41116,12967,11254,130625,646,55733,49817,1996,889,13711,20565,13710,13440,39249,52546,98425,15850,663,109195,12417,36765,35236,879,12417,55705,414
4803,5747,5586,0,5225,2790,Perquimans,0,0,1001,204,5222,2586,882,13463,0,6287,5734,217,15,1047,3671,1047,2764,5102,6103,10957,2981,11,11854,931,4805,4704,0,931,6269,0
68725,101595,94635,1109,73433,24301,Johnston,502,1366,30496,3489,73394,20310,28125,209339,1109,109136,101551,3618,1378,34325,28558,34324,20947,69306,101168,156585,25115,1120,175612,31717,68757,65401,1366,31718,109084,550
38943,58312,55609,550,40919,19541,Randolph,425,744,18524,3640,40884,15476,17433,143667,550,61660,58276,3582,744,19997,26060,19996,15802,39430,58698,111702,19878,565,123257,18783,38963,37626,744,18784,61624,494
2912,3061,2939,,3052,1014,Hyde,,,155,44,3051,970,141,4937,,3215,3061,52,,163,1114,163,986,2927,3082,4098,1038,,4410,149,2912,2798,,149,3214,
4813,6014,5846,0,5120,2527,Alleghany,0,0,1212,313,5112,2214,1132,11137,0,6414,5982,329,34,1260,3116,1260,2302,5009,6221,9249,2631,26,9915,1169,4819,4714,0,1169,6372,0
16002,23280,22060,216,17480,7432,Duplin,161,267,6821,1413,17465,5858,6376,58741,216,25325,23260,1403,284,7561,11405,7561,6031,16823,23911,44760,7615,228,49644,7042,16010,15468,267,7042,25293,181
3778,4244,4126,,4062,1711,Gates,,0,462,119,4057,1592,428,11562,,4577,4243,118,12,503,2418,503,1699,3956,4418,9230,1817,,10120,465,3779,3698,0,465,4560,0
25252,33543,32244,863,26022,13432,Haywood,508,1269,7607,1753,26014,11171,6954,62317,863,35350,33489,1894,1301,8027,15572,8027,11309,25122,33998,50968,13809,910,54941,7374,25259,24427,1269,7374,35310,606
19067,25515,24520,358,20206,9334,Stanly,284,465,6261,1229,20202,7821,5775,62806,358,27250,25481,1261,477,6567,12123,6567,8111,19450,26176,49282,9700,390,54008,6056,19069,18387,465,6056,27234,328
