At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
10754,22705,23075,23073,23096,15526,15524,15334,7596,7411,7411,7233,3085,7411,15526,61440,55679,Robeson,138,138,138,73,159,1405,902,122048,15990,51451,54523,55762,16708,56604,60052,61517,1405,902,1460,1405,543,968,902,397,98425,20565,130625,ROBESON COUNTY,109195,14257,2232,15946,15679,15945,44111,44090,42968,13933,40942,13258,14789,14788,14569,2107,39052,39989,40005,13486,37291
2160,3400,3432,3431,3432,2489,2488,2465,1607,943,943,935,553,943,2489,6628,6130,Perquimans,,,,,,0,0,12861,2906,5878,6053,6145,3100,6342,6534,6651,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1123,238,1184,1173,1184,5447,5444,5361,2862,5219,1025,1086,1086,1078,220,4975,5044,5047,2686,4853
19687,53415,55012,55009,55041,24504,24501,23890,10158,30399,30399,29416,9485,30401,24512,121177,113377,Johnston,109,109,109,44,128,3499,2254,196283,25420,101945,109716,113446,26449,108540,117003,121292,3466,2241,3567,3289,961,2286,2115,624,156585,28558,209339,JOHNSTON COUNTY,175612,33994,4012,39771,38115,39769,77954,77909,75422,21476,71257,32182,37735,37731,36135,3913,71340,73392,73425,20883,67648
14174,29963,30402,30398,30419,13938,13937,13754,7059,16390,16387,16135,7072,16390,13942,66668,63259,Randolph,74,74,74,43,87,845,560,135556,20097,59025,61987,63355,20486,61982,65193,66764,845,560,904,845,529,634,560,432,111702,26060,143667,RANDOLPH COUNTY,123257,20932,4018,23112,22547,23112,42748,42711,41801,15939,40205,20030,22061,22059,21538,4049,39889,40640,40660,15616,38435
755,1843,1896,1896,1896,1829,1829,1779,731,67,67,64,24,67,1829,3440,3324,Hyde,,,,,,0,,4753,1055,3090,3233,3324,1069,3198,3348,3453,0,,10,0,0,,,,4098,1114,4937,HYDE COUNTY,4410,162,50,176,173,176,3267,3264,3175,1019,3036,152,165,165,161,44,3072,3159,3159,1011,2938
1963,3608,3637,3637,3638,1998,1998,1972,1066,1639,1639,1636,897,1639,1999,6911,6482,Alleghany,,,,,,20,0,10626,2677,6224,6393,6515,2765,6618,6794,6961,20,0,61,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1363,363,1414,1408,1414,5486,5477,5366,2382,5235,1261,1305,1305,1298,345,5095,5177,5184,2332,4963
5327,10873,11024,11024,11039,5766,5766,5694,2858,5235,5235,5156,2456,5236,5768,29642,27155,Duplin,23,23,23,13,35,2156,1604,55126,7927,24937,26523,27204,8220,27097,28888,29720,2122,1591,2217,1909,446,1638,1410,312,44760,11405,58741,DUPLIN COUNTY,49644,7706,1555,8637,8499,8637,18866,18849,18267,6219,17482,7418,8293,8293,8166,1575,16766,17258,17273,6040,16109
1185,2169,2195,2194,2196,1874,1873,1860,1063,321,321,309,122,321,1875,4868,4586,Gates,,,,,,69,49,11027,1798,4375,4526,4617,1882,4629,4801,4940,69,49,132,69,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,521,128,575,569,575,4233,4224,4163,1754,4039,497,539,539,536,130,3941,3998,4000,1668,3829
10866,20795,21166,21165,21195,12441,12440,12197,6395,8632,8632,8505,4458,8632,12442,37589,35639,Haywood,93,93,93,13,121,1454,902,59266,13846,33511,34843,35734,14277,35373,36766,37690,1454,902,1544,1454,651,983,902,509,50968,15572,62317,HAYWOOD COUNTY,54941,8135,2044,8629,8578,8628,27517,27507,26734,11582,25784,7519,8006,8005,7953,1910,25988,26732,26745,11427,25090
7221,14245,14449,14449,14455,7887,7887,7764,4049,6492,6492,6411,3120,6492,7887,29688,27971,Stanly,70,70,70,52,76,684,475,59178,9750,26403,27506,28053,10127,27976,29160,29742,684,475,732,684,344,553,475,284,49282,12123,62806,STANLY COUNTY,54008,7020,1382,7496,7363,7496,21514,21508,21113,8401,20272,6635,7069,7069,6959,1365,20072,20427,20431,8101,19293
52833,162527,166781,166771,166797,60684,60675,58772,26086,106097,106096,103755,26747,106099,60698,269697,246323,Missing,,,,,,40251,47387,,50440,223713,236700,247970,63926,246243,259595,271649,40236,47387,42082,40073,9853,48781,47276,9757,,,,MISSING COUNTY,,82986,7138,94608,89728,94598,134959,134848,129631,46935,123184,83977,96478,96476,91306,7914,98007,102460,102711,32769,92460
9973,21106,21493,21491,21521,13945,13943,13784,7184,7483,7483,7257,2763,7483,13949,45811,43378,Wilson,65,65,65,26,89,556,362,76972,13091,40091,42347,43440,13402,42212,44660,45880,556,362,605,556,288,406,362,228,63224,15337,81801,WILSON COUNTY,69710,12228,1914,14068,13556,14065,31207,31190,30548,11200,29428,11525,13237,13234,12765,1900,29220,29782,29797,10963,28204
