Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
29295,37178,35876,146,34688,13729,Robeson,66,195,8832,1397,34675,12266,7107,130625,146,44623,37141,1549,230,9705,20565,9695,12854,33436,42463,98425,14482,174,109195,7700,29304,28623,195,7700,44565,79
4270,4881,4811,,4765,2623,Perquimans,,,711,151,4764,2472,583,13463,,5506,4879,178,,741,3671,741,2680,4680,5391,10957,2858,,11854,609,4272,4228,,609,5505,
62160,84857,79956,,67822,22462,Johnston,,,23390,2786,67794,19676,20109,209339,,94358,84829,3033,,26536,28558,26471,20303,64506,87896,156585,23336,,175612,22669,62187,59847,,22670,94265,
35384,48602,46923,,37937,17849,Randolph,,,14385,2867,37908,14982,12388,143667,,53441,48583,2931,,15504,26060,15489,15378,36699,51084,111702,18309,,123257,13199,35403,34535,,13199,53397,
2694,2812,2723,,2910,968,Hyde,,,136,36,2910,932,114,4937,,3052,2812,43,,142,1114,142,956,2808,2944,4098,999,,4410,118,2694,2609,,118,3052,
4367,5355,5270,,4670,2423,Alleghany,,,1061,270,4666,2153,954,11137,,5772,5352,284,,1102,3116,1101,2251,4593,5654,9249,2535,,9915,985,4370,4316,,985,5767,
13950,18739,18119,,15378,6711,Duplin,,,5284,1098,15369,5613,4412,58741,,21224,18736,1169,,5846,11405,5842,5818,14979,20263,44760,6987,,49644,4786,13953,13707,,4786,21211,
3373,3712,3646,,3756,1601,Gates,,,354,98,3752,1503,310,11562,,4145,3711,105,,389,2418,389,1644,3685,4039,9230,1749,,10120,338,3374,3336,,338,4141,
23113,28989,28070,,24548,12224,Haywood,,,6278,1467,24541,10757,5543,62317,,31216,28984,1617,,6668,15572,6665,10985,23768,30046,50968,12602,,54941,5871,23118,22527,,5871,31206,
17081,21216,20612,,18442,8517,Stanly,,,4753,993,18439,7524,3980,62806,,23409,21214,1084,,4967,12123,4963,7855,17852,22605,49282,8939,,54008,4133,17083,16632,,4133,23402,
