Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs 18Plus,At Least One Dose - NC,county1,Additional Doses - 5Plus,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Tiberius Additional Doses - 65Plus,Fully Vaccinated - Federal 18Plus,Fully Vaccinated - Tiberius 12Plus,Additional Doses - 18Plus,Tiberius Additional Doses - 12Plus,Population 18 Plus,Tiberius Additional Doses - 18Plus,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus,Tiberius Additional Doses - 5Plus,Additional Doses - 65Plus,Fully Vaccinated - All Programs,Fully Vaccinated - Tiberius 18Plus,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,At Least One Dose - Tiberius 12Plus,Fully Vaccinated - Federal 65Plus,Fully Vaccinated - Federal 5Plus,Population,Tiberius Additional Doses,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - Tiberius 5Plus,Additional Doses - 12Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus
74543,72161,190930,91181,MISSING COUNTY,116757,9474,91093,84569,87467,23306,,83305,39083,115832,,,,116758,,68566,28513,93535,207349,9413,,37029,208291,39059,40733,,MISSING,28565,7953,93532,,,216592,201541,7306,29828,95583,,91317,95566,28903,83024,196106,28578,116757,45622,39980,90297,74776,39083
28570,28287,38392,30218,WILSON COUNTY,15457,221,30204,11494,29734,10669,0,10679,331,15386,0,63224,0,15458,69710,27382,500,12042,43008,264,0,7975,40979,331,12662,76972,WILSON,500,1772,12040,81801,0,43816,40459,1803,504,13094,15337,12774,13091,10947,28719,40713,500,15457,13014,355,11841,28582,331
1768,1754,1810,1851,TYRRELL COUNTY,680,,1849,164,1821,628,,138,,680,,3288,,680,3533,1672,,143,1992,,,382,1912,,664,3827,TYRRELL,,36,143,4016,,2022,1897,36,,171,810,171,171,642,1738,1902,,680,678,,143,1769,
34855,34646,57680,37414,WAYNE COUNTY,18930,1117,37379,16892,37004,12061,0,15822,8297,18844,0,94031,0,18931,103693,33727,10387,17817,66426,1612,0,9269,61076,8131,16186,115046,WAYNE,10660,3008,17813,123131,0,67520,60441,3118,10800,19306,20802,18762,19305,12452,35950,63229,10777,18930,17182,8380,17498,34879,8348
8642,8620,11091,9126,MONTGOMERY COUNTY,4063,94,9124,2725,9084,3787,,2550,122,4051,,21266,,4063,23512,8419,150,2729,12121,105,,2202,11516,122,4362,25757,MONTGOMERY,150,481,2729,27173,,12233,11446,512,186,2921,5743,2887,2921,3881,8863,11738,150,4063,4498,144,2704,8643,122
19861,19777,27984,21210,LENOIR COUNTY,10819,196,21206,8928,21048,8330,0,8299,275,10782,0,43423,0,10819,47933,19410,408,9303,31329,234,0,5901,29472,275,10162,52801,LENOIR,408,1636,9303,55949,0,31740,29237,1678,423,10107,11303,9873,10107,8527,20604,29940,408,10819,10439,304,9185,19865,275
11777,11739,15699,12549,SCOTLAND COUNTY,5638,99,12546,4396,12476,4833,,4007,158,5613,,26793,,5638,29381,11534,204,4472,17561,124,,3017,16443,158,5766,32530,SCOTLAND,204,834,4472,34823,,17766,16333,912,240,4977,6531,4881,4977,4966,12236,16836,204,5638,6002,194,4436,11777,158
70665,69322,89137,74133,ALAMANCE COUNTY,36327,654,74111,23982,72228,21314,0,22421,1036,36065,0,132145,0,36328,145046,65680,1415,24726,99422,732,0,15491,96454,1036,26050,159560,ALAMANCE,1415,4082,24726,169509,0,102174,94511,4398,1441,26600,29035,25779,26599,21908,68225,93622,1415,36327,27038,1045,24153,70683,1036
3386,3346,5040,3738,CAMDEN COUNTY,1568,0,3729,782,3658,1266,,762,1083,1564,,8407,,1568,9354,3195,850,810,5327,0,,800,5293,1083,1381,10327,CAMDEN,850,115,810,10867,,5464,5225,129,887,839,1833,819,839,1371,3491,5123,850,1568,1500,1095,796,3388,1083
8098,8026,10199,8591,GREENE COUNTY,3496,54,8587,2396,8471,2493,,2221,68,3481,,16884,,3496,18372,7910,84,2547,11278,60,,1709,10728,68,2913,20022,GREENE,84,366,2547,21069,,11459,10619,385,101,2767,3592,2723,2767,2537,8329,10809,84,3496,2982,82,2525,8099,68
37615,37304,56751,39857,ROWAN COUNTY,20545,1480,39839,19703,39316,14435,12,18173,2884,20451,26,110729,26,20545,122048,35694,3498,19497,63693,1626,26,10461,60042,2884,19193,133830,ROWAN,3498,3278,19495,142088,26,64641,59415,3420,3531,21253,25371,20879,21253,14797,37576,60777,3498,20545,19843,2916,19227,37629,2884
7140,7111,8248,7683,NORTHAMPTON COUNTY,3235,57,7680,1317,7589,3461,,1235,70,3229,,16132,,3235,17363,6943,107,1352,9140,67,,2054,8578,70,3821,18570,NORTHAMPTON,107,303,1352,19483,,9268,8526,328,123,1462,5256,1444,1462,3554,7389,8813,107,3235,3949,83,1345,7143,70
21090,20794,29397,22807,WILKES COUNTY,11055,160,22798,9762,22392,8535,,9163,184,11004,,54628,,11055,59783,20050,233,9717,32918,180,,5760,31021,184,10632,64946,WILKES,233,1937,9717,68412,,33430,30654,2064,259,10364,15162,10293,10364,8781,21572,31567,233,11055,11025,206,9676,21098,184
25781,25530,38986,26870,LINCOLN COUNTY,16794,199,26862,14686,26498,10691,,13716,239,16687,,67981,,16794,74647,25031,365,15452,43046,235,,7925,41506,239,13062,81663,LINCOLN,365,2172,15452,86111,,43901,40849,2203,385,16646,15456,16183,16646,10878,25934,40985,365,16794,13316,270,15080,25784,239
27485,27295,36030,28460,CALDWELL COUNTY,15525,149,28448,10223,28185,11941,,9330,202,15439,,65842,,15525,71809,26498,317,10051,39428,183,,8458,37763,202,13458,78015,CALDWELL,317,1368,10051,82178,,39880,37430,1436,325,11095,16769,10926,11095,12129,27337,37877,317,15525,13748,219,9933,27493,202
6959,6901,8369,7325,POLK COUNTY,3065,88,7321,1662,7239,3283,,1591,100,3046,,17478,,3065,18752,6678,118,1732,9128,98,,1661,8813,100,4114,19940,POLK,118,743,1732,20724,,9281,8695,758,146,1810,6644,1771,1810,3389,6991,8771,118,3065,4245,118,1694,6963,100
24503,24217,33548,25723,SURRY COUNTY,13550,178,25702,10976,25253,9924,,10136,220,13476,,56811,,13550,62223,23192,289,10734,37096,204,,6777,35478,220,12245,67979,SURRY,289,2143,10733,71783,,37652,35130,2286,306,11623,14964,11554,11622,10107,24127,35392,289,13550,12597,227,10693,24517,220
17461,17295,19757,18256,MACON COUNTY,9113,238,18246,2929,18012,7901,,2673,351,9086,,29260,,9113,31614,16733,439,2809,21491,259,,5703,20683,351,8957,34121,MACON,439,818,2809,35858,,21797,20436,852,480,3061,10350,3040,3061,8077,17378,20746,439,9113,9188,406,2790,17468,351
4019,3984,4868,4233,CLAY COUNTY,2521,23,4233,1015,4181,2203,,964,23,2514,,9352,,2521,10050,3881,25,967,5224,25,,1673,5055,23,2544,10740,CLAY,25,318,967,11231,,5344,4974,320,93,1018,3581,1018,1018,2256,4064,5104,25,2521,2601,69,967,4019,23
12949,12839,17064,13574,YADKIN COUNTY,6703,87,13567,4808,13384,5351,,4502,102,6670,,29851,,6703,32660,12460,149,4885,18711,105,,3619,17960,102,6284,35700,YADKIN,149,846,4885,37667,,18980,17778,837,170,5236,7711,5178,5236,5473,12957,17914,149,6703,6415,119,4837,12956,102
98464,96689,94428,111870,OUT OF STATE,29768,,111805,,109119,37095,,,,29443,,,,29768,,94428,,,109119,,,11654,98515,,37095,,OUT O,,,,,,111870,96689,,,,,,,42208,106489,106489,,29768,42208,,,98515,
35903,35441,106547,38999,ONSLOW COUNTY,20836,2512,38981,25596,38272,13574,0,23507,49866,20714,24,149343,24,20837,162055,34326,55955,26462,123744,3042,24,9688,112379,48714,18947,180787,ONSLOW,57296,2861,26460,197938,24,125654,111188,2992,57568,29087,19026,28176,29087,13892,36931,118482,57508,20836,19926,49993,25881,35924,49970
15654,15499,19585,16973,RICHMOND COUNTY,7221,129,16961,4650,16708,6077,,4242,247,7198,,34516,,7222,38043,15096,286,4711,22120,140,,3832,20653,247,6867,42075,RICHMOND,286,661,4711,44829,,22482,20428,702,323,5186,8183,5126,5186,6213,16208,21144,286,7221,7055,281,4682,15661,247
120970,117634,154990,126838,BUNCOMBE COUNTY,84401,2028,126764,39518,122393,37491,12,38871,3831,83635,27,213777,27,84407,230148,112288,5697,43189,170774,2368,27,33635,168092,3831,47756,248550,BUNCOMBE,5697,8237,43188,261191,27,176545,163466,8057,5726,43981,53494,42684,43973,38133,116506,161721,5697,84401,48558,3869,42001,121034,3831
78604,76963,112917,82717,UNION COUNTY,51183,411,82661,41310,80385,21765,0,39665,567,50403,0,176616,0,51185,202043,72685,899,48948,129729,508,0,16751,128176,567,26640,226508,UNION,899,4464,48947,239859,0,135018,124156,4459,917,51384,31234,48445,51371,22465,75760,117969,899,51183,27432,589,46626,78639,567
68678,67037,101858,73653,CABARRUS COUNTY,43192,862,73610,38644,71008,19377,0,37117,1451,42641,0,161462,0,43193,181104,63290,2124,43962,116971,942,0,14036,114133,1451,24612,202607,CABARRUS,2124,4373,43958,216453,0,121990,110702,4445,2140,46197,29064,43839,46188,19932,66768,107536,2124,43192,25319,1465,42214,68706,1451
4001,3977,5344,4407,WASHINGTON COUNTY,2353,16,4396,1709,4349,1956,,1504,28,2350,,9274,,2354,10083,3812,55,1566,6174,33,,1496,5615,28,2373,10985,WASHINGTON,55,401,1566,11580,,6237,5568,473,56,1774,2932,1770,1774,2103,4162,5926,55,2353,2609,38,1563,4011,28
33296,32919,48251,35503,HARNETT COUNTY,17802,348,35467,17053,34837,11198,0,15938,879,17694,0,100990,0,17802,112079,31434,1295,18080,55107,392,0,7983,52347,879,13446,126086,HARNETT,1306,1900,18079,135976,0,56456,51469,1977,1369,19584,17458,18964,19583,11518,33165,51513,1316,17802,13887,950,17671,33317,879
29986,29734,38267,31407,BURKE COUNTY,16447,261,31393,10082,31022,11354,,9263,347,16372,,73860,,16447,79893,28657,490,10177,42447,311,,8294,40546,347,13218,86176,BURKE,490,1603,10177,90485,,43017,40155,1719,499,11111,18720,10935,11110,11575,29812,40384,490,16447,13605,368,10074,30001,347
22265,21938,34022,23634,GRANVILLE COUNTY,13169,516,23618,9245,23044,7105,165,8799,4353,13071,1124,48058,1124,13169,52711,20870,4754,9819,37942,561,1124,5643,36472,4353,8893,57336,GRANVILLE,4754,1272,9816,60443,1124,38814,35914,1213,4791,10389,10674,10144,10386,7311,21864,35863,4754,13169,9085,4371,9623,22282,4353
69119,68229,100722,74701,GASTON COUNTY,39575,652,74649,35799,73347,24884,0,33506,851,39338,0,174276,0,39575,191721,66365,1308,37877,114286,819,0,17449,107911,851,30702,211171,GASTON,1308,5166,37877,224529,0,116728,106158,5366,1331,40696,36651,39631,40695,25840,71174,108281,1308,39575,32025,872,37078,69162,851
16665,16557,22078,17853,EDGECOMBE COUNTY,8059,201,17846,6097,17640,6712,0,5615,290,8038,0,39904,0,8059,43948,16173,393,6302,24792,239,0,4500,23266,290,7990,48532,EDGECOMBE,393,1077,6302,51472,0,25159,23071,1140,405,6901,10509,6759,6901,6880,17176,23666,393,8059,8259,295,6224,16669,290
26595,25857,28924,28389,WATAUGA COUNTY,13299,54,28352,4440,27438,6971,,4067,54,13222,,49022,,13300,51530,24803,89,4237,32143,72,,5364,30933,54,7648,54308,WATAUGA,89,623,4237,56177,,33149,30132,659,124,4636,9229,4616,4636,7323,26449,30978,89,13299,8054,66,4221,26630,54
11224,11066,16692,12532,HOKE COUNTY,5744,224,12511,5675,12224,3265,0,5347,777,5702,11,40282,11,5745,44624,10568,1140,6087,19717,242,11,2323,18113,777,4039,50664,HOKE,1140,550,6087,55234,11,20237,17807,579,1165,6540,5854,6353,6540,3397,11588,18403,1140,5744,4218,782,5964,11244,777
7924,7911,9375,8657,BERTIE COUNTY,3421,15,8652,1773,8610,3209,,1668,15,3416,,15647,,3421,16854,7692,34,1807,10559,19,,1900,9761,15,3552,18126,BERTIE,34,328,1807,18947,,10638,9723,345,42,1939,4479,1915,1939,3437,8377,10184,34,3421,3801,28,1797,7926,15
15866,15652,20232,16580,PERSON COUNTY,9033,180,16567,5343,16243,5856,,4980,284,9002,,31361,,9033,34239,14968,390,5341,22311,200,,4562,21507,284,7082,37405,PERSON,390,1046,5341,39490,,22764,21210,1075,390,5794,7938,5678,5793,5933,15522,21255,390,9033,7208,292,5274,15874,284
19591,19479,23703,20609,BEAUFORT COUNTY,10001,224,20598,4687,20403,9117,0,4331,276,9976,0,37669,0,10001,41131,19096,386,4850,26030,270,0,6124,24748,276,10207,44735,BEAUFORT,386,866,4850,46994,0,26323,24558,904,401,5313,11538,5241,5313,9382,19964,25037,386,10001,10556,299,4803,19599,276
16599,16319,21140,17371,JACKSON COUNTY,8613,544,17357,3190,16931,5778,247,2937,2583,8551,673,36721,673,8613,39175,15909,3167,3285,23972,650,673,4225,22683,2294,6839,42001,JACKSON,3524,517,3285,43938,673,24770,22151,552,3836,3563,8759,3517,3563,5899,16481,22838,3773,8613,7101,2787,3249,16611,2753
53361,52645,77254,55502,CATAWBA COUNTY,32763,349,55481,28200,54479,22118,,26344,513,32542,,124631,,32766,137151,50397,707,29108,85747,382,,15789,83022,513,26440,150636,CATAWBA,707,3973,29107,159551,,87523,81741,4146,736,31285,29156,30561,31284,22475,52059,80966,707,32763,27003,535,28583,53379,513
516837,496568,691510,548647,WAKE COUNTY,346244,2708,548236,227385,521468,111535,0,222303,6102,340916,38,849055,38,346257,941934,463105,8688,260431,785942,3003,38,92628,783616,6102,136256,1044525,WAKE,8688,22013,260418,1111761,38,826696,752432,21799,8743,269306,133864,255786,269284,116702,486391,722464,8688,346244,141504,6115,249762,517070,6102
33205,32789,44545,35083,CLEVELAND COUNTY,18499,285,35074,13744,34427,13134,,12583,369,18407,,76504,,18499,84044,31593,499,13815,49925,322,,9718,47414,369,15835,92365,CLEVELAND,499,2416,13815,97947,,50729,46892,2496,520,15126,18575,14999,15126,13431,33085,47328,499,18499,16249,387,13734,33212,369
23075,22983,29601,25111,SAMPSON COUNTY,10036,203,25099,7771,24899,7675,,7273,304,10001,,48081,,10036,53473,22024,418,7921,33715,235,,5378,31323,304,9095,59389,SAMPSON,418,1217,7921,63531,,34068,31142,1265,430,8527,11637,8398,8527,7893,23774,31963,418,10036,9393,318,7855,23084,304
16781,16673,22103,17951,COLUMBUS COUNTY,7374,199,17940,5890,17764,6250,,5365,272,7347,,44013,,7374,48224,16466,344,6269,24854,227,,4029,23336,272,7552,52603,COLUMBUS,344,1103,6267,55508,,25179,23145,1184,359,6869,11419,6746,6869,6456,17466,23700,344,7374,7867,278,6200,16789,272
8877,8822,9975,9324,CASWELL COUNTY,4322,58,9314,1591,9215,3685,,1312,69,4305,,18383,,4324,19944,8594,91,1399,10983,69,,2363,10355,69,4013,21496,CASWELL,91,270,1399,22604,,11127,10276,379,109,1694,5005,1677,1694,3769,8963,10645,91,4322,4217,71,1385,8885,69
7742,7656,8430,8217,YANCEY COUNTY,4239,103,8215,878,8085,3492,,806,103,4215,,14782,,4239,15969,7521,133,954,9249,115,,2444,8828,103,3745,17212,YANCEY,133,150,954,18069,,9424,8712,144,174,1033,4744,1031,1033,3601,7919,8930,133,4239,3860,130,953,7744,103
21236,20885,30009,23103,LEE COUNTY,11762,213,23083,9924,22529,7637,,9485,433,11686,,47136,,11762,52144,20091,633,10790,34325,247,,5557,32495,433,9180,57893,LEE,633,1330,10790,61779,,35184,31944,1337,650,11431,10404,11163,11431,7863,21589,32146,633,11762,9447,460,10626,21245,433
7761,7730,10244,8384,HERTFORD COUNTY,4067,10,8376,2846,8311,3242,,2633,10,4062,,19299,,4067,20898,7601,25,2998,11569,12,,2280,10790,10,3863,22610,HERTFORD,25,611,2998,23677,,11722,10701,606,50,3288,4836,3233,3288,3426,8166,11037,25,4067,4044,23,2961,7769,10
30868,30687,42512,32482,ROCKINGHAM COUNTY,17835,263,32464,13342,32109,13004,0,12474,338,17776,0,72695,0,17835,79246,29700,473,13379,46704,306,0,9761,44616,338,15950,86406,ROCKINGHAM,473,2683,13379,91010,0,47364,44229,2686,492,14390,18996,14122,14390,13328,31033,44848,473,17835,16320,356,13204,30881,338
26346,26211,37162,27857,CARTERET COUNTY,17437,324,27850,11466,27612,12899,,10951,500,17382,,57537,,17438,62070,25711,563,12182,40664,339,,9832,39049,500,15623,66672,CARTERET,563,2400,12180,69473,,41296,38616,2344,603,12836,17867,12489,12836,13371,27047,39076,563,17437,16054,517,11905,26350,500
430120,418962,608901,466133,MECKLENBURG COUNTY,272094,2028,465768,216305,449593,95454,58,206751,4932,268788,105,852079,105,272102,937616,397218,7679,239241,698949,2516,105,75705,674595,4932,119458,1037049,MECKLENBURG,7679,21976,239228,1110356,105,725658,655121,22289,7768,251757,127686,241677,251707,99786,425355,649339,7679,272094,124591,4986,231227,430368,4932
4012,3952,6976,4188,SWAIN COUNTY,2427,404,4187,1158,4100,1862,267,1022,2391,2418,637,11137,637,2427,12138,3871,2919,1105,8683,492,637,1357,7706,2083,2465,13403,SWAIN,3338,199,1105,14271,637,9072,7446,216,3634,1250,2803,1245,1250,1901,4001,8078,3587,2427,2609,2588,1103,4013,2558
7554,7504,8806,8037,AVERY COUNTY,3980,50,8031,1430,7948,3065,,1332,61,3966,,14969,,3980,15935,7413,78,1456,9583,58,,2095,9081,61,3396,16905,AVERY,78,281,1456,17557,,9703,9019,290,100,1566,4020,1557,1566,3199,7854,9362,78,3980,3547,65,1454,7560,61
17095,16817,22507,18908,VANCE COUNTY,8739,189,18883,6632,18365,6246,,6293,297,8695,,34092,,8739,37671,15917,393,6921,25985,214,,4421,24334,297,7573,41780,VANCE,393,1138,6919,44535,,26636,23963,1125,405,7323,8487,7227,7322,6447,17292,24317,393,8739,7786,302,6849,17111,297
20814,20702,24519,22241,HALIFAX COUNTY,9669,190,22222,4563,21951,8346,,4209,253,9638,,39391,,9669,43237,20057,368,4660,27327,223,,5225,25749,253,9388,47245,HALIFAX,368,852,4660,50010,,27692,25579,895,372,5079,10690,5008,5079,8544,21166,26097,368,9669,9662,262,4624,20827,253
33730,33515,48910,35977,NASH COUNTY,19063,362,35955,16335,35500,12555,,15613,550,18972,,73765,,19065,81106,32747,768,17708,54523,423,,9374,52018,550,15955,89023,NASH,768,3038,17708,94298,,55505,51470,3056,775,18753,17956,18255,18753,12892,34574,51677,768,19063,16371,563,17405,33747,550
21233,21050,25955,22981,RUTHERFORD COUNTY,11141,431,22962,5223,22678,8471,,5020,525,11101,,53422,,11141,58398,20410,613,5435,28892,465,,6144,27224,525,10264,63605,RUTHERFORD,613,1362,5433,67029,,29313,26952,1385,647,5685,14855,5601,5685,8880,21959,27795,613,11141,10730,545,5377,21244,525
10920,10690,13467,11697,ASHE COUNTY,6806,69,11687,3028,11402,4476,,2964,80,6784,,22479,,6806,24214,10423,108,3213,14782,91,,3645,14239,80,5387,26129,ASHE,108,842,3213,27203,,15113,13970,767,126,3290,7249,3272,3289,4763,11115,14251,108,6806,5621,99,3200,10927,80
13579,13445,19837,14322,STOKES COUNTY,8504,117,14314,7013,14115,5979,,6519,137,8470,,37145,,8504,40306,13181,207,7030,21822,149,,4500,20792,137,7637,43536,STOKES,207,1541,7030,45591,,22161,20553,1645,250,7589,9917,7500,7589,6149,13794,21014,207,8504,7943,172,6971,13590,137
2741,2719,3677,2915,GRAHAM COUNTY,1323,37,2914,864,2881,1334,10,773,277,1321,54,6767,54,1323,7414,2662,332,787,4131,62,54,823,3835,242,1521,8040,GRAHAM,373,150,787,8441,54,4193,3783,163,401,877,2067,877,877,1368,2810,4006,373,1323,1593,305,787,2743,277
20784,20457,28506,22087,PENDER COUNTY,11778,250,22076,8967,21662,7777,,8335,340,11699,,49058,,11779,53967,19831,507,9528,32091,284,,5778,30674,340,9380,59482,PENDER,507,1353,9528,63060,,32879,30059,1397,518,10274,11716,9922,10273,8026,20946,30420,507,11778,9707,354,9262,20792,340
38041,37433,56661,40075,CRAVEN COUNTY,21719,868,40053,14344,39097,16126,0,13608,7410,21639,0,80387,0,21720,87409,35656,8279,14786,62858,905,0,12311,60298,7397,19601,95778,CRAVEN,8310,2607,14786,102139,0,64200,59428,2572,8412,15713,20103,15451,15713,16425,37132,59755,8353,21719,19902,7455,14585,38057,7426
210914,207819,288975,224512,GUILFORD COUNTY,128739,1495,224397,92238,219496,61319,40,88078,2307,127404,64,418240,64,128742,459608,198590,3505,102039,325739,1759,64,49362,315355,2307,77607,505896,GUILFORD,3505,14793,102039,537174,64,335703,308366,15072,3536,107655,83442,102738,107632,63335,209128,304871,3505,128739,80166,2320,98240,210996,2307
10612,10455,11442,11005,MADISON COUNTY,5366,86,10999,1199,10792,4087,,1136,119,5337,,17939,,5367,19327,10187,209,1274,12329,106,,2680,12026,119,4420,20741,MADISON,209,247,1274,21755,,12576,11836,263,224,1347,5034,1328,1346,4127,10489,11897,209,5366,4496,136,1262,10616,119
26947,26183,36626,28302,CHATHAM COUNTY,21328,150,28270,11968,27238,11206,,11315,258,21070,,59661,,21330,65198,25053,347,12861,40591,163,,9820,40098,258,13840,70897,CHATHAM,347,2484,12859,74470,,42246,38787,2456,383,13561,18634,13006,13558,11484,25984,38299,347,21328,14103,272,12346,26965,258
63704,62837,85653,67102,PITT COUNTY,33119,504,67056,26125,65751,18516,17,24011,1008,32901,41,142466,41,33120,155511,60634,1504,27634,96435,599,41,13152,92406,1008,22163,170444,PITT,1504,3143,27634,180742,41,98882,90723,3357,1526,30254,25045,29180,30252,18767,63269,90898,1504,33119,22723,1032,26878,63740,1008
38719,38563,51915,40933,MOORE COUNTY,26201,414,40922,14429,40692,18443,,13620,688,26051,,79328,,26201,86466,37607,891,15224,57289,443,,14494,54680,688,22138,94937,MOORE,891,3281,15224,100880,,58149,54051,3353,926,16290,24192,15706,16290,19380,39653,54973,891,26201,23176,731,14800,38725,688
155175,151372,206960,167253,FORSYTH COUNTY,92152,1219,167112,64110,161807,45413,26,61465,2008,91260,64,295401,64,92154,325690,143487,3185,69213,235272,1511,64,35250,226509,2008,57168,359934,FORSYTH,3185,10536,69212,382295,64,242981,220891,10489,3214,72514,62720,70280,72500,47201,153046,220341,3185,92152,59201,2021,67511,155275,2008
