At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
10007,21435,21778,21776,21793,14903,14901,14723,7262,6755,6755,6592,2677,6755,14903,61196,55394,Robeson,120,120,120,68,135,1383,896,122048,15919,51228,54269,55477,16622,56398,59818,61269,1383,896,1434,1383,532,962,896,394,98425,20565,130625,ROBESON COUNTY,109195,14140,2209,15815,15547,15814,44020,43999,42888,13881,40875,13141,14650,14649,14434,2081,38939,39849,39865,13444,37191
2018,3218,3248,3247,3248,2441,2440,2420,1577,807,807,798,441,807,2441,6611,6116,Perquimans,,,,,,0,0,12861,2898,5869,6038,6131,3088,6328,6516,6634,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1111,236,1172,1161,1172,5442,5439,5355,2852,5217,1014,1073,1073,1065,217,4973,5043,5046,2681,4855
18130,50471,52014,52011,52050,23740,23737,23158,9873,28215,28215,27254,8247,28217,23746,120691,112920,Johnston,59,59,59,10,87,3377,2236,196283,25292,101565,109329,112989,26275,108060,116535,120803,3346,2223,3445,3170,894,2268,2097,614,156585,28558,209339,JOHNSTON COUNTY,175612,33711,3965,39496,37840,39495,77862,77819,75349,21416,71179,31905,37424,37420,35855,3863,71251,73264,73297,20815,67563
13284,28542,28954,28952,28978,13648,13647,13477,6917,15252,15251,15011,6342,15252,13652,66445,63061,Randolph,54,54,54,25,74,804,559,135556,20002,58848,61802,63155,20377,61774,64975,66557,804,559,879,804,515,631,559,431,111702,26060,143667,RANDOLPH COUNTY,123257,20805,3968,22977,22412,22977,42701,42664,41759,15894,40165,19899,21915,21913,21403,4003,39840,40589,40609,15568,38390
724,1793,1845,1845,1845,1784,1784,1735,705,61,61,58,19,61,1784,3432,3310,Hyde,,,,,,,,4753,1050,3076,3216,3310,1066,3190,3335,3435,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,163,49,176,173,176,3259,3256,3162,1017,3027,150,163,163,159,42,3057,3147,3147,1008,2926
1803,3325,3352,3352,3353,1902,1902,1879,1049,1450,1450,1446,754,1450,1903,6900,6473,Alleghany,,,,,,20,0,10626,2671,6219,6385,6506,2760,6607,6784,6944,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1350,359,1401,1395,1401,5488,5479,5369,2381,5237,1257,1301,1301,1294,343,5091,5172,5179,2328,4962
4987,10340,10474,10474,10495,5633,5633,5569,2791,4831,4831,4761,2186,4832,5635,29523,27024,Duplin,10,10,10,10,28,2125,1587,55126,7863,24828,26406,27080,8143,26984,28772,29600,2092,1576,2185,1881,429,1630,1396,302,44760,11405,58741,DUPLIN COUNTY,49644,7656,1534,8588,8448,8588,18827,18810,18232,6180,17447,7358,8216,8216,8098,1555,16732,17221,17234,6006,16074
1138,2089,2114,2113,2115,1824,1823,1811,1039,290,290,278,99,290,1825,4851,4564,Gates,,,,,,68,49,11027,1784,4359,4509,4595,1869,4612,4782,4917,68,49,125,68,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,516,127,571,565,571,4221,4212,4149,1742,4028,492,533,533,531,129,3929,3982,3984,1655,3818
10036,19652,20020,20020,20048,12261,12261,12022,6280,7670,7670,7541,3743,7670,12262,37490,35543,Haywood,89,89,89,13,116,1421,899,59266,13776,33421,34754,35636,14187,35266,36666,37589,1421,899,1509,1421,629,978,899,509,50968,15572,62317,HAYWOOD COUNTY,54941,8107,2025,8607,8553,8606,27473,27463,26692,11533,25738,7489,7979,7978,7926,1892,25929,26666,26679,11375,25033
6603,13365,13558,13558,13559,7507,7507,7394,3806,6007,6007,5927,2769,6007,7507,29509,27792,Stanly,44,44,44,28,45,669,474,59178,9672,26254,27355,27873,10032,27828,29004,29568,669,474,722,669,331,551,474,284,49282,12123,62806,STANLY COUNTY,54008,6970,1369,7444,7312,7444,21402,21396,21023,8332,20189,6581,7016,7016,6906,1348,19975,20302,20306,8040,19199
