At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9284,19233,19455,19455,19464,13362,13362,13238,6786,5997,5997,5899,2445,5997,13362,60395,54111,Robeson,96,96,96,53,105,1343,841,122048,15709,50323,53293,54210,16430,55815,59189,60489,1343,841,1417,1343,518,925,841,382,98425,20565,130625,ROBESON COUNTY,109195,13842,2151,15458,15233,15457,43614,43595,42613,13761,40630,12697,14094,14093,13965,2020,38487,39177,39191,13307,36785
1962,3074,3090,3090,3090,2354,2354,2343,1550,736,736,731,412,736,2354,6567,6032,Perquimans,,,,,,0,0,12861,2873,5814,5978,6047,3063,6298,6481,6589,0,0,19,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1093,232,1149,1139,1149,5421,5418,5342,2831,5205,989,1045,1045,1039,214,4939,4987,4990,2659,4825
17246,47144,48327,48327,48375,22374,22374,21931,9501,25930,25930,25190,7745,25932,22380,119351,110757,Johnston,23,23,23,0,63,3292,2161,196283,25012,100163,107746,110825,26001,107075,115478,119464,3266,2161,3361,3100,881,2192,2044,609,156585,28558,209339,JOHNSTON COUNTY,175612,33073,3868,38677,37120,38676,77426,77383,75092,21252,70902,30900,36006,36002,34685,3751,70900,72594,72627,20652,67219
12551,26455,26748,26748,26784,12797,12797,12678,6589,13941,13941,13767,5962,13941,12799,65712,61894,Randolph,10,10,10,0,44,785,556,135556,19800,57986,60864,61988,20126,61206,64377,65830,785,556,866,785,512,628,556,428,111702,26060,143667,RANDOLPH COUNTY,123257,20438,3830,22543,22018,22542,42421,42385,41574,15784,39983,19302,21147,21145,20745,3904,39563,40193,40213,15468,38128
705,1739,1784,1784,1784,1728,1728,1686,690,56,56,53,15,56,1728,3413,3279,Hyde,,,,,,,,4753,1039,3059,3194,3279,1057,3176,3316,3416,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,164,52,176,173,176,3240,3237,3143,1005,3012,148,161,161,157,44,3037,3118,3118,995,2911
1717,3108,3132,3132,3133,1774,1774,1752,1024,1358,1358,1356,693,1358,1775,6825,6325,Alleghany,,,,,,20,0,10626,2589,6089,6248,6358,2715,6536,6711,6867,20,0,53,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1331,350,1383,1377,1383,5431,5422,5314,2345,5185,1223,1268,1268,1260,333,4988,5057,5064,2256,4866
4750,9631,9704,9704,9729,5309,5309,5271,2686,4395,4395,4360,2064,4395,5311,29199,26488,Duplin,0,0,0,0,23,2030,1475,55126,7777,24474,25994,26549,8063,26727,28479,29276,2003,1475,2091,1798,424,1524,1303,301,44760,11405,58741,DUPLIN COUNTY,49644,7536,1512,8453,8322,8453,18732,18716,18154,6127,17393,7170,7989,7989,7901,1522,16618,17024,17036,5954,16001
1069,1913,1929,1929,1930,1682,1682,1674,984,247,247,239,85,247,1683,4804,4481,Gates,,,,,,62,41,11027,1758,4306,4448,4507,1854,4585,4749,4867,62,41,117,62,0,66,41,0,9230,2418,11562,GATES COUNTY,10120,505,122,557,553,557,4193,4185,4134,1732,4018,480,520,520,519,125,3888,3920,3921,1633,3785
9586,18777,19069,19069,19111,11834,11834,11653,6120,7174,7174,7063,3455,7174,11834,37274,35241,Haywood,61,61,61,11,103,1412,895,59266,13660,33215,34531,35330,14067,35119,36493,37362,1412,895,1490,1412,627,971,895,509,50968,15572,62317,HAYWOOD COUNTY,54941,8030,1991,8525,8476,8525,27347,27337,26605,11449,25677,7388,7872,7872,7831,1856,25805,26474,26487,11295,24932
6261,12468,12610,12610,12626,7017,7017,6926,3625,5583,5583,5532,2626,5583,7017,29172,27306,Stanly,10,10,10,10,26,665,474,59178,9561,25870,26953,27386,9923,27536,28699,29231,665,474,718,665,329,550,474,284,49282,12123,62806,STANLY COUNTY,54008,6845,1343,7315,7182,7315,21198,21192,20852,8251,20026,6401,6803,6803,6714,1319,19765,20029,20033,7958,18995
