"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",ZIP Code,Cases
8176.0,7,818.0,27006,1216
10384.0,4,1038.0,27865,208
9262.0,8,926.0,28119,281
9172.0,44,917.0,27021,1649
11644.0,32,1164.0,28621,1211
9254.0,3,925.0,27846,284
5928.0,2,593.0,28768,468
8442.0,20,844.0,27962,628
5262.0,6,526.0,27539,1398
8732.0,5,873.0,27596,1629
6053.0,28,605.0,27712,1335
6247.0,20,625.0,28739,1374
6237.0,31,624.0,28786,1362
,0,,28561,0
8989.0,1,899.0,27009,264
5201.0,1,520.0,28772,101
10820.0,17,1082.0,28023,1606
8415.0,2,841.0,27875,43
12121.0,96,1212.0,28601,6042
9418.0,41,942.0,28262,4114
8537.0,34,854.0,27292,3540
6672.0,4,667.0,27242,178
10887.0,76,1089.0,28054,4375
5989.0,6,599.0,27850,444
0.0,0,0.0,28629,0
9454.0,10,945.0,28073,530
10280.0,3,1028.0,27840,55
8683.0,15,868.0,28574,1537
9774.0,52,977.0,28472,1955
4814.0,3,481.0,28785,400
9675.0,4,967.0,28318,443
,0,,27969,0
8839.0,3,884.0,28523,201
8681.0,46,868.0,27604,4136
8150.0,30,815.0,28173,5203
7498.0,3,750.0,27883,327
7034.0,37,703.0,27612,2758
7690.0,33,769.0,28501,1500
9111.0,43,911.0,28562,3463
5075.0,0,507.0,27941,34
12665.0,44,1267.0,28658,3275
8028.0,58,803.0,27262,1988
9135.0,4,914.0,27544,392
11117.0,0,1112.0,28347,203
4976.0,19,498.0,28801,835
9359.0,9,936.0,28572,597
6312.0,17,631.0,27403,1343
8656.0,1,866.0,28395,230
8012.0,26,801.0,27332,2688
4606.0,24,461.0,27513,2257
9665.0,21,966.0,27932,1222
6902.0,0,690.0,27343,127
9724.0,70,972.0,27886,2100
7473.0,6,747.0,28391,398
10980.0,0,1098.0,27411,93
7820.0,3,782.0,28429,668
7076.0,11,708.0,28420,362
9099.0,11,910.0,28518,801
11380.0,27,1138.0,28630,2318
