At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
10023,21455,21800,21798,21815,14915,14913,14733,7268,6765,6765,6602,2687,6765,14915,61206,55421,Robeson,120,120,120,68,135,1383,896,122048,15921,51250,54293,55504,16623,56407,59829,61279,1383,896,1434,1383,532,962,896,394,98425,20565,130625,ROBESON COUNTY,109195,14143,2209,15819,15551,15818,44026,44005,42895,13882,40881,13142,14652,14651,14436,2081,38961,39874,39890,13446,37212
2025,3227,3257,3256,3257,2444,2443,2423,1578,813,813,804,447,813,2444,6612,6119,Perquimans,,,,,,0,0,12861,2899,5870,6040,6134,3089,6329,6517,6635,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1111,236,1172,1161,1172,5443,5440,5356,2853,5218,1014,1073,1073,1065,217,4975,5046,5049,2682,4856
18177,50568,52115,52112,52151,23767,23764,23182,9882,28289,28289,27327,8285,28291,23773,120700,112930,Johnston,59,59,59,10,87,3377,2236,196283,25293,101573,109338,112999,26279,108071,116548,120812,3346,2223,3445,3170,894,2268,2097,614,156585,28558,209339,JOHNSTON COUNTY,175612,33721,3967,39505,37851,39504,77862,77819,75351,21418,71180,31912,37432,37428,35862,3864,71253,73266,73299,20815,67564
13312,28584,28995,28993,29019,13659,13658,13488,6922,15282,15281,15042,6365,15282,13663,66455,63069,Randolph,54,54,54,25,74,804,559,135556,20006,58857,61805,63163,20381,61784,64983,66567,804,559,879,804,515,631,559,431,111702,26060,143667,RANDOLPH COUNTY,123257,20808,3970,22980,22416,22980,42708,42671,41763,15896,40172,19905,21918,21916,21406,4005,39840,40594,40614,15570,38393
725,1796,1848,1848,1848,1787,1787,1738,706,61,61,58,19,61,1787,3429,3308,Hyde,,,,,,,,4753,1049,3074,3214,3308,1065,3187,3332,3432,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,161,49,174,171,174,3258,3255,3161,1016,3026,149,162,162,158,42,3056,3146,3146,1007,2925
1815,3338,3364,3364,3365,1904,1904,1881,1051,1460,1460,1457,764,1460,1905,6901,6478,Alleghany,,,,,,20,0,10626,2674,6223,6390,6511,2762,6608,6785,6945,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1350,359,1401,1395,1401,5489,5480,5370,2383,5238,1257,1301,1301,1294,343,5096,5177,5184,2331,4966
5006,10367,10501,10501,10522,5637,5637,5573,2792,4854,4854,4784,2204,4855,5639,29524,27029,Duplin,10,10,10,10,28,2125,1587,55126,7865,24833,26411,27085,8144,26985,28773,29601,2092,1576,2185,1881,429,1630,1396,302,44760,11405,58741,DUPLIN COUNTY,49644,7657,1536,8589,8449,8589,18827,18810,18232,6179,17447,7363,8221,8221,8103,1558,16732,17221,17234,6005,16074
1140,2091,2116,2115,2117,1824,1823,1811,1039,292,292,280,101,292,1825,4851,4565,Gates,,,,,,68,49,11027,1784,4359,4509,4596,1869,4612,4782,4917,68,49,125,68,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,516,127,571,565,571,4221,4212,4149,1742,4028,492,533,533,531,129,3929,3983,3985,1655,3818
10078,19706,20074,20074,20102,12266,12266,12027,6284,7719,7719,7590,3781,7719,12267,37492,35544,Haywood,89,89,89,13,116,1421,899,59266,13781,33423,34756,35637,14191,35267,36668,37591,1421,899,1509,1421,629,978,899,509,50968,15572,62317,HAYWOOD COUNTY,54941,8107,2025,8608,8555,8607,27474,27464,26692,11537,25739,7488,7978,7977,7926,1892,25931,26668,26681,11380,25036
6621,13385,13579,13579,13580,7510,7510,7396,3809,6025,6025,5945,2784,6025,7510,29513,27800,Stanly,44,44,44,28,45,669,474,59178,9677,26261,27362,27881,10037,27832,29008,29572,669,474,722,669,331,551,474,284,49282,12123,62806,STANLY COUNTY,54008,6969,1368,7443,7311,7443,21407,21401,21028,8338,20194,6584,7019,7019,6909,1348,19979,20307,20311,8045,19203
