At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9570,20266,20551,20550,20563,14008,14007,13857,6956,6432,6432,6298,2551,6432,14008,60864,54908,Robeson,111,111,111,63,123,1363,891,122048,15805,50853,53887,54990,16516,56129,59534,60947,1363,891,1423,1363,518,956,891,392,98425,20565,130625,ROBESON COUNTY,109195,14038,2191,15700,15443,15699,43824,43802,42728,13807,40728,13016,14504,14503,14309,2059,38687,39514,39530,13354,36946
1986,3147,3174,3173,3174,2406,2405,2386,1563,768,768,761,423,768,2406,6596,6086,Perquimans,,,,,,0,0,12861,2890,5852,6022,6101,3077,6313,6503,6619,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1101,234,1161,1152,1161,5438,5435,5351,2843,5212,1004,1062,1062,1056,217,4966,5024,5027,2673,4848
17696,49156,50590,50588,50630,23205,23203,22667,9732,27339,27339,26443,7954,27341,23211,120246,112286,Johnston,46,46,46,10,78,3351,2228,196283,25173,101168,108896,112356,26166,107685,116130,120358,3321,2216,3418,3148,893,2260,2092,614,156585,28558,209339,JOHNSTON COUNTY,175612,33495,3931,39251,37596,39250,77689,77645,75213,21342,71042,31656,37070,37066,35582,3825,71098,72992,73026,20734,67420
12951,27782,28158,28157,28178,13379,13379,13223,6798,14737,14736,14517,6133,14737,13383,66225,62742,Randolph,42,42,42,20,58,788,557,135556,19894,58623,61565,62836,20265,61573,64771,66344,788,557,870,788,512,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20698,3927,22860,22297,22860,42614,42577,41686,15826,40087,19747,21724,21722,21238,3956,39770,40463,40483,15509,38319
715,1773,1822,1822,1822,1764,1764,1718,698,58,58,55,17,58,1764,3417,3303,Hyde,,,,,,,,4753,1043,3072,3210,3303,1060,3179,3321,3420,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,163,49,176,173,176,3244,3241,3148,1011,3016,148,161,161,157,42,3053,3142,3142,1001,2924
1765,3244,3273,3273,3274,1863,1863,1838,1042,1410,1410,1406,723,1410,1864,6878,6430,Alleghany,,,,,,20,0,10626,2654,6182,6344,6463,2746,6584,6763,6922,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1346,357,1397,1391,1397,5470,5461,5352,2369,5218,1245,1289,1289,1281,340,5063,5141,5148,2314,4937
4859,10041,10147,10147,10175,5499,5499,5450,2742,4648,4648,4591,2117,4649,5501,29424,26878,Duplin,0,0,0,0,25,2116,1563,55126,7824,24726,26297,26932,8101,26894,28680,29499,2084,1563,2175,1873,428,1605,1386,302,44760,11405,58741,DUPLIN COUNTY,49644,7603,1522,8539,8402,8539,18785,18769,18194,6151,17418,7298,8156,8156,8043,1543,16691,17159,17171,5979,16042
1121,2039,2062,2061,2063,1787,1786,1775,1027,275,275,264,94,275,1788,4837,4548,Gates,,,,,,68,49,11027,1773,4349,4497,4578,1861,4603,4774,4903,68,49,125,68,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,510,124,562,558,562,4216,4207,4148,1737,4025,488,529,529,527,127,3921,3970,3972,1646,3812
9753,19180,19515,19515,19551,12084,12084,11868,6212,7356,7356,7237,3528,7356,12085,37422,35431,Haywood,75,75,75,13,110,1419,897,59266,13731,33351,34675,35524,14142,35216,36609,37508,1419,897,1495,1419,629,976,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8087,2016,8590,8538,8590,27423,27413,26652,11497,25710,7457,7948,7947,7900,1877,25878,26587,26600,11345,24997
6447,13013,13191,13191,13192,7323,7323,7217,3727,5830,5830,5758,2695,5830,7323,29373,27623,Stanly,38,38,38,25,39,667,473,59178,9615,26117,27214,27704,9970,27693,28880,29432,667,473,720,667,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6924,1356,7401,7269,7401,21311,21305,20944,8285,20102,6533,6964,6964,6856,1336,19885,20186,20190,7995,19111
