At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9405,19558,19791,19791,19801,13635,13635,13502,6889,6055,6055,5955,2461,6055,13635,60532,54348,Robeson,101,101,101,55,111,1362,889,122048,15744,50466,53461,54429,16455,55907,59297,60613,1362,889,1421,1362,518,953,889,392,98425,20565,130625,ROBESON COUNTY,109195,13864,2155,15487,15260,15486,43705,43684,42675,13782,40681,12726,14134,14133,14000,2023,38572,39326,39342,13329,36851
1969,3093,3110,3110,3110,2370,2370,2358,1556,740,740,735,413,740,2370,6572,6045,Perquimans,,,,,,0,0,12861,2878,5823,5988,6060,3068,6300,6483,6594,0,0,19,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1094,232,1150,1140,1150,5425,5422,5343,2836,5206,991,1047,1047,1041,214,4947,4998,5001,2664,4832
17400,47659,48915,48915,48958,22773,22773,22286,9614,26109,26109,25340,7786,26111,22779,119631,111149,Johnston,33,33,33,0,68,3311,2198,196283,25063,100366,107996,111219,26061,107228,115646,119742,3284,2198,3378,3116,884,2230,2077,613,156585,28558,209339,JOHNSTON COUNTY,175612,33140,3890,38778,37194,38777,77586,77543,75168,21287,70972,30968,36117,36113,34774,3772,71024,72838,72872,20678,67321
12665,26772,27092,27092,27123,13069,13069,12925,6678,14003,14003,13827,5977,14003,13071,65806,62098,Randolph,20,20,20,10,49,786,556,135556,19827,58142,61027,62191,20157,61274,64450,65925,786,556,867,786,512,628,556,428,111702,26060,143667,RANDOLPH COUNTY,123257,20460,3844,22564,22040,22563,42494,42457,41624,15801,40028,19344,21197,21195,20789,3917,39682,40347,40366,15482,38242
709,1755,1804,1804,1804,1748,1748,1702,694,56,56,53,15,56,1748,3418,3295,Hyde,,,,,,,,4753,1040,3066,3203,3295,1058,3181,3322,3421,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,165,52,177,174,177,3244,3241,3148,1006,3016,148,161,161,157,44,3046,3134,3134,996,2918
1732,3124,3149,3149,3150,1782,1782,1759,1032,1367,1367,1365,700,1367,1783,6840,6343,Alleghany,,,,,,20,0,10626,2594,6100,6261,6376,2724,6548,6724,6884,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1335,351,1387,1381,1387,5442,5433,5323,2353,5193,1225,1270,1270,1262,334,4999,5073,5080,2260,4875
4775,9753,9835,9835,9860,5403,5403,5357,2702,4432,4432,4396,2073,4432,5405,29304,26681,Duplin,0,0,0,0,23,2091,1551,55126,7792,24586,26134,26734,8077,26800,28568,29386,2062,1551,2157,1854,428,1592,1377,302,44760,11405,58741,DUPLIN COUNTY,49644,7541,1516,8461,8329,8461,18768,18752,18177,6133,17405,7186,8008,8008,7918,1529,16665,17122,17134,5961,16023
1095,1980,1996,1996,1998,1746,1746,1738,1010,250,250,242,85,250,1748,4820,4509,Gates,,,,,,63,49,11027,1763,4321,4467,4539,1858,4589,4759,4884,63,49,119,63,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,505,123,557,553,557,4208,4200,4143,1735,4021,480,520,520,519,126,3899,3940,3942,1637,3792
9640,18900,19208,19208,19250,11931,11931,11735,6157,7214,7214,7102,3471,7214,11931,37318,35286,Haywood,63,63,63,12,105,1415,897,59266,13678,33246,34562,35376,14087,35147,36522,37404,1415,897,1491,1415,629,974,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8039,1994,8535,8485,8535,27378,27368,26622,11464,25693,7397,7880,7880,7839,1859,25826,26509,26522,11310,24952
6291,12568,12718,12718,12728,7097,7097,6999,3648,5600,5600,5548,2633,5600,7097,29204,27362,Stanly,21,21,21,10,31,665,473,59178,9570,25906,26987,27443,9935,27563,28727,29263,665,473,718,665,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6848,1346,7318,7186,7318,21227,21221,20876,8260,20050,6414,6817,6817,6726,1322,19788,20072,20076,7964,19019
