At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9915,21271,21605,21604,21619,14842,14841,14667,7235,6647,6647,6488,2614,6647,14842,61144,55339,Robeson,116,116,116,66,130,1376,896,122048,15899,51183,54231,55422,16601,56349,59769,61217,1376,896,1427,1376,529,962,896,394,98425,20565,130625,ROBESON COUNTY,109195,14118,2205,15792,15523,15791,43998,43977,42870,13867,40855,13116,14626,14625,14413,2076,38922,39818,39834,13429,37171
2004,3192,3220,3219,3220,2436,2435,2415,1576,784,784,777,428,784,2436,6610,6110,Perquimans,,,,,,0,0,12861,2899,5868,6036,6125,3089,6327,6515,6633,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1110,236,1171,1160,1171,5442,5439,5355,2853,5217,1014,1071,1071,1065,217,4971,5039,5042,2682,4854
17921,50056,51574,51571,51609,23631,23628,23055,9832,27885,27885,26943,8079,27887,23637,120625,112835,Johnston,58,58,58,10,85,3372,2235,196283,25261,101502,109255,112904,26245,107994,116459,120737,3341,2222,3440,3165,894,2267,2096,614,156585,28558,209339,JOHNSTON COUNTY,175612,33670,3952,39451,37785,39450,77846,77803,75333,21399,71159,31861,37374,37370,35804,3850,71229,73230,73263,20797,67545
13150,28291,28699,28698,28723,13604,13604,13436,6896,15045,15044,14805,6231,15045,13608,66401,62989,Randolph,50,50,50,23,70,803,559,135556,19980,58794,61746,63083,20350,61721,64936,66512,803,559,877,803,515,631,559,431,111702,26060,143667,RANDOLPH COUNTY,123257,20779,3958,22955,22391,22955,42680,42643,41742,15877,40139,19866,21873,21871,21364,3993,39823,40559,40579,15556,38369
726,1794,1844,1844,1844,1783,1783,1736,707,61,61,58,19,61,1783,3433,3311,Hyde,,,,,,,,4753,1051,3079,3218,3311,1067,3193,3337,3436,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,163,49,176,173,176,3260,3257,3164,1018,3030,150,163,163,159,42,3059,3148,3148,1009,2929
1780,3289,3316,3316,3317,1891,1891,1868,1047,1425,1425,1421,733,1425,1892,6898,6465,Alleghany,,,,,,20,0,10626,2664,6212,6377,6498,2756,6604,6782,6942,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1350,359,1401,1395,1401,5486,5477,5367,2377,5234,1254,1298,1298,1290,342,5087,5167,5174,2322,4958
4931,10233,10359,10359,10389,5588,5588,5531,2780,4771,4771,4702,2151,4772,5590,29497,26994,Duplin,0,0,0,0,27,2124,1580,55126,7857,24807,26383,27050,8137,26963,28747,29573,2091,1569,2184,1880,429,1623,1391,302,44760,11405,58741,DUPLIN COUNTY,49644,7648,1532,8580,8441,8580,18809,18793,18215,6176,17435,7352,8211,8211,8094,1554,16720,17203,17216,6001,16064
1132,2072,2096,2095,2097,1819,1818,1806,1037,277,277,266,95,277,1820,4850,4562,Gates,,,,,,68,49,11027,1784,4357,4507,4593,1868,4611,4781,4916,68,49,125,68,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,515,126,570,564,570,4221,4212,4149,1742,4028,491,532,532,530,129,3928,3981,3983,1655,3817
9856,19399,19764,19764,19792,12218,12218,11981,6262,7461,7461,7333,3581,7461,12219,37476,35528,Haywood,85,85,85,13,112,1419,898,59266,13772,33418,34743,35621,14183,35259,36658,37575,1419,898,1507,1419,629,977,898,509,50968,15572,62317,HAYWOOD COUNTY,54941,8105,2023,8605,8551,8604,27463,27453,26688,11531,25735,7480,7970,7969,7917,1886,25928,26661,26674,11377,25040
6547,13262,13454,13454,13455,7476,7476,7362,3789,5934,5934,5856,2730,5934,7476,29489,27752,Stanly,44,44,44,28,45,669,474,59178,9653,26218,27319,27833,10014,27803,28983,29548,669,474,722,669,331,551,474,284,49282,12123,62806,STANLY COUNTY,54008,6966,1367,7442,7309,7442,21384,21378,21005,8316,20168,6570,7006,7006,6895,1345,19950,20272,20276,8024,19174
