Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36834,49991,47262,646,41205,15205,Robeson,360,879,12473,1864,41188,12981,11311,130625,646,55868,49963,2003,889,13774,20565,13773,13450,39286,52638,98425,15867,663,109195,12483,36845,35305,879,12483,55840,414
4823,5775,5612,0,5242,2797,Perquimans,0,0,1005,204,5239,2593,890,13463,0,6308,5762,217,15,1051,3671,1051,2768,5116,6121,10957,2985,11,11854,939,4825,4722,0,939,6290,0
68809,101839,94867,1109,73686,24323,Johnston,502,1367,30586,3499,73647,20322,28276,209339,1109,109553,101794,3624,1379,34488,28558,34487,20955,69378,101331,156585,25129,1120,175612,31876,68842,65482,1367,31877,109501,550
38961,58436,55727,550,41037,19572,Randolph,425,744,18612,3659,41001,15488,17533,143667,550,61911,58400,3597,744,20130,26060,20129,15808,39446,58802,111702,19899,565,123257,18889,38981,37644,744,18890,61874,494
2914,3063,2940,,3053,1014,Hyde,,,155,44,3050,970,141,4937,,3216,3063,52,,163,1114,163,986,2926,3081,4098,1038,,4410,149,2914,2799,,149,3213,
4831,6035,5864,0,5162,2529,Alleghany,0,0,1215,313,5153,2216,1134,11137,0,6459,6002,330,34,1263,3116,1263,2304,5049,6264,9249,2634,26,9915,1171,4838,4730,0,1171,6416,0
16021,23328,22103,216,17491,7436,Duplin,161,267,6839,1417,17476,5858,6402,58741,216,25358,23308,1406,284,7583,11405,7583,6032,16830,23936,44760,7619,228,49644,7071,16029,15485,267,7071,25326,181
3794,4265,4145,,4065,1713,Gates,,0,465,119,4060,1594,433,11562,,4583,4264,118,12,506,2418,506,1700,3960,4425,9230,1818,,10120,470,3795,3712,0,470,4566,0
25271,33586,32285,864,26054,13443,Haywood,508,1279,7620,1761,26046,11174,6977,62317,864,35405,33532,1898,1311,8040,15572,8040,11309,25132,34031,50968,13813,911,54941,7397,25278,24444,1279,7397,35365,606
19089,25563,24563,358,20250,9332,Stanly,284,465,6278,1230,20246,7818,5798,62806,358,27318,25529,1262,477,6591,12123,6591,8108,19460,26203,49282,9698,390,54008,6082,19091,18407,465,6082,27302,328
45742,169243,158635,37675,54215,29873,Missing,9024,23868,80105,7538,54152,13311,78084,,37698,166070,168162,6913,25057,86798,,86785,15804,49946,153870,,29816,38574,,84722,45945,42876,23819,84724,164805,7099
27727,39004,37032,330,29210,12472,Wilson,221,493,10728,1688,29202,10563,9830,81801,330,41666,38967,1714,497,11959,15337,11957,10822,28191,39412,63224,12797,354,69710,10910,27738,26872,493,10912,41652,261
1710,1845,1757,,1792,651,Tyrrell,,,157,36,1790,615,130,4016,,1955,1844,36,,163,810,163,628,1705,1862,3288,664,,3533,134,1711,1627,,134,1953,
34131,58200,55558,7829,36622,15881,Wayne,1059,10441,15670,2861,36586,11961,14482,123131,7986,64524,58148,2979,10460,17442,20802,17442,12316,35522,61373,94031,16856,8016,103693,16031,34153,33247,10181,16031,64469,1561
8500,11159,10806,122,8994,4311,Montgomery,94,150,2562,462,8994,3755,2371,27173,122,11896,11137,493,184,2718,5743,2718,3844,8770,11482,21266,4442,144,23512,2515,8500,8313,150,2515,11862,105
19402,28217,27013,273,20659,9975,Lenoir,194,405,8366,1556,20655,8225,7680,55949,273,30358,28186,1605,420,9279,11303,9279,8424,20247,29018,43423,10262,301,47933,8511,19405,19060,405,8511,30339,233
11643,15990,15336,158,12381,5726,Scotland,99,203,4118,782,12378,4845,3727,34823,158,17216,15954,858,239,4596,6531,4596,4969,12133,16454,26793,5950,194,29381,4153,11643,11451,203,4153,17177,123
68554,92313,87102,1034,71660,25784,Alamance,654,1383,22667,3937,71639,21193,21061,169509,1034,97497,92288,4267,1409,24428,29035,24427,21753,67546,91596,132145,26749,1042,145046,22700,68571,65007,1383,22700,97449,729
3292,5072,4880,1055,3626,1348,Camden,0,837,732,106,3617,1242,682,10867,1055,5265,5058,118,872,767,1833,767,1348,3455,5024,8407,1466,1067,9354,711,3294,3143,837,711,5221,0
7861,10274,9868,66,8295,2868,Greene,53,84,2237,345,8292,2470,2047,21069,66,10945,10259,363,101,2549,3592,2549,2517,8169,10490,16884,2940,80,18372,2332,7862,7755,84,2332,10925,60
37195,58137,55545,2865,39168,19167,Rowan,1479,3380,18598,3153,39151,14535,17045,142088,2865,62331,58088,3295,3428,19735,25371,19735,14895,37442,59420,110729,19813,2903,122048,18028,37205,35635,3380,18029,62266,1623
7225,8540,8264,70,7749,3903,Northampton,57,107,1220,286,7746,3560,1124,19483,70,9214,8524,315,122,1343,5256,1343,3653,7537,8864,16132,4035,83,17363,1229,7228,7070,107,1229,9196,67
