"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",ZIP Code,Cases
8445.0,7,845.0,27006,1256
10484.0,3,1048.0,27865,210
9591.0,8,959.0,28119,291
9489.0,45,949.0,27021,1706
12000.0,33,1200.0,28621,1248
9612.0,3,961.0,27846,295
6371.0,3,637.0,28768,503
8697.0,20,870.0,27962,647
5654.0,6,565.0,27539,1502
9252.0,5,925.0,27596,1726
6325.0,28,633.0,27712,1395
6552.0,20,655.0,28739,1441
6503.0,32,650.0,28786,1420
,0,,28561,0
9636.0,1,964.0,27009,283
5716.0,1,572.0,28772,111
11298.0,17,1130.0,28023,1677
10763.0,2,1076.0,27875,55
12596.0,99,1260.0,28601,6279
10256.0,41,1026.0,28262,4480
8967.0,34,897.0,27292,3718
6859.0,3,686.0,27242,183
11370.0,79,1137.0,28054,4569
6300.0,6,630.0,27850,467
0.0,0,0.0,28629,0
9971.0,10,997.0,28073,559
10467.0,3,1047.0,27840,56
9231.0,15,923.0,28574,1634
10039.0,53,1004.0,28472,2008
5043.0,3,504.0,28785,419
,0,,27969,0
10199.0,4,1020.0,28318,467
9059.0,3,906.0,28523,206
9159.0,46,916.0,27604,4364
8703.0,30,870.0,28173,5556
7842.0,3,784.0,27883,342
7386.0,37,739.0,27612,2896
8223.0,36,822.0,28501,1604
9329.0,44,933.0,28562,3546
5075.0,0,507.0,27941,34
13242.0,44,1324.0,28658,3424
8500.0,60,850.0,27262,2105
9625.0,4,962.0,27544,413
11117.0,0,1112.0,28347,203
5291.0,19,529.0,28801,888
9672.0,10,967.0,28572,617
8920.0,1,892.0,28395,237
6815.0,18,681.0,27403,1450
8370.0,26,837.0,27332,2808
4885.0,24,489.0,27513,2394
10100.0,22,1010.0,27932,1277
7120.0,0,712.0,27343,131
10238.0,71,1024.0,27886,2211
7980.0,6,798.0,28391,425
19835.0,0,1983.0,27411,168
8370.0,3,837.0,28429,715
7349.0,12,735.0,28420,376
9383.0,11,938.0,28518,826
11719.0,29,1172.0,28630,2387
7040.0,43,704.0,28716,1313
10674.0,52,1067.0,28146,3243
7089.0,6,709.0,28751,265
9817.0,9,982.0,28128,795
0.0,0,0.0,28672,0
7353.0,10,735.0,28722,504
5501.0,0,550.0,27842,79
8854.0,7,885.0,28439,136
8607.0,0,861.0,28649,89
9306.0,2,931.0,27042,67
11579.0,61,1158.0,28215,6977
0.0,0,0.0,27821,0
7112.0,7,711.0,27408,1238
6596.0,3,660.0,27806,161
8038.0,14,804.0,27409,1443
0.0,0,0.0,28587,0
8021.0,4,802.0,27808,199
0.0,0,0.0,27881,0
8788.0,17,879.0,28403,3686
9423.0,7,942.0,27013,612
8491.0,32,849.0,27104,2495
7055.0,0,706.0,28611,69
9404.0,51,940.0,28269,7661
7542.0,3,754.0,27050,308
10272.0,0,1027.0,28444,234
9017.0,5,902.0,28673,597
8168.0,6,817.0,27810,345
0.0,0,0.0,27157,0
12672.0,10,1267.0,28366,653
24153.0,37,2415.0,27509,1675
8755.0,13,875.0,27239,843
7562.0,7,756.0,28544,424
2757.0,0,276.0,27964,18
7257.0,15,726.0,28409,2538
6199.0,19,620.0,27278,1685
4909.0,0,491.0,27979,89
10938.0,19,1094.0,28217,3377
10843.0,5,1084.0,28369,243
0.0,0,0.0,28735,0
9846.0,51,985.0,27330,3892
11322.0,74,1132.0,28043,2431
11107.0,7,1111.0,28638,1395
4996.0,17,500.0,27516,2204
8015.0,3,802.0,27608,930
12749.0,55,1275.0,28328,3436
8522.0,0,852.0,27047,109
10102.0,36,1010.0,27537,2558
9401.0,26,940.0,27401,1901
7582.0,9,758.0,27040,997
8939.0,50,894.0,28078,5907
7542.0,1,754.0,27541,305
3259.0,0,326.0,27966,48
