"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",ZIP Code,Cases
7995.0,6,799.0,27006,1189
10285.0,5,1028.0,27865,206
9196.0,8,920.0,28119,279
8994.0,44,899.0,27021,1617
10740.0,32,1074.0,28621,1117
9156.0,3,916.0,27846,281
8267.0,20,827.0,27962,615
5624.0,2,562.0,28768,444
5010.0,6,501.0,27539,1331
8266.0,5,827.0,27596,1542
5849.0,28,585.0,27712,1290
6102.0,19,610.0,28739,1342
5976.0,31,598.0,28786,1305
,0,,28561,0
8648.0,1,865.0,27009,254
5149.0,1,515.0,28772,100
10557.0,17,1056.0,28023,1567
8023.0,2,802.0,27875,41
11886.0,94,1189.0,28601,5925
8981.0,41,898.0,28262,3923
8340.0,33,834.0,27292,3458
6522.0,4,652.0,27242,174
10629.0,76,1063.0,28054,4271
5760.0,6,576.0,27850,427
9240.0,10,924.0,28073,518
0.0,0,0.0,28629,0
10280.0,3,1028.0,27840,55
8485.0,14,848.0,28574,1502
9654.0,51,965.0,28472,1931
4585.0,2,459.0,28785,381
,0,,27969,0
9303.0,4,930.0,28318,426
8795.0,3,880.0,28523,200
8408.0,42,841.0,27604,4006
7699.0,30,770.0,28173,4915
7407.0,3,741.0,27883,323
6741.0,34,674.0,27612,2643
7602.0,33,760.0,28501,1483
5075.0,0,507.0,27941,34
8948.0,40,895.0,28562,3401
12511.0,44,1251.0,28658,3235
7620.0,55,762.0,27262,1887
8832.0,3,883.0,27544,379
11227.0,0,1123.0,28347,205
4809.0,17,481.0,28801,807
9280.0,9,928.0,28572,592
8167.0,1,817.0,28395,217
5851.0,17,585.0,27403,1245
7804.0,25,780.0,27332,2618
4398.0,13,440.0,27513,2155
9609.0,21,961.0,27932,1215
6522.0,0,652.0,27343,120
9493.0,70,949.0,27886,2050
7060.0,6,706.0,28391,376
4604.0,0,460.0,27411,39
7422.0,3,742.0,28429,634
6978.0,11,698.0,28420,357
8917.0,11,892.0,28518,785
11228.0,24,1123.0,28630,2287
6547.0,43,655.0,28716,1221
9802.0,49,980.0,28146,2978
6688.0,5,669.0,28751,250
9336.0,9,934.0,28128,756
0.0,0,0.0,28672,0
7164.0,9,716.0,28722,491
4805.0,0,481.0,27842,69
8659.0,7,866.0,28439,133
8221.0,0,822.0,28649,85
8889.0,2,889.0,27042,64
10643.0,56,1064.0,28215,6413
0.0,0,0.0,27821,0
6473.0,2,647.0,27806,158
6555.0,6,656.0,27408,1141
7158.0,14,716.0,27409,1285
0.0,0,0.0,28587,0
7658.0,3,766.0,27808,190
0.0,0,0.0,27881,0
7815.0,16,781.0,28403,3278
8807.0,6,881.0,27013,572
8039.0,31,804.0,27104,2362
6851.0,0,685.0,28611,67
8448.0,48,845.0,28269,6882
6856.0,3,686.0,27050,280
10009.0,0,1001.0,28444,228
8337.0,5,834.0,28673,552
7813.0,4,781.0,27810,330
0.0,0,0.0,27157,0
11294.0,10,1129.0,28366,582
23201.0,37,2320.0,27509,1609
8111.0,12,811.0,27239,781
6670.0,7,667.0,28544,374
2603.0,0,260.0,27964,17
6676.0,14,668.0,28409,2335
5842.0,18,584.0,27278,1588
4799.0,0,480.0,27979,87
10196.0,18,1020.0,28217,3148
10040.0,5,1004.0,28369,225
0.0,0,0.0,28735,0
9231.0,48,923.0,27330,3649
10865.0,72,1087.0,28043,2333
10438.0,7,1044.0,28638,1311
4708.0,17,471.0,27516,2077
7386.0,1,739.0,27608,857
12048.0,49,1205.0,28328,3247
8053.0,0,805.0,27047,103
9391.0,36,939.0,27537,2378
8194.0,19,819.0,27401,1657
7186.0,7,719.0,27040,945
8133.0,47,813.0,28078,5374
6998.0,1,700.0,27541,283
3191.0,0,319.0,27966,47
10717.0,11,1072.0,27017,1018
9278.0,57,928.0,27360,4484
11483.0,62,1148.0,28086,3099
11201.0,5,1120.0,28203,2136
8415.0,0,842.0,28622,222
6608.0,2,661.0,27849,98
3830.0,0,383.0,28449,75
6829.0,6,683.0,27601,829
10998.0,26,1100.0,28340,1181
5179.0,13,518.0,28462,741
10387.0,5,1039.0,27020,634
8814.0,6,881.0,28508,263
10543.0,44,1054.0,28213,4780
6986.0,21,699.0,28311,2518
8639.0,8,864.0,28124,606
9985.0,55,998.0,28677,3556
12321.0,14,1232.0,27869,267
7823.0,42,782.0,27405,4108
7883.0,6,788.0,27214,926
3915.0,0,392.0,27927,24
7169.0,1,717.0,28428,512
7864.0,53,786.0,27407,3919
9518.0,6,952.0,28344,363
9014.0,18,901.0,27379,546
4218.0,0,422.0,27974,58
7539.0,6,754.0,27350,566
6146.0,11,615.0,28390,1444
12072.0,22,1207.0,28360,1804
4713.0,4,471.0,27518,1073
6607.0,2,661.0,27814,119
9586.0,3,959.0,28430,197
5974.0,3,597.0,27935,100
6742.0,6,674.0,28326,1509
3928.0,0,393.0,27965,24
8084.0,4,808.0,28305,405
8271.0,2,827.0,28423,189
0.0,0,0.0,28581,0
8443.0,0,844.0,27813,58
6899.0,6,690.0,28773,242
7983.0,12,798.0,28090,679
6065.0,1,607.0,27981,113
8470.0,24,847.0,28031,2630
0.0,0,0.0,28733,0
7215.0,4,721.0,28478,359
9489.0,4,949.0,28080,774
7322.0,26,732.0,27288,1727
8193.0,1,819.0,28729,244
5562.0,25,556.0,27713,3003
9405.0,4,940.0,28726,327
7258.0,0,726.0,27953,72
10167.0,1,1017.0,28392,158
4034.0,2,403.0,28543,267
7932.0,0,793.0,27291,122
8678.0,14,868.0,28657,834
4514.0,6,451.0,28465,374
7993.0,8,799.0,28578,563
10839.0,65,1084.0,28681,2922
10800.0,37,1080.0,28752,3402
9678.0,35,968.0,27704,3810
5968.0,2,597.0,28618,148
,0,,27710,0
10789.0,13,1079.0,28168,1126
4653.0,1,465.0,28774,73
7471.0,5,747.0,27522,1020
9279.0,75,928.0,28625,3606
9281.0,1,928.0,28682,102
9738.0,0,974.0,27007,208
7809.0,22,781.0,27282,1296
7158.0,6,716.0,27855,437
1273.0,0,127.0,27412,24
8473.0,3,847.0,28678,445
10892.0,18,1089.0,27244,1771
8428.0,2,843.0,28399,163
0.0,0,0.0,27872,0
7784.0,6,778.0,27589,647
7461.0,78,746.0,27909,3056
9935.0,29,993.0,27834,5713
9162.0,21,916.0,27616,5063
10049.0,1,1005.0,28125,267
10640.0,87,1064.0,28150,3117
9705.0,7,970.0,27045,930
7126.0,12,713.0,27302,2302
10240.0,6,1024.0,27917,111
8108.0,68,811.0,27534,2580
4384.0,0,438.0,27559,126
7549.0,5,755.0,27248,365
7178.0,6,718.0,27048,639
12003.0,10,1200.0,27807,833
4934.0,3,493.0,28783,94
7698.0,17,770.0,27603,4271
7769.0,66,777.0,28211,2428
8018.0,6,802.0,28356,394
9924.0,15,992.0,28590,2635
7990.0,1,799.0,28351,421
5497.0,21,550.0,28804,1281
8904.0,8,890.0,28479,434
2353.0,0,235.0,28577,14
8392.0,7,839.0,27938,120
7143.0,1,714.0,28323,327
7832.0,10,783.0,28104,2543
3358.0,0,336.0,28708,45
9161.0,3,916.0,27837,596
9445.0,21,944.0,27317,1686
9631.0,4,963.0,28071,308
6581.0,4,658.0,28746,170
9151.0,65,915.0,27215,4108
9212.0,13,921.0,28573,228
8100.0,19,810.0,27801,1746
9484.0,37,948.0,28081,2679
0.0,0,0.0,28350,0
6459.0,1,646.0,27976,230
8530.0,27,853.0,28115,3543
4904.0,0,490.0,28644,77
13179.0,17,1318.0,27229,529
0.0,0,0.0,28101,0
5714.0,3,571.0,28701,276
9619.0,30,962.0,28466,998
0.0,0,0.0,28646,0
11342.0,14,1134.0,28384,1408
8806.0,3,881.0,28163,512
7344.0,1,734.0,27959,180
10085.0,42,1009.0,28152,2630
8416.0,10,842.0,28040,696
5983.0,4,598.0,28643,206
0.0,0,0.0,27556,0
6875.0,32,687.0,27101,1672
10282.0,42,1028.0,27253,3235
7373.0,16,737.0,28467,840
10414.0,8,1041.0,28107,855
9376.0,51,938.0,27573,1084
8255.0,23,826.0,27803,1844
5373.0,1,537.0,28692,242
8927.0,31,893.0,28580,1074
7527.0,37,753.0,28546,3911
8519.0,3,852.0,28167,206
0.0,0,0.0,28039,0
10417.0,1,1042.0,27866,70
9352.0,2,935.0,28098,375
4713.0,1,471.0,28679,100
9516.0,18,952.0,28166,939
7378.0,2,738.0,27283,220
3570.0,1,357.0,28571,112
9989.0,24,999.0,28016,1451
9511.0,22,951.0,27892,1366
,0,,27982,0
5384.0,1,538.0,27937,229
8730.0,20,873.0,28117,4156
10988.0,1,1099.0,28202,1841
9020.0,35,902.0,28170,1127
18383.0,5,1838.0,28637,291
11376.0,6,1138.0,28204,994
,0,,28608,0
8230.0,2,823.0,28515,285
10159.0,34,1016.0,28021,1365
8217.0,0,822.0,28623,141
6653.0,3,665.0,27617,1298
8634.0,0,863.0,27888,242
9258.0,36,926.0,28612,1380
7100.0,3,710.0,28665,212
10834.0,1,1083.0,28032,352
7640.0,29,764.0,28306,3252
8663.0,14,866.0,28075,1661
7602.0,30,760.0,28791,1202
6258.0,26,626.0,28270,2175
4943.0,3,494.0,27551,109
6029.0,4,603.0,28421,123
10555.0,75,1055.0,28602,3295
8051.0,45,805.0,27587,5965
5926.0,18,593.0,28904,565
0.0,0,0.0,28524,0
11124.0,4,1112.0,28033,374
6856.0,3,686.0,27310,587
7546.0,31,755.0,28314,4048
8562.0,59,856.0,28301,1517
9096.0,5,910.0,28675,619
10491.0,94,1049.0,27030,3949
9162.0,9,916.0,27521,655
5545.0,2,555.0,27805,209
10675.0,46,1068.0,27536,1757
4095.0,1,409.0,27939,138
10395.0,33,1040.0,27896,2205
0.0,0,0.0,27340,0
9197.0,14,920.0,28690,867
5095.0,27,510.0,28711,777
4713.0,24,471.0,27514,1548
8439.0,9,844.0,27027,339
8740.0,5,874.0,27851,489
6571.0,23,657.0,28787,1359
8832.0,2,883.0,27525,1372
9738.0,12,974.0,27822,888
9927.0,37,993.0,28659,2086
5286.0,2,529.0,28709,122
10299.0,1,1030.0,28006,117
5390.0,0,539.0,27824,83
7258.0,3,726.0,28357,234
5616.0,3,562.0,27243,262
9914.0,77,991.0,28139,1996
7655.0,51,766.0,28387,1312
12281.0,2,1228.0,28452,63
13569.0,17,1357.0,28777,1410
5726.0,2,573.0,28763,164
6916.0,4,692.0,28742,196
7047.0,5,705.0,27957,100
5996.0,2,600.0,28756,286
4215.0,0,421.0,28553,22
6911.0,1,691.0,28693,117
816.0,0,82.0,28223,24
6687.0,21,669.0,28754,590
9675.0,18,968.0,27858,5628
,0,,28533,0
0.0,0,0.0,27827,0
6795.0,0,680.0,27946,74
7531.0,3,753.0,28594,277
7026.0,3,703.0,28624,133
5556.0,1,556.0,27942,52
7482.0,15,748.0,27701,1982
6815.0,11,681.0,28457,875
6340.0,21,634.0,28451,2485
6772.0,10,677.0,28557,1033
6216.0,0,622.0,28736,46
6932.0,2,693.0,28454,246
8546.0,6,855.0,28135,510
16401.0,0,1640.0,27268,278
9468.0,73,947.0,28025,5238
