At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
10480,22256,22619,22617,22639,15283,15281,15095,7446,7204,7204,7029,2961,7204,15283,61356,55595,Robeson,132,132,132,73,152,1395,899,122048,15960,51374,54436,55678,16669,56532,59968,61430,1395,899,1447,1395,539,965,899,396,98425,20565,130625,ROBESON COUNTY,109195,14213,2221,15897,15629,15896,44086,44065,42944,13909,40924,13210,14736,14735,14514,2097,39023,39961,39977,13467,37265
2120,3344,3377,3376,3377,2462,2461,2438,1591,915,915,906,529,915,2462,6621,6126,Perquimans,,,,,,0,0,12861,2903,5875,6047,6141,3096,6337,6526,6644,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1120,237,1181,1170,1181,5443,5440,5356,2859,5217,1023,1083,1083,1075,220,4972,5043,5046,2683,4852
19207,52478,54070,54067,54095,24248,24245,23637,10048,29726,29726,28745,9121,29728,24255,120941,113219,Johnston,96,96,96,38,112,3441,2249,196283,25363,101804,109574,113288,26369,108314,116772,121056,3409,2236,3509,3233,935,2281,2110,623,156585,28558,209339,JOHNSTON COUNTY,175612,33876,3994,39653,37993,39651,77894,77849,75370,21440,71205,32101,37646,37642,36053,3895,71285,73328,73361,20845,67593
13881,29501,29932,29930,29948,13853,13852,13671,7014,16009,16008,15760,6827,16009,13857,66600,63206,Randolph,70,70,70,40,82,837,560,135556,20078,58969,61933,63301,20457,61917,65126,66694,837,560,894,837,525,633,560,432,111702,26060,143667,RANDOLPH COUNTY,123257,20880,3999,23059,22495,23059,42741,42704,41794,15933,40200,19976,22004,22002,21484,4030,39889,40644,40664,15616,38433
737,1815,1866,1866,1866,1800,1800,1752,714,66,66,63,23,66,1800,3433,3319,Hyde,,,,,,,,4753,1053,3086,3227,3319,1068,3192,3338,3436,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,162,49,175,172,175,3261,3258,3166,1019,3030,151,164,164,160,42,3067,3155,3155,1011,2935
1913,3472,3501,3501,3502,1919,1919,1893,1054,1582,1582,1579,859,1582,1920,6899,6472,Alleghany,,,,,,20,0,10626,2674,6216,6385,6505,2760,6606,6783,6949,20,0,61,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1357,361,1408,1402,1408,5480,5471,5361,2379,5229,1258,1302,1302,1295,345,5090,5170,5177,2329,4958
5216,10691,10842,10842,10854,5706,5706,5636,2826,5113,5113,5032,2377,5114,5708,29608,27103,Duplin,23,23,23,13,32,2149,1592,55126,7889,24884,26473,27161,8190,27056,28853,29686,2115,1580,2210,1903,444,1635,1400,302,44760,11405,58741,DUPLIN COUNTY,49644,7682,1549,8617,8479,8617,18859,18842,18259,6197,17471,7392,8263,8263,8139,1569,16754,17248,17263,6018,16092
1166,2149,2175,2174,2176,1864,1863,1850,1052,311,311,299,114,311,1865,4867,4586,Gates,,,,,,68,49,11027,1790,4376,4524,4617,1875,4629,4797,4939,68,49,131,68,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,520,127,574,567,574,4234,4225,4162,1748,4041,497,539,539,535,129,3940,3998,4000,1661,3830
10635,20474,20845,20845,20874,12384,12384,12141,6361,8368,8368,8240,4261,8368,12385,37562,35618,Haywood,93,93,93,13,121,1434,900,59266,13834,33488,34825,35713,14252,35341,36739,37671,1434,900,1532,1434,639,981,900,509,50968,15572,62317,HAYWOOD COUNTY,54941,8124,2038,8621,8569,8620,27518,27508,26736,11575,25783,7506,7995,7994,7942,1905,25983,26724,26737,11420,25082
7035,13953,14154,14154,14169,7760,7760,7642,3985,6340,6340,6257,3013,6340,7760,29620,27910,Stanly,54,54,54,37,69,672,475,59178,9718,26357,27459,27992,10086,27914,29098,29683,672,475,729,672,333,553,475,284,49282,12123,62806,STANLY COUNTY,54008,6996,1376,7475,7341,7475,21479,21473,21085,8377,20246,6614,7051,7051,6939,1359,20045,20384,20388,8075,19268
