Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
35205,47155,44694,645,40091,14787,Robeson,360,878,11786,1668,40077,12759,10212,130625,645,54063,47129,1826,888,13084,20565,13083,13284,38361,51025,98425,15524,662,109195,11279,35214,33837,878,11279,54038,414
4678,5521,5373,0,5148,2744,Perquimans,0,0,944,187,5147,2557,787,13463,0,6152,5508,204,15,989,3671,989,2746,5032,5976,10957,2950,11,11854,830,4680,4586,0,830,6136,0
67225,97499,90718,1109,72200,23774,Johnston,502,1359,28387,3159,72173,20113,25529,209339,1109,105934,97460,3329,1371,32363,28558,32362,20776,68433,98179,156585,24655,1120,175612,29126,67252,64080,1359,29127,105894,550
38243,56188,53609,549,40517,19145,Randolph,425,743,17687,3312,40486,15408,16071,143667,549,60439,56155,3309,743,19179,26060,19178,15775,39057,57487,111702,19578,564,123257,17363,38260,36989,743,17364,60407,494
2857,2998,2891,,3030,993,Hyde,,,150,38,3030,955,135,4937,,3189,2998,44,,159,1114,159,975,2910,3060,4098,1019,,4410,141,2857,2756,,141,3189,
4701,5864,5704,0,4992,2491,Alleghany,0,0,1185,290,4985,2201,1095,11137,0,6259,5833,300,34,1233,3116,1233,2293,4885,6070,9249,2593,26,9915,1132,4706,4609,0,1132,6218,0
15528,22291,21182,216,17134,7233,Duplin,161,267,6491,1280,17126,5792,5883,58741,216,24649,22274,1299,283,7232,11405,7232,5982,16540,23298,44760,7462,228,49644,6530,15533,15083,267,6530,24625,181
3672,4105,3998,,3998,1676,Gates,,0,433,112,3993,1564,398,11562,,4483,4104,112,12,473,2418,473,1688,3895,4328,9230,1800,,10120,432,3673,3600,0,432,4466,0
24665,32349,31076,848,25634,13092,Haywood,507,1217,6990,1578,25627,11007,6358,62317,848,34319,32296,1707,1257,7428,15572,7428,11206,24758,32965,50968,13505,895,54941,6783,24671,23870,1217,6783,34272,592
18538,24415,23471,358,19806,9156,Stanly,284,460,5958,1137,19803,7735,5215,62806,358,26541,24382,1192,472,6263,12123,6263,8052,19083,25501,49282,9571,389,54008,5486,18540,17898,460,5486,26526,327
31380,146883,137132,36369,37028,21821,Missing,8666,21254,75318,6660,36973,6495,71569,,36390,141149,145846,6138,22369,81752,,81739,7500,33970,130494,,19444,37224,,78076,31581,29194,21206,78078,139966,5806
26711,37023,35191,330,28439,12203,Wilson,221,491,10034,1541,28435,10441,8911,81801,330,40184,36990,1585,495,11250,15337,11248,10727,27532,38057,63224,12572,354,69710,9949,26718,25950,491,9951,40174,260
1648,1777,1703,,1770,635,Tyrrell,,,151,34,1769,601,124,4016,,1927,1776,33,,157,810,157,620,1683,1834,3288,653,,3533,128,1649,1579,,128,1926,
33470,54784,52337,6882,36171,15602,Wayne,1039,10072,14668,2628,36147,11935,12827,123131,7034,62642,54731,2772,10099,16372,20802,16372,12292,35142,59630,94031,16602,7071,103693,14227,33486,32628,9820,14227,62591,1538
8354,10787,10441,122,8888,4238,Montgomery,94,149,2433,419,8888,3725,2150,27173,122,11660,10765,457,183,2589,5743,2589,3821,8678,11260,21266,4383,144,23512,2289,8354,8169,149,2289,11626,105
18836,26941,25844,273,20306,9743,Lenoir,194,405,7943,1419,20302,8130,7031,55949,273,29591,26909,1470,420,8865,11303,8865,8350,19927,28275,43423,10053,301,47933,7800,18840,18540,405,7800,29572,233
11308,15340,14732,157,12137,5623,Scotland,99,203,3949,712,12135,4812,3431,34823,157,16818,15304,796,239,4442,6531,4442,4948,11926,16078,26793,5867,193,29381,3839,11308,11144,203,3839,16780,123
67073,89234,84294,1031,70061,25326,Alamance,654,1353,21714,3652,70047,21020,19581,169509,1031,94831,89213,4029,1378,23392,29035,23391,21532,66292,89359,132145,26288,1039,145046,21109,67086,63682,1353,21109,94791,727
3162,4673,4480,870,3525,1313,Camden,0,792,668,89,3520,1224,594,10867,870,5054,4653,110,827,702,1833,702,1333,3358,4818,8407,1443,890,9354,621,3162,3016,792,621,5014,0
7676,9857,9474,66,8179,2809,Greene,53,84,2110,305,8177,2451,1830,21069,66,10702,9842,327,101,2422,3592,2422,2500,8060,10254,16884,2887,80,18372,2100,7677,7578,84,2100,10683,60
36667,56034,53594,2825,38896,19012,Rowan,1478,3146,17759,2839,38887,14695,15552,142088,2825,60957,55991,3021,3193,18868,25371,18868,15050,37261,58166,110729,19669,2861,122048,16499,36673,35217,3146,16500,60901,1598
7198,8408,8140,70,7735,3924,Northampton,57,107,1134,262,7733,3605,1019,19483,70,9120,8393,290,122,1263,5256,1263,3713,7555,8796,16132,4070,83,17363,1125,7200,7051,107,1125,9103,67
20336,28908,27773,184,22481,10703,Wilkes,160,232,8918,1713,22474,8830,7912,68412,184,32153,28880,1879,258,9414,15162,9414,9124,21684,30834,54628,11183,206,59783,8360,20342,19677,232,8360,32120,180
24868,38125,36358,239,25970,12611,Lincoln,199,361,13062,1807,25964,10605,11674,86111,239,40919,38090,1868,380,14569,15456,14569,10809,25464,38887,67981,12910,269,74647,12983,24873,24445,361,12983,40894,233
26375,34867,33559,202,27484,12970,Caldwell,149,315,8938,1117,27477,11704,7719,82178,202,37434,34845,1201,321,9629,16769,9629,11937,26673,35926,65842,13320,219,71809,8268,26380,25638,315,8268,37421,182
