Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,county1,New Booster Doses - All Programs12Plus,New Booster Doses - All Programs5Plus,New Booster Doses - All Programs65Plus,New Booster Doses - All Programs18Plus,New Booster Doses- All Programs,Bivalent NC Dose - 5 Plus,Bivalent NC Dose - 12 Plus,Bivalent NC Dose - 18 Plus,Bivalent NC Dose - 65 Plus,Bivalent NC Dose,Bivalent LTC Dose,Bivalent LTC Dose  - 5 Plus,Bivalent LTC Dose  - 12 Plus,Bivalent LTC Dose  - 18 Plus,Bivalent LTC Dose  - 65 Plus,At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county-1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
261290,MISSING COUNTY,64258,64632,29386,63027,64655,30360,30258,29736,18017,30383,34272,34272,34000,33291,11369,83303,73589,114641,73565,73112,71077,33771,114637,113737,111168,30343,114641,73589,217275,221879,223232,224154,291691,60416,239321,252334,262875,80992,268687,282123,293987,Missing,35030,35030,35030,19189,35924,188202,186849,182245,64114,38011,47648,,37994,47648,39862,37849,9850,48914,47554,9797,,,,,MISSING COUNTY,188230,84171,7657,95777,90960,95576,158348,158104,153169,63485,146667,85089,97363,97331,92501,8381,112185,116311,116598,42238,106678
44166,WILSON COUNTY,5355,5370,3098,5273,5372,3811,3799,3767,2341,3813,1559,1559,1556,1506,757,11144,15633,8416,15629,15565,15372,7900,8416,8386,8141,3210,8416,15633,23599,24037,24131,24168,46650,13588,40912,43168,44241,13914,43075,45520,46816,Wilson,86,86,86,34,119,24045,23951,23513,11110,609,371,76972,609,371,654,609,316,418,371,237,63224,15337,81801,69710,WILSON COUNTY,24049,12632,2043,14425,13933,14415,31737,31626,30978,11555,29834,11919,13582,13578,13133,2031,29664,30217,30241,11320,28622
1996,TYRRELL COUNTY,213,215,133,212,215,194,194,193,126,194,21,21,19,19,7,509,908,95,908,904,892,469,95,95,94,40,95,908,986,999,1003,1003,2078,700,1870,1957,1997,713,1944,2034,2081,Tyrrell,,,,,,1003,999,986,509,,,3827,,,,,,,,,3288,810,4016,3533,TYRRELL COUNTY,1003,174,40,183,181,183,1898,1895,1853,673,1770,150,155,155,155,39,1802,1841,1842,661,1720
61792,WAYNE COUNTY,4433,4437,2415,4366,4441,1779,1776,1763,1004,1783,2658,2658,2657,2603,1411,14111,14341,15447,14336,14272,14068,6464,15447,15411,15165,7366,15447,14341,30842,31302,31402,31465,66191,16830,57686,60477,61867,17519,61577,64656,66436,Wayne,1619,1619,1609,281,1677,29783,29683,29233,13830,6376,5499,115046,6322,5462,6429,6209,985,5526,5367,753,94031,20802,123131,103693,WAYNE COUNTY,29788,18529,3489,21187,20443,21177,38820,38638,37891,13045,36839,17512,19920,19910,19268,3364,35747,36383,36421,12713,34807
11871,MONTGOMERY COUNTY,1128,1131,640,1099,1131,621,620,592,345,621,510,510,508,507,295,3177,3077,3003,3077,3049,2990,1565,3003,3000,2975,1600,3003,3077,5987,6071,6102,6123,12647,4448,11341,11730,11947,4614,12043,12474,12787,Montgomery,22,22,22,12,43,6080,6049,5965,3165,214,142,25757,214,142,297,214,122,200,142,97,21266,5743,27173,23512,MONTGOMERY COUNTY,6080,2941,599,3139,3097,3139,9351,9294,9163,3893,8888,2762,2947,2947,2906,556,8682,8782,8800,3795,8437
31387,LENOIR COUNTY,3041,3044,1829,3012,3046,1646,1643,1631,1007,1648,1398,1398,1398,1381,822,8898,9452,7654,9452,9433,9354,4925,7653,7634,7509,3910,7654,9452,16970,17174,17212,17226,33478,10920,29589,30883,31431,11209,31442,32864,33541,Lenoir,107,107,107,63,120,17105,17067,16863,8835,476,291,52801,476,291,494,476,268,325,291,206,43423,11303,55949,47933,LENOIR COUNTY,17106,9712,1921,10966,10638,10961,22081,22041,21750,9020,21254,9135,10301,10298,10013,1855,20579,20798,20805,8859,20163
17335,SCOTLAND COUNTY,1401,1411,819,1376,1411,648,639,626,359,648,763,763,762,750,460,4407,5113,3951,5113,5089,5041,2382,3951,3948,3883,2000,3951,5113,8972,9085,9112,9124,18773,5953,16425,17096,17397,6304,17694,18471,18859,Scotland,48,48,48,25,60,9064,9037,8924,4382,252,169,32530,252,169,302,252,144,222,169,104,26793,6531,34823,29381,SCOTLAND COUNTY,9064,4782,1019,5412,5265,5409,13145,13112,12954,5141,12660,4358,4903,4900,4785,915,12142,12266,12272,4934,11898
102223,ALAMANCE COUNTY,13283,13423,6852,12923,13424,5661,5559,5373,3120,5662,7762,7762,7724,7550,3732,23387,26673,31145,26669,26215,25310,11168,31143,31027,30353,12131,31145,26673,55840,57419,57989,58042,107215,27725,93347,98873,102447,28632,97612,103496,107941,Alamance,177,177,177,88,224,57812,57242,55663,23299,2040,1317,159560,2040,1317,2070,2017,913,1377,1304,697,132145,29035,169509,145046,ALAMANCE COUNTY,57818,25806,4840,28820,27730,28795,77051,76380,73726,22879,69789,24494,27336,27332,26352,4550,71204,73574,73734,22478,67549
5832,CAMDEN COUNTY,483,488,287,471,488,235,232,222,142,235,253,253,251,249,145,1065,1475,796,1475,1460,1425,737,796,796,790,328,796,1475,2450,2491,2506,2531,6809,1513,5462,5711,5845,1799,6381,6665,6841,Camden,235,235,235,0,260,2271,2256,2215,1065,2037,1408,10327,2021,1408,2055,1947,211,1419,1352,42,8407,1833,10867,9354,CAMDEN COUNTY,2271,848,144,911,883,908,3875,3864,3761,1444,3586,828,885,884,858,135,3445,3540,3541,1336,3282
14146,GREENE COUNTY,1384,1389,657,1360,1389,1072,1068,1050,505,1072,317,317,316,310,152,2640,4275,1762,4275,4242,4202,1651,1762,1760,1710,690,1762,4275,6735,6875,6924,6978,15480,3667,13084,13803,14189,4002,14284,15085,15561,Greene,887,873,823,299,941,6037,6002,5912,2341,3338,2592,20022,3175,2457,3390,2872,887,2630,2216,608,16884,3592,21069,18372,GREENE COUNTY,6037,2649,443,3029,2962,3028,9142,9114,8948,2672,8763,2491,2859,2858,2802,426,8544,8696,8700,2633,8377
62562,ROWAN COUNTY,6160,6176,3547,6089,6176,1282,1273,1256,788,1282,4894,4894,4887,4833,2759,15042,12591,18533,12585,12542,12303,6404,18533,18492,18248,8327,18533,12591,31114,31597,31681,31707,67393,19356,58721,61390,62686,20242,63163,66028,67576,Rowan,563,563,563,311,583,31118,31034,30551,14731,4171,3262,133830,4171,3262,4240,4171,1743,3342,3262,1509,110729,25371,142088,122048,ROWAN COUNTY,31124,21346,3855,23070,22531,23058,40266,40164,39326,14644,37646,19954,21517,21514,21047,3751,37081,37786,37827,14096,35505
8644,NORTHAMPTON COUNTY,1157,1164,815,1151,1164,987,980,975,726,987,177,177,177,176,89,2758,3857,810,3857,3848,3823,2415,810,810,798,343,810,3857,4621,4658,4667,4667,9315,3806,8214,8506,8673,3973,8804,9141,9354,Northampton,,,,,,4667,4658,4621,2758,168,72,18570,168,72,194,168,102,98,72,59,16132,5256,19483,17363,NORTHAMPTON COUNTY,4667,1425,356,1564,1544,1563,7596,7584,7429,3515,7211,1349,1470,1470,1456,326,6978,7102,7105,3421,6793
32323,WILKES COUNTY,3766,3778,2287,3709,3779,1570,1560,1531,961,1571,2208,2208,2206,2178,1326,8034,7014,9167,7012,6966,6841,3370,9167,9163,9013,4648,9167,7014,15870,16145,16195,16224,34703,11145,30560,31838,32395,11644,32789,34155,34826,Wilkes,16,16,16,16,43,16179,16129,15854,8018,316,215,64946,316,215,387,316,224,267,215,168,54628,15162,68412,59783,WILKES COUNTY,16181,10433,2305,11071,10982,11067,23368,23320,22857,9115,22040,9871,10473,10471,10392,2194,21231,21637,21655,8783,20474
42743,LINCOLN COUNTY,5493,5519,3094,5407,5521,1455,1439,1416,871,1457,4064,4064,4054,3991,2223,11569,8189,16755,8188,8124,8007,4019,16755,16678,16315,7529,16755,8189,24373,24853,24994,25015,44819,13518,39834,41739,42786,13806,41706,43737,44957,Lincoln,51,51,51,21,71,24943,24802,24322,11548,394,246,81663,394,246,416,394,252,279,246,203,67981,15456,86111,74647,LINCOLN COUNTY,24944,15657,2606,17663,17100,17641,26878,26784,26243,10948,25655,14748,16646,16645,16118,2570,25375,25852,25861,10745,24840
39461,CALDWELL COUNTY,4507,4521,2801,4451,4521,2066,2058,2028,1370,2066,2455,2455,2449,2423,1431,11600,12059,9893,12059,12014,11864,7128,9893,9864,9706,4472,9893,12059,21570,21878,21952,21969,41540,14170,37494,38931,39496,14444,39359,40925,41629,Caldwell,0,0,0,0,17,21952,21878,21570,11600,338,204,78015,338,204,347,338,195,224,204,151,65842,16769,82178,71809,CALDWELL COUNTY,21952,11069,1659,12002,11772,11993,29280,29209,28815,12590,27952,10151,10949,10947,10769,1607,27958,28310,28323,12412,27139
8491,POLK COUNTY,1087,1093,644,1070,1093,680,674,663,433,680,413,413,413,407,211,1976,2414,1422,2414,2400,2356,1285,1422,1418,1382,691,1422,2414,3738,3818,3836,3836,9003,3935,8051,8366,8530,4130,8526,8859,9068,Polk,,,,,,3836,3818,3738,1976,172,100,19940,172,100,213,172,136,131,100,88,17478,6644,20724,18752,POLK COUNTY,3836,1729,793,1882,1834,1879,6973,6952,6853,3201,6625,1652,1802,1802,1758,771,6508,6589,6597,3076,6299
36449,SURRY COUNTY,4700,4724,2827,4622,4726,2403,2381,2328,1449,2405,2321,2321,2319,2294,1378,9691,9968,9725,9966,9889,9673,4945,9723,9720,9619,4700,9725,9968,19351,19668,19748,19767,38438,12618,34308,35839,36520,13013,36064,37712,38613,Surry,59,59,59,46,74,19689,19609,19292,9645,351,238,67979,351,238,404,351,256,266,238,193,56811,14964,71783,62223,SURRY COUNTY,19693,11518,2492,12182,12077,12180,26027,25907,25284,10265,24195,10833,11443,11440,11370,2384,24231,24771,24811,10041,23237
21188,MACON COUNTY,3027,3040,2144,3007,3040,2273,2263,2244,1652,2273,767,767,764,763,492,6975,8227,3407,8221,8194,8096,4942,3407,3407,3389,2033,3407,8227,11485,11601,11628,11659,22173,9348,20259,20904,21257,9550,21146,21861,22275,Macon,0,0,0,0,25,11628,11601,11485,6975,478,356,34121,478,356,538,478,267,415,356,239,29260,10350,35858,31614,MACON COUNTY,11634,3071,928,3215,3179,3214,18522,18481,18204,8355,17597,2875,3007,3006,2986,912,17562,17826,17835,8197,17028
5245,CLAY COUNTY,1047,1047,755,1037,1047,893,893,883,651,893,154,154,154,154,104,2134,2652,618,2652,2644,2616,1759,618,617,616,375,618,2652,3232,3261,3270,3280,5529,2686,5075,5191,5335,2770,5335,5462,5660,Clay,0,0,0,0,10,3270,3261,3232,2134,127,77,10740,127,77,252,127,54,166,77,23,9352,3581,11231,10050,CLAY COUNTY,3270,1048,361,1054,1052,1053,4354,4349,4283,2355,4160,995,1001,1000,999,350,4115,4168,4168,2313,4003
18842,YADKIN COUNTY,2451,2463,1545,2419,2463,1108,1098,1077,748,1108,1355,1355,1353,1342,797,5100,4444,5468,4443,4419,4352,2436,5468,5463,5386,2652,5468,4444,9750,9894,9923,9935,19747,6663,17798,18538,18881,6797,18609,19421,19823,Yadkin,12,12,12,12,23,9911,9882,9738,5088,169,110,35700,169,110,193,169,118,132,110,93,29851,7711,37667,32660,YADKIN COUNTY,9912,5206,943,5655,5581,5653,13975,13925,13671,5736,13234,4950,5375,5374,5299,962,13129,13358,13374,5608,12738
121591,OUT OF STATE,26622,27002,12924,25688,27012,25473,25108,24188,11968,25483,1529,1529,1514,1500,956,27473,61213,5458,61205,59546,57547,24568,5457,5419,5350,2905,5458,61213,62897,64965,66662,66671,131842,45181,113368,117175,121770,47901,122375,126605,134799,Out of State,,,,,,66662,64965,62897,27473,,,,,,,,,,,,,,,,OUT OF STATE,66671,800,164,894,845,888,133905,130954,125760,47737,121575,1008,1151,1151,1081,236,116094,120440,120619,44945,112360
120750,ONSLOW COUNTY,7552,7588,4072,7421,7590,2345,2325,2288,1344,2347,5243,5243,5227,5133,2728,15831,10367,23682,10363,10240,9980,4795,23682,23607,23140,9888,23682,10367,42943,43917,44115,44147,133094,19874,112960,118341,120890,21027,124041,130131,133462,Onslow,10070,10070,9823,1148,10098,34045,33847,33120,14683,60691,52644,180787,59967,52180,60793,57992,2902,52696,50594,2180,149343,19026,197938,162055,ONSLOW COUNTY,34049,27879,3476,31802,30586,31760,40867,40643,39578,14649,38170,25960,29545,29543,28523,3307,37638,38563,38649,14387,36406
22016,RICHMOND COUNTY,1847,1854,1119,1818,1856,1205,1198,1173,765,1207,649,649,649,645,354,5156,6913,3730,6912,6858,6735,3413,3730,3729,3658,1723,3730,6913,10436,10630,10685,10725,23828,7330,20750,21663,22118,7562,22368,23398,23949,Richmond,43,43,43,20,82,10642,10587,10393,5136,469,338,42075,469,338,525,469,198,415,338,153,34516,8183,44829,38043,RICHMOND COUNTY,10643,5149,798,5674,5592,5674,17750,17685,17337,6566,16750,4740,5227,5227,5154,745,16171,16451,16476,6432,15672
174646,BUNCOMBE COUNTY,41750,42326,20837,40542,42343,26699,26238,25393,14153,26715,15628,15627,15512,15149,6684,44021,64987,49422,64953,63804,61717,25749,49422,49094,47780,18163,49422,64987,109738,113139,114616,114739,183153,49949,159979,168518,175338,51601,167476,176519,185085,Buncombe,241,241,241,109,330,114375,112898,109497,43912,7285,4450,248550,7267,4450,7326,7206,2831,4499,4408,2108,213777,53494,261191,230148,BUNCOMBE COUNTY,114409,40920,8604,45573,44060,45455,132186,130413,125192,40166,119350,40422,45072,45026,43573,8839,120495,125170,125767,39002,115149
132792,UNION COUNTY,15440,15683,6232,14714,15685,2183,2157,2096,965,2185,13500,13500,13283,12618,5267,23788,22622,53468,22613,22391,21442,7248,53467,52896,50260,16438,53468,22622,71876,75461,76254,76317,138347,27311,116302,127345,132987,27897,120996,132485,138892,Union,174,174,174,102,227,76080,75287,71702,23686,1387,742,226508,1387,742,1428,1342,655,820,724,432,176616,31234,239859,202043,UNION COUNTY,76090,44555,5129,55313,51739,55126,82151,81834,79359,22113,75099,43102,53555,53524,50190,5202,76413,78526,78612,21677,72476
121600,CABARRUS COUNTY,13239,13371,5529,12665,13372,2707,2669,2578,1409,2708,10664,10664,10570,10087,4120,21779,24841,43409,24838,24442,23483,8744,43407,42990,41194,12837,43409,24841,65266,68033,68846,68874,128829,25426,106693,115888,121728,26388,112828,122516,129413,Cabarrus,601,601,589,198,624,68245,67432,64677,21581,4159,2699,202607,4132,2699,4183,4020,1298,2725,2624,984,161462,29064,216453,181104,CABARRUS COUNTY,68250,41302,5049,49586,46640,49430,75644,75240,71744,20041,67506,40001,48006,48000,45313,5019,67876,70901,70997,19423,64068
5971,WASHINGTON COUNTY,853,854,597,844,854,538,537,536,402,538,316,316,316,308,195,2108,2162,1319,2161,2154,2134,1376,1319,1319,1312,732,1319,2162,3446,3473,3480,3496,6554,2533,5627,5874,5985,2768,6177,6435,6575,Washington,0,0,0,0,15,3480,3473,3446,2108,64,40,10985,64,40,66,64,40,41,40,27,9274,2932,11580,10083,WASHINGTON COUNTY,3481,1792,523,1855,1851,1854,4654,4636,4520,2205,4321,1601,1668,1667,1662,452,4172,4264,4276,2054,3986
58980,HARNETT COUNTY,5707,5744,2839,5560,5746,2747,2714,2637,1542,2749,2997,2997,2993,2923,1297,11112,12453,14995,12451,12307,11985,5683,14994,14917,14530,5253,14995,12453,27618,28403,28624,28650,64268,13993,53036,57018,59088,14711,57412,61925,64621,Harnett,1179,1179,1103,176,1202,27445,27224,26515,10936,7344,5339,126086,6977,5136,7429,6102,981,5391,4436,664,100990,17458,135976,112079,HARNETT COUNTY,27448,18436,2226,21312,20369,21261,35880,35663,34579,11504,32874,17474,20069,20060,19230,2163,32652,33581,33628,11166,31126
