Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
29061,36698,35473,146,34011,13684,Robeson,66,192,8584,1375,34000,12243,6901,130625,146,43636,36662,1532,224,9401,20565,9391,12816,32860,41636,98425,14427,173,109195,7455,29070,28426,192,7455,43583,79
4264,4862,4794,,4758,2618,Perquimans,,,692,148,4757,2470,572,13463,,5480,4860,174,,722,3671,722,2677,4673,5365,10957,2851,,11854,596,4266,4222,,596,5479,
61682,83927,79195,,67257,22386,Johnston,,,23028,2752,67228,19634,19732,209339,,93367,83898,3010,,26110,28558,26045,20257,64060,87088,156585,23267,,175612,22216,61710,59463,,22217,93273,
35204,48093,46520,,37636,17776,Randolph,,,14083,2818,37607,14958,12121,143667,,52782,48074,2906,,15146,26060,15131,15346,36439,50522,111702,18252,,123257,12870,35223,34399,,12870,52738,
2682,2799,2713,,2905,966,Hyde,,,133,35,2905,931,113,4937,,3043,2799,43,,138,1114,138,954,2804,2937,4098,997,,4410,117,2682,2600,,117,3043,
4359,5339,5256,,4656,2422,Alleghany,,,1039,270,4652,2152,946,11137,,5735,5336,281,,1079,3116,1078,2249,4580,5619,9249,2530,,9915,977,4362,4310,,977,5730,
13900,18552,17958,,15313,6680,Duplin,,,5159,1079,15304,5601,4300,58741,,20999,18549,1156,,5686,11405,5682,5804,14917,20076,44760,6960,,49644,4649,13903,13658,,4649,20986,
3356,3693,3630,,3743,1598,Gates,,,350,98,3739,1500,308,11562,,4127,3692,103,,384,2418,384,1642,3677,4027,9230,1745,,10120,336,3357,3322,,336,4123,
22978,28748,27870,,24443,12193,Haywood,,,6222,1454,24436,10739,5455,62317,,31052,28744,1616,,6609,15572,6606,10973,23674,29896,50968,12589,,54941,5766,22982,22415,,5766,31042,
16927,20969,20392,,18181,8467,Stanly,,,4673,984,18178,7483,3896,62806,,23064,20967,1071,,4883,12123,4879,7807,17621,22294,49282,8878,,54008,4040,16929,16496,,4040,23057,
