Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,county1,New Booster Doses - All Programs12Plus,New Booster Doses - All Programs5Plus,New Booster Doses - All Programs65Plus,New Booster Doses - All Programs18Plus,New Booster Doses- All Programs,Bivalent NC Dose - 5 Plus,Bivalent NC Dose - 12 Plus,Bivalent NC Dose - 18 Plus,Bivalent NC Dose - 65 Plus,Bivalent NC Dose,Bivalent LTC Dose,Bivalent LTC Dose  - 5 Plus,Bivalent LTC Dose  - 12 Plus,Bivalent LTC Dose  - 18 Plus,Bivalent LTC Dose  - 65 Plus,At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county-1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
263254,MISSING COUNTY,83106,83867,36993,81448,83906,40235,39995,39322,23601,40270,43636,43632,43111,42126,13392,84390,74543,114051,74517,74081,72108,34726,114047,113178,110682,30475,114051,74543,217827,222296,223601,224522,293116,62050,241583,254537,264992,82414,270457,283797,295425,Missing,35037,35037,35037,19189,35928,188564,187259,182790,65201,38034,47669,,38017,47669,39846,37869,9850,48950,47572,9797,,,,,MISSING COUNTY,188594,84251,7775,95769,91019,95524,159810,159558,154761,64789,148337,85152,97413,97258,92564,8502,114304,118327,118629,43751,108859
44226,WILSON COUNTY,7119,7148,4038,7003,7149,5114,5090,5041,3084,5115,2034,2034,2029,1962,954,11206,15617,8415,15613,15550,15358,7937,8415,8385,8154,3235,8415,15617,23598,24021,24114,24151,46731,13676,41018,43237,44335,14011,43205,45615,46897,Wilson,86,86,86,34,119,24028,23935,23512,11172,609,371,76972,609,371,654,609,316,418,371,237,63224,15337,81801,69710,WILSON COUNTY,24032,12704,2071,14459,13981,14450,31784,31672,31025,11624,29892,11971,13598,13594,13159,2055,29707,30261,30319,11384,28676
1997,TYRRELL COUNTY,305,307,182,304,307,280,280,279,172,280,27,27,25,25,10,511,908,95,908,904,892,470,95,95,94,41,95,908,986,999,1003,1003,2079,705,1872,1958,1998,718,1946,2035,2082,Tyrrell,,,,,,1003,999,986,511,,,3827,,,,,,,,,3288,810,4016,3533,TYRRELL COUNTY,1003,174,40,183,181,183,1899,1896,1854,678,1772,150,155,155,155,39,1803,1842,1843,666,1722
61845,WAYNE COUNTY,5752,5758,3096,5659,5763,2458,2453,2431,1386,2463,3300,3300,3299,3228,1710,14208,14334,15448,14329,14267,14068,6499,15448,15413,15171,7426,15448,14334,30853,31304,31401,31464,66228,16973,57793,60563,61931,17660,61666,64729,66479,Wayne,1624,1624,1614,283,1682,29777,29680,29239,13925,6384,5505,115046,6330,5468,6438,6217,988,5532,5372,755,94031,20802,123131,103693,WAYNE COUNTY,29782,18596,3537,21230,20509,21219,38811,38625,37890,13135,36853,17598,19978,19968,19345,3415,35750,36372,36421,12803,34823
11856,MONTGOMERY COUNTY,1448,1469,802,1412,1469,896,878,843,462,896,573,573,570,569,340,3190,3061,3001,3061,3035,2978,1565,3001,2998,2976,1613,3001,3061,5976,6055,6084,6105,12635,4452,11325,11706,11943,4615,12029,12452,12779,Montgomery,22,22,22,12,43,6062,6033,5954,3178,214,142,25757,214,142,297,214,122,201,142,97,21266,5743,27173,23512,MONTGOMERY COUNTY,6062,2943,602,3139,3097,3139,9343,9282,9141,3891,8872,2763,2946,2946,2905,561,8659,8768,8796,3794,8420
31443,LENOIR COUNTY,4071,4074,2384,4023,4076,2253,2250,2228,1341,2255,1821,1821,1821,1795,1043,8959,9448,7661,9448,9430,9350,4952,7660,7641,7524,3944,7661,9448,16981,17178,17215,17229,33527,10990,29674,30946,31494,11288,31521,32924,33588,Lenoir,107,107,107,63,120,17108,17071,16874,8896,476,292,52801,476,292,494,476,268,326,292,206,43423,11303,55949,47933,LENOIR COUNTY,17109,9758,1945,10989,10671,10985,22105,22066,21777,9075,21287,9175,10320,10317,10038,1877,20616,20834,20848,8907,20207
17375,SCOTLAND COUNTY,1821,1838,1029,1785,1838,888,873,855,461,888,950,950,948,930,568,4435,5115,3952,5115,5091,5043,2396,3952,3949,3887,2014,3952,5115,8978,9088,9115,9127,18825,6001,16480,17140,17440,6359,17764,18526,18919,Scotland,48,48,48,25,60,9067,9040,8930,4410,253,169,32530,253,169,304,253,144,222,169,104,26793,6531,34823,29381,SCOTLAND COUNTY,9067,4818,1038,5432,5292,5428,13183,13144,12981,5177,12693,4386,4917,4913,4806,932,12165,12293,12301,4965,11925
102448,ALAMANCE COUNTY,17452,17785,8493,16840,17794,7911,7645,7288,4019,7920,9874,9874,9807,9552,4474,23524,26645,31160,26640,26200,25305,11217,31158,31044,30394,12219,31160,26645,55876,57421,57975,58029,107407,27959,93631,99107,102868,28868,97867,103712,108192,Alamance,177,177,177,88,224,57798,57244,55699,23436,2042,1319,159560,2042,1319,2072,2019,913,1379,1306,697,132145,29035,169509,145046,ALAMANCE COUNTY,57805,25897,4888,28871,27809,28847,77249,76518,73861,23067,69951,24603,27408,27399,26444,4600,71344,73730,74081,22662,67722
5833,CAMDEN COUNTY,675,682,397,658,682,354,349,337,211,354,328,328,326,321,186,1075,1473,796,1473,1459,1422,742,796,796,790,333,796,1473,2448,2491,2505,2530,6808,1530,5466,5717,5847,1815,6386,6669,6840,Camden,236,236,236,0,261,2269,2255,2212,1075,2040,1410,10327,2023,1410,2058,1949,211,1421,1354,42,8407,1833,10867,9354,CAMDEN COUNTY,2269,851,146,913,885,910,3869,3858,3761,1458,3586,830,887,886,860,137,3447,3537,3539,1351,3282
14177,GREENE COUNTY,1725,1735,796,1691,1735,1337,1328,1306,606,1337,398,398,397,385,190,2661,4260,1764,4260,4227,4187,1666,1764,1762,1714,696,1764,4260,6727,6865,6914,6968,15509,3689,13121,13841,14228,4026,14323,15118,15601,Greene,890,876,826,299,944,6024,5989,5901,2362,3341,2596,20022,3178,2460,3403,2875,889,2637,2219,610,16884,3592,21069,18372,GREENE COUNTY,6024,2665,446,3034,2966,3033,9164,9135,8974,2691,8783,2504,2863,2862,2807,428,8574,8719,8728,2651,8398
62546,ROWAN COUNTY,8025,8058,4540,7918,8058,1742,1725,1697,1054,1742,6316,6316,6300,6221,3486,15063,12496,18531,12490,12448,12219,6372,18531,18492,18254,8380,18531,12496,31036,31503,31584,31610,67398,19438,58765,61398,62687,20346,63233,66061,67584,Rowan,563,563,563,311,583,31021,30940,30473,14752,4172,3262,133830,4172,3262,4241,4172,1743,3342,3262,1509,110729,25371,142088,122048,ROWAN COUNTY,31027,21410,3895,23115,22588,23102,40228,40124,39301,14708,37651,20023,21571,21564,21110,3791,37026,37720,37774,14138,35480
8632,NORTHAMPTON COUNTY,1561,1572,1090,1552,1572,1342,1331,1323,975,1342,230,230,230,229,115,2768,3848,810,3848,3839,3814,2422,810,810,799,346,810,3848,4613,4649,4658,4658,9306,3822,8210,8494,8669,3992,8807,9133,9347,Northampton,,,,,,4658,4649,4613,2768,168,72,18570,168,72,194,168,102,98,72,59,16132,5256,19483,17363,NORTHAMPTON COUNTY,4658,1433,358,1567,1547,1566,7586,7572,7418,3532,7206,1353,1469,1469,1456,327,6966,7091,7102,3436,6785
32327,WILKES COUNTY,4762,4787,2846,4690,4788,2028,2007,1972,1236,2029,2759,2759,2755,2718,1610,8072,6994,9169,6992,6948,6827,3376,9169,9165,9019,4680,9169,6994,15862,16129,16177,16206,34725,11222,30604,31852,32414,11724,32852,34188,34854,Wilkes,16,16,16,16,43,16161,16113,15846,8056,316,215,64946,316,215,387,316,224,267,215,168,54628,15162,68412,59783,WILKES COUNTY,16163,10456,2336,11086,10997,11081,23381,23328,22875,9164,22080,9887,10480,10478,10400,2227,21237,21634,21667,8827,20502
42607,LINCOLN COUNTY,6886,6932,3824,6752,6936,2002,1966,1929,1182,2006,4930,4930,4920,4823,2642,11582,8085,16764,8084,8021,7909,3987,16764,16690,16337,7574,16764,8085,24297,24762,24899,24920,44674,13517,39737,41639,42681,13813,41605,43626,44820,Lincoln,51,51,51,21,71,24848,24711,24246,11561,394,246,81663,394,246,416,394,252,279,246,203,67981,15456,86111,74647,LINCOLN COUNTY,24849,15699,2630,17679,17136,17658,26725,26622,26096,10931,25512,14792,16674,16669,16166,2591,25227,25692,25728,10723,24699
39533,CALDWELL COUNTY,5726,5752,3502,5640,5753,2761,2743,2688,1781,2762,2991,2991,2983,2952,1721,11657,12047,9899,12047,12002,11850,7154,9899,9871,9715,4503,9899,12047,21565,21873,21946,21963,41605,14284,37595,39011,39593,14564,39461,41006,41703,Caldwell,0,0,0,0,17,21946,21873,21565,11657,341,204,78015,341,204,350,341,196,224,204,151,65842,16769,82178,71809,CALDWELL COUNTY,21946,11114,1691,12026,11804,12017,29327,29247,28861,12677,28006,10185,10968,10963,10792,1632,28015,28366,28401,12501,27206
8502,POLK COUNTY,1324,1334,773,1302,1334,816,806,791,512,816,518,518,518,511,261,1994,2422,1425,2422,2408,2366,1298,1425,1421,1386,696,1425,2422,3752,3829,3847,3847,9027,3958,8070,8383,8544,4159,8557,8885,9091,Polk,,,,,,3847,3829,3752,1994,172,100,19940,172,100,213,172,136,131,100,88,17478,6644,20724,18752,POLK COUNTY,3847,1730,795,1881,1836,1879,6997,6976,6877,3228,6655,1653,1802,1802,1762,774,6521,6600,6611,3096,6317
36504,SURRY COUNTY,6200,6250,3646,6085,6252,3280,3232,3148,1913,3282,2970,2970,2968,2937,1733,9785,10070,9723,10068,9991,9777,5015,9721,9718,9621,4724,9723,10070,19457,19768,19848,19867,38474,12667,34372,35896,36584,13064,36107,37749,38669,Surry,59,59,59,46,74,19789,19709,19398,9739,351,238,67979,351,238,404,351,256,266,238,193,56811,14964,71783,62223,SURRY COUNTY,19793,11533,2523,12190,12090,12188,26075,25935,25308,10285,24223,10850,11453,11450,11381,2412,24277,24816,24865,10062,23284
21195,MACON COUNTY,3752,3771,2598,3716,3771,2855,2838,2809,2026,2855,916,916,914,907,572,6995,8204,3406,8198,8170,8074,4952,3406,3406,3388,2043,3406,8204,11462,11576,11604,11635,22177,9396,20276,20915,21271,9594,21163,21865,22278,Macon,0,0,0,0,25,11604,11576,11462,6995,479,356,34121,479,356,539,479,268,415,356,239,29260,10350,35858,31614,MACON COUNTY,11610,3081,940,3220,3185,3219,18519,18479,18201,8386,17603,2878,3007,3005,2986,921,17573,17834,17849,8236,17042
5249,CLAY COUNTY,1329,1332,971,1318,1332,1148,1145,1134,851,1148,184,184,184,184,120,2146,2653,618,2653,2645,2618,1768,618,617,616,378,618,2653,3234,3262,3271,3281,5534,2706,5080,5194,5340,2792,5342,5466,5665,Clay,0,0,0,0,10,3271,3262,3234,2146,127,77,10740,127,77,252,127,54,166,77,23,9352,3581,11231,10050,CLAY COUNTY,3271,1048,369,1053,1051,1052,4360,4355,4288,2369,4167,996,1001,1000,999,358,4118,4172,4173,2325,4007
18849,YADKIN COUNTY,3140,3156,1918,3087,3156,1435,1421,1386,945,1435,1721,1721,1719,1701,973,5126,4426,5468,4425,4401,4335,2447,5468,5463,5388,2667,5468,4426,9735,9876,9905,9917,19746,6707,17817,18547,18894,6840,18620,19422,19826,Yadkin,12,12,12,12,23,9893,9864,9723,5114,169,110,35700,169,110,193,169,118,132,110,93,29851,7711,37667,32660,YADKIN COUNTY,9894,5218,951,5661,5589,5659,13972,13918,13664,5771,13233,4965,5383,5382,5310,970,13127,13357,13379,5644,12742
126244,OUT OF STATE,36980,38075,17012,35458,38142,36193,35122,33620,15898,36260,1882,1882,1858,1838,1114,28438,63217,5657,63208,61494,59469,25465,5656,5611,5517,2973,5657,63217,64986,67105,68864,68874,136528,46893,117255,121313,127559,49666,126313,130786,139913,Out of State,,,,,,68864,67105,64986,28438,,,,,,,,,,,,,,,,OUT OF STATE,68874,835,170,947,885,940,138966,135588,129901,49496,125478,1047,1222,1216,1130,244,120183,125028,126337,46649,116208
120928,ONSLOW COUNTY,9709,9793,5028,9499,9798,3031,2985,2933,1708,3036,6762,6762,6724,6566,3320,15954,10374,23684,10369,10238,9984,4826,23684,23609,23156,9980,23684,10374,43019,43974,44180,44215,133261,20068,113175,118542,121112,21227,124262,130328,133638,Onslow,10127,10127,9879,1148,10157,34053,33847,33140,14806,60736,52693,180787,60005,52224,60832,58029,2903,52748,50638,2181,149343,19026,197938,162055,ONSLOW COUNTY,34058,27980,3545,31878,30688,31836,40928,40689,39635,14779,38253,26053,29616,29614,28618,3367,37700,38621,38748,14520,36484
22056,RICHMOND COUNTY,2521,2536,1497,2468,2539,1693,1678,1631,1057,1696,843,843,843,837,440,5195,6905,3729,6904,6853,6733,3434,3729,3728,3659,1741,3729,6905,10435,10624,10676,10716,23859,7394,20801,21708,22163,7630,22419,23441,23984,Richmond,43,43,43,20,82,10633,10581,10392,5175,469,338,42075,469,338,525,469,198,415,338,153,34516,8183,44829,38043,RICHMOND COUNTY,10634,5176,813,5691,5614,5691,17768,17699,17358,6619,16774,4757,5235,5235,5164,759,16206,16483,16513,6482,15706
174929,BUNCOMBE COUNTY,51797,52831,24687,50176,52891,33899,33027,31896,16901,33953,18938,18932,18770,18280,7786,44314,64883,49446,64848,63725,61671,25901,49446,49126,47841,18304,49446,64883,109753,113092,114535,114659,183406,50337,160369,168843,176154,52024,167848,176840,185454,Buncombe,241,241,241,109,330,114294,112851,109512,44205,7288,4453,248550,7269,4453,7329,7208,2831,4502,4411,2108,213777,53494,261191,230148,BUNCOMBE COUNTY,114329,40982,8690,45587,44106,45472,132538,130646,125465,40503,119658,40485,45122,45046,43614,8921,120776,125430,126530,39308,115473
132666,UNION COUNTY,20107,20582,7681,19047,20585,3193,3134,3030,1358,3195,17390,17389,16973,16017,6323,23938,22503,53494,22494,22279,21360,7240,53493,52937,50364,16595,53494,22503,71899,75391,76162,76225,138197,27438,116421,127354,133002,28027,121098,132472,138740,Union,175,175,175,103,228,75987,75216,71724,23835,1390,745,226508,1390,745,1431,1345,655,823,727,432,176616,31234,239859,202043,UNION COUNTY,75997,44760,5238,55425,51923,55237,81884,81570,79159,22134,74993,43309,53735,53635,50382,5307,76227,78286,78444,21699,72385
121296,CABARRUS COUNTY,17401,17665,6963,16595,17671,3827,3730,3576,1922,3832,13839,13838,13671,13019,5041,21806,24610,43376,24607,24214,23282,8703,43374,42973,41222,12905,43376,24610,65095,67790,68584,68612,128589,25422,106625,115693,121557,26437,112829,122393,129185,Cabarrus,603,603,591,198,626,67981,67187,64504,21608,4161,2702,202607,4134,2702,4185,4022,1298,2728,2627,985,161462,29064,216453,181104,CABARRUS COUNTY,67986,41458,5115,49663,46752,49502,75337,74926,71507,20024,67349,40133,48107,48057,45402,5078,67589,70537,70722,19359,63865
5975,WASHINGTON COUNTY,1162,1164,812,1150,1164,771,769,768,565,771,393,393,393,382,247,2123,2164,1320,2163,2154,2135,1385,1320,1320,1313,738,1320,2164,3448,3474,3483,3499,6561,2555,5638,5879,5990,2789,6189,6442,6584,Washington,0,0,0,0,15,3483,3474,3448,2123,64,40,10985,64,40,67,64,40,42,40,27,9274,2932,11580,10083,WASHINGTON COUNTY,3484,1793,532,1855,1851,1854,4662,4643,4527,2217,4332,1603,1669,1668,1663,460,4176,4267,4279,2068,3995
59046,HARNETT COUNTY,7226,7317,3476,7002,7322,3481,3398,3274,1884,3485,3837,3836,3828,3728,1592,11163,12439,14992,12437,12299,11976,5705,14991,14916,14536,5282,14992,12439,27621,28400,28613,28649,64339,14055,53125,57094,59216,14782,57502,62012,64725,Harnett,1185,1185,1109,176,1218,27428,27215,26512,10987,7354,5352,126086,6979,5143,7439,6104,981,5406,4441,665,100990,17458,135976,112079,HARNETT COUNTY,27431,18515,2248,21365,20435,21317,35921,35668,34598,11553,32883,17546,20126,20103,19288,2183,32663,33591,33684,11207,31138
