At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9458,19788,20042,20041,20052,13768,13767,13626,6920,6168,6168,6056,2480,6168,13768,60711,54549,Robeson,106,106,106,58,116,1362,889,122048,15777,50612,53610,54631,16497,56050,59437,60791,1362,889,1421,1362,518,954,889,392,98425,20565,130625,ROBESON COUNTY,109195,13959,2181,15592,15355,15592,43778,43757,42720,13798,40729,12827,14257,14256,14100,2042,38621,39404,39420,13343,36896
1977,3120,3143,3142,3143,2393,2392,2375,1561,750,750,745,416,750,2393,6579,6051,Perquimans,,,,,,0,0,12861,2881,5825,5990,6066,3072,6303,6490,6602,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1095,234,1151,1143,1151,5431,5428,5347,2838,5208,989,1045,1045,1039,215,4951,5006,5009,2666,4836
17457,47930,49206,49204,49253,22946,22944,22440,9665,26226,26226,25456,7792,26228,22952,119820,111486,Johnston,34,34,34,0,73,3330,2214,196283,25110,100619,108277,111556,26102,107389,115822,119931,3301,2203,3397,3128,888,2246,2081,614,156585,28558,209339,JOHNSTON COUNTY,175612,33258,3909,38901,37328,38900,77633,77590,75193,21305,71003,31176,36363,36359,35013,3798,71061,72913,72947,20698,67362
12776,27041,27371,27371,27397,13238,13238,13088,6754,14102,14102,13922,6002,14102,13241,65956,62242,Randolph,31,31,31,20,54,788,557,135556,19855,58261,61157,62335,20236,61393,64568,66074,788,557,869,788,512,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20541,3908,22654,22118,22654,42551,42514,41662,15816,40064,19415,21273,21271,20861,3929,39739,40414,40433,15497,38289
713,1763,1812,1812,1812,1753,1753,1707,696,59,59,56,17,59,1753,3415,3298,Hyde,,,,,,,,4753,1041,3067,3205,3298,1059,3177,3319,3418,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,161,50,174,171,174,3244,3241,3148,1009,3016,146,159,159,155,42,3050,3139,3139,999,2921
1746,3184,3212,3212,3213,1819,1819,1795,1033,1393,1393,1389,713,1393,1820,6859,6397,Alleghany,,,,,,20,0,10626,2634,6151,6311,6430,2732,6564,6743,6903,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1342,356,1394,1388,1394,5454,5445,5335,2356,5202,1237,1282,1282,1273,338,5038,5115,5122,2296,4914
4801,9826,9919,9919,9945,5455,5455,5407,2721,4464,4464,4419,2080,4465,5457,29314,26726,Duplin,0,0,0,0,23,2093,1555,55126,7801,24617,26169,26779,8082,26807,28577,29397,2063,1555,2160,1854,428,1596,1380,302,44760,11405,58741,DUPLIN COUNTY,49644,7540,1517,8455,8326,8455,18782,18766,18188,6137,17413,7204,8026,8026,7933,1535,16681,17145,17157,5964,16033
1100,1987,2006,2005,2007,1749,1748,1740,1011,257,257,247,89,257,1750,4828,4515,Gates,,,,,,66,49,11027,1766,4326,4472,4545,1860,4596,4767,4893,66,49,123,66,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,510,124,562,558,562,4208,4200,4143,1736,4020,485,525,525,524,127,3899,3941,3943,1639,3792
9694,19031,19351,19351,19386,12011,12011,11807,6187,7267,7267,7151,3495,7267,12012,37370,35354,Haywood,73,73,73,12,107,1415,897,59266,13701,33300,34620,35446,14117,35189,36569,37456,1415,897,1491,1415,629,975,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8073,2012,8570,8521,8570,27395,27385,26633,11476,25701,7425,7911,7910,7868,1871,25855,26547,26560,11321,24978
6326,12690,12844,12844,12854,7142,7142,7045,3664,5680,5680,5623,2651,5680,7142,29250,27442,Stanly,22,22,22,11,32,667,473,59178,9588,25973,27054,27523,9947,27604,28765,29309,667,473,720,667,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6869,1350,7342,7208,7342,21247,21241,20890,8268,20068,6446,6856,6856,6760,1330,19821,20113,20117,7974,19054
