Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36529,49429,46716,646,40904,15020,Robeson,360,879,12229,1734,40890,12926,11032,130625,646,55382,49402,1862,889,13589,20565,13588,13407,39100,52208,98425,15683,663,109195,12227,36539,35038,879,12227,55357,414
4791,5720,5558,0,5211,2779,Perquimans,0,0,993,192,5210,2587,866,13463,0,6265,5707,204,15,1039,3671,1039,2761,5091,6084,10957,2965,11,11854,916,4793,4692,0,916,6249,0
68511,100965,93807,1109,72983,24063,Johnston,502,1366,29948,3273,72958,20288,27483,209339,1109,108391,100929,3391,1378,34030,28558,34029,20906,69124,100438,156585,24847,1120,175612,31309,68535,65215,1366,31310,108353,550
38940,58081,55335,550,40919,19364,Randolph,425,744,18297,3428,40889,15511,17160,143667,550,61495,58048,3360,744,19832,26060,19831,15843,39450,58491,111702,19697,565,123257,18558,38957,37625,744,18559,61464,494
2901,3049,2928,,3047,1005,Hyde,,,153,38,3047,967,140,4937,,3209,3049,45,,162,1114,162,984,2922,3075,4098,1029,,4410,148,2901,2788,,148,3209,
4808,6004,5837,0,5116,2503,Alleghany,0,0,1207,291,5110,2212,1127,11137,0,6406,5973,301,34,1256,3116,1256,2302,5007,6214,9249,2603,26,9915,1165,4813,4710,0,1165,6366,0
15944,23127,21884,216,17356,7328,Duplin,161,267,6712,1318,17348,5849,6246,58741,216,25129,23110,1313,284,7489,11405,7489,6021,16724,23703,44760,7515,228,49644,6950,15949,15422,267,6950,25104,181
3753,4211,4093,,4053,1697,Gates,,0,452,113,4048,1584,419,11562,,4560,4210,113,12,495,2418,495,1694,3947,4399,9230,1807,,10120,457,3754,3674,0,457,4543,0
25123,33359,32054,860,25910,13313,Haywood,508,1234,7553,1670,25903,11135,6888,62317,860,35179,33306,1791,1274,7995,15572,7995,11277,25026,33813,50968,13661,907,54941,7323,25129,24306,1234,7323,35132,593
18991,25351,24356,358,20166,9279,Stanly,284,464,6199,1187,20163,7808,5680,62806,358,27162,25317,1210,476,6520,12123,6520,8105,19420,26083,49282,9643,390,54008,5968,18993,18318,464,5968,27147,328
