"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",ZIP Code,Cases
8748.0,7,875.0,27006,1301
11183.0,3,1118.0,27865,224
9756.0,8,976.0,28119,296
9811.0,45,981.0,27021,1764
12144.0,33,1214.0,28621,1263
9808.0,3,981.0,27846,301
6523.0,3,652.0,28768,515
9154.0,20,915.0,27962,681
5800.0,6,580.0,27539,1541
9649.0,6,965.0,27596,1800
6448.0,28,645.0,27712,1422
6702.0,22,670.0,28739,1474
6677.0,32,668.0,28786,1458
,0,,28561,0
10044.0,1,1004.0,27009,295
5767.0,1,577.0,28772,112
11548.0,17,1155.0,28023,1714
10763.0,2,1076.0,27875,55
12773.0,100,1277.0,28601,6367
10514.0,40,1051.0,28262,4593
9215.0,35,922.0,27292,3821
6972.0,3,697.0,27242,186
11559.0,84,1156.0,28054,4645
6394.0,6,639.0,27850,474
0.0,0,0.0,28629,0
10203.0,10,1020.0,28073,572
10280.0,3,1028.0,27840,55
9558.0,15,956.0,28574,1692
10149.0,53,1015.0,28472,2030
5103.0,3,510.0,28785,424
,0,,27969,0
10330.0,4,1033.0,28318,473
9411.0,3,941.0,28523,214
9445.0,46,944.0,27604,4500
8835.0,30,884.0,28173,5640
7957.0,3,796.0,27883,347
7547.0,38,755.0,27612,2959
8623.0,37,862.0,28501,1682
5075.0,0,507.0,27941,34
9429.0,45,943.0,28562,3584
13477.0,44,1348.0,28658,3485
8718.0,60,872.0,27262,2159
9625.0,4,962.0,27544,413
11336.0,0,1134.0,28347,207
5417.0,20,542.0,28801,909
9955.0,11,995.0,28572,635
7021.0,18,702.0,27403,1494
9334.0,1,933.0,28395,248
8570.0,28,857.0,27332,2875
5006.0,24,501.0,27513,2453
10155.0,22,1016.0,27932,1284
7337.0,0,734.0,27343,135
10470.0,72,1047.0,27886,2261
20543.0,0,2054.0,27411,174
8505.0,6,851.0,28391,453
7408.0,12,741.0,28420,379
8546.0,3,855.0,28429,730
9542.0,11,954.0,28518,840
11896.0,29,1190.0,28630,2423
7196.0,43,720.0,28716,1342
10934.0,53,1093.0,28146,3322
7116.0,6,712.0,28751,266
9916.0,9,992.0,28128,803
0.0,0,0.0,28672,0
7616.0,10,762.0,28722,522
5432.0,0,543.0,27842,78
9115.0,7,911.0,28439,140
8897.0,0,890.0,28649,92
9583.0,2,958.0,27042,69
11806.0,62,1181.0,28215,7114
0.0,0,0.0,27821,0
7268.0,8,727.0,27408,1265
6678.0,3,668.0,27806,163
8311.0,14,831.0,27409,1492
0.0,0,0.0,28587,0
8021.0,4,802.0,27808,199
0.0,0,0.0,27881,0
8902.0,17,890.0,28403,3734
8624.0,32,862.0,27104,2534
9684.0,7,968.0,27013,629
7055.0,0,706.0,28611,69
9634.0,52,963.0,28269,7848
7811.0,4,781.0,27050,319
10536.0,1,1054.0,28444,240
9168.0,5,917.0,28673,607
8262.0,6,826.0,27810,349
0.0,0,0.0,27157,0
24470.0,37,2447.0,27509,1697
12847.0,10,1285.0,28366,662
9046.0,13,905.0,27239,871
8097.0,7,810.0,28544,454
2757.0,0,276.0,27964,18
7365.0,16,737.0,28409,2576
6287.0,19,629.0,27278,1709
4909.0,0,491.0,27979,89
11155.0,20,1115.0,28217,3444
10977.0,5,1098.0,28369,246
0.0,0,0.0,28735,0
11587.0,78,1159.0,28043,2488
10031.0,52,1003.0,27330,3965
11306.0,7,1131.0,28638,1420
5050.0,17,505.0,27516,2228
8213.0,3,821.0,27608,953
12894.0,56,1289.0,28328,3475
8913.0,2,891.0,27047,114
10252.0,37,1025.0,27537,2596
9643.0,25,964.0,27401,1950
7711.0,9,771.0,27040,1014
9083.0,53,908.0,28078,6002
7765.0,1,776.0,27541,314
3259.0,0,326.0,27966,48
11475.0,14,1147.0,27017,1090
12287.0,67,1229.0,28086,3316
10480.0,64,1048.0,27360,5065
8908.0,0,891.0,28622,235
12417.0,6,1242.0,28203,2368
4494.0,0,449.0,28449,88
7283.0,2,728.0,27849,108
7702.0,7,770.0,27601,935
11483.0,27,1148.0,28340,1233
11320.0,6,1132.0,27020,691
5703.0,14,570.0,28462,816
11990.0,47,1199.0,28213,5436
9350.0,6,935.0,28508,279
8054.0,22,805.0,28311,2903
9679.0,9,968.0,28124,679
10984.0,55,1098.0,28677,3912
13060.0,17,1306.0,27869,283
9099.0,50,910.0,27405,4778
9092.0,11,909.0,27214,1068
4405.0,0,440.0,27927,27
7827.0,1,783.0,28428,559
9056.0,69,906.0,27407,4513
10540.0,6,1054.0,28344,402
9675.0,22,967.0,27379,586
5455.0,0,545.0,27974,75
8338.0,8,834.0,27350,626
7164.0,14,716.0,28390,1683
12721.0,22,1272.0,28360,1901
5245.0,19,524.0,27518,1194
6663.0,2,666.0,27814,120
10316.0,3,1032.0,28430,212
6452.0,3,645.0,27935,108
4255.0,0,426.0,27965,26
7765.0,7,777.0,28326,1738
9082.0,6,908.0,28305,455
9147.0,2,915.0,28423,209
0.0,0,0.0,28581,0
11208.0,0,1121.0,27813,77
7725.0,6,773.0,28773,271
8653.0,14,865.0,28090,736
6710.0,1,671.0,27981,125
9211.0,25,921.0,28031,2860
0.0,0,0.0,28733,0
8420.0,4,842.0,28478,419
8022.0,31,802.0,27288,1892
10359.0,6,1036.0,28080,845
9604.0,1,960.0,28729,286
6210.0,28,621.0,27713,3353
10354.0,4,1035.0,28726,360
7762.0,0,776.0,27953,77
10618.0,1,1062.0,28392,165
4941.0,2,494.0,28543,327
8648.0,0,865.0,27291,133
9625.0,13,963.0,28657,925
8149.0,8,815.0,28578,574
4925.0,6,492.0,28465,408
11807.0,66,1181.0,28681,3183
11225.0,39,1123.0,28752,3536
10722.0,37,1072.0,27704,4221
,0,,27710,0
6774.0,2,677.0,28618,168
11890.0,15,1189.0,28168,1241
5099.0,1,510.0,28774,80
8482.0,7,848.0,27522,1158
10191.0,1,1019.0,28682,112
10370.0,81,1037.0,28625,4030
10206.0,0,1021.0,27007,218
8712.0,23,871.0,27282,1446
7813.0,6,781.0,27855,477
1485.0,0,148.0,27412,28
9082.0,3,908.0,28678,477
12916.0,26,1292.0,27244,2100
9307.0,2,931.0,28399,180
0.0,0,0.0,27872,0
8446.0,7,845.0,27589,702
8042.0,83,804.0,27909,3294
11147.0,38,1115.0,27834,6410
10518.0,29,1052.0,27616,5812
10651.0,1,1065.0,28125,283
11452.0,89,1145.0,28150,3355
10686.0,8,1069.0,27045,1024
8278.0,21,828.0,27302,2674
8841.0,75,884.0,27534,2813
10609.0,6,1061.0,27917,115
4628.0,1,463.0,27559,133
8004.0,5,800.0,27248,387
13242.0,11,1324.0,27807,919
7785.0,8,778.0,27048,693
5302.0,3,530.0,28783,101
8803.0,36,880.0,27603,4884
8361.0,67,836.0,28211,2613
9259.0,5,926.0,28356,455
10971.0,15,1097.0,28590,2913
8635.0,1,864.0,28351,455
5832.0,21,583.0,28804,1359
9889.0,9,989.0,28479,482
2353.0,0,235.0,28577,14
8873.0,11,887.0,28104,2881
8432.0,1,843.0,28323,386
8601.0,7,860.0,27938,123
3731.0,1,373.0,28708,50
10129.0,3,1013.0,27837,659
10313.0,23,1031.0,27317,1841
10507.0,4,1051.0,28071,336
6852.0,4,685.0,28746,177
10265.0,76,1026.0,27215,4608
9980.0,17,998.0,28573,247
10556.0,40,1056.0,28081,2982
9891.0,26,989.0,27801,2132
0.0,0,0.0,28350,0
5860.0,0,586.0,28644,92
9505.0,32,951.0,28115,3948
6824.0,1,682.0,27976,243
0.0,0,0.0,28101,0
13702.0,17,1370.0,27229,550
6501.0,3,650.0,28701,314
10352.0,32,1035.0,28466,1074
