Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
17617,17519,20780,19947,351,18185,8988,34121,Macon,238,439,18175,2873,810,17993,2751,7940,2631,35858,351,21660,20614,840,479,2996,10350,2982,2996,8061,17361,20673,29260,439,9160,405,31614,2744,17624,351,16965,439,2751,21414,259
3999,3979,5028,4856,23,4206,2548,10740,Clay,23,25,4206,1008,318,4167,960,2207,957,11231,23,5310,4962,320,93,1011,3581,1011,1011,2257,4053,5086,9352,25,2602,69,10050,960,3999,23,3876,25,960,5203,25
12931,12852,17818,16975,102,13494,6281,35700,Yadkin,87,149,13487,4700,839,13356,4761,5355,4403,37667,102,18766,17690,831,169,5103,7711,5060,5103,5461,12930,17779,29851,149,6397,119,32660,4736,12938,102,12470,149,4761,18565,105
94969,94060,95019,92030,,108162,36517,,Out of State,,,108099,,,106018,,36517,,,,108162,94060,,,,,,,41566,103642,103642,,,41566,,,,95019,,92030,,,106018,
35617,35310,110832,105600,48465,38642,18827,180787,Onslow,2494,56961,38624,25016,2797,38096,25584,13536,22925,197938,49585,123968,110129,2925,57144,28182,19026,27521,28182,13841,36772,117444,149343,57092,19779,49608,162055,25234,35638,49585,34210,55656,25586,122578,3013
15493,15414,20377,19427,247,16786,6842,42075,Richmond,129,283,16775,4557,649,16591,4596,6064,4150,44829,247,22171,20245,689,320,5065,8183,5022,5065,6185,16112,20952,34516,283,7012,281,38043,4584,15500,247,15030,283,4596,21896,138
119789,117275,166345,154593,3823,124835,47774,248550,Buncombe,2022,5680,124769,39230,8202,120934,42633,37550,38633,261191,3823,174006,162830,8005,5709,43462,53494,42367,43455,37961,115233,160143,213777,5680,48331,3861,230148,41732,119850,3823,112137,5680,42634,168981,2365
77980,76892,126166,112286,567,82020,26595,226508,Union,411,897,81968,40709,4402,80077,47564,21782,39085,239859,567,132994,123425,4392,915,50059,31234,47757,50046,22451,75461,117067,176616,897,27350,589,202043,45966,78012,567,72634,897,47565,128731,507
68161,67059,112498,101445,1449,72961,24640,202607,Cabarrus,860,2096,72917,38074,4327,70878,42841,19453,36652,216453,1449,120090,110197,4386,2112,45017,29064,43192,45010,19990,66686,106856,161462,2096,25312,1463,181104,41689,68190,1449,63344,2096,42845,116166,936
3938,3930,5528,5284,28,4355,2359,10985,Washington,16,55,4344,1689,395,4318,1542,1948,1483,11580,28,6164,5500,467,56,1753,2932,1750,1753,2092,4135,5879,9274,55,2592,38,10083,1542,3948,28,3773,55,1542,6123,33
33575,33359,52046,48336,875,35705,13571,126086,Harnett,348,1288,35668,16661,1868,35194,17503,11355,15555,135976,875,56038,51494,1939,1339,18994,17458,18535,18993,11668,33543,51481,100990,1288,13998,945,112079,17260,33597,875,31906,1277,17504,55017,391
30066,29923,40380,38271,346,31455,13271,86176,Burke,261,489,31441,9895,1577,31131,9932,11433,9072,90485,346,42818,40136,1699,498,10865,18720,10731,10864,11617,29936,40320,73860,489,13627,367,79893,9867,30081,346,28853,489,9932,42351,311
22209,22008,36199,33983,4343,23468,8913,57336,Granville,515,4739,23452,9099,1253,23054,9613,7145,8679,60443,4343,38415,35847,1195,4775,10172,10674,9987,10169,7333,21895,35733,48058,4739,9088,4360,52711,9496,22223,4343,20961,4739,9616,37780,560
68825,68281,106788,100325,851,74255,30620,211171,Gaston,652,1302,74203,35266,5106,73106,37048,24862,33029,224529,851,115446,105656,5292,1325,39866,36651,39013,39866,25771,70984,107552,174276,1302,31879,872,191721,36524,68868,851,66445,1302,37048,113421,816
16825,16758,23251,22145,290,17933,8056,48532,Edgecombe,201,391,17926,5960,1061,17786,6127,6794,5475,51472,290,25036,23123,1129,403,6700,10509,6603,6700,6959,17337,23688,39904,391,8327,295,43948,6075,16829,290,16380,391,6127,24780,239
26822,26232,31128,29291,54,28247,7636,54308,Watauga,54,88,28211,4395,615,27430,4205,6967,4035,56177,54,32960,30477,650,123,4590,9229,4571,4590,7298,26464,30947,49022,88,8019,66,51530,4191,26857,54,25202,88,4205,32089,71
11135,11023,17818,16513,775,12394,4006,50664,Hoke,223,1122,12373,5515,537,12147,5884,3246,5204,55234,775,19851,17614,567,1147,6310,5854,6176,6310,3375,11530,18167,40282,1122,4183,780,44624,5816,11154,775,10534,1122,5884,19445,241
7901,7894,9673,9304,15,8616,3547,18126,Bertie,15,34,8611,1731,326,8575,1742,3206,1616,18947,15,10542,9649,344,42,1884,4479,1872,1884,3430,8341,10106,15647,34,3793,28,16854,1740,7903,15,7673,34,1742,10481,19
15753,15625,21252,20102,284,16461,7046,37405,Person,180,388,16448,5226,1027,16200,5199,5839,4869,39490,284,22467,21067,1062,388,5618,7938,5548,5617,5918,15493,21107,31361,388,7180,292,34239,5158,15761,284,14949,388,5199,22136,200
19574,19534,24601,23658,275,20511,10184,44735,Beaufort,224,385,20500,4596,854,20354,4721,9106,4227,46994,275,26109,24500,898,400,5198,11538,5145,5198,9356,19924,24905,37669,385,10523,298,41131,4691,19582,275,19156,385,4721,25884,269
16587,16400,22511,21133,2274,17288,6822,42001,Jackson,542,3491,17274,3128,507,16910,3204,5773,2870,43938,2560,24573,22142,538,3794,3491,8759,3452,3491,5883,16462,22724,36721,3731,7069,2709,39175,3182,16598,2676,15989,3134,3204,23853,648
52987,52510,81935,76622,512,55135,26333,150636,Catawba,349,704,55114,27715,3908,54319,28397,22076,25832,159551,512,86448,81059,4076,732,30581,29156,30043,30580,22418,51927,80346,124631,704,26876,533,137151,28037,53004,512,50278,704,28398,85066,382
512055,497587,773700,690770,6096,542963,135771,1044525,Wake,2706,8597,542577,224875,21744,519516,255308,111321,220371,1111761,6096,815511,751267,21509,8652,263896,133864,252947,263877,116306,484700,718172,849055,8597,140811,6109,941934,247584,512270,6096,464303,8597,255321,781060,2996
32939,32694,46846,44212,368,34821,15783,92365,Cleveland,285,498,34812,13524,2396,34277,13514,13102,12332,97947,368,50187,46525,2473,519,14847,18575,14755,14847,13392,32954,46976,76504,498,16186,386,84044,13463,32946,368,31512,498,13514,49530,321
22975,22920,31011,29391,303,24972,9072,59389,Sampson,202,416,24960,7600,1204,24817,7710,7666,7111,63531,303,33663,30899,1249,427,8264,11637,8203,8264,7881,23707,31723,48081,416,9364,317,53473,7676,22984,303,21977,416,7710,33436,234
16871,16792,23233,22096,272,17983,7600,52603,Columbus,199,341,17972,5779,1083,17847,6074,6318,5232,55508,272,25031,23103,1162,356,6692,11419,6609,6692,6499,17556,23676,44013,341,7888,278,48224,6039,16879,272,16592,341,6076,24797,227
8845,8819,10285,9946,69,9275,4003,21496,Caswell,58,91,9265,1557,267,9193,1362,3678,1281,22604,69,11042,10243,375,109,1658,5005,1645,1658,3758,8945,10593,18383,91,4202,71,19944,1355,8852,69,8596,91,1362,10929,69
7672,7618,8742,8392,103,8115,3726,17212,Yancey,103,133,8112,862,148,8012,938,3475,791,18069,103,9303,8658,142,173,1015,4744,1014,1015,3584,7859,8854,14782,133,3841,130,15969,937,7674,103,7498,133,938,9159,115
21204,20924,32226,29931,432,22949,9204,57893,Lee,213,628,22929,9734,1314,22506,10557,7677,9338,61779,432,34718,31818,1321,644,11125,10404,10939,11125,7905,21617,31979,47136,628,9470,458,52144,10462,21211,432,20161,628,10557,34073,244
7727,7714,10676,10162,10,8354,3837,22610,Hertford,10,25,8346,2769,597,8299,2920,3230,2568,23677,10,11583,10612,593,50,3179,4836,3141,3179,3411,8154,10948,19299,25,4016,23,20898,2888,7733,10,7584,25,2920,11465,12
30748,30660,44133,42200,338,32280,15860,86406,Rockingham,263,471,32263,13002,2637,31999,13017,12960,12185,91010,338,46697,43908,2641,490,13927,18996,13755,13927,13269,30929,44402,72695,471,16215,356,79246,12910,30760,338,29677,471,13017,46225,305
26239,26166,38647,36929,500,27737,15548,66672,Carteret,324,563,27730,11260,2362,27553,11885,12862,10762,69473,500,40896,38357,2302,603,12556,17867,12260,12556,13330,26994,38817,57537,563,15971,517,62070,11691,26243,500,25667,563,11887,40376,339
425674,418211,664876,605886,4907,460354,119013,1037049,Mecklenburg,2024,7611,460005,213541,21747,447110,233986,95242,204276,1110356,4907,714450,651602,22011,7700,246396,127686,238524,246346,99434,423216,644368,852079,7611,123949,4961,937616,228484,425916,4907,396703,7611,233999,693245,2504
3985,3944,7594,6924,2057,4171,2453,13403,Swain,401,3283,4170,1144,197,4091,1085,1855,1002,14271,2364,8967,7392,215,3560,1236,2803,1232,1236,1895,3991,8005,11137,3513,2601,2523,12138,1084,3986,2493,3865,2870,1085,8606,491
7534,7509,9044,8795,61,7987,3386,16905,Avery,50,78,7981,1405,278,7925,1439,3058,1315,17557,61,9620,9007,286,99,1534,4020,1531,1534,3184,7832,9315,14969,78,3528,65,15935,1437,7540,61,7419,78,1439,9534,58
16853,16689,23934,22278,297,18601,7533,41780,Vance,189,391,18576,6497,1117,18185,6761,6227,6169,44535,297,26153,23702,1104,403,7149,8487,7076,7148,6422,17135,24023,34092,391,7739,302,37671,6716,16869,297,15812,391,6763,25652,213
20697,20655,25495,24380,253,22056,9392,47245,Halifax,190,367,22037,4455,839,21858,4523,8363,4099,50010,253,27354,25415,885,371,4927,10690,4883,4927,8557,21100,25922,39391,367,9665,262,43237,4507,20710,253,20028,367,4523,27108,223
33880,33750,51666,48811,550,35861,15980,89023,Nash,362,766,35839,16025,3000,35552,17206,12618,15263,94298,550,54864,51310,3014,773,18230,17956,17892,18230,12956,34675,51466,73765,766,16392,563,81106,17010,33897,550,32998,766,17206,54210,422
21056,20933,26930,25749,525,22820,10224,63605,Rutherford,431,611,22801,5142,1349,22562,5317,8444,4927,67029,525,29031,26736,1370,645,5566,14855,5515,5566,8846,21856,27609,53422,611,10679,545,58398,5278,21066,525,20297,611,5319,28688,463
10946,10761,14200,13492,80,11623,5374,26129,Ashe,69,107,11613,2987,830,11347,3149,4475,2911,27203,80,14990,13983,763,124,3243,7249,3230,3242,4738,11066,14160,22479,107,5591,99,24214,3142,10952,80,10501,107,3149,14684,90
13502,13432,20551,19704,137,14217,7607,43536,Stokes,117,206,14209,6893,1524,14053,6866,5966,6399,45591,137,21900,20411,1629,249,7434,9917,7374,7434,6130,13740,20839,37145,206,7907,172,40306,6842,13513,137,13168,206,6866,21633,148
2731,2720,3817,3672,242,2909,1521,8040,Graham,37,361,2908,857,150,2879,779,1334,765,8441,277,4166,3776,162,388,869,2067,869,869,1367,2810,3988,6767,361,1581,305,7414,779,2733,277,2665,321,779,4109,52
20781,20565,30421,28485,340,22050,9405,59482,Pender,250,507,22039,8822,1338,21728,9278,7817,8192,63060,340,32617,30012,1381,518,10049,11716,9769,10048,8048,21033,30362,49058,507,9713,354,53967,9107,20789,340,19953,507,9278,32004,284
37578,37228,59343,56124,7316,39669,19491,95778,Craven,854,8191,39647,14059,2568,38890,14397,16069,13316,102139,7316,63311,58822,2534,8284,15358,20103,15142,15358,16365,36976,59210,80387,8217,19783,7352,87409,14278,37594,7316,35492,8175,14397,62223,884
210060,207828,311417,287381,2298,223140,77267,505896,Guilford,1493,3478,223027,90488,14607,219019,98965,61167,86459,537174,2298,331154,306539,14873,3508,104506,83442,100692,104484,63109,208683,302649,418240,3478,79736,2311,459608,96413,210141,2298,198624,3478,98965,323189,1754
10657,10563,12045,11542,119,10975,4432,20741,Madison,86,207,10969,1187,247,10798,1248,4099,1117,21755,119,12526,11922,263,222,1329,5034,1316,1328,4118,10509,11903,17939,207,4486,136,19327,1240,10661,119,10306,207,1248,12321,105
27153,26501,40195,36871,258,28465,13926,70897,Chatham,150,347,28434,11835,2461,27502,12750,11315,11228,74470,258,42175,39009,2435,383,13327,18634,12853,13324,11589,26261,38443,59661,347,14187,272,65198,12250,27171,258,25385,347,12752,40702,163
63946,63311,91823,85625,1007,66886,22162,170444,Pitt,504,1485,66840,25561,3082,65820,26810,18576,23488,180742,1007,97722,90609,3279,1507,29329,25045,28554,29327,18790,63387,90433,142466,1485,22666,1031,155511,26291,63982,1007,61130,1485,26810,95859,597
38839,38738,54440,51847,686,40991,22107,94937,Moore,413,887,40980,14215,3246,40794,14866,18448,13398,100880,686,57813,53992,3317,922,15900,24192,15468,15900,19378,39738,54840,79328,887,23138,729,86466,14568,38845,686,37763,887,14866,57149,443
154085,151495,223961,206291,2001,165798,56978,359934,Forsyth,1218,3130,165655,63030,10412,161163,67758,45348,60611,382295,2001,239788,220070,10346,3159,70831,62720,69092,70818,47048,152474,218634,295401,3130,58896,2014,325690,66574,154188,2001,143679,3130,67759,233385,1502
53329,52901,91364,85003,1157,56121,25276,171884,Iredell,845,1516,56081,34421,5242,55410,36817,19189,32783,181806,1157,96690,90226,5114,1534,39035,29513,37997,39035,19945,53418,89355,140623,1516,25963,1189,156060,36168,53357,1157,51063,1516,36818,94923,904
15214,15038,18530,17693,207,15532,7991,33015,Transylvania,194,278,15526,3098,1084,15224,3090,6713,2972,34385,207,19079,18319,1067,292,3255,10809,3224,3255,6760,14672,18048,29099,278,8054,224,30988,3074,15216,207,14514,278,3090,18726,227
8557,8534,10890,10439,124,9126,4198,21211,Martin,107,174,9120,2208,480,9051,2194,3611,2062,22440,124,11674,10843,502,183,2365,5372,2336,2365,3728,8715,11097,17917,174,4353,133,19455,2185,8563,124,8253,174,2194,11561,123
7910,7842,10354,9825,111,8408,3784,18843,Warren,83,136,8400,2182,501,8274,2317,3200,2089,19731,111,10997,10256,486,146,2443,5173,2414,2443,3279,8005,10323,16200,136,3855,117,17477,2303,7920,111,7625,136,2317,10824,90
3508,3492,4614,4394,41,3704,1815,8956,Jones,26,55,3703,1083,219,3662,1055,1570,980,9419,41,4945,4580,231,71,1170,2257,1158,1170,1600,3528,4666,7704,55,1861,51,8314,1047,3508,41,3373,55,1055,4875,30
16085,15917,23471,21910,236,16659,7988,40760,Davie,162,343,16645,6770,1597,16341,7124,6229,6440,42846,236,24559,23172,1627,351,7549,9279,7397,7549,6355,15615,22728,33901,343,8164,251,37262,7019,16096,236,15234,343,7124,24081,182
72366,71620,200178,187941,75075,77928,36481,310252,Cumberland,6062,93154,77813,47362,5967,76384,50373,24452,44509,335509,77313,225590,198544,6090,93526,54136,40937,52800,54133,25108,72721,210595,252655,93480,38269,77385,277878,49611,72419,77345,68357,90512,50374,222338,7071
19748,19591,22930,21815,337,20726,7917,43474,McDowell,218,496,20713,3061,526,20450,2828,7173,2702,45756,337,24450,22747,606,507,3217,9517,3199,3217,7319,19549,23106,36617,496,8188,349,39943,2819,19753,337,18776,496,2828,24145,263
9774,9738,12711,12329,423,10256,6205,27420,Cherokee,178,550,10251,2731,762,10178,2448,5265,2435,28612,423,13616,12609,820,611,2749,8723,2749,2749,5388,9883,13164,23877,550,6423,480,25640,2448,9783,423,9471,550,2448,13477,215
5760,5750,7382,7066,,6512,3003,13243,Chowan,,,6507,1584,418,6467,1621,2585,1519,13943,,8198,7370,391,,1686,3521,1685,1686,2891,6239,7823,11164,,3282,,12171,1620,5761,,5547,,1621,8152,
85642,80913,110847,97360,818,89069,22445,142010,Orange,343,1138,88984,21975,2994,83369,24302,19108,21839,148476,818,114823,105562,2924,1187,24567,21654,24020,24565,19804,76946,100059,119925,1138,23119,857,130842,23831,85688,818,74703,1138,24302,108527,391
13031,12951,15687,15033,71,13591,5484,35620,Alexander,59,89,13582,2546,313,13473,2543,5112,2354,37497,71,16480,15539,327,133,2756,7667,2729,2756,5239,13100,15735,30040,89,5631,109,32781,2517,13035,71,12608,89,2543,16291,65
158595,154149,217510,199329,4547,167985,41448,301307,Durham,1428,6060,167893,49984,5662,161442,54290,34358,48518,321488,4547,230251,211605,5735,6101,56165,43764,54533,56159,35633,153083,209127,255829,6060,43002,4570,275950,52909,158650,4547,146264,6060,54290,222035,1634
51992,51266,66490,62758,959,53739,26415,111764,Henderson,765,1429,53721,13136,3812,52653,13506,21838,12519,117417,959,69366,65532,3846,1436,14191,30961,13944,14191,22021,50466,65031,95451,1429,26740,979,103234,13307,52004,959,49280,1429,13507,68026,873
14785,14699,19690,18764,0,16594,6453,37393,Pasquotank,0,12,16565,5019,881,16345,4878,5572,4667,39824,0,21892,19559,947,30,5268,6841,5235,5268,6093,15698,20729,31068,12,7052,14,34029,4860,14798,0,14097,12,4878,21592,12
5816,5806,7014,6819,66,6075,3333,12261,Pamlico,49,77,6075,1103,255,6034,1120,3029,1037,12726,66,7366,6987,259,93,1198,3866,1190,1198,3096,5931,7111,10805,77,3407,78,11540,1115,5816,66,5716,77,1120,7301,52
5793,5761,6930,6663,52,6182,2791,14242,Mitchell,52,101,6180,1029,237,6112,1061,2502,930,14964,52,7468,6872,251,114,1172,3810,1167,1172,2568,6014,7144,12229,101,2891,75,13195,1059,5794,52,5681,101,1061,7380,72
9022,9002,10995,10628,13,10130,4002,26216,Currituck,13,34,10122,1963,355,10069,1941,3634,1829,27763,13,12261,10938,361,46,2085,4551,2061,2085,4156,9840,11837,21675,34,4536,28,23787,1923,9026,13,8786,34,1941,12164,19
62294,62032,86530,83485,1488,65013,42494,137478,Brunswick,1133,1815,64992,22020,6422,64581,22712,34939,21049,142820,1488,90787,85931,6217,1844,23930,46605,23445,23928,36128,63364,87199,121795,1815,43587,1505,129086,22411,62311,1488,60948,1815,22714,89841,1242
52693,52260,76746,72467,928,56598,24661,158409,Davidson,695,1244,56568,22916,4304,55766,23074,19662,21508,167609,928,82584,76080,4343,1273,24713,31089,24418,24711,20106,53268,77428,131285,1244,25230,961,144432,22892,52710,928,50031,1244,23075,81428,781
22222,22026,35299,32919,384,23454,10155,65799,Franklin,246,505,23440,11802,1912,23064,12656,7997,11277,69685,384,37349,34904,1890,524,13371,11935,13112,13370,8175,22203,34510,54524,505,10340,411,59978,12494,22232,384,21258,505,12656,36681,275
20884,20711,26043,24661,0,21488,9215,35367,Dare,0,10,21475,4983,576,21203,5136,8639,4618,37009,0,27070,25739,603,23,5559,8201,5395,5559,8791,20457,25450,30088,10,9404,17,32745,5028,20890,0,20043,10,5136,26608,10
94596,93551,142356,132732,1234,99448,40248,223363,New Hanover,852,1823,99418,42826,5972,97701,46482,33424,40939,234473,1234,150203,140020,6056,1840,48915,43147,47168,48895,34289,94220,138869,191812,1823,41338,1255,206724,45235,94618,1234,90559,1823,46483,146692,993
11359,11304,15586,14761,151,12268,5579,31131,Bladen,90,176,12261,3936,647,12139,4044,4842,3700,32722,151,16787,15479,682,217,4302,7459,4270,4302,5002,11685,15797,26077,176,5782,177,28574,4024,11365,151,10910,176,4044,16585,98
