"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
10293.0,147,1029.0,Wilson,8420
7198.0,274,720.0,Cumberland,24150
8710.0,28,871.0,Northampton,1697
10280.0,140,1028.0,Surry,7379
9053.0,99,905.0,Edgecombe,4660
6892.0,150,689.0,New Hanover,16159
7526.0,61,753.0,Rockingham,6849
7623.0,16,762.0,Jones,718
10002.0,97,1000.0,Halifax,5002
8865.0,72,887.0,Lee,5477
8180.0,4,818.0,Alleghany,911
7465.0,54,746.0,Hoke,4123
10133.0,39,1013.0,Greene,2135
5850.0,18,585.0,Clay,657
8658.0,23,866.0,Caswell,1957
6185.0,86,618.0,Haywood,3854
8032.0,67,803.0,Stokes,3662
6904.0,40,690.0,Ashe,1878
8003.0,24,800.0,Yancey,1446
10406.0,20,1041.0,Avery,1827
8121.0,16,812.0,Swain,1159
10575.0,376,1058.0,Gaston,23744
10197.0,138,1020.0,Burke,9227
8743.0,864,874.0,Mecklenburg,97073
5590.0,27,559.0,Transylvania,1922
10511.0,78,1051.0,Caldwell,8638
10938.0,277,1094.0,Catawba,17451
8568.0,189,857.0,Johnston,17936
10878.0,111,1088.0,Stanly,6832
5606.0,134,561.0,Brunswick,8007
9711.0,105,971.0,Lenoir,5433
8555.0,235,855.0,Cabarrus,18517
7701.0,78,770.0,Pasquotank,3067
10492.0,282,1049.0,Rowan,14908
7522.0,141,752.0,Henderson,8832
5551.0,76,555.0,Chatham,4134
8621.0,76,862.0,Granville,5211
7044.0,29,704.0,Watauga,3957
8335.0,225,834.0,Wayne,10263
9732.0,81,973.0,Vance,4334
5026.0,8,503.0,Dare,1860
9380.0,52,938.0,Anson,2293
7495.0,6,750.0,Tyrrell,301
10227.0,71,1023.0,Lincoln,8807
10552.0,142,1055.0,Columbus,5857
6548.0,27,655.0,Polk,1357
11657.0,208,1166.0,Robeson,15227
5847.0,12,585.0,Gates,676
8772.0,103,877.0,Wilkes,6001
8089.0,18,809.0,Warren,1596
4945.0,15,495.0,Currituck,1373
6722.0,8,672.0,Perquimans,905
6646.0,12,665.0,Graham,561
,0,,Missing,7
8335.0,345,834.0,Forsyth,31866
8648.0,197,865.0,Union,20743
9701.0,77,970.0,Pitt,17534
7915.0,172,792.0,Moore,7985
7113.0,152,711.0,Harnett,9672
10333.0,168,1033.0,Nash,9744
9052.0,81,905.0,Beaufort,4254
9056.0,191,906.0,Iredell,16465
9669.0,45,967.0,Yadkin,3642
6408.0,44,641.0,Carteret,4452
10508.0,217,1051.0,Cleveland,10292
8532.0,30,853.0,Washington,988
7385.0,19,739.0,Cherokee,2113
8988.0,40,899.0,Bladen,2941
9293.0,223,929.0,Alamance,15753
5383.0,5,538.0,Camden,585
7429.0,57,743.0,Pender,4685
7593.0,48,759.0,Jackson,3336
12660.0,8,1266.0,Hyde,625
7434.0,553,743.0,Guilford,39936
6705.0,203,671.0,Durham,21557
6710.0,524,671.0,Wake,74599
5952.0,292,595.0,Buncombe,15547
8732.0,158,873.0,Davidson,14636
5215.0,93,521.0,Orange,7743
10741.0,91,1074.0,Sampson,6824
7178.0,28,718.0,Macon,2574
9716.0,127,972.0,Duplin,5707
7765.0,43,776.0,Franklin,5411
8244.0,60,824.0,Hertford,1952
7392.0,133,739.0,Onslow,14631
7536.0,9,754.0,Pamlico,959
10058.0,196,1006.0,Rutherford,6742
8313.0,16,831.0,Mitchell,1244
9208.0,201,921.0,Randolph,13229
10523.0,61,1052.0,McDowell,4815
9238.0,37,924.0,Martin,2073
8125.0,114,813.0,Craven,8299
7579.0,64,758.0,Person,2993
11316.0,86,1132.0,Montgomery,3075
10022.0,76,1002.0,Scotland,3490
8719.0,41,872.0,Bertie,1652
9364.0,89,936.0,Richmond,4198
8269.0,28,827.0,Davie,3543
9804.0,22,980.0,Chowan,1367
10449.0,74,1045.0,Alexander,3918
6224.0,37,622.0,Madison,1354
