"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
7250.0,278,725.0,Cumberland,24324
8823.0,33,882.0,Northampton,1719
6976.0,152,698.0,New Hanover,16358
8074.0,73,807.0,Stokes,3681
10157.0,39,1016.0,Greene,2140
7548.0,61,755.0,Rockingham,6869
7513.0,54,751.0,Hoke,4150
10395.0,150,1039.0,Wilson,8503
10030.0,97,1003.0,Halifax,5016
6915.0,40,691.0,Ashe,1881
9137.0,100,914.0,Edgecombe,4703
8885.0,72,888.0,Lee,5489
8764.0,24,876.0,Caswell,1981
10327.0,140,1033.0,Surry,7413
8234.0,5,823.0,Alleghany,917
8170.0,16,817.0,Swain,1166
6221.0,86,622.0,Haywood,3877
7718.0,16,772.0,Jones,727
5868.0,18,587.0,Clay,659
8025.0,25,802.0,Yancey,1450
10492.0,20,1049.0,Avery,1842
7182.0,154,718.0,Harnett,9766
8387.0,345,839.0,Forsyth,32062
8725.0,200,873.0,Union,20928
9762.0,83,976.0,Pitt,17644
9722.0,46,972.0,Yadkin,3662
9343.0,228,934.0,Alamance,15838
9119.0,194,912.0,Iredell,16579
7973.0,173,797.0,Moore,8043
9101.0,82,910.0,Beaufort,4277
7430.0,19,743.0,Cherokee,2126
10392.0,170,1039.0,Nash,9799
6434.0,44,643.0,Carteret,4470
10575.0,217,1058.0,Cleveland,10358
8592.0,31,859.0,Washington,995
7501.0,60,750.0,Pender,4730
9058.0,40,906.0,Bladen,2964
5457.0,5,546.0,Camden,593
7656.0,54,766.0,Jackson,3364
12700.0,8,1270.0,Hyde,627
10642.0,377,1064.0,Gaston,23894
8371.0,225,837.0,Wayne,10307
8790.0,870,879.0,Mecklenburg,97600
10545.0,288,1054.0,Rowan,14983
7600.0,149,760.0,Henderson,8924
10988.0,285,1099.0,Catawba,17532
7729.0,78,773.0,Pasquotank,3078
7097.0,29,710.0,Watauga,3987
8644.0,197,864.0,Johnston,18095
10640.0,147,1064.0,Columbus,5906
8707.0,76,871.0,Granville,5263
8611.0,236,861.0,Cabarrus,18639
10967.0,111,1097.0,Stanly,6888
5648.0,137,565.0,Brunswick,8067
5579.0,78,558.0,Chatham,4155
10296.0,71,1030.0,Lincoln,8866
9787.0,106,979.0,Lenoir,5476
9860.0,81,986.0,Vance,4391
10236.0,139,1024.0,Burke,9262
11706.0,212,1171.0,Robeson,15291
6856.0,8,686.0,Perquimans,923
6553.0,27,655.0,Polk,1358
5847.0,12,585.0,Gates,676
8145.0,18,814.0,Warren,1607
8814.0,104,881.0,Wilkes,6030
10554.0,78,1055.0,Caldwell,8673
6705.0,12,671.0,Graham,566
9462.0,52,946.0,Anson,2313
5037.0,8,504.0,Dare,1864
5625.0,27,562.0,Transylvania,1934
4989.0,15,499.0,Currituck,1385
7570.0,6,757.0,Tyrrell,304
,0,,Missing,44
6763.0,532,676.0,Wake,75183
6741.0,204,674.0,Durham,21673
7489.0,555,749.0,Guilford,40228
5249.0,95,525.0,Orange,7793
6006.0,293,601.0,Buncombe,15687
8760.0,159,876.0,Davidson,14683
8302.0,29,830.0,Davie,3557
8751.0,41,875.0,Bertie,1658
10090.0,200,1009.0,Rutherford,6763
7635.0,64,763.0,Person,3015
9310.0,204,931.0,Randolph,13375
8214.0,114,821.0,Craven,8390
7473.0,134,747.0,Onslow,14791
7851.0,45,785.0,Franklin,5471
8265.0,60,827.0,Hertford,1957
10589.0,61,1059.0,McDowell,4845
9287.0,37,929.0,Martin,2084
9445.0,89,944.0,Richmond,4234
8320.0,16,832.0,Mitchell,1245
7591.0,9,759.0,Pamlico,966
9765.0,127,976.0,Duplin,5736
9897.0,22,990.0,Chowan,1380
10867.0,91,1087.0,Sampson,6904
10051.0,76,1005.0,Scotland,3500
10516.0,76,1052.0,Alexander,3943
11353.0,88,1135.0,Montgomery,3085
6247.0,39,625.0,Madison,1359
7195.0,28,720.0,Macon,2580
