Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
1718,1858,1769,,1803,654,3827,Tyrrell,,,159,36,1801,618,135,4016,,1969,1857,36,,166,810,166,631,1711,1870,3288,667,,3533,139,1719,1634,,139,1967,
34246,58698,56028,7905,36798,15929,115046,Wayne,1062,10464,15903,2895,36764,11972,14771,123131,8063,65141,58647,3004,10483,17860,20802,17860,12333,35588,61694,94031,16900,8093,103693,16338,34267,33352,10203,16338,65088,1563
8523,11224,10868,122,9020,4321,25757,Montgomery,94,150,2592,467,9019,3760,2411,27173,122,11969,11202,496,184,2765,5743,2765,3847,8786,11528,21266,4448,144,23512,2557,8523,8335,150,2557,11934,105
19474,28403,27178,273,20776,10004,52801,Lenoir,194,405,8430,1569,20772,8241,7776,55949,273,30589,28372,1619,420,9393,11303,9393,8433,20316,29151,43423,10285,301,47933,8625,19477,19129,405,8625,30570,233
11615,16014,15360,158,12346,5708,32530,Scotland,99,203,4163,790,12343,4819,3779,34823,158,17240,15978,866,239,4655,6531,4655,4943,12097,16463,26793,5932,194,29381,4205,11615,11423,203,4205,17201,123
68761,92733,87494,1035,72363,25844,159560,Alamance,654,1386,22878,3961,72341,21229,21259,169509,1035,98699,92708,4289,1412,24924,29035,24923,21784,67734,91998,132145,26802,1043,145046,22912,68778,65200,1386,22912,98650,729
3303,5115,4922,1063,3665,1352,10327,Camden,0,840,744,107,3656,1245,704,10867,1063,5324,5101,120,875,784,1833,784,1351,3466,5050,8407,1471,1075,9354,735,3305,3155,840,735,5280,0
7953,10420,10010,66,8387,2880,20022,Greene,53,84,2272,350,8384,2477,2099,21069,66,11087,10405,366,101,2599,3592,2599,2522,8232,10588,16884,2948,80,18372,2386,7954,7845,84,2386,11067,60
37210,58347,55733,2866,39316,19149,133830,Rowan,1479,3402,18765,3179,39299,14491,17228,142088,2866,62796,58297,3317,3451,20029,25371,20029,14864,37415,59582,110729,19804,2905,122048,18221,37220,35639,3402,18222,62730,1623
7223,8563,8282,70,7771,3890,18570,Northampton,57,107,1234,289,7768,3544,1147,19483,70,9258,8547,316,123,1364,5256,1364,3638,7535,8876,16132,4021,83,17363,1254,7226,7065,107,1254,9239,67
20883,30312,29075,184,22785,10750,64946,Wilkes,160,233,9342,1883,22773,8707,8726,68412,184,32906,30281,2005,259,9862,15162,9862,8949,21737,31312,54628,11134,206,59783,9214,20891,20165,233,9215,32868,180
25338,40041,38237,239,26438,12947,81663,Lincoln,199,363,14145,2088,26431,10660,13116,86111,239,42638,40007,2126,382,15818,15456,15818,10855,25779,40287,67981,13215,269,74647,14430,25342,24882,363,14430,42612,234
26995,36487,35114,202,28045,13295,78015,Caldwell,149,315,9629,1285,28033,11861,8695,82178,202,38750,36462,1354,322,10383,16769,10383,12051,27080,37024,65842,13587,219,71809,9265,27003,26217,315,9265,38731,182
7094,8867,8535,100,7505,4246,19940,Polk,88,116,1626,735,7502,3423,1552,20724,100,9393,8845,750,144,1744,6644,1744,3540,7210,8952,17478,4387,118,18752,1651,7098,6883,116,1651,9362,97
24550,35016,33501,220,25812,12446,67979,Surry,178,284,10551,2074,25792,10194,9711,71783,220,37238,34994,2223,301,11125,14964,11124,10394,24563,35398,56811,12817,227,62223,10224,24565,23570,284,10224,37200,200
17196,20252,19529,349,17854,8897,34121,Macon,238,421,2775,795,17842,7864,2536,35858,349,21214,20191,830,470,2890,10350,2890,8002,17174,20370,29260,9090,403,31614,2646,17203,16644,421,2646,21153,258
3896,4919,4780,23,4128,2526,10740,Clay,23,25,1002,316,4128,2187,951,11231,23,5225,4873,317,92,1005,3581,1005,2238,3999,5026,9352,2580,69,10050,954,3896,3806,25,954,5158,25
12784,17455,16742,102,13407,6248,35700,Yadkin,87,148,4551,823,13400,5338,4232,37667,102,18491,17431,818,168,4916,7711,4916,5445,12896,17595,29851,6368,119,32660,4545,12791,12408,148,4545,18464,105
90135,90178,88214,,102489,35591,,Out of State,,,,,102428,35591,,,,102489,90135,,,,,,40253,99367,99367,,40253,,,,90178,88214,,,102428,
35023,107811,103340,47549,38153,18639,180787,Onslow,2472,56449,24112,2704,38134,13463,21845,197938,48639,121499,107775,2835,56496,26850,19026,26850,13774,36528,115843,149343,19592,48662,162055,24113,35034,33946,55203,24115,121433,2983
15159,19864,19029,247,16446,6773,42075,Richmond,129,283,4413,626,16435,6018,3991,44829,247,21653,19823,663,320,4887,8183,4887,6153,15932,20628,34516,6954,281,38043,4417,15166,14791,283,4417,21605,138
115477,160502,152294,3795,122357,47274,248550,Buncombe,2022,5648,38747,8112,122293,37140,38079,261191,3795,170527,160401,7920,5677,42493,53494,42487,37667,114013,158408,213777,47950,3851,230148,41129,115521,110420,5648,41130,170428,2363
76513,121884,110890,567,80829,26462,226508,Union,411,895,39861,4307,80776,21744,38020,239859,567,129661,121831,4309,913,47919,31234,47908,22430,75255,116011,176616,27246,589,202043,44751,76544,72303,895,44751,129579,507
67094,109224,100609,1448,72003,24755,202607,Cabarrus,860,2067,37326,4248,71962,19647,35716,216453,1448,117266,109182,4304,2081,43182,29064,43175,20178,66792,106185,161462,25418,1460,181104,40640,67120,63445,2067,40644,117204,936
3892,5454,5217,28,4304,2342,10985,Washington,16,55,1661,387,4293,1939,1453,11580,28,6085,5434,460,56,1725,2932,1725,2087,4107,5823,9274,2580,38,10083,1514,3902,3736,55,1514,6073,33
33366,50901,47726,872,35533,13638,126086,Harnett,348,1260,16182,1811,35498,11479,14909,135976,872,55074,50811,1899,1311,18230,17458,18230,11795,33639,51070,100990,14084,941,112079,16573,33387,31945,1249,16573,54988,390
29768,39734,37900,345,31187,13269,86176,Burke,261,485,9637,1552,31173,11456,8809,90485,345,42202,39701,1669,494,10521,18720,10520,11659,29903,40025,73860,13639,365,79893,9588,29781,28746,485,9588,42178,311
22034,35562,33699,4243,23280,8920,57336,Granville,514,4555,8925,1224,23265,7182,8452,60443,4243,37780,35533,1175,4605,9895,10674,9892,7368,21924,35404,48058,9087,4259,52711,9256,22045,21004,4555,9258,37712,544
67572,103887,98644,851,72778,30350,211171,Gaston,652,1294,34515,5000,72728,24698,31993,224529,851,112675,103831,5206,1317,38580,36651,38580,25593,70305,106114,174276,31614,872,191721,35408,67607,65800,1294,35408,112602,815
16753,22865,21907,290,17899,8099,48532,Edgecombe,201,391,5732,1025,17892,6873,5232,51472,290,24718,22857,1095,403,6416,10509,6416,7045,17409,23532,39904,8379,295,43948,5814,16756,16385,391,5814,24699,239
25896,30118,28891,54,27989,7578,54308,Watauga,54,88,4322,605,27952,6919,3967,56177,54,32619,30070,641,123,4507,9229,4507,7266,26419,30829,49022,7978,66,51530,4120,25932,24870,88,4120,32547,71
10891,17259,16166,772,12151,3963,50664,Hoke,223,1081,5306,523,12130,3217,4978,55234,772,19277,17238,553,1106,6020,5854,6020,3353,11405,17792,40282,4144,777,44624,5575,10907,10416,1081,5575,19231,238
7832,9534,9178,15,8563,3526,18126,Bertie,15,34,1665,322,8558,3189,1550,18947,15,10414,9519,342,42,1809,4479,1809,3420,8311,10010,15647,3781,28,16854,1672,7834,7613,34,1672,10401,19
15529,20799,19841,284,16276,6990,37405,Person,180,384,5046,1008,16264,5802,4691,39490,284,22050,20783,1034,384,5390,7938,5389,5886,15428,20858,31361,7120,292,34239,4970,15537,14866,384,4970,22037,200
19268,24077,23235,275,20304,10109,44735,Beaufort,224,383,4437,827,20292,9058,4056,46994,275,25698,24045,862,398,4996,11538,4996,9327,19825,24645,37669,10458,298,41131,4502,19277,18904,383,4502,25671,269
16303,21902,20866,2203,17048,6776,42001,Jackson,536,3377,3047,488,17035,5752,2776,43938,2481,23876,21860,523,3439,3389,8759,3389,5874,16419,22440,36721,7027,2512,39175,3076,16314,15887,2974,3076,23801,630
52120,79800,75421,512,54412,26145,150636,Catawba,349,698,26925,3796,54391,22000,24979,159551,512,84602,79761,3965,724,29466,29156,29465,22346,51598,79221,124631,26692,533,137151,27129,52137,49930,698,27130,84554,381
494748,743542,683632,6092,531725,134960,1044525,Wake,2706,8500,221457,21339,531357,110915,215755,1111761,6092,795772,743325,21114,8554,255493,133864,255478,115531,482623,712580,849055,139635,6105,941934,242485,494943,461785,8500,242494,795335,2990
32239,45688,43408,368,34083,15611,92365,Cleveland,285,497,13159,2358,34075,12968,11942,97947,368,49027,45663,2437,518,14426,18575,14426,13272,32585,46241,76504,16030,386,84044,13056,32246,31098,497,13056,48998,321
22711,30471,28956,303,24602,9014,59389,Sampson,202,400,7365,1175,24591,7637,6882,63531,303,32992,30448,1223,420,7970,11637,7970,7864,23484,31249,48081,9321,317,53473,7434,22720,21771,400,7434,32961,234
16885,22971,21990,272,17965,7717,52603,Columbus,199,340,5551,1048,17956,6470,5025,55508,272,24724,22956,1128,355,6404,11419,6404,6653,17641,23532,44013,8008,278,48224,5799,16893,16693,340,5800,24700,227
8757,10138,9832,69,9170,3977,21496,Caswell,58,91,1518,261,9160,3658,1230,22604,69,10889,10129,369,109,1610,5005,1610,3744,8897,10506,18383,4182,71,19944,1303,8764,8533,91,1303,10861,69
7503,8541,8253,103,7960,3695,17212,Yancey,103,133,843,144,7959,3448,762,18069,103,9127,8512,139,173,994,4744,994,3560,7768,8744,14782,3814,130,15969,906,7505,7388,133,906,9086,115
20881,31464,29599,432,22769,9217,57893,Lee,213,625,9475,1288,22749,7716,9017,61779,432,34140,31432,1293,641,10730,10404,10730,7952,21590,31690,47136,9489,458,52144,10119,20887,20150,625,10119,34104,244
7642,10440,9985,10,8250,3784,22610,Hertford,10,25,2692,582,8243,3192,2459,23677,10,11385,10422,582,50,3085,4836,3085,3373,8097,10814,19299,3967,23,20898,2770,7647,7516,25,2770,11353,12
30492,43293,41598,338,31976,15726,86406,Rockingham,263,471,12617,2581,31959,12882,11733,91010,338,45897,43263,2576,490,13431,18996,13431,13184,30827,43915,72695,16065,356,79246,12433,30504,29527,471,12433,45861,305
26077,37906,36482,500,27540,15426,66672,Carteret,324,560,10992,2299,27533,12803,10402,69473,500,40289,37884,2249,599,12150,17867,12150,13266,26912,38464,57537,15854,517,62070,11307,26081,25580,560,11308,40243,339
415132,643582,598363,4838,451368,118360,1037049,Mecklenburg,2024,7518,209721,21362,451038,94974,199565,1110356,4838,697345,643311,21671,7606,238371,127686,238327,99059,420421,637660,852079,123226,4892,937616,223341,415338,393960,7518,223352,696883,2496
3933,7311,6827,1996,4125,2438,13403,Swain,394,3182,1120,194,4124,1850,973,14271,2294,8562,7283,211,3226,1211,2803,1211,1886,3974,7831,11137,2581,2321,12138,1056,3934,3858,2737,1056,8517,484
7481,8948,8733,61,7948,3373,16905,Avery,50,78,1375,278,7942,3045,1281,17557,61,9549,8938,286,99,1502,4020,1502,3179,7819,9272,14969,3523,65,15935,1396,7487,7391,78,1396,9522,58
16429,23235,21839,297,18087,7475,41780,Vance,189,391,6318,1099,18065,6187,5949,44535,297,25434,23217,1085,403,6944,8487,6943,6379,16825,23534,34092,7677,302,37671,6491,16441,15593,391,6492,25399,213
20394,24989,23968,253,21795,9322,47245,Halifax,190,367,4290,818,21777,8314,3924,50010,253,26891,24967,866,371,4725,10690,4725,8533,20933,25590,39391,9622,262,43237,4320,20407,19791,367,4320,26869,223
33722,50734,48255,550,35827,16029,89023,Nash,362,766,15520,2929,35806,12738,14725,94298,550,54110,50705,2949,773,17510,17956,17510,13089,34808,51094,73765,16460,563,81106,16433,33738,32980,766,16433,54082,422
20720,26390,25394,525,22469,10154,63605,Rutherford,431,610,5006,1331,22449,8392,4774,67029,525,28506,26358,1356,644,5393,14855,5393,8820,21676,27292,53422,10639,545,58398,5113,20730,20095,610,5115,28452,463
10557,13711,13214,80,11403,5298,26129,Ashe,69,107,2913,816,11393,4413,2830,27203,80,14683,13686,747,124,3156,7249,3155,4689,10975,13995,22479,5526,99,24214,3049,10563,10304,107,3049,14655,90
13282,20075,19327,137,14024,7523,43536,Stokes,117,206,6737,1490,14017,5916,6175,45591,137,21495,20033,1598,249,7222,9917,7222,6088,13617,20560,37145,7834,172,40306,6614,13289,13015,206,6614,21445,148
2707,3767,3638,231,2883,1517,8040,Graham,37,349,849,147,2882,1333,752,8441,266,4118,3738,158,375,860,2067,860,1367,2801,3959,6767,1577,293,7414,765,2709,2655,309,765,4091,52
20664,29856,28325,340,22007,9461,59482,Pender,250,500,8613,1310,21996,7901,7922,63060,340,32203,29834,1355,511,9685,11716,9684,8131,21172,30285,49058,9770,354,53967,8830,20672,20063,500,8830,32180,284
36747,57679,55006,7142,38776,19345,95778,Craven,838,8028,13577,2515,38754,15992,12787,102139,7142,61624,57624,2484,8099,14749,20103,14749,16291,36519,58113,80387,19623,7183,87409,13735,36761,35077,8017,13735,61531,848
207135,302852,283988,2298,220383,76772,505896,Guilford,1493,3468,88122,14328,220273,60951,83688,537174,2298,323831,302759,14640,3498,99950,83442,99929,62833,208011,299601,418240,79227,2311,459608,93326,207215,198002,3468,93326,323670,1754
10384,11728,11335,119,10756,4400,20741,Madison,86,206,1143,245,10750,4069,1084,21755,119,12253,11707,260,221,1276,5034,1275,4097,10387,11736,17939,4462,136,19327,1204,10388,10132,206,1204,12231,105
26778,39080,36957,258,28308,14039,70897,Chatham,150,342,11653,2427,28281,11462,11028,74470,258,41623,39052,2398,377,12938,18634,12935,11753,26627,38622,59661,14314,272,65198,12016,26790,25671,342,12018,41558,163
62746,89154,84221,1005,66135,22100,170444,Pitt,504,1462,24675,2990,66091,18606,22599,180742,1005,95631,89097,3183,1482,28014,25045,28013,18843,63225,89362,142466,22622,1027,155511,25346,62781,60617,1462,25346,95566,596
38723,53612,51424,686,40905,22088,94937,Moore,413,881,13882,3196,40894,18479,12999,100880,686,57215,53564,3270,916,15394,24192,15394,19385,39709,54472,79328,23097,729,86466,14155,38728,37739,881,14155,57169,442
150141,217024,203422,1995,162830,56632,359934,Forsyth,1218,3071,61575,10224,162686,45190,58949,382295,1995,234444,216908,10166,3100,68514,62720,68501,46882,151522,216168,295401,58547,2008,325690,64772,150243,142478,3071,64773,234258,1499
52292,88678,83557,1156,55182,25067,171884,Iredell,845,1506,33601,5126,55145,19096,31873,181806,1156,94253,88628,5020,1522,37549,29513,37549,19861,52864,87971,140623,25785,1188,156060,35180,52310,50528,1506,35180,94200,904
14774,17990,17353,207,15104,7865,33015,Transylvania,194,277,3002,1060,15099,6611,2894,34385,207,18535,17971,1039,291,3140,10809,3140,6683,14492,17771,29099,7948,224,30988,2990,14776,14252,277,2990,18516,226
8607,10840,10425,124,9170,4253,21211,Martin,107,174,2129,467,9164,3679,1970,22440,124,11612,10825,488,183,2259,5372,2259,3801,8818,11121,17917,4412,133,19455,2094,8613,8331,174,2094,11597,123
7828,10201,9776,111,8352,3802,18843,Warren,83,136,2121,493,8344,3226,2038,19731,111,10868,10187,480,146,2370,5173,2370,3308,8022,10279,16200,3878,117,17477,2248,7836,7627,136,2248,10850,90
3475,4529,4330,41,3658,1798,8956,Jones,26,55,1046,210,3657,1562,935,9419,41,4854,4519,225,71,1125,2257,1125,1594,3505,4606,7704,1849,51,8314,1003,3475,3354,55,1003,4837,30
15746,22824,21573,236,16417,7925,40760,Davie,162,339,6595,1578,16403,6185,6257,42846,236,24051,22798,1608,347,7287,9279,7287,6316,15513,22447,33901,8106,251,37262,6816,15757,15080,339,6816,24029,182
71274,195644,185188,74369,76453,36441,310252,Cumberland,6022,92506,45848,5823,76339,24596,42734,335509,76578,220790,195564,5948,92552,51785,40937,51782,25210,72001,207742,252655,38153,76616,277878,47712,71315,68085,89893,47713,220627,6995
19369,22440,21508,336,20459,7869,43474,McDowell,218,495,2968,512,20447,7139,2604,45756,336,24074,22424,591,506,3109,9517,3109,7280,19382,22845,36617,8134,347,39943,2719,19374,18568,495,2719,24051,263
9650,12513,12189,420,10133,6162,27420,Cherokee,178,533,2675,746,10128,5238,2381,28612,420,13404,12465,804,578,2693,8723,2693,5366,9800,13008,23877,6380,462,25640,2395,9656,9388,533,2395,13354,210
5691,7252,6956,,6446,2965,13243,Chowan,,,1542,405,6442,2560,1464,13943,,8091,7251,380,,1645,3521,1645,2875,6204,7746,11164,3255,,12171,1560,5692,5492,,1560,8087,
80703,105033,96825,818,87436,22425,142010,Orange,343,1117,21685,2949,87363,19133,21466,148476,818,112660,104953,2882,1165,24059,21654,24058,19729,77041,99843,119925,23001,857,130842,23432,80744,74541,1117,23432,112538,390
12827,15358,14830,71,13395,5483,35620,Alexander,59,89,2463,304,13387,5120,2253,37497,71,16188,15316,319,132,2661,7667,2661,5252,13002,15554,30040,5636,109,32781,2418,12831,12506,89,2418,16137,65
153246,209482,197440,4545,165004,41248,301307,Durham,1428,5967,49149,5562,164925,34258,47353,321488,4545,225725,209410,5648,6008,54713,43764,54707,35313,152219,207335,255829,42587,4568,275950,51619,153295,145542,5967,51619,225599,1626
50027,64064,61313,959,52273,25972,111764,Henderson,765,1428,12871,3739,52255,21468,12263,117417,959,67521,64032,3772,1435,13813,30961,13813,21741,49497,63796,95451,26386,979,103234,13046,50038,48091,1428,13047,67496,873
14497,19167,18383,0,16339,6391,37393,Pasquotank,0,12,4862,861,16313,5530,4470,39824,0,21461,19142,933,29,5093,6841,5093,6061,15584,20458,31068,7006,14,34029,4645,14508,13913,12,4645,21418,12
5733,6867,6693,66,6010,3296,12261,Pamlico,49,76,1064,246,6010,3001,979,12726,66,7253,6855,250,92,1151,3866,1151,3078,5894,7034,10805,3380,78,11540,1056,5733,5648,76,1056,7237,52
5681,6782,6556,52,6073,2758,14242,Mitchell,52,101,990,229,6072,2477,896,14964,52,7311,6759,242,114,1124,3810,1124,2548,5943,7034,12229,2862,75,13195,1026,5681,5608,101,1026,7297,72
8911,10793,10478,13,10043,3955,26216,Currituck,13,33,1907,335,10035,3607,1760,27763,13,12103,10774,342,45,2015,4551,2015,4124,9794,11734,21675,4485,28,23787,1850,8915,8705,33,1850,12083,19
61797,85144,82736,1487,64613,42214,137478,Brunswick,1133,1810,21529,6306,64594,34775,20538,142820,1487,89634,85116,6100,1838,23183,46605,23182,35990,63239,86578,121795,43332,1503,129086,21832,61807,60711,1810,21834,89586,1242
51562,74741,71150,928,55275,24392,158409,Davidson,695,1238,22339,4214,55246,19483,20853,167609,928,80508,74691,4259,1267,23966,31089,23964,19933,52371,75948,131285,24972,961,144432,22201,51578,49369,1238,22202,80448,780
21906,34505,32521,384,23130,10099,65799,Franklin,246,505,11551,1877,23116,7976,10985,69685,384,36616,34469,1861,524,12962,11935,12961,8159,22100,34156,54524,10295,410,59978,12179,21916,21152,505,12179,36582,275
20549,25427,24356,0,21345,9146,35367,Dare,0,10,4845,558,21335,8588,4467,37009,0,26692,25404,585,23,5324,8201,5324,8760,20394,25249,30088,9355,17,32745,4855,20555,19889,10,4855,26669,10
93126,138605,131366,1233,98367,40009,223363,New Hanover,852,1803,42082,5845,98337,33312,39978,234473,1233,147569,138565,5953,1820,47382,43147,47363,34180,93950,137835,191812,41126,1254,206724,44206,93144,90155,1803,44207,147503,993
11216,15250,14531,151,12153,5565,31131,Bladen,90,176,3806,628,12146,4847,3539,32722,151,16520,15218,660,216,4151,7459,4151,5017,11659,15641,26077,5775,177,28574,3851,11222,10841,176,3851,16473,98
8034,10493,10108,95,8589,3644,23143,Anson,69,119,2351,358,8588,3217,2073,24446,95,11385,10489,404,128,2668,4730,2668,3302,8428,10898,19608,3783,99,21306,2360,8034,7940,119,2360,11375,77
