Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs 18Plus,At Least One Dose - NC,county1,Additional Doses - 5Plus,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Tiberius Additional Doses - 65Plus,Fully Vaccinated - Federal 18Plus,Fully Vaccinated - Tiberius 12Plus,Additional Doses - 18Plus,Tiberius Additional Doses - 12Plus,Population 18 Plus,Tiberius Additional Doses - 18Plus,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus,Tiberius Additional Doses - 5Plus,Additional Doses - 65Plus,Fully Vaccinated - All Programs,Fully Vaccinated - Tiberius 18Plus,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,At Least One Dose - Tiberius 12Plus,Fully Vaccinated - Federal 65Plus,Fully Vaccinated - Federal 5Plus,Population,Tiberius Additional Doses,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - Tiberius 5Plus,Additional Doses - 12Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus
38275,37906,49229,42707,ROBESON COUNTY,15644,361,42689,13430,42024,13177,0,12296,653,15592,0,98425,0,15644,109195,36280,896,13602,57707,417,0,8215,52561,653,15519,122048,ROBESON,896,1981,13601,130625,0,58546,52094,2110,906,14933,20565,14787,14932,13648,40122,54448,896,15644,16175,671,13535,38288,653
4938,4904,5766,5365,PERQUIMANS COUNTY,2787,0,5362,1067,5307,2639,,968,0,2784,,10957,,2787,11854,4798,0,1020,6420,0,,1856,5971,0,2851,12861,PERQUIMANS,0,212,1020,13463,,6501,5923,227,17,1119,3671,1113,1119,2813,5176,6243,0,2787,3040,11,1019,4940,0
71250,70124,98023,76330,JOHNSTON COUNTY,39955,504,76290,32332,74469,20501,,30300,1114,39540,,156585,,39959,175612,66609,1385,34995,112147,551,,15581,107401,1114,24685,196283,JOHNSTON,1385,3680,34991,209339,,115278,105285,3806,1397,37551,28558,36293,37550,21119,70372,104089,1385,39955,25476,1125,34047,71281,1114
39523,39097,57112,41746,RANDOLPH COUNTY,22875,426,41711,19943,41079,15358,,18828,552,22778,,111702,,22875,123257,37732,750,20520,63319,496,,11397,60629,552,19620,135556,RANDOLPH,750,3836,20518,143667,,64385,59907,3764,750,21889,26060,21490,21888,15689,39559,60252,750,22875,19949,567,20258,39542,552
3032,2979,3006,3200,HYDE COUNTY,1298,,3197,161,3118,982,,144,,1295,,4098,,1298,4410,2862,,157,3288,,,609,3189,,1026,4753,HYDE,,44,157,4937,,3373,3132,52,,173,1114,170,173,995,2992,3153,,1298,1047,,153,3032,
4980,4929,6020,5351,ALLEGHANY COUNTY,2777,0,5342,1292,5252,2240,,1204,0,2768,,9249,,2778,9915,4816,0,1248,6591,0,,1592,6261,0,2565,10626,ALLEGHANY,0,325,1248,11137,,6730,6170,346,34,1345,3116,1339,1345,2323,5135,6427,0,2777,2669,26,1241,4987,0
16648,16343,22937,18471,DUPLIN COUNTY,8179,161,18455,7361,17986,5913,,6953,216,8154,,44760,,8180,49644,15768,269,7729,26405,183,,4255,24618,216,7561,55126,DUPLIN,269,1487,7729,58741,,27014,24234,1485,287,8256,11405,8150,8256,6088,17259,24889,269,8179,7756,228,7675,16661,216
3855,3851,4225,4140,GATES COUNTY,1627,,4134,493,4108,1616,,464,,1626,,9230,,1627,10120,3761,0,501,4649,0,,965,4357,,1737,11027,GATES,0,121,501,11562,,4700,4351,121,15,545,2418,541,545,1717,3997,4490,0,1627,1838,,500,3856,
26133,25632,32901,27068,HAYWOOD COUNTY,16869,508,27058,7901,26421,11244,0,7255,871,16786,37,50968,37,16869,54941,24775,1316,7719,36083,612,37,9008,34783,871,13583,59266,HAYWOOD,1316,1831,7719,62317,37,36805,34188,1962,1349,8388,15572,8346,8388,11399,25511,34728,1316,16869,13973,918,7685,26146,871
19734,19579,25452,20937,STANLY COUNTY,10769,284,20931,6662,20669,7903,,6254,358,10731,,49282,,10769,54008,18840,467,6613,28133,329,,5754,26741,358,9475,59178,STANLY,467,1288,6613,62806,,28503,26505,1320,479,7087,12123,6997,7087,8197,19865,26994,467,10769,9846,390,6568,19738,358
