Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
32931,43152,41078,165,38983,14227,Robeson,70,202,11255,1559,38971,12598,9103,130625,165,51671,43112,1781,238,12450,20565,12440,13218,37343,48800,98425,15080,196,109195,10016,32940,31810,202,10016,51613,81
4490,5240,5130,,5010,2704,Perquimans,,,895,177,5009,2527,713,13463,,5949,5238,199,,939,3671,939,2720,4899,5794,10957,2919,,11854,748,4492,4417,,748,5948,
65475,92580,86277,,70936,23011,Johnston,,,27391,3054,70908,19957,23747,209339,,102160,92553,3274,,31224,28558,31159,20609,67272,94663,156585,23883,,175612,27078,65501,62530,,27079,102067,
37229,53088,50765,,39830,18406,Randolph,,,16917,3156,39801,15250,14704,143667,,58160,53070,3237,,18330,26060,18315,15654,38425,55342,111702,18891,,123257,15841,37246,36061,,15842,58116,
2798,2932,2830,,3005,978,Hyde,,,148,37,3005,941,128,4937,,3162,2932,44,,157,1114,157,968,2888,3036,4098,1012,,4410,134,2798,2702,,134,3162,
4534,5621,5506,,4909,2465,Alleghany,,,1179,284,4902,2181,1046,11137,,6135,5616,299,,1226,3116,1225,2279,4808,5987,9249,2578,,9915,1082,4539,4460,,1082,6127,
14856,20876,19913,,16827,6936,Duplin,,,6253,1219,16819,5717,5437,58741,,23784,20872,1281,,6957,11405,6953,5942,16271,22524,44760,7223,,49644,6016,14860,14476,,6016,23772,
3529,3935,3847,,3949,1652,Gates,,,420,110,3944,1542,372,11562,,4408,3934,112,,459,2418,459,1673,3852,4272,9230,1785,,10120,405,3530,3475,,405,4403,
24156,30687,29529,,25327,12460,Haywood,,,6830,1556,25320,10904,6122,62317,,32585,30681,1688,,7258,15572,7255,11129,24473,31303,50968,12817,,54941,6525,24162,23407,,6525,32575,
18009,23069,22239,,19478,8765,Stanly,,,5650,1098,19475,7667,4817,62806,,25420,23067,1166,,5942,12123,5938,7997,18785,24435,49282,9163,,54008,5058,18011,17422,,5058,25413,
26527,99938,91168,79,31560,10376,Missing,0,30,72327,6406,31507,3970,66909,,79,110513,99547,5988,454,78499,,78345,4324,28378,100735,,10312,267,,72941,26728,24180,30,72943,109882,0
26087,35255,33625,,27934,11848,Wilson,,,9551,1498,27930,10350,8230,81801,,38629,35246,1556,,10695,15337,10674,10644,27089,36640,63224,12200,,69710,9159,26094,25395,,9161,38604,
1589,1706,1642,,1724,624,Tyrrell,,,147,34,1723,590,114,4016,,1877,1705,33,,153,810,153,609,1650,1797,3288,642,,3533,116,1590,1528,,116,1876,
32509,51974,49754,6281,35627,15169,Wayne,796,9150,13920,2521,35602,11852,11737,123131,6427,60313,51921,2726,9203,15483,20802,15462,12239,34633,57455,94031,16191,6464,103693,12985,32525,31736,8902,12985,60214,1226
8122,10220,9928,,8763,4096,Montgomery,,,2324,401,8763,3695,1976,27173,,11234,10220,451,,2471,5743,2469,3802,8553,10877,21266,4253,,23512,2098,8122,7952,,2098,11232,
