Total Cases That Were Reinfections,Molecular (PCR) Positive Cases by Specimen Date,Date,Positive Test Percentage,Daily Tests Total,Antigen Test,Molecular Test,Cases by Report Date,Deaths by Date of Death,Antigen Positive Cases by Specimen Date
29,1314,2021-11-05,0.0367284321982914,48949,10852,38097,1997,22,323
11,745,2021-11-06,0.0440231742403342,42830,8839,33991,2025,19,155
48,1638,2021-11-09,0.0418097475751551,36355,13575,22780,1243,16,397
40,1648,2021-11-12,0.0451087845575004,43084,10133,32951,1926,19,352
12,814,2021-11-14,0.0774897089622301,28961,2881,26080,1684,9,156
46,1867,2021-11-23,0.0486826229692191,37406,13526,23880,1289,19,467
36,1676,2021-11-24,0.0481960558601678,49880,9994,39886,2318,14,432
33,1611,2021-11-26,0.0694977402575254,23875,3020,20855,1988,18,395
32,1248,2021-11-27,0.0775317553966822,17881,6087,11794,1068,28,300
35,1306,2021-11-28,0.0894758118851907,20460,3226,17234,1041,16,298
75,2942,2021-11-30,0.0668400244116008,41512,14674,26838,1755,15,754
81,2646,2021-12-09,0.0742180460805767,56460,12003,44457,4153,29,753
51,1377,2021-12-12,0.0941450777202073,34313,4046,30267,3009,17,317
288,5694,2021-12-20,0.101054579093432,26916,4705,22211,2892,22,1106
489,6889,2021-12-22,0.112231182795699,62815,13369,49446,4889,36,1305
106,1697,2021-12-25,0.152084241590932,54459,7380,47079,6895,28,276
1973,21406,2021-12-29,0.224464893265766,85477,17839,67638,9377,23,3960
2156,21329,2021-12-30,0.234442468884938,90322,17228,73094,18571,35,4634
3949,38546,2022-01-10,0.289658547820579,59487,7350,52137,18254,71,8372
2755,29439,2022-01-14,0.307783911526319,133120,28434,104686,35759,87,5729
1653,16496,2022-01-17,0.33578477199543,64635,3340,61295,22308,64,4170
1225,12945,2022-01-21,0.328383381324558,127385,25602,101783,35395,81,3115
467,5429,2022-01-22,0.35845368455013,96519,12860,83659,34803,81,1161
1511,16158,2022-01-26,0.292493261455526,91988,20297,71691,20286,97,3554
1032,11570,2022-01-28,0.264024371480444,91062,21559,69503,22631,121,2495
349,4132,2022-01-29,0.252351028300228,77037,14120,62917,22393,102,915
1013,9822,2022-02-01,0.216622626085965,56894,25480,31414,8757,76,2457
648,6742,2022-02-04,0.180346720475602,69969,20287,49682,12385,132,1579
254,2706,2022-02-06,0.224630751248539,38550,4243,34307,9195,92,633
487,4215,2022-02-10,0.138793694311172,54598,11727,42871,8725,89,1187
342,3605,2022-02-11,0.130558707872582,55832,18343,37489,7539,87,913
170,1904,2022-02-12,0.139316239316239,48870,11095,37775,6445,89,430
205,2120,2022-02-18,0.0909363246014046,50404,16753,33651,4871,64,533
77,888,2022-02-20,0.11929732564237,22719,3217,19502,3567,54,288
156,1541,2022-02-23,0.0624743634241,43607,12542,31065,3470,50,426
94,895,2022-03-01,0.0480901690670006,33475,15744,17731,1231,39,255
29,332,2022-03-05,0.0381067961165049,30284,8368,21916,2244,33,76
24,232,2022-03-12,0.0268730831020885,26467,6963,19504,1802,17,58
14,182,2022-03-13,0.0392706872370267,15723,2479,13244,955,16,59
44,420,2022-03-15,0.0223476400710027,26578,11603,14975,649,19,82
32,412,2022-03-16,0.0213789183753771,32088,8003,24085,1519,21,91
21,310,2022-03-18,0.0223219170587592,27937,9008,18929,1740,15,71
10,158,2022-03-20,0.0302193810838297,14149,1988,12161,750,17,50
22,309,2022-03-25,0.0206597222222222,27775,8644,19131,1224,12,65
40,424,2022-03-30,0.0277385734447943,26484,6830,19654,1067,10,117
51,412,2022-03-31,0.0257779842080818,24876,5694,19182,1075,7,127
25,351,2022-04-01,0.0284324981427703,25723,7884,17839,1144,4,87
87,696,2022-04-07,0.0366043196312771,23515,6199,17316,896,10,165
35,468,2022-04-09,0.04146479582206,25777,6481,19296,962,7,81
138,1117,2022-04-14,0.0605219893136046,27513,6994,20519,1464,7,270
107,1249,2022-04-22,0.0804445468156167,26171,7440,18731,2060,4,225
76,837,2022-04-23,0.0878141660319878,22721,5138,17583,2106,7,201
190,1874,2022-04-27,0.0835356969402623,30476,7837,22639,2479,4,393
149,1542,2022-04-29,0.104986276303751,25938,7890,18048,2460,2,390
89,1030,2022-04-30,0.10646447275854,23187,6470,16717,2663,5,247
223,2040,2022-05-06,0.126056921801603,28497,9731,18766,3219,2,516
395,3217,2022-05-11,0.150205949656751,32889,9397,23492,3478,11,732
366,3173,2022-05-12,0.148744516008588,31127,8490,22637,3939,4,776
336,3084,2022-05-13,0.156303675712813,32542,10789,21753,4068,2,724
198,1837,2022-05-15,0.201769128704113,20558,2736,17822,3514,10,435
420,3196,2022-05-20,0.162856153113363,36441,13263,23178,5184,2,805
413,2990,2022-05-27,0.160887978777866,35449,12545,22904,5048,8,799
211,1297,2022-05-30,0.196428571428571,12394,3158,9236,2814,9,526
596,4182,2022-06-01,0.198010683367103,29181,13118,16063,2188,13,999
236,1828,2022-06-04,0.174828126884574,27996,8539,19457,5078,8,477
485,3318,2022-06-07,0.170503157465879,29854,14505,15349,2321,10,856
464,3230,2022-06-08,0.18033381712627,31615,9967,21648,4055,10,804
391,2692,2022-06-10,0.155539106834444,34362,12379,21983,4276,17,659
242,1683,2022-06-11,0.162443729903537,27111,7461,19650,4055,10,398
528,3063,2022-06-14,0.167694483734088,28033,13262,14771,3006,16,809
493,3063,2022-06-15,0.176251481460579,29090,8916,20174,3702,4,833
408,2674,2022-06-17,0.159318908952877,30742,12308,18434,4117,15,610
222,1530,2022-06-19,0.185289000579934,16573,2836,13737,3083,8,427
578,3246,2022-06-20,0.172042060616771,11388,2520,8868,2253,6,1041
538,3289,2022-06-21,0.190982560612505,25934,12759,13175,2227,19,932
288,1733,2022-06-26,0.207505977752365,15690,2864,12826,3208,12,502
703,3783,2022-06-27,0.191252216499198,11186,2397,8789,2311,9,1233
614,3265,2022-06-30,0.203107976374792,24886,6756,18130,4809,11,974
730,3948,2022-07-06,0.227758007117438,24333,12980,11353,2418,16,1148
683,3696,2022-07-07,0.224770642201835,25988,7212,18776,3935,12,1151
362,2145,2022-07-09,0.235470941883768,25889,8422,17467,4872,12,520
605,3250,2022-07-15,0.214154411764706,30163,12974,17189,4850,13,985
921,4527,2022-07-19,0.256935349446363,28777,14352,14425,3391,11,1248
930,4406,2022-07-26,0.246965140884286,30152,14749,15403,3183,14,1289
902,4519,2022-07-27,0.234627921109331,29594,10352,19242,5775,14,1182
851,3951,2022-07-28,0.239934395005555,26906,7081,19825,5965,16,1239
1076,4670,2022-08-01,0.261023362948338,11669,2606,9063,3090,12,1506
396,2066,2022-08-07,0.266607420573206,14941,2726,12215,3893,15,574
802,3870,2022-08-09,0.240124082046088,25947,12780,13167,2803,16,1027
710,3271,2022-08-11,0.211810402379074,22842,6242,16600,5263,13,902
636,3075,2022-08-16,0.223849533646805,24054,12594,11460,0,14,803
500,2455,2022-08-19,0.201747056589442,25737,10862,14875,5187,20,722
275,1559,2022-08-21,0.236270022883295,11113,1937,9176,2805,19,376
570,2594,2022-08-25,0.197904212673184,20522,5639,14883,3762,10,825
456,2284,2022-08-26,0.194472636427512,24946,10323,14623,3959,22,620
267,1396,2022-09-04,0.217889566899836,10717,1756,8961,2727,13,391
304,1216,2022-09-05,0.202710753649091,8244,1681,6563,1724,12,583
290,1456,2022-09-10,0.176375982844889,22067,7052,15015,3727,12,394
298,1404,2022-09-11,0.195823162462707,12146,2092,10054,2913,14,396
606,2612,2022-09-13,0.168088679879073,24711,11508,13203,1963,13,906
206,851,2022-09-30,0.109503051438535,20107,6631,13476,2511,10,267
157,778,2022-10-02,0.129389379000173,7831,1383,6448,1341,13,214
364,1444,2022-10-03,0.115398065042546,6981,1366,5615,830,14,591
335,1167,2022-10-10,0.0982778415614236,6516,1176,5340,823,13,503
225,1099,2022-10-11,0.0906134645807699,14926,4544,10382,832,15,360
209,855,2022-10-20,0.0756171502815072,14879,2524,12355,1572,8,337
124,595,2022-10-23,0.087248322147651,8708,944,7764,909,6,204
0,223,2020-04-02,0.0682360968952576,2883,,,273,3,0
0,114,2020-04-04,0.0848462393479067,7629,,,309,11,0
0,264,2020-04-07,0.120416253716551,913,,,351,9,0
0,112,2020-04-12,0.162883087400681,7999,,,208,18,0
0,438,2020-04-20,0.0898785425101215,773,,,271,18,0
0,463,2020-04-21,0.108732394366197,4520,,,187,20,0
0,579,2020-04-24,0.106897678980059,4788,,,444,16,0
0,436,2020-04-29,0.0977249224405377,5318,,,380,19,0
0,541,2020-05-08,0.0728619206880077,7917,,,471,19,0
0,765,2020-05-11,0.0410351201478743,2741,,,281,15,0
0,711,2020-05-13,0.0718348772956282,7919,,,470,14,0
0,758,2020-05-14,0.0672008741577126,9317,,,691,14,0
0,263,2020-05-24,0.0818843810373013,7154,,,497,19,0
0,1365,2020-05-26,0.0707865168539326,3571,,,176,28,0
0,994,2020-05-27,0.0764829870520928,11573,,,488,25,1
0,1110,2020-05-29,0.0987072743207712,16706,,,1076,20,0
0,332,2020-05-31,0.0812161156585522,13931,,,916,21,0
0,1318,2020-06-05,0.0976170760879566,12921,,,1289,21,2
0,435,2020-06-07,0.08997920997921,12929,,,921,13,1
0,698,2020-06-21,0.0837597832630945,18129,,,1412,20,0
0,2029,2020-06-22,0.0909090909090909,11253,,,805,9,3
0,1899,2020-06-24,0.0773925464225425,18527,,,1724,12,5
0,1948,2020-06-25,0.0967165364755726,21238,,,1024,17,5
0,1963,2020-06-26,0.0984073471285748,19149,,,1649,15,8
0,959,2020-07-18,0.081135449262405,25799,,,2486,17,4
0,812,2020-07-19,0.0691505673106409,24440,,,1820,20,6
0,2325,2020-07-20,0.0810915051586154,21111,,,1291,31,41
0,1996,2020-07-28,0.069605814632076,20426,,,1805,25,71
0,1824,2020-07-29,0.0749323650861455,25175,,,1826,25,78
0,1897,2020-08-03,0.0677476118652589,19740,,,1388,24,92
0,1715,2020-08-05,0.0758889852558543,19558,,,1185,25,49
0,1466,2020-08-06,0.0706458277193928,23469,,,2049,24,77
0,1389,2020-08-07,0.0674292594822396,21840,,,1582,40,32
0,1502,2020-08-12,0.0639778081106072,26715,,,1308,32,78
0,755,2020-08-15,0.063750118494644,25652,,,1662,27,29
0,629,2020-08-16,0.0628969473468552,23021,,,1400,31,16
0,1964,2020-08-18,0.0649299276672694,10893,,,1336,40,83
0,1718,2020-08-19,0.0761698780967361,25739,,,1218,26,81
0,774,2020-08-23,0.0726306465899026,24169,,,1490,28,20
0,2011,2020-08-25,0.0652644929450933,14920,,,1446,30,79
0,837,2020-08-29,0.0764250404654622,30979,,,1723,39,36
0,647,2020-09-05,0.0565801087007015,28779,,,1586,28,27
0,1515,2020-09-09,0.0517440312416792,15536,,,969,21,104
0,661,2020-09-12,0.047710321263386,33367,,,1478,21,32
0,1487,2020-09-15,0.056730059084195,15629,,,1210,23,117
0,583,2020-09-20,0.052735368956743,24679,,,1335,28,33
0,1729,2020-09-21,0.0528021943769092,16001,,,800,31,149
0,1484,2020-09-24,0.0458949515553289,38434,364,38070,1836,30,141
0,1216,2020-09-25,0.0498016144479409,36140,331,35809,1693,27,129
0,636,2020-09-27,0.0589808456812432,26010,97,25913,1290,30,46
0,2462,2020-10-05,0.0658210701311496,18047,253,17794,2258,27,273
0,1992,2020-10-08,0.0503974520247304,40909,897,40012,2428,26,202
0,2038,2020-10-16,0.0611912225705329,41557,1494,40063,2684,29,217
0,1071,2020-10-24,0.0622583139984532,37817,1185,36632,2584,37,113
0,2429,2020-10-27,0.064372295802094,23982,2393,21589,2141,28,243
0,1980,2020-10-29,0.0611553076902048,45535,2476,43059,2885,41,252
0,3102,2020-11-02,0.0746133967759137,26710,569,26141,1336,40,378
0,2638,2020-11-03,0.0654409756985528,25817,3316,22501,2349,31,269
0,1374,2020-11-08,0.0746322371676639,34596,858,33738,2094,38,129
0,4071,2020-11-09,0.0808847013733632,26499,769,25730,1521,34,481
0,3409,2020-11-10,0.0773155755426792,29837,3858,25979,2582,30,363
0,3227,2020-11-12,0.0780890445222611,46720,3299,43421,2893,37,452
0,3430,2020-11-13,0.077297507788162,48665,4049,44616,1779,40,451
0,4056,2020-11-17,0.0772822214031208,36294,5442,30852,3288,39,504
0,1788,2020-11-21,0.0679874164781738,54968,4449,50519,3415,39,251
0,5736,2020-12-02,0.100278551532033,53752,6716,47036,4199,43,795
0,5590,2020-12-10,0.0994588404779935,69570,6069,63501,5556,65,975
0,5605,2020-12-11,0.106642026307207,68840,9061,59779,7540,69,911
0,7532,2020-12-14,0.124313230186296,38083,1951,36132,4770,81,1387
0,3160,2020-12-19,0.103033361150465,67441,6095,61346,6164,64,624
0,7655,2020-12-21,0.102551289525555,38660,2803,35857,4479,75,1564
0,5924,2020-12-23,0.0971540087819158,65897,7984,57913,5609,66,1211
2,7493,2020-12-31,0.14764498457276,81195,8272,72923,6715,81,1433
1,3979,2021-01-03,0.16072808780337,40998,3074,37924,6487,83,1076
0,3142,2021-01-10,0.145572666025024,62973,3139,59834,8833,91,731
0,5599,2021-01-15,0.100469892941917,83419,12231,71188,8914,129,1077
0,5556,2021-01-20,0.0961496010847971,67211,10832,56379,6415,113,1035
0,2840,2021-01-23,0.102150099767887,63899,7946,55953,7181,90,602
0,3974,2021-01-29,0.0867545208034681,67440,11674,55766,6959,90,865
0,4826,2021-02-01,0.13629358505105,24147,2693,21454,3776,93,1196
1,3590,2021-02-03,0.0759263844185855,67260,8264,58996,12079,56,817
0,3325,2021-02-04,0.0768884247599157,68655,7955,60700,5495,69,827
0,1434,2021-02-07,0.0910937153829112,42702,2240,40462,4674,67,385
0,3012,2021-02-09,0.0618286285286036,42257,12312,29945,2786,63,752
0,2597,2021-02-11,0.0663410839311954,67231,6899,60332,4568,39,674
0,1116,2021-02-14,0.0754643121221348,33597,1844,31753,3170,42,344
0,1185,2021-02-20,0.0611187946914634,42792,7690,35102,3446,36,344
0,1769,2021-02-24,0.0464733290488432,61445,10099,51346,3346,28,448
0,1549,2021-02-25,0.0528504894025056,68736,7671,61065,3351,32,514
0,1462,2021-02-26,0.0451263038486014,50582,8480,42102,2924,27,378
0,1159,2021-03-05,0.0440230388359325,46250,8110,38140,2093,16,418
0,1354,2021-03-10,0.0360097568335555,51899,7989,43910,1861,18,444
2,1169,2021-03-11,0.0409279863063944,49096,7048,42048,2061,10,417
0,1653,2021-03-15,0.0540290213028713,13472,1523,11949,1337,9,541
0,1125,2021-03-18,0.046288421819949,46082,6237,39845,2004,18,431
0,1746,2021-03-22,0.0534079961464355,13840,1930,11910,1248,9,564
0,1534,2021-03-24,0.0412732298765635,51647,7725,43922,2098,10,460
0,1387,2021-03-25,0.0445526544090896,50491,8264,42227,2112,8,502
0,1702,2021-03-29,0.0590104136024004,15479,2847,12632,1372,9,544
0,603,2021-04-04,0.0723537293434569,18929,3008,15921,1382,8,81
0,2044,2021-04-12,0.0710659898477158,15069,3159,11910,1469,12,669
0,1660,2021-04-15,0.0596678218792912,50262,8570,41692,2434,9,417
0,1456,2021-04-16,0.0679989218743984,40426,8538,31888,2475,16,473
0,773,2021-04-18,0.0748050294445329,25033,3030,22003,1955,10,276
0,1737,2021-04-26,0.0541024722321749,13072,2948,10124,1334,10,565
0,1483,2021-04-27,0.0437809613067345,34694,12597,22097,1148,16,446
1,369,2021-05-16,0.0470713525026624,20009,2436,17573,864,18,128
0,805,2021-05-18,0.032105427811669,26317,9680,16637,622,13,211
0,343,2021-05-22,0.0362573922838637,25655,5428,20227,1020,7,98
0,422,2021-05-28,0.0345536047814718,25518,5868,19650,738,8,150
0,175,2021-05-31,0.0322783813572666,9076,2114,6962,448,11,42
1,354,2021-06-04,0.0203556100551809,27430,5340,22090,680,6,111
0,311,2021-06-10,0.0204280748826148,23281,4722,18559,464,9,110
0,378,2021-06-14,0.0217208814270724,7578,1851,5727,284,7,135
0,154,2021-06-20,0.0265404314760205,12538,1711,10827,241,8,48
0,312,2021-06-25,0.0236505067965742,19927,5180,14747,388,9,96
0,372,2021-06-29,0.0195169896096602,16171,5153,11018,274,4,117
0,372,2021-07-02,0.0270554637005862,18938,3979,14959,374,5,141
0,541,2021-07-07,0.0312838569880823,18613,5688,12925,415,4,186
0,484,2021-07-11,0.0537325140541247,13389,1931,11458,703,3,133
0,689,2021-07-17,0.0589541193882585,21699,4961,16738,1163,4,156
0,1682,2021-07-23,0.0853488122111147,29619,6861,22758,1998,10,454
2,2918,2021-07-30,0.0967234787579948,38015,8459,29556,3199,14,639
0,2170,2021-07-31,0.107515038549521,35452,6340,29112,3131,18,329
1,4232,2021-08-02,0.114278519264669,18632,2772,15860,2190,15,982
0,3924,2021-08-03,0.104645139008807,33480,11382,22098,2188,19,851
0,4921,2021-08-12,0.120304339092005,55656,8953,46703,5900,37,1151
1,4901,2021-08-13,0.116249050873197,53880,12876,41004,6628,31,948
0,6702,2021-08-16,0.121856264112746,22849,3405,19444,3778,43,1388
3,6959,2021-08-25,0.115331324257854,66847,12278,54569,6130,48,1343
0,7425,2021-08-31,0.11295139831659,63167,19476,43691,5351,81,1508
0,3497,2021-09-04,0.106437386502613,70674,12183,58491,8515,74,487
0,2628,2021-09-06,0.149600304529882,34916,4160,30756,5274,67,599
1,3194,2021-09-11,0.108860370988471,77077,12511,64566,11337,66,573
0,4846,2021-09-21,0.0848537626643445,60527,19176,41351,4381,57,968
0,4262,2021-09-22,0.0720086539548251,69104,14123,54981,6288,65,899
0,3905,2021-09-28,0.0727438152593042,47545,18190,29355,3469,70,806
78,3083,2021-10-01,0.0746689738188384,66695,14010,52685,4963,52,673
103,3994,2021-10-04,0.0822466547345095,22905,3214,19691,2219,65,954
22,1189,2021-10-10,0.0746457489878543,37421,3334,34087,3467,40,218
26,1339,2021-10-29,0.0394050668065541,48152,10690,37462,2366,28,303
44,1443,2021-11-03,0.0385583972242431,46453,10400,36053,1777,20,402
54,1602,2021-11-10,0.0399807836020071,51157,11547,39610,2156,16,442
51,1759,2021-11-16,0.0489502135412,36962,13385,23577,1339,20,512
59,1765,2021-11-17,0.0418486569119895,51143,11336,39807,2171,19,474
47,1638,2021-11-19,0.0516141380630343,47946,11373,36573,2401,17,382
110,3447,2021-11-29,0.0708661417322835,17614,3459,14155,1725,12,946
65,2658,2021-12-02,0.0729257100334863,56980,10931,46049,3780,17,711
90,2893,2021-12-07,0.0683664259927798,43515,15252,28263,2104,15,850
72,2491,2021-12-10,0.0742516950553994,52751,13225,39526,3606,16,611
112,3576,2021-12-13,0.0868339326577313,21290,4090,17200,2168,28,1039
141,3364,2021-12-16,0.0783559424984815,55439,10928,44511,4165,26,920
145,3500,2021-12-17,0.0797489667840196,55207,13695,41512,3980,26,789
98,2090,2021-12-19,0.101474749206894,40180,4986,35194,3584,28,491
379,6170,2021-12-21,0.10022381905996,48332,15045,33287,2894,33,1227
352,5168,2021-12-26,0.19956790433603,31631,2995,28636,5729,27,1041
3131,31616,2022-01-05,0.302272871967912,106777,25828,80949,20770,64,5740
2516,25345,2022-01-07,0.292006058744399,122103,28206,93897,28474,68,4778
1037,10906,2022-01-09,0.303138234720819,74538,7202,67336,23857,59,2234
3191,32130,2022-01-13,0.305467625899281,129182,23099,106083,44833,74,6478
423,3826,2022-02-14,0.12359430794649,16047,3830,12217,3383,61,1152
103,1091,2022-02-19,0.101197355646988,40588,9665,30923,4261,69,333
55,583,2022-02-26,0.0661785572393439,35021,9088,25933,3082,43,136
96,858,2022-03-02,0.0373116230729257,37195,10478,26717,2243,35,238
83,783,2022-03-03,0.0390305191910185,37992,8492,29500,2377,34,215
26,275,2022-03-06,0.052755905511811,18543,3020,15523,1458,29,87
79,743,2022-03-07,0.0383241312114323,10176,2668,7508,528,36,181
54,529,2022-03-08,0.0303357676850612,27050,13507,13543,894,38,148
65,543,2022-03-14,0.0263908120876436,9564,2414,7150,373,16,127
42,423,2022-03-23,0.0185851592037535,32480,8241,24239,1602,11,115
43,321,2022-03-24,0.0275459890005689,29688,6643,23045,1288,8,109
21,230,2022-04-02,0.030148185998978,19624,5032,14592,982,9,48
62,556,2022-04-04,0.0328196347031964,7810,1846,5964,446,4,180
61,597,2022-04-05,0.0268940811634497,21335,9060,12275,574,8,143
92,1039,2022-04-12,0.0565200292151245,22711,9970,12741,819,7,224
233,1948,2022-04-25,0.100704225352113,9222,2117,7105,1139,8,530
167,1571,2022-04-28,0.106413325862157,27327,6835,20492,2302,5,377
299,2513,2022-05-02,0.108236719155563,10061,2254,7807,1184,8,681
277,2384,2022-05-03,0.118337052992163,24773,10757,14016,1272,8,620
289,2267,2022-05-05,0.129181084198385,28572,8157,20415,3144,5,639
117,1301,2022-05-08,0.156768325307651,16654,2444,14210,2504,8,322
202,2111,2022-05-14,0.163575869968365,28036,8106,19930,3898,5,384
489,3967,2022-05-17,0.162753491589917,30810,13787,17023,2415,12,980
214,1999,2022-05-21,0.173620314902189,32322,8833,23489,5159,6,447
490,3701,2022-05-25,0.178304787000439,31637,9661,21976,4781,13,985
730,5179,2022-05-31,0.169991755976917,16410,8109,8301,2086,15,1271
496,3637,2022-06-02,0.184891751048596,33946,8841,25105,4563,15,930
227,1788,2022-06-05,0.201752677702045,18577,3285,15292,3303,5,391
480,2876,2022-06-16,0.173792400475678,24824,6823,18001,3991,8,785
613,3502,2022-06-28,0.211598184424271,28081,14079,14002,2622,12,1015
663,3590,2022-06-29,0.207094693638229,26473,8355,18118,3991,11,959
840,4483,2022-07-05,0.210410233789149,14446,6755,7691,1935,14,1462
1044,5024,2022-07-18,0.241261583482361,11278,2666,8612,2629,20,1556
811,3984,2022-07-21,0.236745636592439,27569,7805,19764,6109,15,1341
1188,5206,2022-07-25,0.242877720870679,11600,2579,9021,3800,11,1706
755,3605,2022-07-29,0.23604704797048,32685,14028,18657,5987,12,1045
414,2410,2022-07-30,0.238071102744189,26428,8478,17950,5524,15,621
855,4209,2022-08-02,0.241771762534605,27639,14014,13625,3143,13,1168
824,3819,2022-08-04,0.238325471698113,25804,7286,18518,5696,15,1065
938,4226,2022-08-08,0.236472945891784,10006,2256,7750,2864,16,1327
772,3614,2022-08-10,0.234916559691913,27127,9080,18047,4671,17,953
588,2748,2022-08-12,0.219468344677026,28713,11766,16947,4286,18,775
264,1552,2022-08-20,0.219907644946126,19591,6116,13475,3534,17,391
741,3153,2022-08-29,0.205834186284545,8157,1627,6530,1890,12,1085
422,2137,2022-09-02,0.185848839880542,25353,10558,14795,4063,13,740
560,2429,2022-09-14,0.155041217501585,24767,7646,17121,3464,17,759
574,2435,2022-09-19,0.158933582787652,8568,1878,6690,1520,14,858
166,865,2022-09-24,0.135028496273564,18814,5743,13071,2520,11,234
360,1595,2022-09-28,0.119263788524489,20530,5684,14846,2179,20,446
231,1078,2022-10-06,0.0974212034383954,16964,3404,13560,1751,12,346
179,1014,2022-10-07,0.0973706215739106,16823,4470,12353,1750,9,322
100,550,2022-10-15,0.0866013071895425,13338,2710,10628,749,13,177
115,575,2022-10-22,0.0831018518518519,13337,2365,10972,1326,5,162
295,1268,2022-10-24,0.0692138427685537,7418,981,6437,691,9,453
,,2020-03-09,,,,,1,,
0,152,2020-03-18,,205,,,22,,0
,,2020-03-06,,,,,0,,
0,5,2020-03-10,,,,,5,,0
,,2020-03-03,,,,,0,,
0,1,2020-03-07,,,,,0,,0
0,76,2020-03-21,,2192,,,47,,0
0,75,2020-03-29,,1638,,,232,4,0
0,234,2020-03-23,,2163,,,42,,0
0,161,2020-03-19,,1696,,,35,,0
0,57,2020-03-13,,,,,4,,0
0,197,2020-03-26,,2793,,,132,1,0
0,109,2020-03-17,,295,,,7,,0
0,176,2020-03-24,,529,,,101,1,1
0,167,2020-03-27,,2667,,,128,1,0
0,72,2020-03-22,,1389,,,71,1,0
0,15,2020-03-12,,,,,4,1,0
0,11,2020-03-11,,,,,0,,0
0,103,2020-03-16,,936,,,1,,0
0,14,2020-03-15,,,,,9,,0
0,99,2020-03-28,,2910,,,171,1,0
,,2020-03-05,,,,,0,,
0,164,2020-03-20,,943,,,40,,0
0,4,2020-03-08,,,,,0,,0
0,9,2020-03-14,,,,,8,,0
0,210,2020-03-30,,2082,,,140,2,0
0,198,2020-03-25,,2446,,,106,1,0
0,212,2020-03-31,,2787,,,191,3,0
0,1,2020-03-04,,,,,0,,0
0,1,2020-03-02,,,,,1,,0
219,887,2022-11-04,,,,,,8,302
285,985,2023-01-08,,,,,,12,436
494,1645,2022-12-08,,,,,,9,726
495,1400,2023-01-26,,,,,,4,633
206,665,2023-02-05,,,,,,3,252
182,711,2022-11-10,,,,,,7,234
230,879,2022-11-22,,,,,,10,380
238,969,2022-12-10,,,,,,8,375
154,604,2022-11-11,,,,,,11,200
510,1522,2023-02-01,,,,,,2,647
521,1507,2023-01-25,,,,,,8,638
299,1165,2022-12-02,,,,,,10,454
462,1620,2022-12-07,,,,,,6,618
803,2622,2022-12-20,,,,,,15,1124
540,1644,2023-01-12,,,,,,5,698
288,1133,2022-12-24,,,,,,11,496
489,1542,2023-01-24,,,,,,7,640
94,438,2022-11-19,,,,,,6,109
539,1923,2022-12-23,,,,,,12,908
536,1707,2023-01-18,,,,,,9,705
320,1316,2022-12-17,,,,,,13,520
937,3048,2022-12-27,,,,,,11,1384
459,1483,2023-02-07,,,,,,4,576
231,1006,2022-11-03,,,,,,7,373
540,1888,2022-12-15,,,,,,9,790
461,1702,2022-12-06,,,,,,12,618
169,733,2022-12-25,,,,,,13,236
856,2706,2022-12-19,,,,,,9,1191
262,1055,2022-12-11,,,,,,7,383
222,834,2022-11-25,,,,,,10,336
271,918,2023-01-14,,,,,,14,326
100,517,2022-11-12,,,,,,2,113
170,612,2023-02-11,,,,,,2,209
331,1036,2023-02-10,,,,,,2,403
398,1224,2023-02-09,,,,,,2,515
218,754,2023-01-29,,,,,,3,314
411,1314,2023-02-08,,,,,,3,501
227,881,2022-11-23,,,,,,4,281
374,1217,2023-01-27,,,,,,4,514
56,295,2022-11-24,,,,,,5,82
199,931,2022-10-28,,,,,,5,272
403,1419,2023-01-20,,,,,,5,581
570,1554,2023-02-06,,,,,,5,684
585,2013,2022-12-13,,,,,,5,826
170,713,2022-11-26,,,,,,6,230
185,767,2022-11-15,,,,,,6,255
202,780,2022-12-04,,,,,,6,272
218,639,2023-02-04,,,,,,6,230
223,915,2022-11-09,,,,,,6,297
235,1017,2022-10-27,,,,,,6,321
380,1141,2023-02-03,,,,,,6,458
488,1691,2022-12-05,,,,,,6,697
554,1713,2023-01-30,,,,,,6,678
173,688,2022-12-03,,,,,,7,255
244,807,2023-01-28,,,,,,7,297
389,1478,2022-11-30,,,,,,7,514
455,1266,2023-02-02,,,,,,7,559
743,2446,2022-12-22,,,,,,7,1098
79,393,2022-11-13,,,,,,8,108
106,545,2022-10-30,,,,,,8,150
223,829,2023-01-15,,,,,,8,317
257,1044,2022-10-31,,,,,,8,450
280,810,2023-01-22,,,,,,8,313
321,1222,2022-12-01,,,,,,8,486
405,1591,2022-12-09,,,,,,8,571
437,1433,2023-01-13,,,,,,8,572
461,1760,2022-11-28,,,,,,8,624
615,2095,2022-12-14,,,,,,8,904
84,427,2022-11-20,,,,,,9,141
104,517,2022-11-06,,,,,,9,151
112,563,2022-11-05,,,,,,9,148
113,530,2022-10-29,,,,,,9,172
163,698,2022-11-18,,,,,,9,205
178,797,2022-11-27,,,,,,9,208
185,733,2022-11-16,,,,,,9,263
294,1046,2022-11-21,,,,,,9,376
461,1487,2023-01-31,,,,,,9,670
606,1919,2023-01-17,,,,,,9,769
171,748,2022-11-17,,,,,,10,217
361,1211,2022-12-18,,,,,,10,530
466,1550,2023-01-19,,,,,,10,538
526,1872,2022-12-16,,,,,,10,739
591,1738,2023-01-23,,,,,,10,770
599,2214,2023-01-06,,,,,,10,806
646,2160,2022-12-12,,,,,,10,952
267,886,2023-01-21,,,,,,11,332
277,1069,2022-11-07,,,,,,11,375
