ZIPCode,Place,date,cases_confirmed_cum,deaths_confirmed_cum,TotalPop,cases_daily,deaths_daily,state,cases_per_100k
28676,State Road,2020-05-16,1,0,3444,1,0,North Carolina,29.0360046457607
28677,Statesville,2020-05-16,39,2,35614,2,0,North Carolina,109.507497051721
28681,Taylorsville,2020-05-16,14,0,26959,2,0,North Carolina,51.9307095960533
28684,Todd,2020-05-16,1,0,2175,1,0,North Carolina,45.9770114942529
28689,Union Grove,2020-05-16,5,0,1662,1,0,North Carolina,300.842358604092
28690,Valdese,2020-05-16,6,0,9427,2,0,North Carolina,63.6469714649411
28697,Wilkesboro,2020-05-16,111,0,13376,37,0,North Carolina,829.844497607656
28704,Arden,2020-05-16,17,0,21728,2,0,North Carolina,78.240058910162
28715,Candler,2020-05-16,20,1,27289,3,0,North Carolina,73.2896038696911
28716,Canton,2020-05-16,12,0,18650,1,0,North Carolina,64.343163538874
28732,Fletcher,2020-05-16,3,0,18899,1,0,North Carolina,15.873855759564
28734,Franklin,2020-05-16,3,1,28423,1,0,North Carolina,10.5548323540794
28739,Hendersonville,2020-05-16,16,0,21994,2,0,North Carolina,72.7471128489588
28752,Marion,2020-05-16,19,1,31501,1,0,North Carolina,60.3155455382369
28777,Spruce Pine,2020-05-16,4,0,10391,1,0,North Carolina,38.4948513136368
28779,Sylva,2020-05-16,16,1,17610,1,0,North Carolina,90.8574673480977
28782,Tryon,2020-05-16,8,0,6512,1,0,North Carolina,122.850122850123
28791,Hendersonville,2020-05-16,62,8,15811,1,0,North Carolina,392.132059958257
28792,Hendersonville,2020-05-16,159,28,37949,2,2,North Carolina,418.983372420881
28801,Asheville,2020-05-16,6,0,16782,2,0,North Carolina,35.7525920629246
28803,Asheville,2020-05-16,26,1,34731,1,0,North Carolina,74.8610751202096
28806,Asheville,2020-05-16,44,1,43841,6,0,North Carolina,100.362674209074
27006,Advance,2020-05-17,19,2,14872,0,0,North Carolina,127.756858526089
27007,Ararat,2020-05-17,1,0,2136,0,0,North Carolina,46.8164794007491
27009,Belews Creek,2020-05-17,2,0,2937,0,0,North Carolina,68.0966973101805
27012,Clemmons,2020-05-17,20,0,28954,0,0,North Carolina,69.0750846169787
27013,Cleveland,2020-05-17,10,0,6495,0,0,North Carolina,153.964588144727
27014,Cooleemee,2020-05-17,0,0,957,0,0,North Carolina,0
27016,Danbury,2020-05-17,0,0,1682,0,0,North Carolina,0
27017,Dobson,2020-05-17,13,0,9499,0,0,North Carolina,136.856511211706
27018,East Bend,2020-05-17,19,1,8221,0,0,North Carolina,231.115436078336
27019,Germanton,2020-05-17,2,0,4234,0,0,North Carolina,47.2366556447804
27022,Lawsonville,2020-05-17,0,0,1512,0,0,North Carolina,0
27023,Lewisville,2020-05-17,23,1,12775,0,0,North Carolina,180.039138943249
27025,Madison,2020-05-17,7,0,11117,0,0,North Carolina,62.9666276873257
27027,Mayodan,2020-05-17,0,0,4017,0,0,North Carolina,0
27028,Mocksville,2020-05-17,27,0,28039,0,0,North Carolina,96.2944470202218
27040,Pfafftown,2020-05-17,7,0,13150,0,0,North Carolina,53.2319391634981
27041,Pilot Mountain,2020-05-17,2,0,8020,0,0,North Carolina,24.9376558603491
27042,Pine Hall,2020-05-17,3,0,720,0,0,North Carolina,416.666666666667
27045,Rural Hall,2020-05-17,15,0,9583,0,0,North Carolina,156.527183554211
27046,Sandy Ridge,2020-05-17,0,0,1953,0,0,North Carolina,0
27047,Siloam,2020-05-17,2,0,1279,0,0,North Carolina,156.372165754496
27048,Stoneville,2020-05-17,5,0,8902,0,0,North Carolina,56.1671534486632
27050,Tobaccoville,2020-05-17,1,0,4084,0,0,North Carolina,24.4857982370225
27051,Walkertown,2020-05-17,10,0,8287,0,0,North Carolina,120.670930372873
27053,Westfield,2020-05-17,1,0,3156,0,0,North Carolina,31.6856780735108
27054,Woodleaf,2020-05-17,1,0,2608,0,0,North Carolina,38.3435582822086
27104,Winston Salem,2020-05-17,74,1,29383,0,0,North Carolina,251.846305686962
27207,Bear Creek,2020-05-17,15,0,3806,0,0,North Carolina,394.114555964267
27208,Bennett,2020-05-17,8,0,1691,0,0,North Carolina,473.092844470727
27209,Biscoe,2020-05-17,21,2,4151,0,0,North Carolina,505.902192242833
27214,Browns Summit,2020-05-17,9,1,11747,0,0,North Carolina,76.6153060355835
27229,Candor,2020-05-17,9,0,4014,0,0,North Carolina,224.215246636771
27231,Cedar Grove,2020-05-17,0,0,2048,0,0,North Carolina,0
27233,Climax,2020-05-17,2,0,3647,0,0,North Carolina,54.839594187003
27235,Colfax,2020-05-17,0,0,4575,0,0,North Carolina,0
27239,Denton,2020-05-17,12,0,9629,0,0,North Carolina,124.623533077163
27242,Eagle Springs,2020-05-17,0,0,2668,0,0,North Carolina,0
27243,Efland,2020-05-17,7,0,4665,0,0,North Carolina,150.05359056806
27244,Elon,2020-05-17,3,0,16259,0,0,North Carolina,18.4513192693278
27249,Gibsonville,2020-05-17,6,0,13355,0,0,North Carolina,44.9269936353426
27253,Graham,2020-05-17,32,0,31464,0,0,North Carolina,101.703534197813
27268,High Point,2020-05-17,1,0,1695,0,0,North Carolina,58.9970501474926
27281,Jackson Springs,2020-05-17,4,0,3710,0,0,North Carolina,107.816711590296
27282,Jamestown,2020-05-17,8,0,16597,0,0,North Carolina,48.2014821955775
27283,Julian,2020-05-17,5,0,2982,0,0,North Carolina,167.672702883971
27284,Kernersville,2020-05-17,51,1,56201,0,0,North Carolina,90.7457162683938
27291,Leasburg,2020-05-17,1,0,1538,0,0,North Carolina,65.0195058517555
27299,Linwood,2020-05-17,10,0,5254,0,0,North Carolina,190.331176246669
27301,Mc Leansville,2020-05-17,8,2,10019,0,0,North Carolina,79.8482882523206
27302,Mebane,2020-05-17,29,0,32302,0,0,North Carolina,89.7777227416259
27305,Milton,2020-05-17,13,1,1585,0,0,North Carolina,820.18927444795
27306,Mount Gilead,2020-05-17,9,0,5945,0,0,North Carolina,151.387720773759
27310,Oak Ridge,2020-05-17,6,1,8562,0,0,North Carolina,70.0770847932726
27311,Pelham,2020-05-17,0,0,3220,0,0,North Carolina,0
27312,Pittsboro,2020-05-17,89,17,22205,0,0,North Carolina,400.810628236884
27314,Prospect Hill,2020-05-17,0,0,1138,0,0,North Carolina,0
27315,Providence,2020-05-17,1,0,2140,0,0,North Carolina,46.7289719626168
27320,Reidsville,2020-05-17,13,2,38894,0,0,North Carolina,33.4241785365352
27325,Robbins,2020-05-17,4,0,7676,0,0,North Carolina,52.1104742053153
27326,Ruffin,2020-05-17,5,0,3692,0,0,North Carolina,135.427952329361
27341,Seagrove,2020-05-17,11,0,5820,0,0,North Carolina,189.003436426117
27343,Semora,2020-05-17,1,0,1840,0,0,North Carolina,54.3478260869565
27349,Snow Camp,2020-05-17,5,0,5850,0,0,North Carolina,85.4700854700855
27350,Sophia,2020-05-17,2,0,7508,0,0,North Carolina,26.638252530634
27355,Staley,2020-05-17,19,0,3196,0,0,North Carolina,594.493116395494
27356,Star,2020-05-17,4,1,3513,0,0,North Carolina,113.862795331625
27357,Stokesdale,2020-05-17,14,1,8325,0,0,North Carolina,168.168168168168
27358,Summerfield,2020-05-17,9,1,15960,0,0,North Carolina,56.390977443609
27371,Troy,2020-05-17,9,0,7778,0,0,North Carolina,115.710979686295
27376,West End,2020-05-17,7,0,9884,0,0,North Carolina,70.8215297450425
27377,Whitsett,2020-05-17,11,0,9597,0,0,North Carolina,114.619151818277
27379,Yanceyville,2020-05-17,6,0,6057,0,0,North Carolina,99.0589400693413
27403,Greensboro,2020-05-17,18,1,21278,0,0,North Carolina,84.5944167684933
27408,Greensboro,2020-05-17,9,0,17406,0,0,North Carolina,51.7063081695967
27409,Greensboro,2020-05-17,15,1,17953,0,0,North Carolina,83.5514955717708
27411,Greensboro,2020-05-17,0,0,847,0,0,North Carolina,0
27412,Greensboro,2020-05-17,0,0,1886,0,0,North Carolina,0
27504,Benson,2020-05-17,28,1,16320,0,0,North Carolina,171.56862745098
27508,Bunn,2020-05-17,3,0,2340,0,0,North Carolina,128.205128205128
27509,Butner,2020-05-17,122,8,6935,0,0,North Carolina,1759.19250180245
27513,Cary,2020-05-17,37,1,49003,0,0,North Carolina,75.5055812909414
27514,Chapel Hill,2020-05-17,71,14,32847,0,0,North Carolina,216.153682223643
27516,Chapel Hill,2020-05-17,45,3,44117,0,0,North Carolina,102.001496021942
27518,Cary,2020-05-17,16,0,22765,0,0,North Carolina,70.2833296727433
27519,Cary,2020-05-17,36,1,59960,0,0,North Carolina,60.0400266844563
27523,Apex,2020-05-17,7,0,12782,0,0,North Carolina,54.7645125958379
27524,Four Oaks,2020-05-17,9,0,13532,0,0,North Carolina,66.5090156665681
27527,Clayton,2020-05-17,18,0,30234,0,0,North Carolina,59.5356221472514
27531,Goldsboro,2020-05-17,1,0,666,0,0,North Carolina,150.15015015015
27537,Henderson,2020-05-17,62,3,25321,0,0,North Carolina,244.856048339323
27539,Apex,2020-05-17,17,1,26567,0,0,North Carolina,63.9891594835698
27540,Holly Springs,2020-05-17,20,0,39075,0,0,North Carolina,51.1836212412028
27541,Hurdle Mills,2020-05-17,2,0,4044,0,0,North Carolina,49.4559841740851
27542,Kenly,2020-05-17,6,1,10043,0,0,North Carolina,59.743104650005
27544,Kittrell,2020-05-17,3,0,4291,0,0,North Carolina,69.9137730132836
27549,Louisburg,2020-05-17,83,20,25224,0,0,North Carolina,329.051696796702
27551,Macon,2020-05-17,1,0,2205,0,0,North Carolina,45.3514739229025
27553,Manson,2020-05-17,5,0,2030,0,0,North Carolina,246.305418719212
27557,Middlesex,2020-05-17,3,0,9214,0,0,North Carolina,32.559149120903
27559,Moncure,2020-05-17,0,0,2874,0,0,North Carolina,0
27560,Morrisville,2020-05-17,19,0,33691,0,0,North Carolina,56.3948829064142
27562,New Hill,2020-05-17,1,0,2791,0,0,North Carolina,35.8294518093873
27571,Rolesville,2020-05-17,4,0,7385,0,0,North Carolina,54.16384563304
27572,Rougemont,2020-05-17,3,0,7316,0,0,North Carolina,41.0060142154183
27573,Roxboro,2020-05-17,13,1,11561,0,0,North Carolina,112.447020153966
27574,Roxboro,2020-05-17,9,0,15232,0,0,North Carolina,59.0861344537815
27581,Stem,2020-05-17,6,0,3956,0,0,North Carolina,151.668351870576
27583,Timberlake,2020-05-17,10,0,7012,0,0,North Carolina,142.612664004564
27589,Warrenton,2020-05-17,3,0,8312,0,0,North Carolina,36.0923965351299
27591,Wendell,2020-05-17,25,0,23448,0,0,North Carolina,106.61890139884
27592,Willow Spring,2020-05-17,25,0,17368,0,0,North Carolina,143.942883463842
27596,Youngsville,2020-05-17,16,0,18655,0,0,North Carolina,85.7678906459394
27601,Raleigh,2020-05-17,19,0,12139,0,0,North Carolina,156.520306450284
27605,Raleigh,2020-05-17,4,0,5253,0,0,North Carolina,76.1469636398249
27606,Raleigh,2020-05-17,34,1,47938,0,0,North Carolina,70.9249447202637
27607,Raleigh,2020-05-17,16,0,30296,0,0,North Carolina,52.8122524425667
27608,Raleigh,2020-05-17,6,0,11603,0,0,North Carolina,51.7107644574679
27615,Raleigh,2020-05-17,34,0,46038,0,0,North Carolina,73.8520352752074
27617,Raleigh,2020-05-17,20,0,19511,0,0,North Carolina,102.506278509559
27701,Durham,2020-05-17,33,1,26489,0,0,North Carolina,124.580014345577
27708,Durham,2020-05-17,0,0,4635,0,0,North Carolina,0
27712,Durham,2020-05-17,88,17,22055,0,0,North Carolina,399.002493765586
27805,Aulander,2020-05-17,10,0,3769,0,0,North Carolina,265.322366675511
27806,Aurora,2020-05-17,1,0,2441,0,0,North Carolina,40.9668168783286
27807,Bailey,2020-05-17,6,0,6940,0,0,North Carolina,86.4553314121038
27808,Bath,2020-05-17,2,0,2481,0,0,North Carolina,80.6126561870214
27809,Battleboro,2020-05-17,18,1,5254,0,0,North Carolina,342.596117244005
27810,Belhaven,2020-05-17,0,0,4224,0,0,North Carolina,0
27812,Bethel,2020-05-17,2,0,2951,0,0,North Carolina,67.7736360555744
27813,Black Creek,2020-05-17,2,0,687,0,0,North Carolina,291.120815138282
27814,Blounts Creek,2020-05-17,1,0,1801,0,0,North Carolina,55.5247084952804
27816,Castalia,2020-05-17,2,0,2634,0,0,North Carolina,75.9301442672741
27817,Chocowinity,2020-05-17,4,0,7777,0,0,North Carolina,51.4337148000514
27818,Como,2020-05-17,2,0,1269,0,0,North Carolina,157.604412923562
27820,Conway,2020-05-17,12,1,3292,0,0,North Carolina,364.520048602673
27823,Enfield,2020-05-17,18,0,7812,0,0,North Carolina,230.414746543779
27824,Engelhard,2020-05-17,0,0,1540,0,0,North Carolina,0
27826,Fairfield,2020-05-17,0,0,1245,0,0,North Carolina,0
27828,Farmville,2020-05-17,11,0,9031,0,0,North Carolina,121.802679658953
27829,Fountain,2020-05-17,3,0,1872,0,0,North Carolina,160.25641025641
27830,Fremont,2020-05-17,6,1,4858,0,0,North Carolina,123.507616303005
27831,Garysburg,2020-05-17,6,0,3588,0,0,North Carolina,167.224080267559
27832,Gaston,2020-05-17,19,0,2912,0,0,North Carolina,652.472527472528
27837,Grimesland,2020-05-17,5,0,6506,0,0,North Carolina,76.8521364893944
27839,Halifax,2020-05-17,3,0,3702,0,0,North Carolina,81.0372771474879
27840,Hamilton,2020-05-17,3,1,535,0,0,North Carolina,560.747663551402
27842,Henrico,2020-05-17,2,0,1436,0,0,North Carolina,139.275766016713
27843,Hobgood,2020-05-17,0,0,946,0,0,North Carolina,0
27844,Hollister,2020-05-17,8,0,3039,0,0,North Carolina,263.244488318526
27845,Jackson,2020-05-17,3,0,2841,0,0,North Carolina,105.596620908131
27846,Jamesville,2020-05-17,0,0,3069,0,0,North Carolina,0
27847,Kelford,2020-05-17,4,0,1071,0,0,North Carolina,373.482726423903
27850,Littleton,2020-05-17,5,0,7413,0,0,North Carolina,67.4490759476595
27852,Macclesfield,2020-05-17,9,0,3454,0,0,North Carolina,260.567458019687
27855,Murfreesboro,2020-05-17,10,1,6105,0,0,North Carolina,163.800163800164
27856,Nashville,2020-05-17,25,1,17301,0,0,North Carolina,144.500317900699
27857,Oak City,2020-05-17,0,0,1601,0,0,North Carolina,0
27860,Pantego,2020-05-17,2,0,2062,0,0,North Carolina,96.9932104752667
27862,Pendleton,2020-05-17,0,0,945,0,0,North Carolina,0
27863,Pikeville,2020-05-17,8,0,12670,0,0,North Carolina,63.1412786108919
27864,Pinetops,2020-05-17,29,1,4823,0,0,North Carolina,601.285506945884
27865,Pinetown,2020-05-17,2,0,2003,0,0,North Carolina,99.8502246630055
27866,Pleasant Hill,2020-05-17,2,0,672,0,0,North Carolina,297.619047619048
27869,Rich Square,2020-05-17,44,8,2167,0,0,North Carolina,2030.45685279188
27870,Roanoke Rapids,2020-05-17,48,1,26633,0,0,North Carolina,180.227537265798
27871,Robersonville,2020-05-17,15,1,4466,0,0,North Carolina,335.871025526198
27874,Scotland Neck,2020-05-17,4,0,4766,0,0,North Carolina,83.9278220730172
27875,Scranton,2020-05-17,0,0,511,0,0,North Carolina,0
27876,Seaboard,2020-05-17,5,0,1290,0,0,North Carolina,387.596899224806
27880,Sims,2020-05-17,2,0,3280,0,0,North Carolina,60.9756097560976
27882,Spring Hope,2020-05-17,8,0,7927,0,0,North Carolina,100.920903242084
27883,Stantonsburg,2020-05-17,11,1,4361,0,0,North Carolina,252.235725750975
27884,Stokes,2020-05-17,0,0,1545,0,0,North Carolina,0
27885,Swanquarter,2020-05-17,1,0,859,0,0,North Carolina,116.414435389988
27886,Tarboro,2020-05-17,71,4,21595,0,0,North Carolina,328.779810141236
27889,Washington,2020-05-17,18,0,27543,0,0,North Carolina,65.3523581309226
27890,Weldon,2020-05-17,3,0,2398,0,0,North Carolina,125.104253544621
27893,Wilson,2020-05-17,126,6,40647,0,0,North Carolina,309.985976824858
27897,Woodland,2020-05-17,28,1,2467,0,0,North Carolina,1134.98175922173
27915,Avon,2020-05-17,1,0,758,0,0,North Carolina,131.926121372032
27916,Aydlett,2020-05-17,0,0,554,0,0,North Carolina,0
27917,Barco,2020-05-17,0,0,1084,0,0,North Carolina,0
27919,Belvidere,2020-05-17,0,0,1211,0,0,North Carolina,0
27920,Buxton,2020-05-17,0,0,1415,0,0,North Carolina,0
27921,Camden,2020-05-17,0,0,5366,0,0,North Carolina,0
27922,Cofield,2020-05-17,1,0,1107,0,0,North Carolina,90.3342366757001
27923,Coinjock,2020-05-17,0,0,990,0,0,North Carolina,0
27924,Colerain,2020-05-17,18,0,3509,0,0,North Carolina,512.966657167284
27925,Columbia,2020-05-17,5,0,4164,0,0,North Carolina,120.076849183477
27926,Corapeake,2020-05-17,3,0,1965,0,0,North Carolina,152.671755725191
27927,Corolla,2020-05-17,0,0,613,0,0,North Carolina,0
27928,Creswell,2020-05-17,2,0,1888,0,0,North Carolina,105.932203389831
27929,Currituck,2020-05-17,1,0,1949,0,0,North Carolina,51.3083632632119
27932,Edenton,2020-05-17,19,1,12644,0,0,North Carolina,150.268902246125
27935,Eure,2020-05-17,1,0,1674,0,0,North Carolina,59.7371565113501
27936,Frisco,2020-05-17,0,0,961,0,0,North Carolina,0
27937,Gates,2020-05-17,5,0,4253,0,0,North Carolina,117.564072419469
27938,Gatesville,2020-05-17,2,0,1430,0,0,North Carolina,139.86013986014
27939,Grandy,2020-05-17,0,0,3370,0,0,North Carolina,0
27941,Harbinger,2020-05-17,0,0,670,0,0,North Carolina,0
27942,Harrellsville,2020-05-17,0,0,936,0,0,North Carolina,0
27944,Hertford,2020-05-17,18,1,12230,0,0,North Carolina,147.179067865904
27946,Hobbsville,2020-05-17,2,0,1089,0,0,North Carolina,183.654729109275
27947,Jarvisburg,2020-05-17,0,0,845,0,0,North Carolina,0
27948,Kill Devil Hills,2020-05-17,2,0,12518,0,0,North Carolina,15.976993129893
27949,Kitty Hawk,2020-05-17,7,0,7235,0,0,North Carolina,96.7519004837595
27950,Knotts Island,2020-05-17,1,0,2183,0,0,North Carolina,45.8085203847916
27953,Manns Harbor,2020-05-17,0,0,992,0,0,North Carolina,0
27954,Manteo,2020-05-17,0,0,6405,0,0,North Carolina,0
27958,Moyock,2020-05-17,8,0,12061,0,0,North Carolina,66.3294917502695
27959,Nags Head,2020-05-17,5,1,2451,0,0,North Carolina,203.998368013056
27960,Ocracoke,2020-05-17,0,0,899,0,0,North Carolina,0
27964,Point Harbor,2020-05-17,0,0,653,0,0,North Carolina,0
27965,Poplar Branch,2020-05-17,0,0,611,0,0,North Carolina,0
27966,Powells Point,2020-05-17,1,0,1473,0,0,North Carolina,67.8886625933469
27970,Roper,2020-05-17,9,3,3214,0,0,North Carolina,280.024891101431
27973,Shawboro,2020-05-17,0,0,1493,0,0,North Carolina,0
27974,Shiloh,2020-05-17,0,0,1375,0,0,North Carolina,0
27976,South Mills,2020-05-17,1,0,3561,0,0,North Carolina,28.08199943836
27979,Sunbury,2020-05-17,1,0,1813,0,0,North Carolina,55.1571980143409
27980,Tyner,2020-05-17,0,0,2075,0,0,North Carolina,0
27981,Wanchese,2020-05-17,0,0,1863,0,0,North Carolina,0
27983,Windsor,2020-05-17,41,1,10633,0,0,North Carolina,385.592024828365
27986,Winton,2020-05-17,23,0,2650,0,0,North Carolina,867.924528301887
28001,Albemarle,2020-05-17,14,4,28360,0,0,North Carolina,49.3653032440056
28006,Alexis,2020-05-17,0,0,1136,0,0,North Carolina,0
28012,Belmont,2020-05-17,21,0,24276,0,0,North Carolina,86.5051903114187
28016,Bessemer City,2020-05-17,12,0,14526,0,0,North Carolina,82.6104915324246
28018,Bostic,2020-05-17,4,0,5943,0,0,North Carolina,67.3060743732122
28020,Casar,2020-05-17,0,0,2464,0,0,North Carolina,0
28021,Cherryville,2020-05-17,16,0,13436,0,0,North Carolina,119.083060434653
28023,China Grove,2020-05-17,19,0,14843,0,0,North Carolina,128.00646769521
28031,Cornelius,2020-05-17,80,14,31049,0,0,North Carolina,257.65725144127
28032,Cramerton,2020-05-17,1,0,3249,0,0,North Carolina,30.7787011388119
28033,Crouse,2020-05-17,0,0,3362,0,0,North Carolina,0
28034,Dallas,2020-05-17,21,2,17859,0,0,North Carolina,117.587770871829
28043,Forest City,2020-05-17,38,2,21472,0,0,North Carolina,176.974664679583
28054,Gastonia,2020-05-17,40,1,40184,0,0,North Carolina,99.5421063109696
28071,Gold Hill,2020-05-17,1,0,3198,0,0,North Carolina,31.2695434646654
28073,Grover,2020-05-17,2,1,5606,0,0,North Carolina,35.6760613628255
28075,Harrisburg,2020-05-17,30,3,19174,0,0,North Carolina,156.461875456347
28077,High Shoals,2020-05-17,0,0,557,0,0,North Carolina,0
28079,Indian Trail,2020-05-17,40,2,39813,0,0,North Carolina,100.469695827996
28086,Kings Mountain,2020-05-17,12,1,26988,0,0,North Carolina,44.4642063139173
28088,Landis,2020-05-17,4,0,3059,0,0,North Carolina,130.76168682576
28090,Lawndale,2020-05-17,5,1,8506,0,0,North Carolina,58.7820362097343
28091,Lilesville,2020-05-17,2,0,2353,0,0,North Carolina,84.9978750531237
28092,Lincolnton,2020-05-17,19,0,40052,0,0,North Carolina,47.438330170778
28097,Locust,2020-05-17,3,0,6124,0,0,North Carolina,48.9875898105813
28098,Lowell,2020-05-17,2,0,4010,0,0,North Carolina,49.8753117206983
28103,Marshville,2020-05-17,9,0,11346,0,0,North Carolina,79.3231094658911
28104,Matthews,2020-05-17,29,3,32469,0,0,North Carolina,89.3159629184761
28107,Midland,2020-05-17,7,0,8210,0,0,North Carolina,85.2618757612667
28112,Monroe,2020-05-17,107,4,28060,0,0,North Carolina,381.325730577334
28114,Mooresboro,2020-05-17,4,0,9034,0,0,North Carolina,44.2771751162276
28117,Mooresville,2020-05-17,45,1,47608,0,0,North Carolina,94.5219290875483
28119,Morven,2020-05-17,7,0,3034,0,0,North Carolina,230.71852340145
28120,Mount Holly,2020-05-17,17,1,24318,0,0,North Carolina,69.9070647257176
28124,Mount Pleasant,2020-05-17,11,1,7015,0,0,North Carolina,156.806842480399
28125,Mount Ulla,2020-05-17,3,0,2657,0,0,North Carolina,112.90929619872
28127,New London,2020-05-17,2,0,7631,0,0,North Carolina,26.2088848119513
28129,Oakboro,2020-05-17,4,0,6031,0,0,North Carolina,66.3239927043608
28133,Peachland,2020-05-17,3,0,2713,0,0,North Carolina,110.578695171397
28134,Pineville,2020-05-17,26,1,11817,0,0,North Carolina,220.02200220022
28135,Polkton,2020-05-17,6,0,5968,0,0,North Carolina,100.536193029491
28137,Richfield,2020-05-17,2,0,3843,0,0,North Carolina,52.0426749934947
28138,Rockwell,2020-05-17,20,0,11659,0,0,North Carolina,171.54129856763
28139,Rutherfordton,2020-05-17,65,2,20134,0,0,North Carolina,322.836992152578
28146,Salisbury,2020-05-17,55,0,30382,0,0,North Carolina,181.028240405503
28147,Salisbury,2020-05-17,232,18,26204,0,0,North Carolina,885.361013585712
28150,Shelby,2020-05-17,16,1,29296,0,0,North Carolina,54.6149645002731
28152,Shelby,2020-05-17,18,0,26078,0,0,North Carolina,69.0236981363602
28159,Spencer,2020-05-17,17,0,3126,0,0,North Carolina,543.82597568778
28160,Spindale,2020-05-17,25,1,4015,0,0,North Carolina,622.66500622665
28163,Stanfield,2020-05-17,1,0,5814,0,0,North Carolina,17.1998624011008
28164,Stanley,2020-05-17,13,0,15447,0,0,North Carolina,84.1587363242054
28166,Troutman,2020-05-17,4,0,9868,0,0,North Carolina,40.5350628293474
28167,Union Mills,2020-05-17,9,0,2418,0,0,North Carolina,372.208436724566
28168,Vale,2020-05-17,1,0,10437,0,0,North Carolina,9.58129730765546
28173,Waxhaw,2020-05-17,35,0,63837,0,0,North Carolina,54.8271378667544
28174,Wingate,2020-05-17,23,1,9287,0,0,North Carolina,247.658016582319
28202,Charlotte,2020-05-17,34,0,16755,0,0,North Carolina,202.924500149209
28203,Charlotte,2020-05-17,35,0,19070,0,0,North Carolina,183.534347142108
28204,Charlotte,2020-05-17,18,1,8738,0,0,North Carolina,205.996795605402
28211,Charlotte,2020-05-17,62,7,31253,0,0,North Carolina,198.380955428279
28223,Charlotte,2020-05-17,0,0,2941,0,0,North Carolina,0
28262,Charlotte,2020-05-17,82,0,43683,0,0,North Carolina,187.71604514342
28270,Charlotte,2020-05-17,27,1,34753,0,0,North Carolina,77.6911345783098
28277,Charlotte,2020-05-17,91,5,72020,0,0,North Carolina,126.353790613718
28278,Charlotte,2020-05-17,48,1,32539,0,0,North Carolina,147.515289345094
28301,Fayetteville,2020-05-17,40,0,17717,0,0,North Carolina,225.771857537958
28305,Fayetteville,2020-05-17,5,1,5010,0,0,North Carolina,99.8003992015968
28307,Fort Bragg,2020-05-17,3,0,15486,0,0,North Carolina,19.3723363037582
28308,Pope Army Airfield,2020-05-17,0,0,737,0,0,North Carolina,0
28310,Fort Bragg,2020-05-17,1,0,8861,0,0,North Carolina,11.285407967498
28311,Fayetteville,2020-05-17,40,2,36046,0,0,North Carolina,110.969316983854
28312,Fayetteville,2020-05-17,20,0,18419,0,0,North Carolina,108.583527878821
28315,Aberdeen,2020-05-17,14,1,13329,0,0,North Carolina,105.034136094231
28318,Autryville,2020-05-17,5,0,4579,0,0,North Carolina,109.19414719371
28320,Bladenboro,2020-05-17,5,0,9381,0,0,North Carolina,53.2992218313613
28323,Bunnlevel,2020-05-17,4,0,4578,0,0,North Carolina,87.3743993010048
28327,Carthage,2020-05-17,8,0,18273,0,0,North Carolina,43.780441087944
28334,Dunn,2020-05-17,46,1,26215,0,0,North Carolina,175.472057982071
28338,Ellerbe,2020-05-17,4,0,4804,0,0,North Carolina,83.2639467110741
28339,Erwin,2020-05-17,9,0,7226,0,0,North Carolina,124.550235261556
28341,Faison,2020-05-17,24,0,5080,0,0,North Carolina,472.44094488189
28343,Gibson,2020-05-17,2,0,1567,0,0,North Carolina,127.632418634333
28344,Godwin,2020-05-17,16,1,3814,0,0,North Carolina,419.507079181961
28345,Hamlet,2020-05-17,38,1,12656,0,0,North Carolina,300.252844500632
28347,Hoffman,2020-05-17,2,0,1826,0,0,North Carolina,109.529025191676
28348,Hope Mills,2020-05-17,54,1,36052,0,0,North Carolina,149.783645844891
28351,Laurel Hill,2020-05-17,10,0,5269,0,0,North Carolina,189.789333839438
28352,Laurinburg,2020-05-17,33,0,25298,0,0,North Carolina,130.445094473871
28356,Linden,2020-05-17,4,1,4914,0,0,North Carolina,81.4000814000814
28363,Marston,2020-05-17,1,0,1079,0,0,North Carolina,92.678405931418
28364,Maxton,2020-05-17,16,0,15170,0,0,North Carolina,105.47132498352
28369,Orrum,2020-05-17,2,1,2241,0,0,North Carolina,89.2458723784025
28372,Pembroke,2020-05-17,5,0,15254,0,0,North Carolina,32.7782876622525
28373,Pinebluff,2020-05-17,3,0,2552,0,0,North Carolina,117.554858934169
28374,Pinehurst,2020-05-17,62,6,18171,0,0,North Carolina,341.203015794398
28379,Rockingham,2020-05-17,64,1,25804,0,0,North Carolina,248.023562238413
28383,Rowland,2020-05-17,27,0,7713,0,0,North Carolina,350.058343057176
28385,Salemburg,2020-05-17,9,0,3005,0,0,North Carolina,299.500831946755
28386,Shannon,2020-05-17,38,0,6068,0,0,North Carolina,626.235992089651
28390,Spring Lake,2020-05-17,24,1,23494,0,0,North Carolina,102.153741380778
28391,Stedman,2020-05-17,2,0,5326,0,0,North Carolina,37.5516334960571
28392,Tar Heel,2020-05-17,10,1,1554,0,0,North Carolina,643.500643500644
28393,Turkey,2020-05-17,8,0,2160,0,0,North Carolina,370.37037037037
28394,Vass,2020-05-17,5,0,6094,0,0,North Carolina,82.047915982934
28395,Wade,2020-05-17,2,0,2657,0,0,North Carolina,75.2728641324802
28396,Wagram,2020-05-17,5,0,2679,0,0,North Carolina,186.636804777902
28399,White Oak,2020-05-17,9,1,1934,0,0,North Carolina,465.35677352637
