ZIPCode,Place,date,cases_confirmed_cum,deaths_confirmed_cum,TotalPop,cases_daily,deaths_daily,state,cases_per_100k
28343,Gibson,2020-05-23,2,0,1567,0,0,North Carolina,127.632418634333
28347,Hoffman,2020-05-23,2,0,1826,0,0,North Carolina,109.529025191676
28348,Hope Mills,2020-05-23,64,1,36052,0,0,North Carolina,177.521358038389
28357,Lumber Bridge,2020-05-23,16,0,3224,0,0,North Carolina,496.277915632754
28363,Marston,2020-05-23,2,0,1079,0,0,North Carolina,185.356811862836
28366,Newton Grove,2020-05-23,25,0,5153,0,0,North Carolina,485.154279060741
28369,Orrum,2020-05-23,3,1,2241,0,0,North Carolina,133.868808567604
28371,Parkton,2020-05-23,27,2,7085,0,0,North Carolina,381.086803105152
28372,Pembroke,2020-05-23,11,0,15254,0,0,North Carolina,72.1122328569556
28373,Pinebluff,2020-05-23,3,0,2552,0,0,North Carolina,117.554858934169
28383,Rowland,2020-05-23,41,0,7713,0,0,North Carolina,531.570076494231
28384,Saint Pauls,2020-05-23,107,0,12414,0,0,North Carolina,861.930078943129
28385,Salemburg,2020-05-23,8,0,3005,0,0,North Carolina,266.222961730449
28386,Shannon,2020-05-23,53,0,6068,0,0,North Carolina,873.434410019776
28390,Spring Lake,2020-05-23,26,1,23494,0,0,North Carolina,110.66655316251
28391,Stedman,2020-05-23,2,0,5326,0,0,North Carolina,37.5516334960571
28392,Tar Heel,2020-05-23,11,1,1554,0,0,North Carolina,707.850707850708
28394,Vass,2020-05-23,6,0,6094,0,0,North Carolina,98.4574991795208
28395,Wade,2020-05-23,3,0,2657,0,0,North Carolina,112.90929619872
28396,Wagram,2020-05-23,7,0,2679,0,0,North Carolina,261.291526689063
28399,White Oak,2020-05-23,9,1,1934,0,0,North Carolina,465.35677352637
28401,Wilmington,2020-05-23,14,0,24213,0,0,North Carolina,57.8201792425557
28409,Wilmington,2020-05-23,18,1,34974,0,0,North Carolina,51.4668039114771
28412,Wilmington,2020-05-23,28,0,42977,0,0,North Carolina,65.1511273471857
28420,Ash,2020-05-23,6,0,5116,0,0,North Carolina,117.279124315872
28422,Bolivia,2020-05-23,5,0,8682,0,0,North Carolina,57.5904169546188
28423,Bolton,2020-05-23,9,0,2285,0,0,North Carolina,393.873085339169
28428,Carolina Beach,2020-05-23,5,0,7142,0,0,North Carolina,70.008401008121
28429,Castle Hayne,2020-05-23,3,0,8542,0,0,North Carolina,35.1205806602669
28432,Clarendon,2020-05-23,6,0,1684,0,0,North Carolina,356.294536817102
28433,Clarkton,2020-05-23,11,0,5297,0,0,North Carolina,207.664715876911
28434,Council,2020-05-23,6,0,1357,0,0,North Carolina,442.151805453206
28435,Currie,2020-05-23,2,0,2931,0,0,North Carolina,68.2360968952576
28436,Delco,2020-05-23,1,0,2312,0,0,North Carolina,43.2525951557093
28438,Evergreen,2020-05-23,5,0,1688,0,0,North Carolina,296.208530805687
28444,Harrells,2020-05-23,3,0,2278,0,0,North Carolina,131.694468832309
28445,Holly Ridge,2020-05-23,9,0,8142,0,0,North Carolina,110.537951363301
28448,Kelly,2020-05-23,1,0,1216,0,0,North Carolina,82.2368421052632
28449,Kure Beach,2020-05-23,0,0,1958,0,0,North Carolina,0
28452,Longwood,2020-05-23,1,0,513,0,0,North Carolina,194.931773879142
28454,Maple Hill,2020-05-23,0,0,3549,0,0,North Carolina,0
28455,Nakina,2020-05-23,3,1,1718,0,0,North Carolina,174.621653084983
28456,Riegelwood,2020-05-23,4,0,3566,0,0,North Carolina,112.170499158721
28457,Rocky Point,2020-05-23,2,0,12840,0,0,North Carolina,15.5763239875389
28460,Sneads Ferry,2020-05-23,9,1,10588,0,0,North Carolina,85.0018889308652
28462,Supply,2020-05-23,3,0,14309,0,0,North Carolina,20.9658257041023
28465,Oak Island,2020-05-23,8,0,8285,0,0,North Carolina,96.5600482800242
28467,Calabash,2020-05-23,4,1,11393,0,0,North Carolina,35.1092776266128
28468,Sunset Beach,2020-05-23,0,0,5394,0,0,North Carolina,0
28469,Ocean Isle Beach,2020-05-23,3,0,7481,0,0,North Carolina,40.101590696431
28470,Shallotte,2020-05-23,5,0,13446,0,0,North Carolina,37.1857801576677
28478,Willard,2020-05-23,7,0,4976,0,0,North Carolina,140.675241157556
28479,Winnabow,2020-05-23,1,0,4874,0,0,North Carolina,20.5170291341814
28480,Wrightsville Beach,2020-05-23,4,0,2737,0,0,North Carolina,146.145414687614
28510,Arapahoe,2020-05-23,1,0,1543,0,0,North Carolina,64.8088139987038
28511,Atlantic,2020-05-23,1,0,628,0,0,North Carolina,159.235668789809
28512,Atlantic Beach,2020-05-23,1,0,3689,0,0,North Carolina,27.1076172404446
28515,Bayboro,2020-05-23,0,0,3463,0,0,North Carolina,0
28516,Beaufort,2020-05-23,8,2,12482,0,0,North Carolina,64.0922929017786
28521,Chinquapin,2020-05-23,4,0,2259,0,0,North Carolina,177.069499778663
28523,Cove City,2020-05-23,3,0,2274,0,0,North Carolina,131.926121372032
28526,Dover,2020-05-23,2,0,2384,0,0,North Carolina,83.8926174496644
28527,Ernul,2020-05-23,0,0,905,0,0,North Carolina,0
28528,Gloucester,2020-05-23,0,0,640,0,0,North Carolina,0
28529,Grantsboro,2020-05-23,5,0,2539,0,0,North Carolina,196.927924379677
28530,Grifton,2020-05-23,24,0,7474,0,0,North Carolina,321.113192400321
28531,Harkers Island,2020-05-23,0,0,1414,0,0,North Carolina,0
28532,Havelock,2020-05-23,2,1,25868,0,0,North Carolina,7.73156022885418
28538,Hookerton,2020-05-23,8,0,3342,0,0,North Carolina,239.377618192699
28542,Camp Lejeune,2020-05-23,4,0,6146,0,0,North Carolina,65.0829808005207
28543,Tarawa Terrace,2020-05-23,1,1,6618,0,0,North Carolina,15.1103052281656
28544,Midway Park,2020-05-23,0,0,5607,0,0,North Carolina,0
28545,Mccutcheon Field,2020-05-23,0,0,4010,0,0,North Carolina,0
28547,Camp Lejeune,2020-05-23,6,0,13868,0,0,North Carolina,43.2650706662821
28553,Marshallberg,2020-05-23,1,0,522,0,0,North Carolina,191.570881226054
28555,Maysville,2020-05-23,4,0,4702,0,0,North Carolina,85.0701829008933
28556,Merritt,2020-05-23,0,0,1150,0,0,North Carolina,0
28557,Morehead City,2020-05-23,2,0,15254,0,0,North Carolina,13.111315064901
28570,Newport,2020-05-23,16,1,22687,0,0,North Carolina,70.5249702472782
28571,Oriental,2020-05-23,3,0,3137,0,0,North Carolina,95.6327701625757
28573,Pollocksville,2020-05-23,2,1,2475,0,0,North Carolina,80.8080808080808
28577,Sealevel,2020-05-23,0,0,595,0,0,North Carolina,0
28579,Smyrna,2020-05-23,0,0,798,0,0,North Carolina,0
28582,Stella,2020-05-23,1,0,1824,0,0,North Carolina,54.8245614035088
28584,Swansboro,2020-05-23,4,0,12910,0,0,North Carolina,30.9837335398916
28586,Vanceboro,2020-05-23,9,0,8427,0,0,North Carolina,106.799572801709
28590,Winterville,2020-05-23,35,1,26551,0,0,North Carolina,131.821776957553
28594,Emerald Isle,2020-05-23,1,0,3678,0,0,North Carolina,27.1886895051659
28604,Banner Elk,2020-05-23,0,0,6449,0,0,North Carolina,0
28605,Blowing Rock,2020-05-23,2,0,4143,0,0,North Carolina,48.2741974414675
28606,Boomer,2020-05-23,15,0,2367,0,0,North Carolina,633.713561470216
28607,Boone,2020-05-23,9,0,37481,0,0,North Carolina,24.0121661641899
28609,Catawba,2020-05-23,4,0,6457,0,0,North Carolina,61.9482731918848
28611,Collettsville,2020-05-23,0,0,978,0,0,North Carolina,0
28612,Connelly Springs,2020-05-23,3,0,14906,0,0,North Carolina,20.1261237085737
28615,Creston,2020-05-23,1,0,1883,0,0,North Carolina,53.1067445565587
28617,Crumpler,2020-05-23,2,0,2451,0,0,North Carolina,81.5993472052224
28618,Deep Gap,2020-05-23,0,0,2480,0,0,North Carolina,0
28622,Elk Park,2020-05-23,1,0,2638,0,0,North Carolina,37.9075056861259
28623,Ennice,2020-05-23,1,0,1716,0,0,North Carolina,58.2750582750583
28624,Ferguson,2020-05-23,5,0,1893,0,0,North Carolina,264.131008980454
28626,Fleetwood,2020-05-23,2,0,3001,0,0,North Carolina,66.6444518493836
28627,Glade Valley,2020-05-23,1,0,1534,0,0,North Carolina,65.1890482398957
28630,Granite Falls,2020-05-23,22,0,20369,0,0,North Carolina,108.007265943345
28634,Harmony,2020-05-23,12,0,5269,0,0,North Carolina,227.747200607326
28635,Hays,2020-05-23,11,0,4032,0,0,North Carolina,272.81746031746
28638,Hudson,2020-05-23,13,0,12560,0,0,North Carolina,103.503184713376
28640,Jefferson,2020-05-23,5,0,4805,0,0,North Carolina,104.058272632674
28643,Lansing,2020-05-23,2,0,3443,0,0,North Carolina,58.0888759802498
28644,Laurel Springs,2020-05-23,3,0,1570,0,0,North Carolina,191.082802547771
28649,Mc Grady,2020-05-23,3,0,1034,0,0,North Carolina,290.135396518375
28650,Maiden,2020-05-23,6,0,13374,0,0,North Carolina,44.8631673396142
28657,Newland,2020-05-23,1,0,9610,0,0,North Carolina,10.4058272632674
28658,Newton,2020-05-23,28,0,25858,0,0,North Carolina,108.283703302653
28660,Olin,2020-05-23,5,0,2336,0,0,North Carolina,214.041095890411
28663,Piney Creek,2020-05-23,0,0,715,0,0,North Carolina,0
28665,Purlear,2020-05-23,13,0,2986,0,0,North Carolina,435.36503683858
28669,Roaring River,2020-05-23,12,0,3133,0,0,North Carolina,383.0194701564
28670,Ronda,2020-05-23,5,0,3183,0,0,North Carolina,157.084511467169
28673,Sherrills Ford,2020-05-23,4,0,6621,0,0,North Carolina,60.4138347681619
28675,Sparta,2020-05-23,6,0,6805,0,0,North Carolina,88.1704628949302
28678,Stony Point,2020-05-23,1,0,5252,0,0,North Carolina,19.040365575019
28679,Sugar Grove,2020-05-23,0,0,2122,0,0,North Carolina,0
28682,Terrell,2020-05-23,1,0,1099,0,0,North Carolina,90.9918107370337
28683,Thurmond,2020-05-23,2,0,1934,0,0,North Carolina,103.412616339193
28684,Todd,2020-05-23,2,0,2175,0,0,North Carolina,91.9540229885058
28685,Traphill,2020-05-23,5,0,1908,0,0,North Carolina,262.054507337526
28689,Union Grove,2020-05-23,5,0,1662,0,0,North Carolina,300.842358604092
28692,Vilas,2020-05-23,1,0,4504,0,0,North Carolina,22.202486678508
28693,Warrensville,2020-05-23,1,0,1693,0,0,North Carolina,59.0667454223272
28698,Zionville,2020-05-23,0,0,1844,0,0,North Carolina,0
28701,Alexander,2020-05-23,2,0,4830,0,0,North Carolina,41.407867494824
28702,Almond,2020-05-23,1,0,704,0,0,North Carolina,142.045454545455
28705,Bakersville,2020-05-23,2,0,7168,0,0,North Carolina,27.9017857142857
28708,Balsam Grove,2020-05-23,0,0,1340,0,0,North Carolina,0
28709,Barnardsville,2020-05-23,0,0,2308,0,0,North Carolina,0
28711,Black Mountain,2020-05-23,3,0,15250,0,0,North Carolina,19.672131147541
28712,Brevard,2020-05-23,4,0,19644,0,0,North Carolina,20.3624516391774
28713,Bryson City,2020-05-23,4,0,9333,0,0,North Carolina,42.8586735240544
28714,Burnsville,2020-05-23,6,0,17066,0,0,North Carolina,35.1576233446619
28715,Candler,2020-05-23,26,1,27289,0,0,North Carolina,95.2764850305984
28716,Canton,2020-05-23,12,0,18650,0,0,North Carolina,64.343163538874
28717,Cashiers,2020-05-23,0,0,1471,0,0,North Carolina,0
28718,Cedar Mountain,2020-05-23,1,0,607,0,0,North Carolina,164.744645799012
28719,Cherokee,2020-05-23,6,0,6945,0,0,North Carolina,86.3930885529158
28721,Clyde,2020-05-23,8,0,10866,0,0,North Carolina,73.6241487207804
28722,Columbus,2020-05-23,6,0,6854,0,0,North Carolina,87.5401225561716
28723,Cullowhee,2020-05-23,4,0,11678,0,0,North Carolina,34.2524404863847
28729,Etowah,2020-05-23,2,0,2978,0,0,North Carolina,67.1591672263264
28730,Fairview,2020-05-23,2,0,10068,0,0,North Carolina,19.8649185538339
28732,Fletcher,2020-05-23,3,0,18899,0,0,North Carolina,15.873855759564
28736,Glenville,2020-05-23,0,0,740,0,0,North Carolina,0
28739,Hendersonville,2020-05-23,16,0,21994,0,0,North Carolina,72.7471128489588
28740,Green Mountain,2020-05-23,4,0,2123,0,0,North Carolina,188.412623645784
28741,Highlands,2020-05-23,0,0,3135,0,0,North Carolina,0
28742,Horse Shoe,2020-05-23,0,0,2834,0,0,North Carolina,0
28743,Hot Springs,2020-05-23,0,0,2422,0,0,North Carolina,0
28745,Lake Junaluska,2020-05-23,1,0,598,0,0,North Carolina,167.224080267559
28746,Lake Lure,2020-05-23,1,0,2583,0,0,North Carolina,38.7146728610143
28747,Lake Toxaway,2020-05-23,0,0,2517,0,0,North Carolina,0
28748,Leicester,2020-05-23,6,1,12684,0,0,North Carolina,47.3036896877956
28751,Maggie Valley,2020-05-23,1,0,3738,0,0,North Carolina,26.7522739432852
28753,Marshall,2020-05-23,1,0,12286,0,0,North Carolina,8.13934559661403
28754,Mars Hill,2020-05-23,1,0,8823,0,0,North Carolina,11.3340133741358
28756,Mill Spring,2020-05-23,5,0,4770,0,0,North Carolina,104.82180293501
28759,Mills River,2020-05-23,3,1,7867,0,0,North Carolina,38.1339773738401
28761,Nebo,2020-05-23,11,0,8493,0,0,North Carolina,129.518426939833
28762,Old Fort,2020-05-23,2,0,7603,0,0,North Carolina,26.3054057608839
28763,Otto,2020-05-23,1,0,2864,0,0,North Carolina,34.9162011173184
28766,Penrose,2020-05-23,1,0,1526,0,0,North Carolina,65.5307994757536
28771,Robbinsville,2020-05-23,0,0,8212,0,0,North Carolina,0
28772,Rosman,2020-05-23,0,0,1942,0,0,North Carolina,0
28773,Saluda,2020-05-23,20,4,3508,0,0,North Carolina,570.125427594071
28774,Sapphire,2020-05-23,0,0,1569,0,0,North Carolina,0
28777,Spruce Pine,2020-05-23,6,0,10391,0,0,North Carolina,57.7422769704552
28778,Swannanoa,2020-05-23,3,0,10803,0,0,North Carolina,27.7700638711469
28781,Topton,2020-05-23,0,0,957,0,0,North Carolina,0
28782,Tryon,2020-05-23,8,0,6512,0,0,North Carolina,122.850122850123
28783,Tuckasegee,2020-05-23,1,0,1905,0,0,North Carolina,52.49343832021
28785,Waynesville,2020-05-23,2,0,8309,0,0,North Carolina,24.07028523288
28787,Weaverville,2020-05-23,8,0,20681,0,0,North Carolina,38.6828489918283
28789,Whittier,2020-05-23,2,0,6551,0,0,North Carolina,30.5296901236452
28790,Zirconia,2020-05-23,2,0,3775,0,0,North Carolina,52.9801324503311
28791,Hendersonville,2020-05-23,68,8,15811,0,0,North Carolina,430.080323825185
28801,Asheville,2020-05-23,12,0,16782,0,0,North Carolina,71.5051841258491
28803,Asheville,2020-05-23,32,2,34731,0,0,North Carolina,92.136707840258
28804,Asheville,2020-05-23,9,0,23302,0,0,North Carolina,38.6232941378422
28805,Asheville,2020-05-23,14,1,20394,0,0,North Carolina,68.6476414631755
28901,Andrews,2020-05-23,3,0,6039,0,0,North Carolina,49.6770988574267
28902,Brasstown,2020-05-23,3,0,1562,0,0,North Carolina,192.061459667093
28904,Hayesville,2020-05-23,3,0,9535,0,0,North Carolina,31.4630309386471
28905,Marble,2020-05-23,4,0,3548,0,0,North Carolina,112.739571589628
28906,Murphy,2020-05-23,12,1,20296,0,0,North Carolina,59.1249507292077
28909,Warne,2020-05-23,0,0,1068,0,0,North Carolina,0
27006,Advance,2020-05-23,21,2,14872,1,0,North Carolina,141.204948897257
27012,Clemmons,2020-05-23,23,0,28954,3,0,North Carolina,79.4363473095255
27017,Dobson,2020-05-23,21,0,9499,6,0,North Carolina,221.075902726603
27018,East Bend,2020-05-23,25,1,8221,1,0,North Carolina,304.099257997811
27020,Hamptonville,2020-05-23,26,0,6104,2,0,North Carolina,425.950196592398
27021,King,2020-05-23,25,0,17979,2,0,North Carolina,139.051115189944
27023,Lewisville,2020-05-23,26,1,12775,2,0,North Carolina,203.522504892368
27028,Mocksville,2020-05-23,46,0,28039,4,0,North Carolina,164.057206034452
27030,Mount Airy,2020-05-23,89,1,37641,17,0,North Carolina,236.444302754975
27040,Pfafftown,2020-05-23,10,0,13150,2,0,North Carolina,76.0456273764259
27041,Pilot Mountain,2020-05-23,3,0,8020,1,0,North Carolina,37.4064837905237
27045,Rural Hall,2020-05-23,22,0,9583,1,0,North Carolina,229.573202546176
27048,Stoneville,2020-05-23,7,0,8902,1,0,North Carolina,78.6340148281285
27052,Walnut Cove,2020-05-23,17,0,10061,6,0,North Carolina,168.969287347182
27101,Winston Salem,2020-05-23,27,0,24321,2,0,North Carolina,111.015172073517
27103,Winston Salem,2020-05-23,88,1,36071,1,0,North Carolina,243.963294613401
27105,Winston Salem,2020-05-23,150,0,40186,9,0,North Carolina,373.264320907779
27106,Winston Salem,2020-05-23,117,1,51378,4,0,North Carolina,227.723928529721
27107,Winston Salem,2020-05-23,191,2,52432,11,0,North Carolina,364.281354897772
27127,Winston Salem,2020-05-23,105,1,38510,3,0,North Carolina,272.656452869385
27203,Asheboro,2020-05-23,199,4,21876,7,1,North Carolina,909.67270067654
27205,Asheboro,2020-05-23,120,2,34549,7,0,North Carolina,347.332773741642
27209,Biscoe,2020-05-23,28,2,4151,2,0,North Carolina,674.536256323778
27212,Blanch,2020-05-23,16,0,1600,1,0,North Carolina,1000
27215,Burlington,2020-05-23,40,3,44892,3,0,North Carolina,89.1027354539784
27217,Burlington,2020-05-23,130,10,39111,6,1,North Carolina,332.387307918488
27229,Candor,2020-05-23,13,0,4014,1,0,North Carolina,323.866467364225
27235,Colfax,2020-05-23,1,0,4575,1,0,North Carolina,21.8579234972678
27248,Franklinville,2020-05-23,15,0,4835,1,0,North Carolina,310.23784901758
27253,Graham,2020-05-23,42,0,31464,1,0,North Carolina,133.48588863463
27258,Haw River,2020-05-23,10,0,7740,1,0,North Carolina,129.198966408269
27260,High Point,2020-05-23,132,5,25696,4,0,North Carolina,513.698630136986
27262,High Point,2020-05-23,72,1,24764,6,0,North Carolina,290.744629300598
27263,High Point,2020-05-23,45,0,22320,4,0,North Carolina,201.612903225806
27265,High Point,2020-05-23,126,6,50038,7,0,North Carolina,251.808625444662
27278,Hillsborough,2020-05-23,42,0,27181,1,0,North Carolina,154.519701261911
27281,Jackson Springs,2020-05-23,8,0,3710,4,0,North Carolina,215.633423180593
27284,Kernersville,2020-05-23,71,1,56201,2,0,North Carolina,126.332271667764
27288,Eden,2020-05-23,28,0,23585,4,0,North Carolina,118.7195251219
27292,Lexington,2020-05-23,53,2,41465,6,0,North Carolina,127.818642228385
27295,Lexington,2020-05-23,98,8,39191,4,0,North Carolina,250.057411140313
27302,Mebane,2020-05-23,33,0,32302,1,0,North Carolina,102.160856912885
27311,Pelham,2020-05-23,1,0,3220,1,0,North Carolina,31.055900621118
27313,Pleasant Garden,2020-05-23,56,9,7288,2,1,North Carolina,768.386388583974
27316,Ramseur,2020-05-23,50,1,7156,2,0,North Carolina,698.714365567356
27317,Randleman,2020-05-23,47,1,17851,4,0,North Carolina,263.290571956753
27320,Reidsville,2020-05-23,15,2,38894,1,0,North Carolina,38.5663598498483
27325,Robbins,2020-05-23,8,0,7676,1,0,North Carolina,104.220948410631
27330,Sanford,2020-05-23,266,3,39529,10,0,North Carolina,672.923676288295
27332,Sanford,2020-05-23,121,0,33549,3,0,North Carolina,360.66648782378
27341,Seagrove,2020-05-23,13,0,5820,1,0,North Carolina,223.367697594502
27344,Siler City,2020-05-23,401,3,19290,8,0,North Carolina,2078.79730430275
27355,Staley,2020-05-23,23,0,3196,2,0,North Carolina,719.649561952441
27358,Summerfield,2020-05-23,13,1,15960,1,0,North Carolina,81.453634085213
27360,Thomasville,2020-05-23,99,0,48331,4,0,North Carolina,204.837474912582
27371,Troy,2020-05-23,14,0,7778,1,0,North Carolina,179.994857289792
27405,Greensboro,2020-05-23,172,5,52510,30,1,North Carolina,327.556655875071
27406,Greensboro,2020-05-23,72,8,60755,4,0,North Carolina,118.508764710723
27407,Greensboro,2020-05-23,122,5,49837,3,0,North Carolina,244.798041615667
27409,Greensboro,2020-05-23,18,1,17953,2,0,North Carolina,100.261794686125
27410,Greensboro,2020-05-23,28,1,56968,2,0,North Carolina,49.1504002246876
27502,Apex,2020-05-23,53,0,43747,1,0,North Carolina,121.15116465129
27504,Benson,2020-05-23,38,1,16320,4,0,North Carolina,232.843137254902
27505,Broadway,2020-05-23,30,0,7308,1,0,North Carolina,410.509031198686
27507,Bullock,2020-05-23,5,0,2053,1,0,North Carolina,243.546030199708
27509,Butner,2020-05-23,140,9,6935,6,0,North Carolina,2018.74549387167
27510,Carrboro,2020-05-23,24,1,14543,1,0,North Carolina,165.027848449426
27511,Cary,2020-05-23,31,2,34041,2,0,North Carolina,91.0666549161306
27516,Chapel Hill,2020-05-23,48,3,44117,2,0,North Carolina,108.801595756738
27519,Cary,2020-05-23,38,1,59960,1,0,North Carolina,63.3755837224817
27520,Clayton,2020-05-23,101,14,43958,2,0,North Carolina,229.764775467492
27524,Four Oaks,2020-05-23,13,0,13532,2,0,North Carolina,96.0685781850429
27525,Franklinton,2020-05-23,20,0,15534,1,0,North Carolina,128.749839062701
27526,Fuquay Varina,2020-05-23,33,0,54027,2,0,North Carolina,61.0805708256983
27527,Clayton,2020-05-23,20,0,30234,2,0,North Carolina,66.1506912747238
27529,Garner,2020-05-23,54,0,53854,2,0,North Carolina,100.271103353511
27534,Goldsboro,2020-05-23,110,1,31819,5,0,North Carolina,345.705396146956
27536,Henderson,2020-05-23,152,15,16459,12,0,North Carolina,923.506895923203
27537,Henderson,2020-05-23,86,3,25321,12,0,North Carolina,339.639034793255
27541,Hurdle Mills,2020-05-23,3,0,4044,1,0,North Carolina,74.1839762611276
27542,Kenly,2020-05-23,13,1,10043,6,0,North Carolina,129.443393408344
27544,Kittrell,2020-05-23,6,0,4291,1,0,North Carolina,139.827546026567
27546,Lillington,2020-05-23,102,17,22436,3,1,North Carolina,454.626493136031
27553,Manson,2020-05-23,8,0,2030,3,0,North Carolina,394.088669950739
27565,Oxford,2020-05-23,80,0,26057,3,0,North Carolina,307.019227079096
27573,Roxboro,2020-05-23,14,1,11561,1,0,North Carolina,121.09679093504
27576,Selma,2020-05-23,34,1,20197,7,0,North Carolina,168.341832945487
27577,Smithfield,2020-05-23,47,0,25214,2,0,North Carolina,186.40437851987
27581,Stem,2020-05-23,7,0,3956,1,0,North Carolina,176.946410515672
27583,Timberlake,2020-05-23,13,0,7012,2,0,North Carolina,185.396463205933
27587,Wake Forest,2020-05-23,81,3,74087,2,0,North Carolina,109.330921754154
27589,Warrenton,2020-05-23,17,0,8312,1,0,North Carolina,204.523580365736
27591,Wendell,2020-05-23,31,0,23448,3,0,North Carolina,132.207437734562
27596,Youngsville,2020-05-23,17,0,18655,1,0,North Carolina,91.1283838113106
27597,Zebulon,2020-05-23,39,1,25494,1,0,North Carolina,152.977171099082
27603,Raleigh,2020-05-23,72,0,55479,3,0,North Carolina,129.778835234954
27604,Raleigh,2020-05-23,111,2,47645,15,0,North Carolina,232.973029698814
27606,Raleigh,2020-05-23,37,1,47938,1,0,North Carolina,77.183028077934
27609,Raleigh,2020-05-23,59,1,38631,1,0,North Carolina,152.727084465844
27610,Raleigh,2020-05-23,301,8,74203,14,0,North Carolina,405.643976658626
27612,Raleigh,2020-05-23,33,2,39208,2,0,North Carolina,84.1664966333401
27613,Raleigh,2020-05-23,31,0,46521,1,0,North Carolina,66.6365727305948
27614,Raleigh,2020-05-23,24,0,37689,2,0,North Carolina,63.6790575499483
27616,Raleigh,2020-05-23,117,1,55260,3,0,North Carolina,211.726384364821
27701,Durham,2020-05-23,58,2,26489,6,0,North Carolina,218.958813092227
27703,Durham,2020-05-23,166,3,61351,18,0,North Carolina,270.574236768757
27704,Durham,2020-05-23,186,2,39369,24,0,North Carolina,472.452945210699
27705,Durham,2020-05-23,316,30,48078,7,0,North Carolina,657.26527725779
27707,Durham,2020-05-23,132,1,47036,5,0,North Carolina,280.636108512629
27712,Durham,2020-05-23,102,17,22055,2,0,North Carolina,462.480163228293
27713,Durham,2020-05-23,104,2,53996,4,0,North Carolina,192.60685976739
27801,Rocky Mount,2020-05-23,48,3,21556,4,0,North Carolina,222.67582111709
27803,Rocky Mount,2020-05-23,37,2,22337,2,0,North Carolina,165.644446434168
27807,Bailey,2020-05-23,10,0,6940,1,0,North Carolina,144.092219020173
27809,Battleboro,2020-05-23,19,1,5254,1,0,North Carolina,361.629234868671
27812,Bethel,2020-05-23,3,0,2951,1,0,North Carolina,101.660454083362
27822,Elm City,2020-05-23,23,1,9119,3,0,North Carolina,252.220638227876
27830,Fremont,2020-05-23,8,1,4858,1,0,North Carolina,164.67682173734
27832,Gaston,2020-05-23,20,0,2912,1,0,North Carolina,686.813186813187
27834,Greenville,2020-05-23,119,0,57505,4,0,North Carolina,206.938527084601
27840,Hamilton,2020-05-23,5,1,535,1,0,North Carolina,934.579439252336
27843,Hobgood,2020-05-23,2,0,946,1,0,North Carolina,211.416490486258
27846,Jamesville,2020-05-23,3,0,3069,2,0,North Carolina,97.7517106549365
27850,Littleton,2020-05-23,8,0,7413,2,0,North Carolina,107.918521516255
27858,Greenville,2020-05-23,50,1,58170,3,0,North Carolina,85.954959601169
27862,Pendleton,2020-05-23,1,0,945,1,0,North Carolina,105.820105820106
27863,Pikeville,2020-05-23,9,0,12670,1,0,North Carolina,71.0339384372534
27864,Pinetops,2020-05-23,31,1,4823,1,0,North Carolina,642.753472942152
27869,Rich Square,2020-05-23,46,9,2167,1,0,North Carolina,2122.7503461006
27870,Roanoke Rapids,2020-05-23,73,1,26633,3,0,North Carolina,274.096046258401
27874,Scotland Neck,2020-05-23,6,0,4766,1,0,North Carolina,125.891733109526
27883,Stantonsburg,2020-05-23,13,1,4361,1,0,North Carolina,298.096766796606
27886,Tarboro,2020-05-23,73,5,21595,1,0,North Carolina,338.041213243806
27888,Walstonburg,2020-05-23,6,0,2803,1,0,North Carolina,214.056368176953
27891,Whitakers,2020-05-23,8,2,5011,0,1,North Carolina,159.64877270006
27892,Williamston,2020-05-23,27,2,14363,2,0,North Carolina,187.983011905591
27893,Wilson,2020-05-23,179,6,40647,30,0,North Carolina,440.37690358452
27910,Ahoskie,2020-05-23,37,1,11609,6,0,North Carolina,318.718235851495
27935,Eure,2020-05-23,4,1,1674,3,0,North Carolina,238.9486260454
27937,Gates,2020-05-23,6,0,4253,1,0,North Carolina,141.076886903362
27944,Hertford,2020-05-23,18,1,12230,0,0,North Carolina,147.179067865904
27946,Hobbsville,2020-05-23,4,0,1089,2,0,North Carolina,367.309458218549
27957,Merry Hill,2020-05-23,7,0,1419,1,0,North Carolina,493.305144467935
27979,Sunbury,2020-05-23,2,0,1813,1,0,North Carolina,110.314396028682
28001,Albemarle,2020-05-23,18,4,28360,2,0,North Carolina,63.4696755994358
28012,Belmont,2020-05-23,24,0,24276,1,0,North Carolina,98.8630746416214
28016,Bessemer City,2020-05-23,14,0,14526,1,0,North Carolina,96.3789067878287
28027,Concord,2020-05-23,173,9,74072,5,0,North Carolina,233.556539583108
28034,Dallas,2020-05-23,22,2,17859,1,0,North Carolina,123.187188532393
28036,Davidson,2020-05-23,20,1,18554,1,0,North Carolina,107.793467715856
28052,Gastonia,2020-05-23,45,0,36823,1,0,North Carolina,122.206229802026
28054,Gastonia,2020-05-23,43,1,40184,3,0,North Carolina,107.007764284292
28056,Gastonia,2020-05-23,35,1,35595,3,0,North Carolina,98.3284169124877
28075,Harrisburg,2020-05-23,34,3,19174,1,0,North Carolina,177.323458850527
28078,Huntersville,2020-05-23,68,3,66079,1,0,North Carolina,102.907126318498
28079,Indian Trail,2020-05-23,48,2,39813,5,0,North Carolina,120.563634993595
28091,Lilesville,2020-05-23,4,0,2353,1,0,North Carolina,169.995750106247
