county_names,wwtp_name,population_served,cases_new_cens_per10k,date_new,sars_cov2_raw_copiesL,sars_cov2_normalized
Mecklenburg,Charlotte 1,68685,2.04,2021-03-30,,
Mecklenburg,Charlotte 1,68685,4.51,2021-03-31,26998.8425677843,30908068.6655738
Mecklenburg,Charlotte 1,68685,3.79,2021-04-01,,
Mecklenburg,Charlotte 1,68685,4.22,2021-04-02,,
Mecklenburg,Charlotte 1,68685,2.33,2021-04-03,,
Mecklenburg,Charlotte 1,68685,1.46,2021-04-04,,
Mecklenburg,Charlotte 1,68685,1.89,2021-04-05,12093.3866224478,12417880.4267363
Mecklenburg,Charlotte 1,68685,1.46,2021-04-06,,
Mecklenburg,Charlotte 1,68685,2.77,2021-04-07,13028.8142207954,13227239.2830653
Mecklenburg,Charlotte 1,68685,1.89,2021-04-08,,
Mecklenburg,Charlotte 1,68685,2.04,2021-04-09,,
Mecklenburg,Charlotte 1,68685,1.89,2021-04-10,,
Mecklenburg,Charlotte 1,68685,1.6,2021-04-11,,
Mecklenburg,Charlotte 1,68685,1.16,2021-04-12,,
Mecklenburg,Charlotte 1,68685,1.6,2021-04-13,,
Mecklenburg,Charlotte 1,68685,3.2,2021-04-14,18472.9532019112,18218454.0385934
Mecklenburg,Charlotte 1,68685,2.33,2021-04-15,,
Mecklenburg,Charlotte 1,68685,1.02,2021-04-16,,
Mecklenburg,Charlotte 1,68685,2.33,2021-04-17,,
Mecklenburg,Charlotte 1,68685,0.29,2021-04-18,,
Mecklenburg,Charlotte 1,68685,1.75,2021-04-19,6928.20323027551,6926537.29526812
Mecklenburg,Charlotte 1,68685,2.04,2021-04-20,,
Mecklenburg,Charlotte 1,68685,1.46,2021-04-21,5267.82687642638,5093385.09724009
Mecklenburg,Charlotte 1,68685,1.31,2021-04-22,,
Mecklenburg,Charlotte 1,68685,1.46,2021-04-23,,
Mecklenburg,Charlotte 1,68685,1.46,2021-04-24,,
Mecklenburg,Charlotte 1,68685,2.04,2021-04-25,,
Mecklenburg,Charlotte 1,68685,1.46,2021-04-26,5086.74748734395,4977321.69767011
Mecklenburg,Charlotte 1,68685,1.89,2021-04-27,,
Mecklenburg,Charlotte 1,68685,1.31,2021-04-28,25256.1873607242,24273320.7422834
Mecklenburg,Charlotte 1,68685,1.16,2021-04-29,,
Mecklenburg,Charlotte 1,68685,1.75,2021-04-30,,
Mecklenburg,Charlotte 1,68685,1.31,2021-05-01,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-02,,
Mecklenburg,Charlotte 1,68685,0.73,2021-05-03,11581.2348219005,11152936.3952758
Mecklenburg,Charlotte 1,68685,1.16,2021-05-04,,
Mecklenburg,Charlotte 1,68685,1.6,2021-05-05,16635.8047596141,20717373.5765775
Mecklenburg,Charlotte 1,68685,1.75,2021-05-06,,
Mecklenburg,Charlotte 1,68685,0.73,2021-05-07,,
Mecklenburg,Charlotte 1,68685,1.16,2021-05-08,,
Mecklenburg,Charlotte 1,68685,1.02,2021-05-09,,
Mecklenburg,Charlotte 1,68685,0.73,2021-05-10,5556.52769272322,5318800.4553598
Mecklenburg,Charlotte 1,68685,0.29,2021-05-11,,
Mecklenburg,Charlotte 1,68685,0.73,2021-05-12,0,1458224.64003517
Mecklenburg,Charlotte 1,68685,0.29,2021-05-13,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-14,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-15,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-16,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-17,3856.81215513538,3661971.79109629
Mecklenburg,Charlotte 1,68685,0.29,2021-05-18,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-19,6633.2495807108,6221184.65405581
Mecklenburg,Charlotte 1,68685,0.29,2021-05-20,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-21,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-22,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-23,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-24,0,1031120.53146218
Mecklenburg,Charlotte 1,68685,0.29,2021-05-25,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-26,0,1320214.74314791
Mecklenburg,Charlotte 1,68685,0.29,2021-05-27,,
Mecklenburg,Charlotte 1,68685,0.87,2021-05-28,0,277505.125593127
Mecklenburg,Charlotte 1,68685,0.29,2021-05-29,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-30,,
Mecklenburg,Charlotte 1,68685,0.29,2021-05-31,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-01,,
Mecklenburg,Charlotte 1,68685,1.16,2021-06-02,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-03,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-04,3240.37034920393,3007744.2285035
Mecklenburg,Charlotte 1,68685,0,2021-06-05,,
Mecklenburg,Charlotte 1,68685,0.73,2021-06-06,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-07,0,282101.483781005
Mecklenburg,Charlotte 1,68685,0.29,2021-06-08,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-09,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-10,,
Mecklenburg,Charlotte 1,68685,1.02,2021-06-11,4541.47553114624,4189096.57685244
Mecklenburg,Charlotte 1,68685,0.29,2021-06-12,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-13,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-14,3092.32921921325,2894250.39292388
Mecklenburg,Charlotte 1,68685,1.02,2021-06-15,,
Mecklenburg,Charlotte 1,68685,1.6,2021-06-16,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-17,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-18,14991.664350565,13248632.8654262
Mecklenburg,Charlotte 1,68685,0.73,2021-06-19,,
Mecklenburg,Charlotte 1,68685,0.87,2021-06-20,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-21,3968.62696659689,3676044.90307082
Mecklenburg,Charlotte 1,68685,0.29,2021-06-22,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-23,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-24,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-25,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-26,0,980200.999044301
Mecklenburg,Charlotte 1,68685,0.29,2021-06-27,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-28,,
Mecklenburg,Charlotte 1,68685,0.29,2021-06-29,0,965349.468755752
Mecklenburg,Charlotte 1,68685,0.29,2021-06-30,,
Mecklenburg,Charlotte 1,68685,0.29,2021-07-01,,
Mecklenburg,Charlotte 1,68685,1.16,2021-07-02,,
Mecklenburg,Charlotte 1,68685,1.02,2021-07-03,8828.22179150479,7801793.4923813
Mecklenburg,Charlotte 1,68685,0.29,2021-07-04,,
Mecklenburg,Charlotte 1,68685,0.29,2021-07-05,,
Mecklenburg,Charlotte 1,68685,0.29,2021-07-06,,
Mecklenburg,Charlotte 1,68685,0.29,2021-07-07,,
Mecklenburg,Charlotte 1,68685,0.87,2021-07-08,,
Mecklenburg,Charlotte 1,68685,1.02,2021-07-09,,
Mecklenburg,Charlotte 1,68685,1.02,2021-07-10,19943.6706751791,18241949.5411257
Mecklenburg,Charlotte 1,68685,1.02,2021-07-11,,
Mecklenburg,Charlotte 1,68685,0.87,2021-07-12,,
Mecklenburg,Charlotte 1,68685,0.29,2021-07-13,16863.4219540401,15196257.3194472
Mecklenburg,Charlotte 1,68685,1.75,2021-07-14,,
Mecklenburg,Charlotte 1,68685,1.31,2021-07-15,,
Mecklenburg,Charlotte 1,68685,1.16,2021-07-16,,
Mecklenburg,Charlotte 1,68685,1.89,2021-07-17,,
Mecklenburg,Charlotte 1,68685,0.73,2021-07-18,,
Mecklenburg,Charlotte 1,68685,2.33,2021-07-19,,
Mecklenburg,Charlotte 1,68685,1.89,2021-07-20,15378.5564992297,22660816.7632322
Mecklenburg,Charlotte 1,68685,1.89,2021-07-21,,
Mecklenburg,Charlotte 1,68685,3.2,2021-07-22,,
Mecklenburg,Charlotte 1,68685,3.64,2021-07-23,,
Mecklenburg,Charlotte 1,68685,3.49,2021-07-24,22798.026230356,20852753.2822229
Mecklenburg,Charlotte 1,68685,2.62,2021-07-25,,
Mecklenburg,Charlotte 1,68685,2.62,2021-07-26,,
Mecklenburg,Charlotte 1,68685,4.8,2021-07-27,50867.4748734395,46920601.774479
Mecklenburg,Charlotte 1,68685,4.08,2021-07-28,,
Mecklenburg,Charlotte 1,68685,5.53,2021-07-29,,
Mecklenburg,Charlotte 1,68685,5.53,2021-07-30,,
Mecklenburg,Charlotte 1,68685,4.08,2021-07-31,96176.9203083568,86296635.138936
Mecklenburg,Charlotte 1,68685,4.08,2021-08-01,,
Mecklenburg,Charlotte 1,68685,4.8,2021-08-02,,
Mecklenburg,Charlotte 1,68685,6.84,2021-08-03,183234.822018087,165828387.967484
Mecklenburg,Charlotte 1,68685,5.39,2021-08-04,,
Mecklenburg,Charlotte 1,68685,4.95,2021-08-05,,
Mecklenburg,Charlotte 1,68685,6.41,2021-08-06,,
Mecklenburg,Charlotte 1,68685,5.82,2021-08-07,58736.7006223537,50203827.8941105
Mecklenburg,Charlotte 1,68685,2.48,2021-08-08,,
Mecklenburg,Charlotte 1,68685,3.79,2021-08-09,,
Mecklenburg,Charlotte 1,68685,6.26,2021-08-10,,
Mecklenburg,Charlotte 1,68685,7.13,2021-08-11,56579.5899596313,49673031.3159963
Mecklenburg,Charlotte 1,68685,7.28,2021-08-12,,
Mecklenburg,Charlotte 1,68685,8.3,2021-08-13,,
Mecklenburg,Charlotte 1,68685,5.53,2021-08-14,48772.4307370466,43007505.9910061
Mecklenburg,Charlotte 1,68685,2.48,2021-08-15,,
Mecklenburg,Charlotte 1,68685,3.2,2021-08-16,,
Mecklenburg,Charlotte 1,68685,4.51,2021-08-17,61135.0963031875,56982651.5348933
Mecklenburg,Charlotte 1,68685,8.3,2021-08-18,,
Mecklenburg,Charlotte 1,68685,6.7,2021-08-19,,
Mecklenburg,Charlotte 1,68685,6.7,2021-08-20,,
Mecklenburg,Charlotte 1,68685,6.7,2021-08-21,79647.66161037,70695330.7261047
Mecklenburg,Charlotte 1,68685,5.39,2021-08-22,,
Mecklenburg,Charlotte 1,68685,5.97,2021-08-23,,
Mecklenburg,Charlotte 1,68685,9.46,2021-08-24,77338.5414912902,69543083.9016793
Mecklenburg,Charlotte 1,68685,8.44,2021-08-25,,
Mecklenburg,Charlotte 1,68685,6.41,2021-08-26,,
Mecklenburg,Charlotte 1,68685,5.68,2021-08-27,,
Mecklenburg,Charlotte 1,68685,9.03,2021-08-28,44452.2215417857,39197947.5982879
Mecklenburg,Charlotte 1,68685,5.97,2021-08-29,,
Mecklenburg,Charlotte 1,68685,4.51,2021-08-30,,
Mecklenburg,Charlotte 1,68685,8.88,2021-08-31,130000,117902010.32172
Mecklenburg,Charlotte 1,68685,7.28,2021-09-01,,
Mecklenburg,Charlotte 1,68685,6.84,2021-09-02,,
Mecklenburg,Charlotte 1,68685,5.53,2021-09-03,,
Mecklenburg,Charlotte 1,68685,6.7,2021-09-04,135185.058345958,117376200.998145
Mecklenburg,Charlotte 1,68685,3.79,2021-09-05,,
Mecklenburg,Charlotte 1,68685,3.93,2021-09-06,,
Mecklenburg,Charlotte 1,68685,2.48,2021-09-07,,
Mecklenburg,Charlotte 1,68685,9.03,2021-09-08,,
Mecklenburg,Charlotte 1,68685,7.72,2021-09-09,,
Mecklenburg,Charlotte 1,68685,7.13,2021-09-10,,
Mecklenburg,Charlotte 1,68685,5.68,2021-09-11,50225.7404126609,42152282.1357147
Mecklenburg,Charlotte 1,68685,5.1,2021-09-12,,
Mecklenburg,Charlotte 1,68685,1.89,2021-09-13,,
Mecklenburg,Charlotte 1,68685,7.13,2021-09-14,41063.9744788543,35336701.4691037
Mecklenburg,Charlotte 1,68685,4.51,2021-09-15,,
Mecklenburg,Charlotte 1,68685,3.93,2021-09-16,,
Mecklenburg,Charlotte 1,68685,4.8,2021-09-17,,
Mecklenburg,Charlotte 1,68685,6.99,2021-09-18,,
Mecklenburg,Charlotte 1,68685,3.64,2021-09-19,,
Mecklenburg,Charlotte 1,68685,2.04,2021-09-20,,
Mecklenburg,Charlotte 1,68685,6.84,2021-09-21,59545.1509360754,52161445.4506137
Mecklenburg,Charlotte 1,68685,4.22,2021-09-22,,
Mecklenburg,Charlotte 1,68685,4.22,2021-09-23,,
Mecklenburg,Charlotte 1,68685,4.95,2021-09-24,,
Mecklenburg,Charlotte 1,68685,3.49,2021-09-25,69520.6803764176,58614561.2143128
Mecklenburg,Charlotte 1,68685,2.62,2021-09-26,,
Mecklenburg,Charlotte 1,68685,2.48,2021-09-27,,
Mecklenburg,Charlotte 1,68685,3.49,2021-09-28,77540.3120963542,68075119.5574665
Mecklenburg,Charlotte 1,68685,2.48,2021-09-29,,
Mecklenburg,Charlotte 1,68685,6.84,2021-09-30,,
Mecklenburg,Charlotte 1,68685,4.22,2021-10-01,,
Mecklenburg,Charlotte 1,68685,3.49,2021-10-02,92736.1849549571,77291459.9968997
Mecklenburg,Charlotte 1,68685,2.48,2021-10-03,,
Mecklenburg,Charlotte 1,68685,1.02,2021-10-04,,
Mecklenburg,Charlotte 1,68685,4.51,2021-10-05,,
Mecklenburg,Charlotte 1,68685,4.37,2021-10-06,,
Mecklenburg,Charlotte 1,68685,2.04,2021-10-07,,
Mecklenburg,Charlotte 1,68685,3.2,2021-10-08,,
Mecklenburg,Charlotte 1,68685,2.04,2021-10-09,36204.2815147601,30664723.9118509
Mecklenburg,Charlotte 1,68685,1.02,2021-10-10,,
Mecklenburg,Charlotte 1,68685,0.87,2021-10-11,,
Mecklenburg,Charlotte 1,68685,2.04,2021-10-12,14534.4418537486,12535401.0399156
Mecklenburg,Charlotte 1,68685,1.75,2021-10-13,,
Mecklenburg,Charlotte 1,68685,2.18,2021-10-14,,
Mecklenburg,Charlotte 1,68685,1.31,2021-10-15,,
Mecklenburg,Charlotte 1,68685,2.04,2021-10-16,11401.7542509914,9502851.91279994
Mecklenburg,Charlotte 1,68685,1.16,2021-10-17,,
Mecklenburg,Charlotte 1,68685,1.16,2021-10-18,,
Mecklenburg,Charlotte 1,68685,2.33,2021-10-19,2598.07621135331,2140259.83156495
Mecklenburg,Charlotte 1,68685,1.6,2021-10-20,,
Mecklenburg,Charlotte 1,68685,1.6,2021-10-21,,
Mecklenburg,Charlotte 1,68685,2.18,2021-10-22,,
Mecklenburg,Charlotte 1,68685,1.16,2021-10-23,30331.5017762062,24928024.2756094
Mecklenburg,Charlotte 1,68685,0.73,2021-10-24,,
Mecklenburg,Charlotte 1,68685,1.46,2021-10-25,,
Mecklenburg,Charlotte 1,68685,1.46,2021-10-26,17491.0691497118,14814789.4104827
Mecklenburg,Charlotte 1,68685,1.75,2021-10-27,,
Mecklenburg,Charlotte 1,68685,2.33,2021-10-28,,
Mecklenburg,Charlotte 1,68685,1.46,2021-10-29,,
Mecklenburg,Charlotte 1,68685,1.6,2021-10-30,8261.35582092915,7045226.05442565
Mecklenburg,Charlotte 1,68685,2.04,2021-10-31,,
Mecklenburg,Charlotte 1,68685,1.02,2021-11-01,,
Mecklenburg,Charlotte 1,68685,2.04,2021-11-02,24428.4670006123,20548990.2456248
Mecklenburg,Charlotte 1,68685,2.04,2021-11-03,,
Mecklenburg,Charlotte 1,68685,1.02,2021-11-04,,
Mecklenburg,Charlotte 1,68685,2.04,2021-11-05,,
Mecklenburg,Charlotte 1,68685,1.16,2021-11-06,34559.7309017301,28068852.4649253
Mecklenburg,Charlotte 1,68685,1.16,2021-11-07,,
Mecklenburg,Charlotte 1,68685,0.29,2021-11-08,,
Mecklenburg,Charlotte 1,68685,1.89,2021-11-09,18998.3551919633,16164925.024979
Mecklenburg,Charlotte 1,68685,1.02,2021-11-10,,
Mecklenburg,Charlotte 1,68685,1.31,2021-11-11,,
Mecklenburg,Charlotte 1,68685,1.75,2021-11-12,,
Mecklenburg,Charlotte 1,68685,1.6,2021-11-13,50727.8276688447,43358430.1253645
Mecklenburg,Charlotte 1,68685,1.75,2021-11-14,,
Mecklenburg,Charlotte 1,68685,1.75,2021-11-15,,
Mecklenburg,Charlotte 1,68685,1.6,2021-11-16,16155.4944214035,13746050.8251749
Mecklenburg,Charlotte 1,68685,3.93,2021-11-17,,
Mecklenburg,Charlotte 1,68685,2.91,2021-11-18,,
Mecklenburg,Charlotte 1,68685,2.33,2021-11-19,,
Mecklenburg,Charlotte 1,68685,1.89,2021-11-20,4123.10562561767,3436424.02024847
Mecklenburg,Charlotte 1,68685,1.31,2021-11-21,,
Mecklenburg,Charlotte 1,68685,1.6,2021-11-22,,
Mecklenburg,Charlotte 1,68685,2.04,2021-11-23,0,255097.879427223
Mecklenburg,Charlotte 1,68685,3.64,2021-11-24,,
Mecklenburg,Charlotte 1,68685,1.75,2021-11-25,,
Mecklenburg,Charlotte 1,68685,1.31,2021-11-26,,
Mecklenburg,Charlotte 1,68685,1.89,2021-11-27,,
Mecklenburg,Charlotte 1,68685,3.35,2021-11-28,,
Mecklenburg,Charlotte 1,68685,1.75,2021-11-29,,
Mecklenburg,Charlotte 1,68685,4.08,2021-11-30,24282.1951231761,20942465.9757397
Mecklenburg,Charlotte 1,68685,2.62,2021-12-01,,
Mecklenburg,Charlotte 1,68685,3.49,2021-12-02,,
Mecklenburg,Charlotte 1,68685,3.2,2021-12-03,,
Mecklenburg,Charlotte 1,68685,3.79,2021-12-04,83291.6562447884,67325997.2539222
Mecklenburg,Charlotte 1,68685,2.33,2021-12-05,,
Mecklenburg,Charlotte 1,68685,1.75,2021-12-06,,
Mecklenburg,Charlotte 1,68685,4.22,2021-12-07,48733.9717240449,43539034.8630271
Mecklenburg,Charlotte 1,68685,3.2,2021-12-08,,
Mecklenburg,Charlotte 1,68685,3.93,2021-12-09,,
Mecklenburg,Charlotte 1,68685,3.35,2021-12-10,,
Mecklenburg,Charlotte 1,68685,3.64,2021-12-11,26410.2252924885,21909598.2123923
Mecklenburg,Charlotte 1,68685,2.62,2021-12-12,,
Mecklenburg,Charlotte 1,68685,1.75,2021-12-13,,
Mecklenburg,Charlotte 1,68685,5.53,2021-12-14,27481.8121673226,24392879.3493745
Mecklenburg,Charlotte 1,68685,3.93,2021-12-15,,
Mecklenburg,Charlotte 1,68685,4.08,2021-12-16,,
Mecklenburg,Charlotte 1,68685,5.68,2021-12-17,,
Mecklenburg,Charlotte 1,68685,5.53,2021-12-18,95262.7944162882,79581492.3286125
Mecklenburg,Charlotte 1,68685,3.79,2021-12-19,,
Mecklenburg,Charlotte 1,68685,3.35,2021-12-20,,
Mecklenburg,Charlotte 1,68685,7.28,2021-12-21,24748.7373415292,21823424.6971244
Mecklenburg,Charlotte 1,68685,11.94,2021-12-22,,
Mecklenburg,Charlotte 1,68685,12.08,2021-12-23,,
Mecklenburg,Charlotte 1,68685,13.69,2021-12-24,,
Mecklenburg,Charlotte 1,68685,9.17,2021-12-25,,
Mecklenburg,Charlotte 1,68685,1.75,2021-12-26,,
Mecklenburg,Charlotte 1,68685,7.43,2021-12-27,,
Mecklenburg,Charlotte 1,68685,21.11,2021-12-28,,
Mecklenburg,Charlotte 1,68685,26.5,2021-12-29,,
Mecklenburg,Charlotte 1,68685,25.48,2021-12-30,,
Mecklenburg,Charlotte 1,68685,32.18,2021-12-31,,
Mecklenburg,Charlotte 1,68685,16.16,2022-01-01,,
Mecklenburg,Charlotte 1,68685,7.86,2022-01-02,,
Mecklenburg,Charlotte 1,68685,12.52,2022-01-03,,
Mecklenburg,Charlotte 1,68685,31.16,2022-01-04,64565.8578507249,70917966.8887688
Mecklenburg,Charlotte 1,68685,37.42,2022-01-05,,
Mecklenburg,Charlotte 1,68685,34.36,2022-01-06,,
Mecklenburg,Charlotte 1,68685,30.57,2022-01-07,,
Mecklenburg,Charlotte 1,68685,25.48,2022-01-08,550590.59200099,475928075.029207
Mecklenburg,Charlotte 1,68685,14.41,2022-01-09,,
Mecklenburg,Charlotte 1,68685,12.96,2022-01-10,,
Mecklenburg,Charlotte 1,68685,32.76,2022-01-11,,
Mecklenburg,Charlotte 1,68685,30.72,2022-01-12,,
Mecklenburg,Charlotte 1,68685,28.24,2022-01-13,,
Mecklenburg,Charlotte 1,68685,29.41,2022-01-14,,
Mecklenburg,Charlotte 1,68685,25.62,2022-01-15,469414.528961344,390328262.336711
Mecklenburg,Charlotte 1,68685,12.81,2022-01-16,,
Mecklenburg,Charlotte 1,68685,1.89,2022-01-17,,
Mecklenburg,Charlotte 1,68685,14.41,2022-01-18,,
Mecklenburg,Charlotte 1,68685,32.18,2022-01-19,,
Mecklenburg,Charlotte 1,68685,28.39,2022-01-20,,
Mecklenburg,Charlotte 1,68685,29.56,2022-01-21,,
Mecklenburg,Charlotte 1,68685,17.47,2022-01-22,324749.903772118,312739969.169197
Mecklenburg,Charlotte 1,68685,8.3,2022-01-23,,
Mecklenburg,Charlotte 1,68685,9.9,2022-01-24,,
Mecklenburg,Charlotte 1,68685,20.97,2022-01-25,331558.818311322,307115058.779804
Mecklenburg,Charlotte 1,68685,18.93,2022-01-26,,
Mecklenburg,Charlotte 1,68685,14.7,2022-01-27,,
Mecklenburg,Charlotte 1,68685,14.85,2022-01-28,,
Mecklenburg,Charlotte 1,68685,9.75,2022-01-29,219031.961138095,199495642.507812
Mecklenburg,Charlotte 1,68685,7.43,2022-01-30,,
Mecklenburg,Charlotte 1,68685,7.43,2022-01-31,,
Mecklenburg,Charlotte 1,68685,16.89,2022-02-01,52093.6656418033,50872292.7934894
Mecklenburg,Charlotte 1,68685,8.74,2022-02-02,,
Mecklenburg,Charlotte 1,68685,10.34,2022-02-03,,
Mecklenburg,Charlotte 1,68685,8.15,2022-02-04,,
Mecklenburg,Charlotte 1,68685,6.55,2022-02-05,122091.154470748,117575966.740876
Mecklenburg,Charlotte 1,68685,4.51,2022-02-06,,
Mecklenburg,Charlotte 1,68685,3.2,2022-02-07,,
Mecklenburg,Charlotte 1,68685,11.36,2022-02-08,26689.1832021889,26527933.3055393
Mecklenburg,Charlotte 1,68685,7.13,2022-02-09,,
Mecklenburg,Charlotte 1,68685,5.68,2022-02-10,,
Mecklenburg,Charlotte 1,68685,6.55,2022-02-11,,
Mecklenburg,Charlotte 1,68685,4.8,2022-02-12,37404.8793608535,34647251.3747878
Mecklenburg,Charlotte 1,68685,3.79,2022-02-13,,
Mecklenburg,Charlotte 1,68685,1.02,2022-02-14,,
Mecklenburg,Charlotte 1,68685,5.82,2022-02-15,12020.8152801713,11413541.7259961
Mecklenburg,Charlotte 1,68685,3.2,2022-02-16,,
Mecklenburg,Charlotte 1,68685,2.48,2022-02-17,,
Mecklenburg,Charlotte 1,68685,2.62,2022-02-18,,
Mecklenburg,Charlotte 1,68685,2.33,2022-02-19,8131.72798364531,7532226.50025751
Mecklenburg,Charlotte 1,68685,1.46,2022-02-20,,
Mecklenburg,Charlotte 1,68685,2.04,2022-02-21,,
Mecklenburg,Charlotte 1,68685,1.75,2022-02-22,5062.11418282915,4649760.26490049
Mecklenburg,Charlotte 1,68685,2.33,2022-02-23,,
Mecklenburg,Charlotte 1,68685,1.75,2022-02-24,,
Mecklenburg,Charlotte 1,68685,1.75,2022-02-25,,
Mecklenburg,Charlotte 1,68685,2.04,2022-02-26,5099.01951359279,4732961.00762161
Mecklenburg,Charlotte 1,68685,0.29,2022-02-27,,
Mecklenburg,Charlotte 1,68685,0.29,2022-02-28,,
Mecklenburg,Charlotte 1,68685,1.89,2022-03-01,4330.12701892219,4873361.58830518
Mecklenburg,Charlotte 1,68685,0.29,2022-03-02,,
Mecklenburg,Charlotte 2,182501,1.37,2021-03-28,,
Mecklenburg,Charlotte 2,182501,1.42,2021-03-29,31622.7766016838,48234019.6081848
Mecklenburg,Charlotte 2,182501,1.92,2021-03-30,,
Mecklenburg,Charlotte 2,182501,2.14,2021-03-31,16112.883044322,21051628.7824432
Mecklenburg,Charlotte 2,182501,1.92,2021-04-01,,
Mecklenburg,Charlotte 2,182501,1.75,2021-04-02,,
Mecklenburg,Charlotte 2,182501,1.64,2021-04-03,,
Mecklenburg,Charlotte 2,182501,1.42,2021-04-04,,
Mecklenburg,Charlotte 2,182501,1.32,2021-04-05,5662.37582645307,6569712.69505906
Mecklenburg,Charlotte 2,182501,1.97,2021-04-06,,
Mecklenburg,Charlotte 2,182501,1.37,2021-04-07,32449.9614791759,36784912.9773631
Mecklenburg,Charlotte 2,182501,1.7,2021-04-08,,
Mecklenburg,Charlotte 2,182501,2.25,2021-04-09,,
Mecklenburg,Charlotte 2,182501,2.08,2021-04-10,,
Mecklenburg,Charlotte 2,182501,0.93,2021-04-11,,
Mecklenburg,Charlotte 2,182501,1.26,2021-04-12,10600.7075235571,12680430.6518062
Mecklenburg,Charlotte 2,182501,2.03,2021-04-13,,
Mecklenburg,Charlotte 2,182501,1.75,2021-04-14,13322.9125944742,15697234.1831993
Mecklenburg,Charlotte 2,182501,1.7,2021-04-15,,
Mecklenburg,Charlotte 2,182501,1.64,2021-04-16,,
Mecklenburg,Charlotte 2,182501,1.81,2021-04-17,,
Mecklenburg,Charlotte 2,182501,1.32,2021-04-18,,
Mecklenburg,Charlotte 2,182501,1.53,2021-04-19,15708.278072405,17300467.9543997
Mecklenburg,Charlotte 2,182501,2.14,2021-04-20,,
Mecklenburg,Charlotte 2,182501,2.19,2021-04-21,13162.4465810882,14349748.9457986
Mecklenburg,Charlotte 2,182501,2.74,2021-04-22,,
Mecklenburg,Charlotte 2,182501,1.21,2021-04-23,,
Mecklenburg,Charlotte 2,182501,1.48,2021-04-24,,
Mecklenburg,Charlotte 2,182501,0.93,2021-04-25,,
Mecklenburg,Charlotte 2,182501,0.55,2021-04-26,7866.06636127615,9063143.10868179
Mecklenburg,Charlotte 2,182501,1.37,2021-04-27,,
Mecklenburg,Charlotte 2,182501,1.64,2021-04-28,15241.8010746762,16352162.677003
Mecklenburg,Charlotte 2,182501,0.88,2021-04-29,,
Mecklenburg,Charlotte 2,182501,1.81,2021-04-30,,
Mecklenburg,Charlotte 2,182501,0.82,2021-05-01,,
Mecklenburg,Charlotte 2,182501,1.21,2021-05-02,,
Mecklenburg,Charlotte 2,182501,0.77,2021-05-03,,
Mecklenburg,Charlotte 2,182501,1.21,2021-05-04,12072.6964676496,13520858.7609752
Mecklenburg,Charlotte 2,182501,0.66,2021-05-05,14142.135623731,17381191.8773258
Mecklenburg,Charlotte 2,182501,0.71,2021-05-06,,
Mecklenburg,Charlotte 2,182501,0.88,2021-05-07,,
Mecklenburg,Charlotte 2,182501,0.6,2021-05-08,,
Mecklenburg,Charlotte 2,182501,0.77,2021-05-09,,
Mecklenburg,Charlotte 2,182501,0.49,2021-05-10,0,325016.504130186
Mecklenburg,Charlotte 2,182501,0.71,2021-05-11,,
Mecklenburg,Charlotte 2,182501,0.55,2021-05-12,0,1237170.42251706
Mecklenburg,Charlotte 2,182501,0.27,2021-05-13,,
Mecklenburg,Charlotte 2,182501,0.6,2021-05-14,,
Mecklenburg,Charlotte 2,182501,0.44,2021-05-15,,
Mecklenburg,Charlotte 2,182501,0.77,2021-05-16,,
Mecklenburg,Charlotte 2,182501,0.38,2021-05-17,4795.83152331272,4461557.0649741
Mecklenburg,Charlotte 2,182501,0.77,2021-05-18,,
Mecklenburg,Charlotte 2,182501,0.55,2021-05-19,3976.49343014672,3595815.52407413
Mecklenburg,Charlotte 2,182501,0.49,2021-05-20,,
Mecklenburg,Charlotte 2,182501,0.71,2021-05-21,,
Mecklenburg,Charlotte 2,182501,0.27,2021-05-22,,
Mecklenburg,Charlotte 2,182501,0.11,2021-05-23,,
