county,objectid,county_fips,geoid,total_vax,new_vax,total_population,percent_total,pop_18_up,pop_16_up,update_dts
Mecklenburg,909,119,37119006106,1143,0,5143,27.0148900969038,4165,4231,2021-05-12
Mecklenburg,910,119,37119005521,1478,0,7195,24.4742507037589,5885,6039,2021-05-12
Mecklenburg,911,119,37119005519,1454,0,5333,35.1292582749456,3898,4139,2021-05-12
Mecklenburg,912,119,37119005711,2200,0,6175,41.2525782861429,5126,5333,2021-05-12
Mecklenburg,913,119,37119005714,1790,0,5562,40.2156818692429,4326,4451,2021-05-12
Mecklenburg,915,119,37119004500,464,0,2724,23.2464929859719,1867,1996,2021-05-12
Mecklenburg,916,119,37119005836,1023,0,3638,35.7192737430168,2805,2864,2021-05-12
Mecklenburg,917,119,37119005837,1922,0,8125,31.6014468924696,5903,6082,2021-05-12
Mecklenburg,918,119,37119005908,691,0,1590,51.4136904761905,1310,1344,2021-05-12
Mecklenburg,919,119,37119001911,1097,0,5920,22.25603570704,4612,4929,2021-05-12
Mecklenburg,920,119,37119005517,1505,0,3971,48.6111111111111,3021,3096,2021-05-12
Mecklenburg,921,119,37119005520,1470,0,5003,40.3071017274472,3488,3647,2021-05-12
Mecklenburg,945,119,37119005918,1008,0,4067,32.2766570605187,3004,3123,2021-05-12
Mecklenburg,946,119,37119006406,1589,0,6252,35.0077109495484,4270,4539,2021-05-12
Mecklenburg,948,119,37119005817,1549,0,4508,44.3204577968526,3355,3495,2021-05-12
Mecklenburg,987,119,37119000500,1301,0,5438,25.7013038324773,5062,5062,2021-05-12
Mecklenburg,988,119,37119003011,2971,0,6522,58.0727130570758,4979,5116,2021-05-12
Mecklenburg,989,119,37119003105,1499,0,3797,46.5383421297734,3152,3221,2021-05-12
Mecklenburg,990,119,37119003806,1367,0,9733,16.7155783810223,8102,8178,2021-05-12
Mecklenburg,991,119,37119003204,1451,0,3578,48.5122032764962,2982,2991,2021-05-12
Mecklenburg,993,119,37119003108,518,0,3735,18.4933952159943,2725,2801,2021-05-12
Mecklenburg,994,119,37119005824,857,0,4195,28.3868830738655,2937,3019,2021-05-12
Mecklenburg,995,119,37119005916,322,0,3029,14.3814202769093,2139,2239,2021-05-12
Mecklenburg,996,119,37119005914,1378,0,7685,23.4313892195205,5682,5881,2021-05-12
Mecklenburg,997,119,37119005907,1892,0,7055,37.0980392156863,4890,5100,2021-05-12
Mecklenburg,998,119,37119005906,1363,0,4898,36.5513542504693,3608,3729,2021-05-12
Mecklenburg,999,119,37119004100,1209,0,4106,33.1232876712329,3619,3650,2021-05-12
Mecklenburg,1000,119,37119001400,1206,0,3243,42.5847457627119,2822,2832,2021-05-12
Mecklenburg,1001,119,37119004305,915,0,6658,18.1872391174717,4822,5031,2021-05-12
Mecklenburg,1002,119,37119006008,892,0,4314,25.6469235192639,3325,3478,2021-05-12
Mecklenburg,1005,119,37119005709,1205,0,4344,32.96853625171,3614,3655,2021-05-12
Mecklenburg,1006,119,37119005514,1808,0,6751,31.6914986853637,5637,5705,2021-05-12
Mecklenburg,1007,119,37119005518,1325,0,5359,32.6435082532644,3892,4059,2021-05-12
Mecklenburg,1008,119,37119005522,816,0,4765,19.5028680688336,4104,4184,2021-05-12
Mecklenburg,1010,119,37119001912,811,0,8311,13.3212877792378,5897,6088,2021-05-12
Mecklenburg,1012,119,37119004000,704,0,4691,19.2665571975917,3613,3654,2021-05-12
Mecklenburg,1013,119,37119003700,965,0,3876,30.298273155416,3148,3185,2021-05-12
Mecklenburg,1014,119,37119004400,683,0,4097,19.8431144683324,3224,3442,2021-05-12
Mecklenburg,1015,119,37119005828,1479,0,3945,46.9822109275731,3006,3148,2021-05-12
Mecklenburg,1016,119,37119005834,1168,0,4929,31.5419929786659,3521,3703,2021-05-12
Mecklenburg,1017,119,37119005843,993,0,3218,41.4613778705637,2250,2395,2021-05-12
Mecklenburg,1022,119,37119003802,622,0,3543,23.3746711762495,2615,2661,2021-05-12
Mecklenburg,1023,119,37119006007,1769,0,8324,28.4131063283007,5832,6226,2021-05-12
Mecklenburg,1024,119,37119006213,2255,0,6749,45.6200687841392,4888,4943,2021-05-12
Mecklenburg,1025,119,37119006211,2077,0,6216,46.7687457779779,4251,4441,2021-05-12
Mecklenburg,1026,119,37119006210,1591,0,4498,47.1686925585532,3303,3373,2021-05-12
Mecklenburg,1031,119,37119001504,1004,0,6940,19.7404640188753,4836,5086,2021-05-12
Mecklenburg,1032,119,37119001300,1059,0,4084,29.7138047138047,3510,3564,2021-05-12
Mecklenburg,1099,119,37119005100,400,0,2247,21.5866162978953,1823,1853,2021-05-12
Mecklenburg,1100,119,37119000400,929,0,3490,27.1875914544922,3406,3417,2021-05-12
Mecklenburg,1101,119,37119003807,747,0,4826,21.4840379637619,3388,3477,2021-05-12
Mecklenburg,1102,119,37119003805,508,0,3196,18.6490455212922,2724,2724,2021-05-12
Mecklenburg,1103,119,37119001000,1438,0,3031,54.2436816295738,2596,2651,2021-05-12
Mecklenburg,1104,119,37119005913,1340,0,6559,24.5916681959993,5154,5449,2021-05-12
Mecklenburg,1105,119,37119006005,637,0,3380,26.0106165781952,2293,2449,2021-05-12
Mecklenburg,1106,119,37119004304,489,0,4737,15.1299504950495,3066,3232,2021-05-12
Mecklenburg,1107,119,37119006009,599,0,3984,20.0267469073888,2800,2991,2021-05-12
Mecklenburg,1108,119,37119006208,875,0,3190,32.8330206378987,2599,2665,2021-05-12
Mecklenburg,1111,119,37119005712,1132,0,4268,32.7356853672643,3347,3458,2021-05-12
Mecklenburg,1112,119,37119006103,1259,0,3627,42.2908968760497,2820,2977,2021-05-12
Mecklenburg,1114,119,37119006105,671,0,3132,28.0870657178736,2256,2389,2021-05-12
Mecklenburg,1115,119,37119001603,1198,0,4366,32.6163898720392,3591,3673,2021-05-12
Mecklenburg,1116,119,37119005610,504,0,3043,19.8191112858828,2496,2543,2021-05-12
Mecklenburg,1117,119,37119005611,561,0,2914,24.4231606443187,2174,2297,2021-05-12
Mecklenburg,1118,119,37119003201,575,0,2829,26.1363636363636,2139,2200,2021-05-12
Mecklenburg,1119,119,37119005826,715,0,3106,28.2720442862792,2425,2529,2021-05-12
Mecklenburg,1120,119,37119005833,2412,0,5289,54.226618705036,4323,4448,2021-05-12
Mecklenburg,1125,119,37119003106,1035,0,4360,31.8461538461538,3090,3250,2021-05-12
Mecklenburg,1126,119,37119002300,316,0,3431,15.8793969849246,1842,1990,2021-05-12
Mecklenburg,1127,119,37119003013,2176,0,5054,53.5564853556485,4024,4063,2021-05-12
Mecklenburg,1128,119,37119001910,617,0,5917,13.465735486687,4450,4582,2021-05-12
Mecklenburg,1129,119,37119005841,2122,0,6810,39.782527184102,5013,5334,2021-05-12
Mecklenburg,1130,119,37119006214,1215,0,4027,37.2470876762722,3125,3262,2021-05-12
Mecklenburg,1131,119,37119006403,2372,0,4985,55.2913752913753,4148,4290,2021-05-12
Mecklenburg,1137,119,37119002903,1892,0,4209,52.9527008116429,3487,3573,2021-05-12
Mecklenburg,1138,119,37119005915,482,0,2494,22.140560404226,2163,2177,2021-05-12
Mecklenburg,1198,119,37119004800,645,0,3233,24.7886241352806,2537,2602,2021-05-12
Mecklenburg,1200,119,37119005403,760,0,4590,21.3483146067416,3443,3560,2021-05-12
Mecklenburg,1201,119,37119004600,561,0,2668,26.8036311514572,2085,2093,2021-05-12
Mecklenburg,1202,119,37119005715,676,0,2633,30.6715063520871,2090,2204,2021-05-12
Mecklenburg,1203,119,37119004200,396,0,3249,15.6459897273805,2486,2531,2021-05-12
Mecklenburg,1204,119,37119005401,1347,0,6183,26.977768876427,4917,4993,2021-05-12
Mecklenburg,1225,119,37119003203,550,0,2579,24.390243902439,2243,2255,2021-05-12
Mecklenburg,1226,119,37119003808,327,0,6353,7.35989196488859,4333,4443,2021-05-12
Mecklenburg,1227,119,37119003903,192,0,2211,16.0401002506266,1167,1197,2021-05-12
Mecklenburg,1275,119,37119000900,612,0,1825,38.660770688566,1583,1583,2021-05-12
Mecklenburg,1280,119,37119005301,396,0,4247,12.9116400391262,2846,3067,2021-05-12
Mecklenburg,1301,119,37119980200,,,0,,0,0,2021-05-12
Mecklenburg,1302,119,37119004700,276,0,1789,17.8640776699029,1521,1545,2021-05-12
Mitchell,741,121,37121950400,1111,0,4691,28.4507042253521,3755,3905,2021-05-12
Mitchell,762,121,37121950200,630,0,3601,20.6896551724138,2934,3045,2021-05-12
Mitchell,763,121,37121950100,346,0,2463,16.523400191022,2047,2094,2021-05-12
Mitchell,781,121,37121950300,716,0,4249,20.163334272036,3458,3551,2021-05-12
Montgomery,186,123,37123960200,1502,0,7028,25.7015742642026,5721,5844,2021-05-12
Montgomery,187,123,37123960402,628,0,2691,28.352144469526,2137,2215,2021-05-12
Montgomery,219,123,37123960100,1077,0,6421,22.2199298535176,4676,4847,2021-05-12
Montgomery,247,123,37123960300,993,0,3723,31.0118675827608,3177,3202,2021-05-12
Montgomery,272,123,37123960500,823,0,5069,22.1773106979251,3485,3711,2021-05-12
Montgomery,290,123,37123960401,370,0,2320,17.9524502668607,1954,2061,2021-05-12
Moore,1305,125,37125951000,1887,0,5453,42.9644808743169,4235,4392,2021-05-12
Moore,1306,125,37125951100,2525,0,8854,36.7914906017776,6646,6863,2021-05-12
Moore,1313,125,37125950602,3163,0,6956,54.8941339812565,5652,5762,2021-05-12
Moore,1353,125,37125950501,1374,0,6988,25.3271889400922,5317,5425,2021-05-12
Moore,1415,125,37125950200,1515,0,8237,22.5111441307578,6310,6730,2021-05-12
Moore,1446,125,37125950502,2685,0,9026,40.2729863506825,6383,6667,2021-05-12
Moore,1447,125,37125950301,1354,0,6555,24.8485960726739,5230,5449,2021-05-12
Moore,1448,125,37125950601,2295,0,3831,68.1008902077151,3331,3370,2021-05-12
Moore,1449,125,37125950802,2064,0,3717,62.8693268352117,3228,3283,2021-05-12
Moore,1547,125,37125950900,816,0,2528,35.370611183355,2280,2307,2021-05-12
Moore,1548,125,37125951200,1102,0,5267,28.1409601634321,3858,3916,2021-05-12
Moore,1549,125,37125950302,1403,0,5014,34.3283582089552,4025,4087,2021-05-12
Moore,1550,125,37125950801,1994,0,5440,46.8735307945463,4165,4254,2021-05-12
Moore,1551,125,37125950702,1669,0,2773,67.0012043356082,2449,2491,2021-05-12
Moore,1552,125,37125950701,2522,0,5019,59.8765432098765,4162,4212,2021-05-12
Moore,1623,125,37125950100,641,0,3042,25.5073617190609,2464,2513,2021-05-12
Moore,1697,125,37125950402,1138,0,5016,29.5047964739435,3728,3857,2021-05-12
Moore,1722,125,37125950401,1210,0,3578,38.4860050890585,3064,3144,2021-05-12
Nash,310,127,37127011200,1390,0,6502,27.7666799840192,4915,5006,2021-05-12
Nash,311,127,37127010800,1934,0,7411,30.9786961396764,5923,6243,2021-05-12
Nash,312,127,37127010504,1724,0,5530,42.3171330387825,4020,4074,2021-05-12
Nash,319,127,37127010300,1478,0,5843,30.5182737972331,4621,4843,2021-05-12
Nash,341,127,37127011500,1151,0,7001,22.1943694562283,4795,5186,2021-05-12
Nash,342,127,37127010502,2049,0,7005,35.1699279093718,5720,5826,2021-05-12
Nash,366,127,37127011400,865,0,3880,28.7757817697937,2954,3006,2021-05-12
Nash,385,127,37127011000,997,0,4902,25.0313833793623,3813,3983,2021-05-12
Nash,537,127,37127010700,655,0,2948,28.9438798055678,2190,2263,2021-05-12
Nash,538,127,37127011101,1577,0,6501,30.0323747857551,5070,5251,2021-05-12
Nash,539,127,37127010601,634,0,2682,31.3861386138614,1942,2020,2021-05-12
Nash,649,127,37127010503,986,0,2557,45.3541858325667,2108,2174,2021-05-12
Nash,650,127,37127010602,1203,0,6209,23.1390652048471,4979,5199,2021-05-12
Nash,718,127,37127011300,1103,0,5170,28.1019108280255,3773,3925,2021-05-12
Nash,719,127,37127010900,1070,0,5511,22.5073622212873,4565,4754,2021-05-12
Nash,720,127,37127010200,754,0,4146,21.7793183131138,3399,3462,2021-05-12
Nash,721,127,37127011102,1767,0,7448,28.3992285438766,6123,6222,2021-05-12
Nash,771,127,37127010400,497,0,2784,21.3304721030043,2238,2330,2021-05-12
New Hanover,1325,129,37129011603,2166,0,7842,32.4348607367475,6570,6678,2021-05-12
New Hanover,1326,129,37129012101,3117,0,9161,40.9754173787301,7466,7607,2021-05-12
New Hanover,1327,129,37129012001,2663,0,7344,46.6538192011212,5550,5708,2021-05-12
New Hanover,1335,129,37129012009,2930,0,7819,49.3681550126369,5619,5935,2021-05-12
New Hanover,1351,129,37129010100,720,0,2400,38.0348652931854,1824,1893,2021-05-12
New Hanover,1388,129,37129011500,2299,0,7863,33.8337012509198,6719,6795,2021-05-12
New Hanover,1389,129,37129010502,1827,0,9303,23.6382455686376,7567,7729,2021-05-12
New Hanover,1402,129,37129010300,1381,0,6506,27.0837419101785,4975,5099,2021-05-12
New Hanover,1409,129,37129012007,1988,0,4887,45.4503886602652,4296,4374,2021-05-12
New Hanover,1410,129,37129012104,2432,0,6567,46.4831804281346,5119,5232,2021-05-12
New Hanover,1427,129,37129011100,606,0,2656,30.8396946564885,1833,1965,2021-05-12
New Hanover,1438,129,37129011400,492,0,1715,35.017793594306,1358,1405,2021-05-12
New Hanover,1488,129,37129012201,1034,0,2920,40.1553398058252,2498,2575,2021-05-12
New Hanover,1513,129,37129010600,2087,0,4216,56.2988939843539,3632,3707,2021-05-12
New Hanover,1537,129,37129011000,589,0,2353,32.9787234042553,1742,1786,2021-05-12
New Hanover,1604,129,37129010800,462,0,2653,22.9394240317776,1984,2014,2021-05-12
New Hanover,1605,129,37129010900,703,0,2270,35.8490566037736,1882,1961,2021-05-12
New Hanover,1606,129,37129010501,767,0,4072,21.3411240957151,3594,3594,2021-05-12
New Hanover,1607,129,37129011701,1995,0,4895,46.7432052483599,4206,4268,2021-05-12
New Hanover,1613,129,37129010200,1203,0,3370,44.0336749633968,2583,2732,2021-05-12
New Hanover,1615,129,37129011705,3554,0,9669,45.781270127528,7453,7763,2021-05-12
New Hanover,1620,129,37129012006,1637,0,4413,44.6657571623465,3539,3665,2021-05-12
New Hanover,1671,129,37129011902,1481,0,5809,28.948397185301,5048,5116,2021-05-12
New Hanover,1675,129,37129010400,1207,0,3206,47.8019801980198,2454,2525,2021-05-12
New Hanover,1676,129,37129010700,1103,0,4579,29.8269334775554,3626,3698,2021-05-12
New Hanover,1679,129,37129011300,902,0,1852,51.6905444126075,1739,1745,2021-05-12
New Hanover,1680,129,37129011703,2584,0,4499,67.1168831168831,3755,3850,2021-05-12
New Hanover,1681,129,37129011903,1645,0,9353,18.0037211338514,9117,9137,2021-05-12
New Hanover,1682,129,37129011904,1439,0,2929,55.1129835312141,2605,2611,2021-05-12
New Hanover,1688,129,37129011606,1214,0,4715,29.0361157617795,4005,4181,2021-05-12
New Hanover,1758,129,37129012004,1681,0,3633,56.7521944632005,2891,2962,2021-05-12
New Hanover,1768,129,37129011200,801,0,2378,40.00999000999,1991,2002,2021-05-12
New Hanover,1771,129,37129011800,966,0,2599,42.2387407083516,2258,2287,2021-05-12
New Hanover,1800,129,37129990100,,,0,,0,0,2021-05-12
New Hanover,1803,129,37129980100,,,0,,0,0,2021-05-12
New Hanover,1807,129,37129012105,4255,0,12015,43.2111302934904,9453,9847,2021-05-12
New Hanover,1834,129,37129011607,3417,0,12839,32.9127335773454,10171,10382,2021-05-12
New Hanover,1835,129,37129012008,1927,0,6091,37.8139717425432,4948,5096,2021-05-12
New Hanover,1840,129,37129012300,4023,0,8928,54.0072492952074,7111,7449,2021-05-12
New Hanover,1851,129,37129012202,1280,0,3345,44.5837687216998,2841,2871,2021-05-12
New Hanover,1889,129,37129012010,1895,0,5356,44.2550210182158,4076,4282,2021-05-12
New Hanover,1958,129,37129011605,1202,0,5575,27.0598829356146,4422,4442,2021-05-12
New Hanover,1971,129,37129011608,1902,0,6549,35.5381165919283,5135,5352,2021-05-12
New Hanover,2041,129,37129012103,1836,0,4670,48.7778958554729,3698,3764,2021-05-12
New Hanover,2176,129,37129012203,921,0,2124,47.4009264024704,1910,1943,2021-05-12
Northampton,955,131,37131920402,659,0,1334,54.0163934426229,1196,1220,2021-05-12
Northampton,1214,131,37131920200,855,0,3742,27.5628626692456,3021,3102,2021-05-12
Northampton,1215,131,37131920401,802,0,4405,21.9906772689882,3584,3647,2021-05-12
Northampton,1254,131,37131920300,1184,0,6073,22.4753227031131,5108,5268,2021-05-12
Northampton,1296,131,37131920100,1203,0,4392,33.9542760372566,3500,3543,2021-05-12
Onslow,1819,133,37133001200,1932,0,11757,21.9645293315143,8579,8796,2021-05-12
Onslow,1847,133,37133000302,1409,0,9904,18.7691487944585,7300,7507,2021-05-12
Onslow,1906,133,37133001300,2437,0,17451,17.9852398523985,12930,13550,2021-05-12
Onslow,1907,133,37133001400,1329,0,4342,38.1348637015782,3315,3485,2021-05-12
Onslow,1908,133,37133000102,2272,0,9567,29.7343279675435,7327,7641,2021-05-12
Onslow,1909,133,37133002800,1487,0,9474,21.1401762866079,6892,7034,2021-05-12
Onslow,1910,133,37133000201,1923,0,12151,22.6983002832861,8158,8472,2021-05-12
Onslow,1911,133,37133000202,1731,0,10795,22.6927110644992,7551,7628,2021-05-12
Onslow,1912,133,37133001101,824,0,5204,22.2943722943723,3576,3696,2021-05-12
Onslow,1928,133,37133002100,1134,0,6433,22.2702278083268,4960,5092,2021-05-12
Onslow,1929,133,37133002300,550,0,3984,18.7777398429498,2773,2929,2021-05-12
Onslow,1930,133,37133000402,1580,0,7699,26.5234178277657,5929,5957,2021-05-12
Onslow,1931,133,37133002202,591,0,4251,18.1511056511057,3137,3256,2021-05-12
Onslow,1933,133,37133002201,949,0,4573,24.2648938890309,3818,3911,2021-05-12
Onslow,1934,133,37133000403,616,0,1180,55.6458897922313,1096,1107,2021-05-12
Onslow,2006,133,37133002500,404,0,3448,15.8059467918623,2481,2556,2021-05-12
Onslow,2009,133,37133000103,1036,0,5720,22.536436806613,4462,4597,2021-05-12
Onslow,2014,133,37133000301,1030,0,6007,21.8451749734889,4519,4715,2021-05-12
Onslow,2015,133,37133001102,582,0,3923,17.9463459759482,3142,3243,2021-05-12
Onslow,2020,133,37133002600,581,0,3069,24.2285237698082,2317,2398,2021-05-12
Onslow,2073,133,37133002400,641,0,7151,11.9211456202343,5237,5377,2021-05-12
Onslow,2075,133,37133001800,429,0,1883,26.1425959780622,1599,1641,2021-05-12
Onslow,2076,133,37133001500,321,0,2863,15.5222437137331,2025,2068,2021-05-12
Onslow,2080,133,37133000401,1420,0,6849,27.5567630506501,5050,5153,2021-05-12
Onslow,2157,133,37133001700,351,0,2146,19.0140845070423,1744,1846,2021-05-12
Onslow,2158,133,37133000700,45,0,7246,1.12275449101796,3876,4008,2021-05-12
Onslow,2161,133,37133000900,21,0,6870,0.400381315538608,5235,5245,2021-05-12
Onslow,2189,133,37133000500,,,1518,,1518,1518,2021-05-12
Onslow,2191,133,37133000800,,,1370,,953,953,2021-05-12
Onslow,2192,133,37133001000,,,5490,,5255,5255,2021-05-12
Onslow,2193,133,37133000600,,,10751,0.0374146478346273,10685,10691,2021-05-12
Onslow,2194,133,37133990100,,,0,,0,0,2021-05-12
Orange,812,135,37135010701,1112,0,2274,62.296918767507,1740,1785,2021-05-12
Orange,813,135,37135011902,2082,0,3965,67.7734375,2982,3072,2021-05-12
Orange,821,135,37135010705,2401,0,5090,55.4119547657512,4247,4333,2021-05-12
Orange,855,135,37135011102,2051,0,6543,40.6138613861386,4821,5050,2021-05-12
Orange,858,135,37135012201,1551,0,2814,67.2593235039029,2242,2306,2021-05-12
Orange,933,135,37135011000,3566,0,7931,56.8830754506301,6087,6269,2021-05-12
Orange,934,135,37135011101,2563,0,8057,38.8568829593693,6371,6596,2021-05-12
Orange,936,135,37135010703,2339,0,5935,46.4917511429139,4999,5031,2021-05-12
Orange,937,135,37135012100,3604,0,8055,57.7564102564102,6141,6240,2021-05-12
Orange,941,135,37135010901,2055,0,5773,42.6614075150509,4514,4817,2021-05-12
Orange,942,135,37135010902,1838,0,6039,39.048226046314,4432,4707,2021-05-12
Orange,960,135,37135011400,2182,0,3818,61.6906983319197,3512,3537,2021-05-12
Orange,964,135,37135011204,1622,0,3204,60.2749907097733,2585,2691,2021-05-12
Orange,1061,135,37135010704,2447,0,5415,52.263989747971,4527,4682,2021-05-12
Orange,1065,135,37135011500,937,0,1957,56.7534827377347,1651,1651,2021-05-12
Orange,1066,135,37135011202,3682,0,8178,58.3888360291786,6016,6306,2021-05-12
Orange,1067,135,37135011203,2240,0,6469,43.921568627451,4973,5100,2021-05-12
Orange,1074,135,37135011700,1964,0,5337,38.0915438324282,5151,5156,2021-05-12
Orange,1075,135,37135012202,2721,0,5354,68.0079980004999,3847,4001,2021-05-12
Orange,1163,135,37135011800,1392,0,3169,51.3274336283186,2699,2712,2021-05-12
Orange,1166,135,37135011300,1105,0,3146,37.2555630478759,2955,2966,2021-05-12
Orange,1170,135,37135010706,1799,0,3503,68.4030418250951,2473,2630,2021-05-12
Orange,1171,135,37135011205,3823,0,8483,56.6454289524374,6172,6749,2021-05-12
Orange,1177,135,37135011602,671,0,6722,10.2317779810918,6541,6558,2021-05-12
Orange,1178,135,37135011901,2555,0,5034,62.8227194492255,3959,4067,2021-05-12
Orange,1217,135,37135010802,1713,0,4880,41.3568324480927,3997,4142,2021-05-12
Orange,1256,135,37135010801,1679,0,5268,38.0725623582766,4281,4410,2021-05-12
Orange,1300,135,37135011601,143,0,2423,5.93607305936073,2404,2409,2021-05-12
Pamlico,1610,137,37137950201,1331,0,3574,42.4832428981807,3096,3133,2021-05-12
Pamlico,1611,137,37137950202,1090,0,2237,52.3786641037962,2054,2081,2021-05-12
Pamlico,1677,137,37137950102,1053,0,3546,33.847637415622,3055,3111,2021-05-12
Pamlico,1761,137,37137950101,628,0,3344,22.8529839883552,2567,2748,2021-05-12
Pamlico,1805,137,37137990100,,,0,,0,0,2021-05-12
Pasquotank,809,139,37139960300,380,0,2412,23.1284236153378,1565,1643,2021-05-12
Pasquotank,810,139,37139960400,809,0,4180,26.9487008660893,2967,3002,2021-05-12
Pasquotank,929,139,37139960600,1898,0,6960,33.1528384279476,5656,5725,2021-05-12
Pasquotank,931,139,37139960200,988,0,4523,25.836820083682,3640,3824,2021-05-12
Pasquotank,932,139,37139960502,1279,0,4871,32.7193655666411,3835,3909,2021-05-12
Pasquotank,956,139,37139960702,847,0,3041,33.0214424951267,2552,2565,2021-05-12
Pasquotank,978,139,37139960503,516,0,2942,22.4347826086957,2226,2300,2021-05-12
Pasquotank,1058,139,37139960701,1808,0,5635,40.8957249491065,4312,4421,2021-05-12
Pasquotank,1059,139,37139960501,825,0,3459,30.1976573938507,2653,2732,2021-05-12
Pasquotank,1160,139,37139960100,277,0,1491,20.5642167780252,1297,1347,2021-05-12
Pender,1328,141,37141920602,1385,0,5166,30.0825369244136,4494,4604,2021-05-12
Pender,1329,141,37141920202,2731,0,8873,37.4931356397584,6969,7284,2021-05-12
Pender,1330,141,37141920201,2106,0,7243,39.9620493358634,5078,5270,2021-05-12
Pender,1344,141,37141920203,1158,0,5035,28.3614988978692,3864,4083,2021-05-12
Pender,1405,141,37141920502,377,0,1811,23.1430325352977,1597,1629,2021-05-12
Pender,1425,141,37141920601,570,0,3762,20.9867452135493,2656,2716,2021-05-12
Pender,1439,141,37141920401,443,0,2667,21.2470023980815,2017,2085,2021-05-12
Pender,1483,141,37141920403,989,0,3605,33.708248125426,2859,2934,2021-05-12
Pender,1608,141,37141920103,1395,0,5420,32.0247933884298,4252,4356,2021-05-12
Pender,1609,141,37141920402,969,0,3290,33.1168831168831,2842,2926,2021-05-12
Pender,1714,141,37141920501,1097,0,4971,28.1498588657942,3762,3897,2021-05-12
Pender,1720,141,37141920102,479,0,1171,44.8501872659176,1048,1068,2021-05-12
Pender,1741,141,37141920300,980,0,4368,29.3413173652695,3056,3340,2021-05-12
Pender,1742,141,37141920204,486,0,2608,22.5836431226766,2061,2152,2021-05-12
Pender,1789,141,37141920101,223,0,409,59.7855227882038,370,373,2021-05-12
Pender,1802,141,37141990100,,,0,,0,0,2021-05-12
Perquimans,408,143,37143920100,1680,0,6423,31.4547837483617,5238,5341,2021-05-12
Perquimans,504,143,37143920202,1321,0,4059,37.4327004817229,3433,3529,2021-05-12
Perquimans,709,143,37143920201,659,0,2948,28.9035087719298,2221,2280,2021-05-12
Person,1518,145,37145920500,1881,0,6946,32.6732673267327,5621,5757,2021-05-12
Person,1519,145,37145920200,1990,0,6554,35.6758694872714,5356,5578,2021-05-12
Person,1546,145,37145920602,1399,0,4982,34.2640215527798,3988,4083,2021-05-12
Person,1624,145,37145920601,1400,0,5789,30.7084887036631,4234,4559,2021-05-12
Person,1694,145,37145920300,1444,0,5487,31.6250547525186,4532,4566,2021-05-12
Person,1764,145,37145920100,1642,0,6712,30.8241036230524,5154,5327,2021-05-12
Person,1765,145,37145920400,819,0,2875,36.4485981308411,2125,2247,2021-05-12
Pitt,824,147,37147001100,1357,0,5236,32.4874311706967,4054,4177,2021-05-12
Pitt,850,147,37147001301,1219,0,4089,37.4500768049155,3074,3255,2021-05-12
Pitt,851,147,37147001302,1949,0,5701,43.7093518726172,4372,4459,2021-05-12
Pitt,872,147,37147001600,2487,0,8859,34.7491965907503,6808,7157,2021-05-12
Pitt,874,147,37147000202,880,0,3009,33.6391437308869,2564,2616,2021-05-12
Pitt,875,147,37147001402,728,0,2647,33.7349397590361,2054,2158,2021-05-12
Pitt,922,147,37147000701,830,0,3248,31.5349544072948,2434,2632,2021-05-12
Pitt,923,147,37147000100,1094,0,6499,17.8495676293033,6028,6129,2021-05-12
Pitt,924,147,37147002001,1195,0,6324,25.7654161276412,4499,4638,2021-05-12
Pitt,925,147,37147000302,2768,0,9012,36.344537815126,7482,7616,2021-05-12
Pitt,926,147,37147000603,3270,0,10647,42.489604989605,7543,7696,2021-05-12
Pitt,927,147,37147000601,2442,0,8471,35.7487922705314,6708,6831,2021-05-12
Pitt,950,147,37147001700,1418,0,4644,40.2612152186258,3295,3522,2021-05-12
Pitt,951,147,37147000301,1409,0,2940,55.9348947995236,2447,2519,2021-05-12
Pitt,1036,147,37147001200,1695,0,6454,33.5577113442883,4883,5051,2021-05-12
Pitt,1037,147,37147000900,1649,0,8102,26.7001295336788,6032,6176,2021-05-12
Pitt,1045,147,37147000702,477,0,2910,24.4490005125577,1858,1951,2021-05-12
Pitt,1046,147,37147001002,2252,0,6217,46.6832504145937,4668,4824,2021-05-12
Pitt,1047,147,37147001303,3175,0,8006,51.5254787406686,6005,6162,2021-05-12
Pitt,1048,147,37147000501,2427,0,6414,47.5416258570029,5031,5105,2021-05-12
Pitt,1049,147,37147001401,1307,0,4644,35.9362111630465,3450,3637,2021-05-12
Pitt,1050,147,37147001003,2119,0,5851,46.0251954821894,4453,4604,2021-05-12
Pitt,1149,147,37147000400,810,0,7183,11.5318906605923,6982,7024,2021-05-12
Pitt,1150,147,37147001500,684,0,3328,26.0076045627376,2507,2630,2021-05-12
Pitt,1151,147,37147000502,1963,0,7964,28.8379609225797,6762,6807,2021-05-12
Pitt,1154,147,37147000602,1048,0,6043,21.1546225272507,4917,4954,2021-05-12
Pitt,1155,147,37147000201,1076,0,4314,26.3080684596577,4011,4090,2021-05-12
Pitt,1207,147,37147001800,1736,0,6599,33.6825766395033,4835,5154,2021-05-12
Pitt,1208,147,37147000800,702,0,3270,28.0127693535515,2421,2506,2021-05-12
Pitt,1209,147,37147001900,658,0,2485,31.0084825636192,2006,2122,2021-05-12
Pitt,1233,147,37147002002,1076,0,5186,24.1363840287124,4202,4458,2021-05-12
Pitt,1290,147,37147001001,617,0,2137,36.857825567503,1635,1674,2021-05-12
Polk,1817,149,37149920200,1054,0,4833,27.0951156812339,3840,3890,2021-05-12
