state,county,date,cases_daily,deaths_daily,pct_pos,cases_confirmed_cum,deaths_confirmed_cum
North Carolina,Clay,2020-04-03,1,0,,3,0
North Carolina,Jones,2020-04-03,0,0,,0,0
North Carolina,Carteret,2020-04-03,1,0,,14,0
North Carolina,Union,2020-04-03,5,0,,61,0
North Carolina,Anson,2020-04-03,2,0,,3,0
North Carolina,Hoke,2020-04-03,2,0,,10,0
North Carolina,Duplin,2020-04-03,1,0,,3,0
North Carolina,Richmond,2020-04-03,0,0,,1,0
North Carolina,Scotland,2020-04-03,0,0,,2,0
North Carolina,Onslow,2020-04-03,1,0,,10,0
North Carolina,Robeson,2020-04-03,0,0,,3,0
North Carolina,Bladen,2020-04-03,1,0,,2,0
North Carolina,Pender,2020-04-03,0,0,,0,0
North Carolina,Columbus,2020-04-03,0,0,,2,0
North Carolina,New Hanover,2020-04-03,3,0,,37,0
North Carolina,Brunswick,2020-04-03,3,0,,23,0
North Carolina,Iredell,2020-04-03,5,0,,37,0
North Carolina,Rowan,2020-04-03,5,0,,36,0
North Carolina,Lincoln,2020-04-03,1,0,,10,0
North Carolina,Mecklenburg,2020-04-03,69,1,,579,1
North Carolina,Cabarrus,2020-04-03,6,0,,58,0
North Carolina,Gaston,2020-04-03,4,0,,39,0
North Carolina,Rockingham,2020-04-04,2,0,,5,0
North Carolina,Guilford,2020-04-04,15,0,,95,2
North Carolina,Alamance,2020-04-04,2,0,,16,0
North Carolina,Alexander,2020-04-04,0,0,,2,0
North Carolina,Randolph,2020-04-04,7,0,,26,0
North Carolina,Wayne,2020-04-04,2,0,,12,0
North Carolina,Ashe,2020-04-04,1,0,,1,0
North Carolina,Alleghany,2020-04-04,0,0,,2,0
North Carolina,Currituck,2020-04-04,0,0,,2,0
North Carolina,Camden,2020-04-04,0,0,,0,0
North Carolina,Surry,2020-04-04,1,0,,3,0
North Carolina,Gates,2020-04-04,0,0,,1,0
North Carolina,Hertford,2020-04-04,0,0,,4,0
North Carolina,Northampton,2020-04-04,3,0,,36,0
North Carolina,Stokes,2020-04-04,2,0,,5,0
North Carolina,Warren,2020-04-04,1,0,,1,0
North Carolina,Vance,2020-04-04,4,0,,10,0
North Carolina,Granville,2020-04-04,2,0,,24,0
North Carolina,Caswell,2020-04-04,0,0,,1,0
North Carolina,Person,2020-04-04,1,0,,3,0
North Carolina,Pasquotank,2020-04-04,1,0,,8,0
North Carolina,Halifax,2020-04-04,3,0,,10,0
North Carolina,Wilkes,2020-04-04,0,0,,4,0
North Carolina,Watauga,2020-04-04,0,0,,10,0
North Carolina,Perquimans,2020-04-04,0,0,,1,0
North Carolina,Chowan,2020-04-04,0,0,,1,0
North Carolina,Avery,2020-04-04,0,0,,0,0
North Carolina,Yadkin,2020-04-04,1,0,,6,0
North Carolina,Dare,2020-04-04,0,0,,1,0
North Carolina,Forsyth,2020-04-04,19,0,,86,0
North Carolina,Franklin,2020-04-04,1,0,,14,0
North Carolina,Bertie,2020-04-04,1,0,,7,0
North Carolina,Orange,2020-04-04,8,0,,53,0
North Carolina,Durham,2020-04-04,22,0,,208,0
North Carolina,Nash,2020-04-04,4,0,,18,0
North Carolina,Mitchell,2020-04-04,0,0,,1,0
North Carolina,Edgecombe,2020-04-04,1,0,,5,0
North Carolina,Caldwell,2020-04-04,2,0,,5,0
North Carolina,Tyrrell,2020-04-04,0,0,,0,0
North Carolina,Yancey,2020-04-04,0,0,,0,0
North Carolina,Madison,2020-04-04,0,0,,0,0
North Carolina,Martin,2020-04-04,0,0,,3,0
North Carolina,Wake,2020-04-04,25,0,,305,0
North Carolina,Davie,2020-04-04,2,1,,15,1
North Carolina,Washington,2020-04-04,1,0,,3,0
North Carolina,Burke,2020-04-04,3,0,,13,0
North Carolina,Davidson,2020-04-04,10,0,,53,0
North Carolina,McDowell,2020-04-04,0,0,,8,0
North Carolina,Chatham,2020-04-04,2,0,,24,0
North Carolina,Wilson,2020-04-04,3,0,,24,0
North Carolina,Buncombe,2020-04-04,3,0,,29,0
North Carolina,Haywood,2020-04-04,1,0,,2,0
North Carolina,Catawba,2020-04-04,0,0,,16,0
North Carolina,Pitt,2020-04-04,4,0,,36,0
North Carolina,Johnston,2020-04-04,2,1,,28,1
North Carolina,Swain,2020-04-04,0,0,,0,0
North Carolina,Beaufort,2020-04-04,1,0,,8,0
North Carolina,Hyde,2020-04-04,0,0,,0,0
North Carolina,Greene,2020-04-04,1,0,,6,0
North Carolina,Rutherford,2020-04-04,2,0,,12,0
North Carolina,Lee,2020-04-04,0,0,,3,0
North Carolina,Cleveland,2020-04-04,5,0,,16,0
North Carolina,Jackson,2020-04-04,0,0,,2,0
North Carolina,Harnett,2020-04-04,4,0,,27,0
North Carolina,Graham,2020-04-04,0,0,,0,0
North Carolina,Henderson,2020-04-04,3,0,,25,0
North Carolina,Moore,2020-04-04,1,0,,10,0
North Carolina,Montgomery,2020-04-04,1,0,,9,0
North Carolina,Stanly,2020-04-04,0,0,,7,0
North Carolina,Transylvania,2020-04-04,0,0,,5,0
North Carolina,Polk,2020-04-04,0,0,,6,0
North Carolina,Lenoir,2020-04-04,1,0,,6,0
North Carolina,Craven,2020-04-04,2,0,,14,0
North Carolina,Macon,2020-04-04,0,0,,1,0
North Carolina,Cherokee,2020-04-04,0,0,,9,0
North Carolina,Pamlico,2020-04-04,1,0,,3,0
North Carolina,Sampson,2020-04-04,1,0,,3,0
North Carolina,Cumberland,2020-04-04,7,0,,42,0
North Carolina,Clay,2020-04-04,0,0,,3,0
North Carolina,Jones,2020-04-04,0,0,,0,0
North Carolina,Carteret,2020-04-04,1,0,,15,0
North Carolina,Union,2020-04-04,7,0,,68,0
North Carolina,Anson,2020-04-04,0,0,,3,0
North Carolina,Hoke,2020-04-04,1,0,,11,0
North Carolina,Duplin,2020-04-04,1,0,,4,0
North Carolina,Richmond,2020-04-04,0,0,,1,0
North Carolina,Scotland,2020-04-04,0,0,,2,0
North Carolina,Onslow,2020-04-04,4,0,,14,0
North Carolina,Robeson,2020-04-04,0,0,,3,0
North Carolina,Bladen,2020-04-04,0,0,,2,0
North Carolina,Pender,2020-04-04,0,0,,0,0
North Carolina,Columbus,2020-04-04,2,0,,4,0
North Carolina,New Hanover,2020-04-04,1,0,,38,0
North Carolina,Brunswick,2020-04-04,1,0,,24,0
North Carolina,Iredell,2020-04-04,6,0,,43,0
North Carolina,Rowan,2020-04-04,8,0,,44,0
North Carolina,Lincoln,2020-04-04,0,0,,10,0
North Carolina,Mecklenburg,2020-04-04,71,0,,650,1
North Carolina,Cabarrus,2020-04-04,9,0,,67,0
North Carolina,Gaston,2020-04-04,5,0,,44,0
North Carolina,Rockingham,2020-04-05,1,0,,6,0
North Carolina,Guilford,2020-04-05,2,0,,97,2
North Carolina,Alamance,2020-04-05,2,0,,18,0
North Carolina,Alexander,2020-04-05,0,0,,2,0
North Carolina,Randolph,2020-04-05,3,0,,29,0
North Carolina,Wayne,2020-04-05,4,0,,16,0
North Carolina,Ashe,2020-04-05,0,0,,1,0
North Carolina,Alleghany,2020-04-05,0,0,,2,0
North Carolina,Currituck,2020-04-05,0,0,,2,0
North Carolina,Camden,2020-04-05,0,0,,0,0
North Carolina,Surry,2020-04-05,0,0,,3,0
North Carolina,Gates,2020-04-05,0,0,,1,0
North Carolina,Hertford,2020-04-05,0,0,,4,0
North Carolina,Northampton,2020-04-05,6,0,,42,0
North Carolina,Stokes,2020-04-05,1,0,,6,0
North Carolina,Warren,2020-04-05,1,0,,2,0
North Carolina,Vance,2020-04-05,2,0,,12,0
North Carolina,Granville,2020-04-05,13,0,,37,0
North Carolina,Caswell,2020-04-05,1,0,,2,0
North Carolina,Person,2020-04-05,1,0,,4,0
North Carolina,Pasquotank,2020-04-05,0,0,,8,0
North Carolina,Halifax,2020-04-05,0,0,,10,0
North Carolina,Wilkes,2020-04-05,0,0,,4,0
North Carolina,Watauga,2020-04-05,0,0,,10,0
North Carolina,Perquimans,2020-04-05,1,0,,2,0
North Carolina,Chowan,2020-04-05,0,0,,1,0
North Carolina,Avery,2020-04-05,0,0,,0,0
North Carolina,Yadkin,2020-04-05,3,0,,9,0
North Carolina,Dare,2020-04-05,0,0,,1,0
North Carolina,Forsyth,2020-04-05,4,1,,90,1
North Carolina,Franklin,2020-04-05,0,0,,14,0
North Carolina,Bertie,2020-04-05,0,0,,7,0
North Carolina,Orange,2020-04-05,0,0,,53,0
North Carolina,Durham,2020-04-05,5,0,,213,0
North Carolina,Nash,2020-04-05,3,0,,21,0
North Carolina,Mitchell,2020-04-05,0,0,,1,0
North Carolina,Edgecombe,2020-04-05,0,0,,5,0
North Carolina,Caldwell,2020-04-05,1,0,,6,0
North Carolina,Tyrrell,2020-04-05,0,0,,0,0
North Carolina,Yancey,2020-04-05,0,0,,0,0
North Carolina,Madison,2020-04-05,0,0,,0,0
North Carolina,Martin,2020-04-05,0,0,,3,0
North Carolina,Wake,2020-04-05,21,0,,326,0
North Carolina,Davie,2020-04-05,2,0,,17,1
North Carolina,Washington,2020-04-05,1,0,,4,0
North Carolina,Burke,2020-04-05,2,0,,15,0
North Carolina,Davidson,2020-04-05,4,0,,57,0
North Carolina,McDowell,2020-04-05,1,0,,9,0
North Carolina,Chatham,2020-04-05,0,0,,24,0
North Carolina,Wilson,2020-04-05,5,0,,29,0
North Carolina,Buncombe,2020-04-05,1,0,,30,0
North Carolina,Haywood,2020-04-05,0,0,,2,0
North Carolina,Catawba,2020-04-05,6,0,,22,0
North Carolina,Pitt,2020-04-05,1,0,,37,0
North Carolina,Johnston,2020-04-05,6,1,,34,2
North Carolina,Swain,2020-04-05,0,0,,0,0
North Carolina,Beaufort,2020-04-05,0,0,,8,0
North Carolina,Hyde,2020-04-05,0,0,,0,0
North Carolina,Greene,2020-04-05,0,0,,6,0
North Carolina,Rutherford,2020-04-05,2,0,,14,0
North Carolina,Lee,2020-04-05,0,0,,3,0
North Carolina,Cleveland,2020-04-05,0,0,,16,0
North Carolina,Jackson,2020-04-05,0,0,,2,0
North Carolina,Harnett,2020-04-05,2,0,,29,0
North Carolina,Graham,2020-04-05,0,0,,0,0
North Carolina,Henderson,2020-04-05,25,0,,50,0
North Carolina,Moore,2020-04-05,0,0,,10,0
North Carolina,Montgomery,2020-04-05,0,0,,9,0
North Carolina,Stanly,2020-04-05,0,0,,7,0
North Carolina,Transylvania,2020-04-05,0,0,,5,0
North Carolina,Polk,2020-04-05,0,0,,6,0
North Carolina,Lenoir,2020-04-05,1,0,,7,0
North Carolina,Craven,2020-04-05,2,0,,16,0
North Carolina,Macon,2020-04-05,0,0,,1,0
North Carolina,Cherokee,2020-04-05,0,0,,9,0
North Carolina,Pamlico,2020-04-05,0,0,,3,0
North Carolina,Sampson,2020-04-05,0,0,,3,0
North Carolina,Cumberland,2020-04-05,0,0,,42,0
North Carolina,Clay,2020-04-05,0,0,,3,0
North Carolina,Jones,2020-04-05,0,0,,0,0
North Carolina,Carteret,2020-04-05,0,0,,15,0
North Carolina,Union,2020-04-05,0,0,,68,0
North Carolina,Anson,2020-04-05,2,0,,5,0
North Carolina,Hoke,2020-04-05,0,0,,11,0
North Carolina,Duplin,2020-04-05,0,0,,4,0
North Carolina,Richmond,2020-04-05,0,0,,1,0
North Carolina,Scotland,2020-04-05,0,0,,2,0
North Carolina,Onslow,2020-04-05,3,0,,17,0
North Carolina,Robeson,2020-04-05,2,0,,5,0
North Carolina,Bladen,2020-04-05,0,0,,2,0
North Carolina,Pender,2020-04-05,1,0,,1,0
North Carolina,Columbus,2020-04-05,1,0,,5,0
North Carolina,New Hanover,2020-04-05,0,0,,38,0
North Carolina,Brunswick,2020-04-05,1,0,,25,0
North Carolina,Iredell,2020-04-05,2,0,,45,0
North Carolina,Rowan,2020-04-05,1,0,,45,0
North Carolina,Lincoln,2020-04-05,0,0,,10,0
North Carolina,Mecklenburg,2020-04-05,29,1,,679,2
North Carolina,Cabarrus,2020-04-05,2,0,,69,0
North Carolina,Gaston,2020-04-05,3,0,,47,0
North Carolina,Rockingham,2020-04-06,0,0,,6,0
North Carolina,Guilford,2020-04-06,8,0,,105,2
North Carolina,Alamance,2020-04-06,0,0,,18,0
North Carolina,Alexander,2020-04-06,0,0,,2,0
North Carolina,Randolph,2020-04-06,4,0,,33,0
North Carolina,Wayne,2020-04-06,8,0,,24,0
North Carolina,Ashe,2020-04-06,0,0,,1,0
North Carolina,Alleghany,2020-04-06,0,0,,2,0
North Carolina,Currituck,2020-04-06,0,0,,2,0
North Carolina,Camden,2020-04-06,0,0,,0,0
North Carolina,Surry,2020-04-06,0,0,,3,0
North Carolina,Gates,2020-04-06,0,0,,1,0
North Carolina,Hertford,2020-04-06,0,0,,4,0
North Carolina,Northampton,2020-04-06,4,0,,46,0
North Carolina,Stokes,2020-04-06,2,0,,8,0
North Carolina,Warren,2020-04-06,0,0,,2,0
North Carolina,Vance,2020-04-06,0,0,,12,0
North Carolina,Granville,2020-04-06,33,0,,70,0
North Carolina,Caswell,2020-04-06,0,0,,2,0
North Carolina,Person,2020-04-06,2,0,,6,0
North Carolina,Pasquotank,2020-04-06,0,0,,8,0
North Carolina,Halifax,2020-04-06,0,0,,10,0
North Carolina,Wilkes,2020-04-06,0,0,,4,0
North Carolina,Watauga,2020-04-06,0,0,,10,0
North Carolina,Perquimans,2020-04-06,0,0,,2,0
North Carolina,Chowan,2020-04-06,0,0,,1,0
North Carolina,Avery,2020-04-06,0,0,,0,0
North Carolina,Yadkin,2020-04-06,0,0,,9,0
North Carolina,Dare,2020-04-06,2,0,,3,0
North Carolina,Forsyth,2020-04-06,8,0,,98,1
North Carolina,Franklin,2020-04-06,1,0,,15,0
North Carolina,Bertie,2020-04-06,0,0,,7,0
North Carolina,Orange,2020-04-06,15,0,,68,0
North Carolina,Durham,2020-04-06,5,0,,218,0
North Carolina,Nash,2020-04-06,0,0,,21,0
North Carolina,Mitchell,2020-04-06,0,0,,1,0
North Carolina,Edgecombe,2020-04-06,0,0,,5,0
North Carolina,Caldwell,2020-04-06,3,0,,9,0
North Carolina,Tyrrell,2020-04-06,0,0,,0,0
North Carolina,Yancey,2020-04-06,0,0,,0,0
North Carolina,Madison,2020-04-06,0,0,,0,0
North Carolina,Martin,2020-04-06,0,0,,3,0
North Carolina,Wake,2020-04-06,10,0,,336,0
North Carolina,Davie,2020-04-06,1,0,,18,1
North Carolina,Washington,2020-04-06,2,0,,6,0
North Carolina,Burke,2020-04-06,10,0,,25,0
North Carolina,Davidson,2020-04-06,6,0,,63,0
North Carolina,McDowell,2020-04-06,1,0,,10,0
North Carolina,Chatham,2020-04-06,0,0,,24,0
North Carolina,Wilson,2020-04-06,1,0,,30,0
North Carolina,Buncombe,2020-04-06,3,0,,33,0
North Carolina,Haywood,2020-04-06,1,0,,3,0
North Carolina,Catawba,2020-04-06,3,0,,25,0
North Carolina,Pitt,2020-04-06,0,0,,37,0
North Carolina,Johnston,2020-04-06,5,0,,39,2
North Carolina,Swain,2020-04-06,0,0,,0,0
North Carolina,Beaufort,2020-04-06,0,0,,8,0
North Carolina,Hyde,2020-04-06,0,0,,0,0
North Carolina,Greene,2020-04-06,2,0,,8,0
North Carolina,Rutherford,2020-04-06,3,0,,17,0
North Carolina,Lee,2020-04-06,0,0,,3,0
North Carolina,Cleveland,2020-04-06,3,0,,19,0
North Carolina,Jackson,2020-04-06,0,0,,2,0
North Carolina,Harnett,2020-04-06,6,0,,35,0
North Carolina,Graham,2020-04-06,0,0,,0,0
North Carolina,Henderson,2020-04-06,1,0,,51,0
North Carolina,Moore,2020-04-06,1,0,,11,0
North Carolina,Montgomery,2020-04-06,0,0,,9,0
North Carolina,Stanly,2020-04-06,1,0,,8,0
North Carolina,Transylvania,2020-04-06,0,0,,5,0
North Carolina,Polk,2020-04-06,2,0,,8,0
North Carolina,Lenoir,2020-04-06,1,0,,8,0
North Carolina,Craven,2020-04-06,2,0,,18,0
North Carolina,Macon,2020-04-06,0,0,,1,0
North Carolina,Cherokee,2020-04-06,0,0,,9,0
North Carolina,Pamlico,2020-04-06,0,0,,3,0
North Carolina,Sampson,2020-04-06,1,0,,4,0
North Carolina,Cumberland,2020-04-06,3,0,,45,0
North Carolina,Clay,2020-04-06,0,0,,3,0
North Carolina,Jones,2020-04-06,0,0,,0,0
North Carolina,Carteret,2020-04-06,2,0,,17,0
North Carolina,Union,2020-04-06,8,0,,76,0
North Carolina,Anson,2020-04-06,0,0,,5,0
North Carolina,Hoke,2020-04-06,1,0,,12,0
North Carolina,Duplin,2020-04-06,0,0,,4,0
North Carolina,Richmond,2020-04-06,0,0,,1,0
North Carolina,Scotland,2020-04-06,0,0,,2,0
North Carolina,Onslow,2020-04-06,2,0,,19,0
North Carolina,Robeson,2020-04-06,0,0,,5,0
North Carolina,Bladen,2020-04-06,0,0,,2,0
North Carolina,Pender,2020-04-06,1,0,,2,0
North Carolina,Columbus,2020-04-06,7,0,,12,0
North Carolina,New Hanover,2020-04-06,8,0,,46,0
North Carolina,Brunswick,2020-04-06,2,0,,27,0
North Carolina,Iredell,2020-04-06,5,0,,50,0
North Carolina,Rowan,2020-04-06,6,0,,51,0
North Carolina,Lincoln,2020-04-06,0,0,,10,0
North Carolina,Mecklenburg,2020-04-06,69,1,,748,3
North Carolina,Cabarrus,2020-04-06,9,0,,78,0
North Carolina,Gaston,2020-04-06,1,1,,48,1
North Carolina,Rockingham,2020-04-07,2,0,,8,0
North Carolina,Guilford,2020-04-07,15,2,,120,4
North Carolina,Alamance,2020-04-07,6,0,,24,0
North Carolina,Alexander,2020-04-07,0,0,,2,0
North Carolina,Randolph,2020-04-07,2,0,,35,0
North Carolina,Wayne,2020-04-07,9,0,,33,0
North Carolina,Ashe,2020-04-07,1,0,,2,0
North Carolina,Alleghany,2020-04-07,0,0,,2,0
North Carolina,Currituck,2020-04-07,1,0,,3,0
North Carolina,Camden,2020-04-07,0,0,,0,0
North Carolina,Surry,2020-04-07,7,0,,10,0
North Carolina,Gates,2020-04-07,1,0,,2,0
North Carolina,Hertford,2020-04-07,1,0,,5,0
North Carolina,Northampton,2020-04-07,5,0,,51,0
North Carolina,Stokes,2020-04-07,0,0,,8,0
North Carolina,Warren,2020-04-07,1,0,,3,0
North Carolina,Vance,2020-04-07,0,0,,12,0
North Carolina,Granville,2020-04-07,6,0,,76,0
North Carolina,Caswell,2020-04-07,0,0,,2,0
North Carolina,Person,2020-04-07,1,0,,7,0
North Carolina,Pasquotank,2020-04-07,1,0,,9,0
North Carolina,Halifax,2020-04-07,2,0,,12,0
North Carolina,Wilkes,2020-04-07,0,0,,4,0
North Carolina,Watauga,2020-04-07,1,0,,11,0
North Carolina,Perquimans,2020-04-07,0,0,,2,0
North Carolina,Chowan,2020-04-07,0,0,,1,0
North Carolina,Avery,2020-04-07,0,0,,0,0
North Carolina,Yadkin,2020-04-07,0,0,,9,0
North Carolina,Dare,2020-04-07,3,0,,6,0
North Carolina,Forsyth,2020-04-07,11,0,,109,1
North Carolina,Franklin,2020-04-07,2,0,,17,0
North Carolina,Bertie,2020-04-07,2,0,,9,0
North Carolina,Orange,2020-04-07,6,0,,74,0
North Carolina,Durham,2020-04-07,14,0,,232,0
North Carolina,Nash,2020-04-07,3,0,,24,0
North Carolina,Mitchell,2020-04-07,1,0,,2,0
North Carolina,Edgecombe,2020-04-07,6,0,,11,0
North Carolina,Caldwell,2020-04-07,1,0,,10,0
North Carolina,Tyrrell,2020-04-07,0,0,,0,0
North Carolina,Yancey,2020-04-07,0,0,,0,0
North Carolina,Madison,2020-04-07,0,0,,0,0
North Carolina,Martin,2020-04-07,1,0,,4,0
North Carolina,Wake,2020-04-07,22,0,,358,0
North Carolina,Davie,2020-04-07,3,0,,21,1
North Carolina,Washington,2020-04-07,1,0,,7,0
North Carolina,Burke,2020-04-07,4,1,,29,1
North Carolina,Davidson,2020-04-07,7,0,,70,0
North Carolina,McDowell,2020-04-07,0,0,,10,0
North Carolina,Chatham,2020-04-07,0,0,,24,0
North Carolina,Wilson,2020-04-07,7,1,,37,1
North Carolina,Buncombe,2020-04-07,2,0,,35,0
North Carolina,Haywood,2020-04-07,0,0,,3,0
North Carolina,Catawba,2020-04-07,2,0,,27,0
North Carolina,Pitt,2020-04-07,8,0,,45,0
North Carolina,Johnston,2020-04-07,10,1,,49,3
North Carolina,Swain,2020-04-07,0,0,,0,0
North Carolina,Beaufort,2020-04-07,1,0,,9,0
North Carolina,Hyde,2020-04-07,0,0,,0,0
North Carolina,Greene,2020-04-07,2,0,,10,0
North Carolina,Rutherford,2020-04-07,2,0,,19,0
North Carolina,Lee,2020-04-07,1,0,,4,0
North Carolina,Cleveland,2020-04-07,5,0,,24,0
North Carolina,Jackson,2020-04-07,0,0,,2,0
North Carolina,Harnett,2020-04-07,1,0,,36,0
North Carolina,Graham,2020-04-07,0,0,,0,0
North Carolina,Henderson,2020-04-07,0,0,,51,0
North Carolina,Moore,2020-04-07,0,0,,11,0
North Carolina,Montgomery,2020-04-07,1,0,,10,0
North Carolina,Stanly,2020-04-07,0,0,,8,0
North Carolina,Transylvania,2020-04-07,1,0,,6,0
North Carolina,Polk,2020-04-07,0,0,,8,0
North Carolina,Lenoir,2020-04-07,2,0,,10,0
North Carolina,Craven,2020-04-07,1,0,,19,0
North Carolina,Macon,2020-04-07,0,0,,1,0
North Carolina,Cherokee,2020-04-07,1,0,,10,0
North Carolina,Pamlico,2020-04-07,0,0,,3,0
North Carolina,Sampson,2020-04-07,1,0,,5,0
North Carolina,Cumberland,2020-04-07,17,0,,62,0
North Carolina,Clay,2020-04-07,0,0,,3,0
North Carolina,Jones,2020-04-07,0,0,,0,0
North Carolina,Carteret,2020-04-07,0,0,,17,0
North Carolina,Union,2020-04-07,8,0,,84,0
North Carolina,Anson,2020-04-07,1,0,,6,0
North Carolina,Hoke,2020-04-07,1,0,,13,0
North Carolina,Duplin,2020-04-07,3,0,,7,0
North Carolina,Richmond,2020-04-07,1,0,,2,0
North Carolina,Scotland,2020-04-07,1,0,,3,0
North Carolina,Onslow,2020-04-07,5,0,,24,0
North Carolina,Robeson,2020-04-07,1,0,,6,0
North Carolina,Bladen,2020-04-07,0,0,,2,0
North Carolina,Pender,2020-04-07,0,0,,2,0
North Carolina,Columbus,2020-04-07,1,0,,13,0
North Carolina,New Hanover,2020-04-07,2,0,,48,0
North Carolina,Brunswick,2020-04-07,0,0,,27,0
North Carolina,Iredell,2020-04-07,5,0,,55,0
North Carolina,Rowan,2020-04-07,11,0,,62,0
North Carolina,Lincoln,2020-04-07,2,0,,12,0
North Carolina,Mecklenburg,2020-04-07,77,2,,825,5
North Carolina,Cabarrus,2020-04-07,5,0,,83,0
North Carolina,Gaston,2020-04-07,12,0,,60,1
North Carolina,Rockingham,2020-04-08,0,0,,8,0
North Carolina,Guilford,2020-04-08,3,3,,123,7
North Carolina,Alamance,2020-04-08,3,0,,27,0
North Carolina,Alexander,2020-04-08,0,0,,2,0
North Carolina,Randolph,2020-04-08,2,1,,37,1
North Carolina,Wayne,2020-04-08,2,0,,35,0
North Carolina,Ashe,2020-04-08,0,0,,2,0
North Carolina,Alleghany,2020-04-08,0,0,,2,0
North Carolina,Currituck,2020-04-08,0,0,,3,0
North Carolina,Camden,2020-04-08,0,0,,0,0
North Carolina,Surry,2020-04-08,0,0,,10,0
North Carolina,Gates,2020-04-08,1,0,,3,0
North Carolina,Hertford,2020-04-08,0,0,,5,0
North Carolina,Northampton,2020-04-08,1,0,,52,0
North Carolina,Stokes,2020-04-08,0,0,,8,0
North Carolina,Warren,2020-04-08,0,0,,3,0
North Carolina,Vance,2020-04-08,2,0,,14,0
North Carolina,Granville,2020-04-08,7,0,,83,0
North Carolina,Caswell,2020-04-08,0,0,,2,0
North Carolina,Person,2020-04-08,0,0,,7,0
North Carolina,Pasquotank,2020-04-08,1,0,,10,0
North Carolina,Halifax,2020-04-08,0,0,,12,0
North Carolina,Wilkes,2020-04-08,0,0,,4,0
North Carolina,Watauga,2020-04-08,0,0,,11,0
North Carolina,Perquimans,2020-04-08,0,0,,2,0
North Carolina,Chowan,2020-04-08,0,0,,1,0
North Carolina,Avery,2020-04-08,0,0,,0,0
North Carolina,Yadkin,2020-04-08,0,0,,9,0
North Carolina,Dare,2020-04-08,1,0,,7,0
North Carolina,Forsyth,2020-04-08,0,0,,109,1
North Carolina,Franklin,2020-04-08,6,0,,23,0
North Carolina,Bertie,2020-04-08,1,0,,10,0
North Carolina,Orange,2020-04-08,8,0,,82,0
North Carolina,Durham,2020-04-08,31,0,,263,0
North Carolina,Nash,2020-04-08,0,0,,24,0
North Carolina,Mitchell,2020-04-08,1,0,,3,0
North Carolina,Edgecombe,2020-04-08,1,0,,12,0
North Carolina,Caldwell,2020-04-08,0,0,,10,0
North Carolina,Tyrrell,2020-04-08,0,0,,0,0
North Carolina,Yancey,2020-04-08,0,0,,0,0
North Carolina,Madison,2020-04-08,0,0,,0,0
North Carolina,Martin,2020-04-08,0,0,,4,0
North Carolina,Wake,2020-04-08,27,0,,385,0
North Carolina,Davie,2020-04-08,0,0,,21,1
North Carolina,Washington,2020-04-08,1,0,,8,0
North Carolina,Burke,2020-04-08,0,0,,29,1
North Carolina,Davidson,2020-04-08,3,0,,73,0
North Carolina,McDowell,2020-04-08,0,0,,10,0
North Carolina,Chatham,2020-04-08,3,0,,27,0
North Carolina,Wilson,2020-04-08,2,0,,39,1
North Carolina,Buncombe,2020-04-08,0,0,,35,0
North Carolina,Haywood,2020-04-08,0,0,,3,0
North Carolina,Catawba,2020-04-08,1,0,,28,0
North Carolina,Pitt,2020-04-08,7,0,,52,0
North Carolina,Johnston,2020-04-08,4,0,,53,3
North Carolina,Swain,2020-04-08,0,0,,0,0
North Carolina,Beaufort,2020-04-08,0,0,,9,0
North Carolina,Hyde,2020-04-08,0,0,,0,0
North Carolina,Greene,2020-04-08,0,0,,10,0
North Carolina,Rutherford,2020-04-08,6,0,,25,0
North Carolina,Lee,2020-04-08,1,0,,5,0
North Carolina,Cleveland,2020-04-08,3,0,,27,0
North Carolina,Jackson,2020-04-08,0,0,,2,0
North Carolina,Harnett,2020-04-08,2,0,,38,0
North Carolina,Graham,2020-04-08,0,0,,0,0
North Carolina,Henderson,2020-04-08,0,0,,51,0
North Carolina,Moore,2020-04-08,27,0,,38,0
North Carolina,Montgomery,2020-04-08,0,0,,10,0
North Carolina,Stanly,2020-04-08,0,0,,8,0
North Carolina,Transylvania,2020-04-08,0,0,,6,0
North Carolina,Polk,2020-04-08,0,0,,8,0
North Carolina,Lenoir,2020-04-08,1,0,,11,0
North Carolina,Craven,2020-04-08,1,0,,20,0
North Carolina,Macon,2020-04-08,0,0,,1,0
North Carolina,Cherokee,2020-04-08,0,0,,10,0
North Carolina,Pamlico,2020-04-08,0,0,,3,0
North Carolina,Sampson,2020-04-08,1,0,,6,0
North Carolina,Cumberland,2020-04-08,2,0,,64,0
North Carolina,Clay,2020-04-08,0,0,,3,0
North Carolina,Jones,2020-04-08,0,0,,0,0
North Carolina,Carteret,2020-04-08,1,0,,18,0
North Carolina,Union,2020-04-08,4,0,,88,0
North Carolina,Anson,2020-04-08,0,0,,6,0
North Carolina,Hoke,2020-04-08,1,0,,14,0
North Carolina,Duplin,2020-04-08,1,0,,8,0
North Carolina,Richmond,2020-04-08,0,0,,2,0
North Carolina,Scotland,2020-04-08,0,0,,3,0
North Carolina,Onslow,2020-04-08,0,0,,24,0
North Carolina,Robeson,2020-04-08,0,0,,6,0
North Carolina,Bladen,2020-04-08,0,0,,2,0
North Carolina,Pender,2020-04-08,0,0,,2,0
North Carolina,Columbus,2020-04-08,1,0,,14,0
North Carolina,New Hanover,2020-04-08,1,0,,49,0
North Carolina,Brunswick,2020-04-08,0,0,,27,0
North Carolina,Iredell,2020-04-08,3,0,,58,0
