OBJECTID,COUNTYFP10,GEOID10,TotalVax,TotalPop,PctTotal,NAME10,Pop18Up,Pop16Up,GeoName,FIPS,SVI,UpdateDTS
1540,039,37039930100,598,4228,17.2185430463576,Cherokee,3375,3473,"Census Tract 9301, Cherokee County, North Carolina",37039930100,0.8181,202105071931
1719,039,37039930602,1033,4158,28.108843537415,Cherokee,3630,3675,"Census Tract 9306.02, Cherokee County, North Carolina",37039930602,0.2258,202105071931
1763,039,37039930200,297,2155,17.20741599073,Cherokee,1637,1726,"Census Tract 9302, Cherokee County, North Carolina",37039930200,0.484,202105071931
1788,039,37039930300,509,2741,23.2314011866728,Cherokee,2113,2191,"Census Tract 9303, Cherokee County, North Carolina",37039930300,0.5622,202105071931
1307,041,37041930101,1571,5230,37.9102316602317,Chowan,4103,4144,"Census Tract 9301.01, Chowan County, North Carolina",37041930101,0.783,202105071931
1308,041,37041930200,1690,6515,30.7328605200946,Chowan,5258,5499,"Census Tract 9302, Chowan County, North Carolina",37041930200,0.5373,202105071931
1544,041,37041930102,733,2352,36.9828456104945,Chowan,1824,1982,"Census Tract 9301.02, Chowan County, North Carolina",37041930102,0.6603,202105071931
982,043,37043950100,1451,5030,33.4331797235023,Clay,4255,4340,"Census Tract 9501, Clay County, North Carolina",37043950100,0.2337,202105071931
985,043,37043950200,1369,5916,28.5089546022491,Clay,4775,4802,"Census Tract 9502, Clay County, North Carolina",37043950200,0.54,202105071931
1878,045,37045951300,841,2891,35.6054191363252,Cleveland,2239,2362,"Census Tract 9513, Cleveland County, North Carolina",37045951300,0.3512,202105071931
1886,045,37045951502,226,1192,22.9441624365482,Cleveland,938,985,"Census Tract 9515.02, Cleveland County, North Carolina",37045951502,0.5335,202105071931
1904,045,37045950400,1767,7254,31.9645441389291,Cleveland,5259,5528,"Census Tract 9504, Cleveland County, North Carolina",37045950400,0.8922,202105071931
1905,045,37045950700,2411,7554,39.0951840441057,Cleveland,5964,6167,"Census Tract 9507, Cleveland County, North Carolina",37045950700,0.5946,202105071931
1945,045,37045950101,1111,4997,27.3443268520797,Cleveland,3983,4063,"Census Tract 9501.01, Cleveland County, North Carolina",37045950101,0.5775,202105071931
1995,045,37045950800,1271,4579,33.9657936932122,Cleveland,3466,3742,"Census Tract 9508, Cleveland County, North Carolina",37045950800,0.7839,202105071931
1996,045,37045951400,1448,6397,27.1720773128167,Cleveland,5050,5329,"Census Tract 9514, Cleveland County, North Carolina",37045951400,0.633,202105071931
1997,045,37045951200,1453,5651,31.9903126376046,Cleveland,4401,4542,"Census Tract 9512, Cleveland County, North Carolina",37045951200,0.8987,202105071931
1998,045,37045951100,760,2742,33.0578512396694,Cleveland,2247,2299,"Census Tract 9511, Cleveland County, North Carolina",37045951100,0.8917,202105071931
1999,045,37045950302,1353,6054,27.360970677452,Cleveland,4814,4945,"Census Tract 9503.02, Cleveland County, North Carolina",37045950302,0.1925,202105071931
2000,045,37045950301,1080,4522,29.3080054274084,Cleveland,3526,3685,"Census Tract 9503.01, Cleveland County, North Carolina",37045950301,0.5368,202105071931
2001,045,37045950602,1205,6019,26.4428351985956,Cleveland,4295,4557,"Census Tract 9506.02, Cleveland County, North Carolina",37045950602,0.6826,202105071931
2002,045,37045951501,1217,5785,25.233257308729,Cleveland,4733,4823,"Census Tract 9515.01, Cleveland County, North Carolina",37045951501,0.4331,202105071931
2070,045,37045950601,792,3820,25.2873563218391,Cleveland,3060,3132,"Census Tract 9506.01, Cleveland County, North Carolina",37045950601,0.2772,202105071931
2071,045,37045951601,869,4302,24.6175637393768,Cleveland,3414,3530,"Census Tract 9516.01, Cleveland County, North Carolina",37045951601,0.6437,202105071931
2110,045,37045951000,956,3092,39.3253805018511,Cleveland,2381,2431,"Census Tract 9510, Cleveland County, North Carolina",37045951000,0.7362,202105071931
2133,045,37045951602,983,4656,24.955572480325,Cleveland,3766,3939,"Census Tract 9516.02, Cleveland County, North Carolina",37045951602,0.615,202105071931
2154,045,37045950500,606,3310,22.2222222222222,Cleveland,2662,2727,"Census Tract 9505, Cleveland County, North Carolina",37045950500,0.5641,202105071931
2162,045,37045950900,808,2649,40.0793650793651,Cleveland,1951,2016,"Census Tract 9509, Cleveland County, North Carolina",37045950900,0.7992,202105071931
2181,045,37045950200,1079,4647,27.9172056921087,Cleveland,3770,3865,"Census Tract 9502, Cleveland County, North Carolina",37045950200,0.6233,202105071931
2186,045,37045951503,665,2618,33.705017739483,Cleveland,1894,1973,"Census Tract 9515.03, Cleveland County, North Carolina",37045951503,0.5692,202105071931
2188,045,37045950102,593,2551,28.1442809682012,Cleveland,2057,2107,"Census Tract 9501.02, Cleveland County, North Carolina",37045950102,0.3522,202105071931
1489,047,37047931300,894,5637,21.5577525922354,Columbus,3933,4147,"Census Tract 9313, Columbus County, North Carolina",37047931300,0.7256,202105071931
1516,047,37047930400,979,3596,30.6896551724138,Columbus,3129,3190,"Census Tract 9304, Columbus County, North Carolina",37047930400,0.7649,202105071931
1517,047,37047931000,1047,5405,23.485868102288,Columbus,4296,4458,"Census Tract 9310, Columbus County, North Carolina",37047931000,0.7774,202105071931
1545,047,37047930800,1394,3919,43.3727442439328,Columbus,3104,3214,"Census Tract 9308, Columbus County, North Carolina",37047930800,0.4003,202105071931
1689,047,37047930300,756,2859,32.9842931937173,Columbus,2174,2292,"Census Tract 9303, Columbus County, North Carolina",37047930300,0.7705,202105071931
1690,047,37047930100,1098,4615,28.9633342126088,Columbus,3671,3791,"Census Tract 9301, Columbus County, North Carolina",37047930100,0.7876,202105071931
1691,047,37047930700,948,4313,25.7538712306438,Columbus,3508,3681,"Census Tract 9307, Columbus County, North Carolina",37047930700,0.8107,202105071931
1692,047,37047930500,1064,4393,28.6483575659666,Columbus,3607,3714,"Census Tract 9305, Columbus County, North Carolina",37047930500,0.8607,202105071931
1693,047,37047930900,1066,4738,29.2295037016726,Columbus,3541,3647,"Census Tract 9309, Columbus County, North Carolina",37047930900,0.9829,202105071931
1776,047,37047930200,452,2235,25.947187141217,Columbus,1687,1742,"Census Tract 9302, Columbus County, North Carolina",37047930200,0.628,202105071931
1777,047,37047931200,1432,7034,23.6537826230591,Columbus,5912,6054,"Census Tract 9312, Columbus County, North Carolina",37047931200,0.7561,202105071931
1778,047,37047931100,676,3764,23.0088495575221,Columbus,2812,2938,"Census Tract 9311, Columbus County, North Carolina",37047931100,0.6543,202105071931
1783,047,37047930600,629,3560,22.0624342336022,Columbus,2733,2851,"Census Tract 9306, Columbus County, North Carolina",37047930600,0.6779,202105071931
1321,049,37049961100,2017,8791,31.2664703146799,Craven,6323,6451,"Census Tract 9611, Craven County, North Carolina",37049961100,0.2874,202105071931
1437,049,37049960403,2063,4050,62.2886473429952,Craven,3212,3312,"Census Tract 9604.03, Craven County, North Carolina",37049960403,0.0153,202105071931
1472,049,37049960800,612,1989,38.685208596713,Craven,1536,1582,"Census Tract 9608, Craven County, North Carolina",37049960800,0.9509,202105071931
1476,049,37049960200,1505,8244,22.3791821561338,Craven,6459,6725,"Census Tract 9602, Craven County, North Carolina",37049960200,0.7691,202105071931
1477,049,37049961001,4020,10989,46.6519670418939,Craven,8308,8617,"Census Tract 9610.01, Craven County, North Carolina",37049961001,0.1064,202105071931
1478,049,37049961303,979,4164,28.8365243004418,Craven,3309,3395,"Census Tract 9613.03, Craven County, North Carolina",37049961303,0.2814,202105071931
1479,049,37049960101,1872,3454,58.046511627907,Craven,3096,3225,"Census Tract 9601.01, Craven County, North Carolina",37049960101,0.2503,202105071931
1505,049,37049960500,2122,7715,35.3078202995008,Craven,5978,6010,"Census Tract 9605, Craven County, North Carolina",37049960500,0.8732,202105071931
1506,049,37049960600,1657,6237,35.0836332839297,Craven,4558,4723,"Census Tract 9606, Craven County, North Carolina",37049960600,0.956,202105071931
1508,049,37049960404,1271,2954,47.3370577281192,Craven,2662,2685,"Census Tract 9604.04, Craven County, North Carolina",37049960404,0.3156,202105071931
1509,049,37049961202,37,4385,0.887077439462959,Craven,4123,4171,"Census Tract 9612.02, Craven County, North Carolina",37049961202,0.2744,202105071931
1528,049,37049961301,632,3647,21.7331499312242,Craven,2777,2908,"Census Tract 9613.01, Craven County, North Carolina",37049961301,0.503,202105071931
1597,049,37049960300,1481,6484,28.2095238095238,Craven,5143,5250,"Census Tract 9603, Craven County, North Carolina",37049960300,0.8311,202105071931
1664,049,37049961002,1118,4176,33.2837153914856,Craven,3205,3359,"Census Tract 9610.02, Craven County, North Carolina",37049961002,0.7969,202105071931
1665,049,37049960401,1872,4620,44.1613588110403,Craven,4049,4239,"Census Tract 9604.01, Craven County, North Carolina",37049960401,0.2184,202105071931
1666,049,37049961302,765,5264,19.3523905894258,Craven,3788,3953,"Census Tract 9613.02, Craven County, North Carolina",37049961302,0.7492,202105071931
1754,049,37049961201,75,3009,3.51288056206089,Craven,2135,2135,"Census Tract 9612.01, Craven County, North Carolina",37049961201,0.1911,202105071931
1755,049,37049960700,666,1700,45.8993797381116,Craven,1438,1451,"Census Tract 9607, Craven County, North Carolina",37049960700,0.4373,202105071931
1760,049,37049960900,651,2032,40.6367041198502,Craven,1602,1602,"Census Tract 9609, Craven County, North Carolina",37049960900,0.8528,202105071931
1766,049,37049960102,819,4450,24.360499702558,Craven,3258,3362,"Census Tract 9601.02, Craven County, North Carolina",37049960102,0.6594,202105071931
1786,049,37049960402,1459,4137,44.2926533090468,Craven,3195,3294,"Census Tract 9604.02, Craven County, North Carolina",37049960402,0.7682,202105071931
188,051,37051001603,726,3887,24.710687542546,Cumberland,2812,2938,"Census Tract 16.03, Cumberland County, North Carolina",37051001603,0.9269,202105071931
189,051,37051001604,1184,8113,20.7974705779027,Cumberland,5383,5693,"Census Tract 16.04, Cumberland County, North Carolina",37051001604,0.8385,202105071931
190,051,37051003102,1036,5452,26.9932256383533,Cumberland,3542,3838,"Census Tract 31.02, Cumberland County, North Carolina",37051003102,0.4951,202105071931
191,051,37051003310,611,5162,16.4159054271897,Cumberland,3632,3722,"Census Tract 33.10, Cumberland County, North Carolina",37051003310,0.7756,202105071931
220,051,37051000701,2101,5446,49.4935217903416,Cumberland,4045,4245,"Census Tract 7.01, Cumberland County, North Carolina",37051000701,0.4146,202105071931
221,051,37051003103,979,5579,23.3930704898447,Cumberland,4054,4185,"Census Tract 31.03, Cumberland County, North Carolina",37051003103,0.547,202105071931
222,051,37051003104,1060,6916,21.2127276365819,Cumberland,4832,4997,"Census Tract 31.04, Cumberland County, North Carolina",37051003104,0.6016,202105071931
223,051,37051003800,615,2754,26.7624020887728,Cumberland,2267,2298,"Census Tract 38, Cumberland County, North Carolina",37051003800,0.9551,202105071931
277,051,37051002401,159,1439,14.5871559633028,Cumberland,1061,1090,"Census Tract 24.01, Cumberland County, North Carolina",37051002401,0.9736,202105071931
278,051,37051003406,20,1642,1.47275405007364,Cumberland,1306,1358,"Census Tract 34.06, Cumberland County, North Carolina",37051003406,0.2684,202105071931
279,051,37051980100,,0,,Cumberland,0,0,"Census Tract 9801, Cumberland County, North Carolina",37051980100,-999,202105071931
295,051,37051980200,,441,,Cumberland,441,441,"Census Tract 9802, Cumberland County, North Carolina",37051980200,-999,202105071931
296,051,37051003408,40,4918,1.17096018735363,Cumberland,3348,3416,"Census Tract 34.08, Cumberland County, North Carolina",37051003408,0.4942,202105071931
297,051,37051003401,23,3317,1.06481481481481,Cumberland,2143,2160,"Census Tract 34.01, Cumberland County, North Carolina",37051003401,0.4077,202105071931
298,051,37051003405,,1923,,Cumberland,1311,1315,"Census Tract 34.05, Cumberland County, North Carolina",37051003405,0.4975,202105071931
299,051,37051003403,,4337,,Cumberland,3022,3044,"Census Tract 34.03, Cumberland County, North Carolina",37051003403,0.2809,202105071931
300,051,37051003402,,3801,,Cumberland,3801,3801,"Census Tract 34.02, Cumberland County, North Carolina",37051003402,-999,202105071931
301,051,37051003404,,2697,,Cumberland,2697,2697,"Census Tract 34.04, Cumberland County, North Carolina",37051003404,-999,202105071931
302,051,37051003407,,1763,,Cumberland,1739,1739,"Census Tract 34.07, Cumberland County, North Carolina",37051003407,0.044,202105071931
325,051,37051002600,1148,5241,28.6427145708583,Cumberland,3802,4008,"Census Tract 26, Cumberland County, North Carolina",37051002600,0.6571,202105071931
328,051,37051001400,1197,6257,24.1184767277856,Cumberland,4708,4963,"Census Tract 14, Cumberland County, North Carolina",37051001400,0.9787,202105071931
331,051,37051001601,1258,7461,22.1284080914688,Cumberland,5465,5685,"Census Tract 16.01, Cumberland County, North Carolina",37051001601,0.7571,202105071931
333,051,37051003304,1286,7038,22.0167779489813,Cumberland,5742,5841,"Census Tract 33.04, Cumberland County, North Carolina",37051003304,0.4197,202105071931
334,051,37051003001,2571,13267,25.3101004134672,Cumberland,9717,10158,"Census Tract 30.01, Cumberland County, North Carolina",37051003001,0.4058,202105071931
398,051,37051002300,795,4360,22.0404768505683,Cumberland,3475,3607,"Census Tract 23, Cumberland County, North Carolina",37051002300,0.8413,202105071931
399,051,37051001700,1248,9127,18.9291672986501,Cumberland,6371,6593,"Census Tract 17, Cumberland County, North Carolina",37051001700,0.8366,202105071931
400,051,37051002200,252,2296,13.2422490803994,Cumberland,1886,1903,"Census Tract 22, Cumberland County, North Carolina",37051002200,0.7899,202105071931
401,051,37051003204,1344,8374,21.6844143272023,Cumberland,5947,6198,"Census Tract 32.04, Cumberland County, North Carolina",37051003204,0.7612,202105071931
403,051,37051001903,661,4105,19.1427743990733,Cumberland,3314,3453,"Census Tract 19.03, Cumberland County, North Carolina",37051001903,0.8348,202105071931
404,051,37051003201,2539,12694,28.0738611233967,Cumberland,8482,9044,"Census Tract 32.01, Cumberland County, North Carolina",37051003201,0.3864,202105071931
407,051,37051003309,1092,6546,20.2372127501853,Cumberland,5256,5396,"Census Tract 33.09, Cumberland County, North Carolina",37051003309,0.4396,202105071931
409,051,37051003312,1008,6671,19.672131147541,Cumberland,4971,5124,"Census Tract 33.12, Cumberland County, North Carolina",37051003312,0.5386,202105071931
441,051,37051001000,497,2556,22.8716060745513,Cumberland,2128,2173,"Census Tract 10, Cumberland County, North Carolina",37051001000,0.9264,202105071931
443,051,37051003307,626,4235,19.0157958687728,Cumberland,3174,3292,"Census Tract 33.07, Cumberland County, North Carolina",37051003307,0.8038,202105071931
473,051,37051002700,2023,8289,30.1041666666667,Cumberland,6385,6720,"Census Tract 27, Cumberland County, North Carolina",37051002700,0.3299,202105071931
474,051,37051002501,1800,7613,29.8359025360517,Cumberland,5924,6033,"Census Tract 25.01, Cumberland County, North Carolina",37051002501,0.5294,202105071931
475,051,37051002502,1293,7852,20.7544141252006,Cumberland,6115,6230,"Census Tract 25.02, Cumberland County, North Carolina",37051002502,0.5655,202105071931
476,051,37051002503,1035,4488,27.9578606158833,Cumberland,3579,3702,"Census Tract 25.03, Cumberland County, North Carolina",37051002503,0.3623,202105071931
479,051,37051003700,1603,7144,28.6659513590844,Cumberland,5380,5592,"Census Tract 37, Cumberland County, North Carolina",37051003700,0.3424,202105071931
480,051,37051001100,833,3912,25.411836485662,Cumberland,3191,3278,"Census Tract 11, Cumberland County, North Carolina",37051001100,0.8232,202105071931
481,051,37051002800,1450,6426,27.2300469483568,Cumberland,5116,5325,"Census Tract 28, Cumberland County, North Carolina",37051002800,0.4789,202105071931
482,051,37051000500,317,2288,17.7193963107881,Cumberland,1749,1789,"Census Tract 5, Cumberland County, North Carolina",37051000500,0.9593,202105071931
483,051,37051000200,334,2202,20.8229426433915,Cumberland,1555,1604,"Census Tract 2, Cumberland County, North Carolina",37051000200,0.9968,202105071931
484,051,37051000600,1740,5566,38.7182910547397,Cumberland,4323,4494,"Census Tract 6, Cumberland County, North Carolina",37051000600,0.689,202105071931
487,051,37051000900,1126,4848,28.4702907711757,Cumberland,3895,3955,"Census Tract 9, Cumberland County, North Carolina",37051000900,0.4646,202105071931
488,051,37051001200,1099,5156,27.6686807653575,Cumberland,3848,3972,"Census Tract 12, Cumberland County, North Carolina",37051001200,0.9472,202105071931
489,051,37051001500,546,2954,23.7082066869301,Cumberland,2220,2303,"Census Tract 15, Cumberland County, North Carolina",37051001500,0.7422,202105071931
490,051,37051001800,530,2353,27.6041666666667,Cumberland,1847,1920,"Census Tract 18, Cumberland County, North Carolina",37051001800,0.7284,202105071931
491,051,37051001902,869,4516,24.1724617524339,Cumberland,3525,3595,"Census Tract 19.02, Cumberland County, North Carolina",37051001902,0.7288,202105071931
494,051,37051002100,936,3839,30.3305249513934,Cumberland,3037,3086,"Census Tract 21, Cumberland County, North Carolina",37051002100,0.541,202105071931
497,051,37051001901,304,1976,19.701879455606,Cumberland,1482,1543,"Census Tract 19.01, Cumberland County, North Carolina",37051001901,0.7446,202105071931
498,051,37051003203,942,5472,22.5466730493059,Cumberland,4106,4178,"Census Tract 32.03, Cumberland County, North Carolina",37051003203,0.603,202105071931
501,051,37051003302,863,6131,18.6232196806215,Cumberland,4459,4634,"Census Tract 33.02, Cumberland County, North Carolina",37051003302,0.8718,202105071931
502,051,37051003305,929,6161,18.7298387096774,Cumberland,4811,4960,"Census Tract 33.05, Cumberland County, North Carolina",37051003305,0.7265,202105071931
503,051,37051002002,788,4882,20.4250907205806,Cumberland,3784,3858,"Census Tract 20.02, Cumberland County, North Carolina",37051002002,0.8084,202105071931
505,051,37051003002,563,2697,25.4061371841155,Cumberland,2127,2216,"Census Tract 30.02, Cumberland County, North Carolina",37051003002,0.6321,202105071931
506,051,37051000702,888,2279,48.4187568157034,Cumberland,1784,1834,"Census Tract 7.02, Cumberland County, North Carolina",37051000702,0.2962,202105071931
507,051,37051003311,284,2885,11.9629317607414,Cumberland,2335,2374,"Census Tract 33.11, Cumberland County, North Carolina",37051003311,0.6682,202105071931
508,051,37051003313,838,8160,14.7769352847822,Cumberland,5524,5671,"Census Tract 33.13, Cumberland County, North Carolina",37051003313,0.5812,202105071931
602,051,37051002504,1462,7315,27.2812091808173,Cumberland,5119,5359,"Census Tract 25.04, Cumberland County, North Carolina",37051002504,0.6229,202105071931
612,051,37051003600,599,5426,14.1373613405712,Cumberland,4105,4237,"Census Tract 36, Cumberland County, North Carolina",37051003600,0.8792,202105071931
613,051,37051003500,551,4621,14.7050974112623,Cumberland,3617,3747,"Census Tract 35, Cumberland County, North Carolina",37051003500,0.6673,202105071931
617,051,37051003205,995,5123,25.094577553594,Cumberland,3813,3965,"Census Tract 32.05, Cumberland County, North Carolina",37051003205,0.5636,202105071931
620,051,37051002001,476,3074,19.6369636963696,Cumberland,2369,2424,"Census Tract 20.01, Cumberland County, North Carolina",37051002001,0.4836,202105071931
623,051,37051003314,859,7618,14.5989123045547,Cumberland,5721,5884,"Census Tract 33.14, Cumberland County, North Carolina",37051003314,0.7547,202105071931
624,051,37051002402,443,3021,17.7840224809314,Cumberland,2407,2491,"Census Tract 24.02, Cumberland County, North Carolina",37051002402,0.8121,202105071931
708,051,37051000800,778,2684,34.8410210479176,Cumberland,2181,2233,"Census Tract 8, Cumberland County, North Carolina",37051000800,0.565,202105071931
780,051,37051002900,933,4075,28.0348557692308,Cumberland,3246,3328,"Census Tract 29, Cumberland County, North Carolina",37051002900,0.391,202105071931
822,053,37053110402,1070,4043,32.7317222392169,Currituck,3234,3269,"Census Tract 1104.02, Currituck County, North Carolina",37053110402,0.3216,202105071931
962,053,37053110101,892,947,102.646720368239,Currituck,864,869,"Census Tract 1101.01, Currituck County, North Carolina",37053110101,0.0652,202105071931
963,053,37053110301,959,4636,25.1970572779821,Currituck,3607,3806,"Census Tract 1103.01, Currituck County, North Carolina",37053110301,0.162,202105071931
980,053,37053110302,587,3705,19.7310924369748,Currituck,2869,2975,"Census Tract 1103.02, Currituck County, North Carolina",37053110302,0.397,202105071931
1081,053,37053110401,827,3635,28.6953504510756,Currituck,2832,2882,"Census Tract 1104.01, Currituck County, North Carolina",37053110401,0.5433,202105071931
1176,053,37053110200,1128,7960,18.0537772087068,Currituck,5984,6248,"Census Tract 1102, Currituck County, North Carolina",37053110200,0.1661,202105071931
1294,053,37053110102,235,1437,20.541958041958,Currituck,1136,1144,"Census Tract 1101.02, Currituck County, North Carolina",37053110102,0.1342,202105071931
1304,053,37053990100,,0,,Currituck,0,0,"Census Tract 9901, Currituck County, North Carolina",37053990100,-999,202105071931
1464,055,37055970200,2076,4759,50.0844390832328,Dare,4006,4145,"Census Tract 9702, Dare County, North Carolina",37055970200,0.1532,202105071931
1465,055,37055970300,2816,6505,51.6697247706422,Dare,5405,5450,"Census Tract 9703, Dare County, North Carolina",37055970300,0.2929,202105071931
1466,055,37055970102,1526,3471,53.8081805359662,Dare,2788,2836,"Census Tract 9701.02, Dare County, North Carolina",37055970102,0.1476,202105071931
1467,055,37055970101,2713,4158,75.9943977591036,Dare,3414,3570,"Census Tract 9701.01, Dare County, North Carolina",37055970101,0.0287,202105071931
1526,055,37055970602,366,1888,24.0315167432699,Dare,1466,1523,"Census Tract 9706.02, Dare County, North Carolina",37055970602,0.3665,202105071931
1590,055,37055970502,1363,3649,45.9541469993257,Dare,2896,2966,"Census Tract 9705.02, Dare County, North Carolina",37055970502,0.6918,202105071931
1593,055,37055970601,2630,7782,42.771182306066,Dare,5958,6149,"Census Tract 9706.01, Dare County, North Carolina",37055970601,0.5298,202105071931
1653,055,37055970400,1663,2938,66.1758853959411,Dare,2443,2513,"Census Tract 9704, Dare County, North Carolina",37055970400,0.2207,202105071931
1747,055,37055970501,227,1072,24.7816593886463,Dare,865,916,"Census Tract 9705.01, Dare County, North Carolina",37055970501,0.2374,202105071931
1796,055,37055990100,,0,,Dare,0,0,"Census Tract 9901, Dare County, North Carolina",37055990100,-999,202105071931
1798,055,37055990200,,0,,Dare,0,0,"Census Tract 9902, Dare County, North Carolina",37055990200,-999,202105071931
19,057,37057060304,868,3635,30.7147912243454,Davidson,2711,2826,"Census Tract 603.04, Davidson County, North Carolina",37057060304,0.3554,202105071931
27,057,37057061500,1537,6309,32.4466962212371,Davidson,4599,4737,"Census Tract 615, Davidson County, North Carolina",37057061500,0.994,202105071931
31,057,37057061201,1292,6337,25.5537974683544,Davidson,4955,5056,"Census Tract 612.01, Davidson County, North Carolina",37057061201,0.9273,202105071931
32,057,37057060302,1238,4063,36.3796650014693,Davidson,3267,3403,"Census Tract 603.02, Davidson County, North Carolina",37057060302,0.1101,202105071931
33,057,37057062001,996,4513,25.3177427554652,Davidson,3843,3934,"Census Tract 620.01, Davidson County, North Carolina",37057062001,0.3697,202105071931
38,057,37057060700,962,5734,22.3668914205999,Davidson,4191,4301,"Census Tract 607, Davidson County, North Carolina",37057060700,0.8478,202105071931
40,057,37057060602,718,2625,34.4199424736337,Davidson,2021,2086,"Census Tract 606.02, Davidson County, North Carolina",37057060602,0.5456,202105071931
63,057,37057061400,448,3141,17.7848352520842,Davidson,2429,2519,"Census Tract 614, Davidson County, North Carolina",37057061400,0.9981,202105071931
64,057,37057060900,981,5015,25.6470588235294,Davidson,3684,3825,"Census Tract 609, Davidson County, North Carolina",37057060900,0.7686,202105071931
65,057,37057060400,1302,5162,30.3002094484524,Davidson,4261,4297,"Census Tract 604, Davidson County, North Carolina",37057060400,0.366,202105071931
70,057,37057061600,594,2796,28.4346577309718,Davidson,2001,2089,"Census Tract 616, Davidson County, North Carolina",37057061600,0.9695,202105071931
71,057,37057060201,1397,4603,34.1648324773783,Davidson,3975,4089,"Census Tract 602.01, Davidson County, North Carolina",37057060201,0.223,202105071931
72,057,37057060203,1620,6054,32.6021332260012,Davidson,4788,4969,"Census Tract 602.03, Davidson County, North Carolina",37057060203,0.3378,202105071931
73,057,37057060301,1671,4796,42.8351704691105,Davidson,3740,3901,"Census Tract 603.01, Davidson County, North Carolina",37057060301,0.1444,202105071931
74,057,37057061702,1356,7222,23.885855205214,Davidson,5435,5677,"Census Tract 617.02, Davidson County, North Carolina",37057061702,0.7353,202105071931
75,057,37057060303,1241,4032,36.3822925828203,Davidson,3341,3411,"Census Tract 603.03, Davidson County, North Carolina",37057060303,0.2267,202105071931
76,057,37057061804,1505,6405,28.6502950694841,Davidson,5045,5253,"Census Tract 618.04, Davidson County, North Carolina",37057061804,0.1638,202105071931
77,057,37057060101,1606,5566,38.2198952879581,Davidson,3953,4202,"Census Tract 601.01, Davidson County, North Carolina",37057060101,0.522,202105071931
89,057,37057060800,881,3764,29.0088903523214,Davidson,2925,3037,"Census Tract 608, Davidson County, North Carolina",37057060800,0.9246,202105071931
90,057,37057061100,1713,7195,29.0683862209401,Davidson,5745,5893,"Census Tract 611, Davidson County, North Carolina",37057061100,0.5539,202105071931
91,057,37057061000,1012,4891,24.907703667241,Davidson,3831,4063,"Census Tract 610, Davidson County, North Carolina",37057061000,0.9037,202105071931
95,057,37057060601,1030,4540,29.495990836197,Davidson,3344,3492,"Census Tract 606.01, Davidson County, North Carolina",37057060601,0.41,202105071931
96,057,37057061803,722,3107,27.0310745039311,Davidson,2597,2671,"Census Tract 618.03, Davidson County, North Carolina",37057061803,0.4308,202105071931
97,057,37057061701,1236,5069,29.9636363636364,Davidson,3993,4125,"Census Tract 617.01, Davidson County, North Carolina",37057061701,0.4702,202105071931
98,057,37057061202,744,3069,31.565549427238,Davidson,2273,2357,"Census Tract 612.02, Davidson County, North Carolina",37057061202,0.4086,202105071931
99,057,37057061703,813,4751,22.4337748344371,Davidson,3558,3624,"Census Tract 617.03, Davidson County, North Carolina",37057061703,0.5192,202105071931
108,057,37057060202,491,2427,25.3484770263294,Davidson,1851,1937,"Census Tract 602.02, Davidson County, North Carolina",37057060202,0.5331,202105071931
109,057,37057061901,1110,5796,23.1346394330971,Davidson,4594,4798,"Census Tract 619.01, Davidson County, North Carolina",37057061901,0.584,202105071931
122,057,37057060500,1251,5617,26.6396933560477,Davidson,4538,4696,"Census Tract 605, Davidson County, North Carolina",37057060500,0.2883,202105071931
123,057,37057061802,1724,7775,27.6592331140703,Davidson,5950,6233,"Census Tract 618.02, Davidson County, North Carolina",37057061802,0.3531,202105071931
124,057,37057061300,559,2323,32.4057971014493,Davidson,1687,1725,"Census Tract 613, Davidson County, North Carolina",37057061300,0.9167,202105071931
125,057,37057062002,692,4035,20.9633444410785,Davidson,3173,3301,"Census Tract 620.02, Davidson County, North Carolina",37057062002,0.6238,202105071931
133,057,37057061902,932,5421,20.0473220047322,Davidson,4452,4649,"Census Tract 619.02, Davidson County, North Carolina",37057061902,0.3725,202105071931
135,057,37057060102,2455,7593,39.9576822916667,Davidson,5977,6144,"Census Tract 601.02, Davidson County, North Carolina",37057060102,0.0851,202105071931
876,059,37059080700,959,6012,19.3307800846604,Davie,4797,4961,"Census Tract 807, Davie County, North Carolina",37059080700,0.7251,202105071931
928,059,37059080200,1772,5377,39.8739873987399,Davie,4270,4444,"Census Tract 802, Davie County, North Carolina",37059080200,0.1671,202105071931
953,059,37059080300,3826,8998,52.4109589041096,Davie,6963,7300,"Census Tract 803, Davie County, North Carolina",37059080300,0.4794,202105071931
1054,059,37059080400,1641,4883,40.171358629131,Davie,3977,4085,"Census Tract 804, Davie County, North Carolina",37059080400,0.0602,202105071931
1055,059,37059080500,1207,4635,32.3332440396464,Davie,3537,3733,"Census Tract 805, Davie County, North Carolina",37059080500,0.7432,202105071931
1158,059,37059080100,1792,8355,26.603325415677,Davie,6491,6736,"Census Tract 801, Davie County, North Carolina",37059080100,0.5993,202105071931
1159,059,37059080600,1298,3997,39.1081651099729,Davie,3207,3319,"Census Tract 806, Davie County, North Carolina",37059080600,0.721,202105071931
969,061,37061090702,1289,6586,24.0799551653279,Duplin,5089,5353,"Census Tract 907.02, Duplin County, North Carolina",37061090702,0.8871,202105071931
1143,061,37061090400,1177,5434,25.7492889958434,Duplin,4375,4571,"Census Tract 904, Duplin County, North Carolina",37061090400,0.838,202105071931
