OBJECTID,COUNTYFP10,GEOID10,TotalVax,TotalPop,PctTotal,NAME10,Pop18Up,Pop16Up,UpdateDTS
1544,041,37041930102,696,2352,35.1160443995964,Chowan,1824,1982,202105041931
982,043,37043950100,1342,5030,30.9216589861751,Clay,4255,4340,202105041931
985,043,37043950200,1281,5916,26.6763848396501,Clay,4775,4802,202105041931
1878,045,37045951300,781,2891,33.0651989839119,Cleveland,2239,2362,202105041931
1886,045,37045951502,201,1192,20.4060913705584,Cleveland,938,985,202105041931
1904,045,37045950400,1664,7254,30.1013024602026,Cleveland,5259,5528,202105041931
1905,045,37045950700,2255,7554,36.5655910491325,Cleveland,5964,6167,202105041931
1945,045,37045950101,1019,4997,25.0799901550578,Cleveland,3983,4063,202105041931
1995,045,37045950800,1180,4579,31.533939070016,Cleveland,3466,3742,202105041931
1996,045,37045951400,1340,6397,25.1454306624132,Cleveland,5050,5329,202105041931
1997,045,37045951200,1328,5651,29.2382210479965,Cleveland,4401,4542,202105041931
1998,045,37045951100,697,2742,30.3175293605916,Cleveland,2247,2299,202105041931
1999,045,37045950302,1273,6054,25.7431749241658,Cleveland,4814,4945,202105041931
2000,045,37045950301,999,4522,27.1099050203528,Cleveland,3526,3685,202105041931
2001,045,37045950602,1120,6019,24.5775729646697,Cleveland,4295,4557,202105041931
2002,045,37045951501,1113,5785,23.0769230769231,Cleveland,4733,4823,202105041931
2070,045,37045950601,736,3820,23.4993614303959,Cleveland,3060,3132,202105041931
2071,045,37045951601,788,4302,22.3229461756374,Cleveland,3414,3530,202105041931
2110,045,37045951000,895,3092,36.8161250514192,Cleveland,2381,2431,202105041931
2133,045,37045951602,901,4656,22.8738258441229,Cleveland,3766,3939,202105041931
2154,045,37045950500,574,3310,21.048771543821,Cleveland,2662,2727,202105041931
2162,045,37045950900,732,2649,36.3095238095238,Cleveland,1951,2016,202105041931
2181,045,37045950200,993,4647,25.6921086675291,Cleveland,3770,3865,202105041931
2186,045,37045951503,601,2618,30.4612265585403,Cleveland,1894,1973,202105041931
2188,045,37045950102,561,2551,26.625533934504,Cleveland,2057,2107,202105041931
1489,047,37047931300,813,5637,19.6045333976368,Columbus,3933,4147,202105041931
1516,047,37047930400,904,3596,28.3385579937304,Columbus,3129,3190,202105041931
1517,047,37047931000,976,5405,21.8932256617317,Columbus,4296,4458,202105041931
1545,047,37047930800,1335,3919,41.537025513379,Columbus,3104,3214,202105041931
1689,047,37047930300,693,2859,30.2356020942408,Columbus,2174,2292,202105041931
1690,047,37047930100,972,4615,25.6396729095226,Columbus,3671,3791,202105041931
1691,047,37047930700,888,4313,24.1238793806031,Columbus,3508,3681,202105041931
1692,047,37047930500,991,4393,26.6828217555197,Columbus,3607,3714,202105041931
1693,047,37047930900,970,4738,26.5972031806965,Columbus,3541,3647,202105041931
1776,047,37047930200,414,2235,23.7657864523536,Columbus,1687,1742,202105041931
1777,047,37047931200,1275,7034,21.0604558969277,Columbus,5912,6054,202105041931
1778,047,37047931100,615,3764,20.9326072157931,Columbus,2812,2938,202105041931
1783,047,37047930600,565,3560,19.8176078568923,Columbus,2733,2851,202105041931
1321,049,37049961100,1905,8791,29.530305379011,Craven,6323,6451,202105041931
1437,049,37049960403,2002,4050,60.4468599033816,Craven,3212,3312,202105041931
1472,049,37049960800,578,1989,36.5360303413401,Craven,1536,1582,202105041931
1476,049,37049960200,1440,8244,21.4126394052045,Craven,6459,6725,202105041931
1477,049,37049961001,3888,10989,45.1201114076825,Craven,8308,8617,202105041931
1478,049,37049961303,905,4164,26.6568483063328,Craven,3309,3395,202105041931
1479,049,37049960101,1827,3454,56.6511627906977,Craven,3096,3225,202105041931
1505,049,37049960500,2020,7715,33.6106489184692,Craven,5978,6010,202105041931
1506,049,37049960600,1588,6237,33.622697438069,Craven,4558,4723,202105041931
1508,049,37049960404,1247,2954,46.4432029795158,Craven,2662,2685,202105041931
1509,049,37049961202,31,4385,0.743227043874371,Craven,4123,4171,202105041931
1528,049,37049961301,570,3647,19.6011004126547,Craven,2777,2908,202105041931
1597,049,37049960300,1398,6484,26.6285714285714,Craven,5143,5250,202105041931
1664,049,37049961002,1086,4176,32.3310509080083,Craven,3205,3359,202105041931
1665,049,37049960401,1814,4620,42.7931115829205,Craven,4049,4239,202105041931
1666,049,37049961302,689,5264,17.4298001517835,Craven,3788,3953,202105041931
1754,049,37049961201,69,3009,3.23185011709602,Craven,2135,2135,202105041931
1755,049,37049960700,621,1700,42.7980702963473,Craven,1438,1451,202105041931
1760,049,37049960900,633,2032,39.5131086142322,Craven,1602,1602,202105041931
1766,049,37049960102,785,4450,23.3491969066032,Craven,3258,3362,202105041931
1786,049,37049960402,1400,4137,42.501517911354,Craven,3195,3294,202105041931
188,051,37051001603,670,3887,22.8046289993193,Cumberland,2812,2938,202105041931
189,051,37051001604,1093,8113,19.199016335851,Cumberland,5383,5693,202105041931
190,051,37051003102,965,5452,25.1433038040646,Cumberland,3542,3838,202105041931
191,051,37051003310,554,5162,14.8844707146695,Cumberland,3632,3722,202105041931
220,051,37051000701,2013,5446,47.4204946996466,Cumberland,4045,4245,202105041931
221,051,37051003103,911,5579,21.768219832736,Cumberland,4054,4185,202105041931
222,051,37051003104,981,6916,19.6317790674405,Cumberland,4832,4997,202105041931
223,051,37051003800,515,2754,22.4107919930374,Cumberland,2267,2298,202105041931
277,051,37051002401,150,1439,13.7614678899083,Cumberland,1061,1090,202105041931
278,051,37051003406,14,1642,1.03092783505155,Cumberland,1306,1358,202105041931
279,051,37051980100,,0,,Cumberland,0,0,202105041931
295,051,37051980200,,441,,Cumberland,441,441,202105041931
296,051,37051003408,36,4918,1.05386416861827,Cumberland,3348,3416,202105041931
297,051,37051003401,17,3317,0.787037037037037,Cumberland,2143,2160,202105041931
298,051,37051003405,8,1923,0.608365019011407,Cumberland,1311,1315,202105041931
299,051,37051003403,14,4337,0.459921156373193,Cumberland,3022,3044,202105041931
300,051,37051003402,,3801,,Cumberland,3801,3801,202105041931
301,051,37051003404,,2697,,Cumberland,2697,2697,202105041931
302,051,37051003407,,1763,,Cumberland,1739,1739,202105041931
325,051,37051002600,1069,5241,26.6716566866268,Cumberland,3802,4008,202105041931
328,051,37051001400,1114,6257,22.4461011484989,Cumberland,4708,4963,202105041931
331,051,37051001601,1145,7461,20.1407211961302,Cumberland,5465,5685,202105041931
333,051,37051003304,1205,7038,20.6300291046054,Cumberland,5742,5841,202105041931
334,051,37051003001,2374,13267,23.3707422721008,Cumberland,9717,10158,202105041931
398,051,37051002300,745,4360,20.654283337954,Cumberland,3475,3607,202105041931
399,051,37051001700,1150,9127,17.442742302442,Cumberland,6371,6593,202105041931
400,051,37051002200,234,2296,12.2963741460851,Cumberland,1886,1903,202105041931
401,051,37051003204,1237,8374,19.9580509841884,Cumberland,5947,6198,202105041931
403,051,37051001903,606,4105,17.5499565595135,Cumberland,3314,3453,202105041931
404,051,37051003201,2363,12694,26.1278195488722,Cumberland,8482,9044,202105041931
407,051,37051003309,1015,6546,18.8102297998517,Cumberland,5256,5396,202105041931
409,051,37051003312,943,6671,18.4035909445746,Cumberland,4971,5124,202105041931
441,051,37051001000,461,2556,21.2149102623102,Cumberland,2128,2173,202105041931
443,051,37051003307,553,4235,16.7982989064399,Cumberland,3174,3292,202105041931
473,051,37051002700,1872,8289,27.8571428571429,Cumberland,6385,6720,202105041931
474,051,37051002501,1684,7613,27.9131443726173,Cumberland,5924,6033,202105041931
475,051,37051002502,1223,7852,19.6308186195827,Cumberland,6115,6230,202105041931
476,051,37051002503,963,4488,26.0129659643436,Cumberland,3579,3702,202105041931
479,051,37051003700,1496,7144,26.7525035765379,Cumberland,5380,5592,202105041931
480,051,37051001100,775,3912,23.6424649176327,Cumberland,3191,3278,202105041931
481,051,37051002800,1343,6426,25.2206572769953,Cumberland,5116,5325,202105041931
482,051,37051000500,287,2288,16.0424818334265,Cumberland,1749,1789,202105041931
483,051,37051000200,317,2202,19.7630922693267,Cumberland,1555,1604,202105041931
484,051,37051000600,1657,5566,36.8713840676457,Cumberland,4323,4494,202105041931
487,051,37051000900,1050,4848,26.5486725663717,Cumberland,3895,3955,202105041931
488,051,37051001200,1007,5156,25.3524672708963,Cumberland,3848,3972,202105041931
489,051,37051001500,516,2954,22.405557967868,Cumberland,2220,2303,202105041931
490,051,37051001800,496,2353,25.8333333333333,Cumberland,1847,1920,202105041931
491,051,37051001902,809,4516,22.5034770514604,Cumberland,3525,3595,202105041931
494,051,37051002100,901,3839,29.1963707064161,Cumberland,3037,3086,202105041931
497,051,37051001901,281,1976,18.2112767336358,Cumberland,1482,1543,202105041931
498,051,37051003203,870,5472,20.82336045955,Cumberland,4106,4178,202105041931
501,051,37051003302,816,6131,17.6089771255934,Cumberland,4459,4634,202105041931
502,051,37051003305,868,6161,17.5,Cumberland,4811,4960,202105041931
503,051,37051002002,728,4882,18.8698807672369,Cumberland,3784,3858,202105041931
505,051,37051003002,531,2697,23.9620938628159,Cumberland,2127,2216,202105041931
506,051,37051000702,854,2279,46.5648854961832,Cumberland,1784,1834,202105041931
507,051,37051003311,257,2885,10.8256107834878,Cumberland,2335,2374,202105041931
508,051,37051003313,761,8160,13.4191500617175,Cumberland,5524,5671,202105041931
602,051,37051002504,1349,7315,25.1726068296324,Cumberland,5119,5359,202105041931
612,051,37051003600,536,5426,12.6504602312957,Cumberland,4105,4237,202105041931
613,051,37051003500,502,4621,13.3973845743261,Cumberland,3617,3747,202105041931
617,051,37051003205,929,5123,23.4300126103405,Cumberland,3813,3965,202105041931
620,051,37051002001,440,3074,18.1518151815182,Cumberland,2369,2424,202105041931
623,051,37051003314,798,7618,13.5622025832767,Cumberland,5721,5884,202105041931
624,051,37051002402,413,3021,16.5796868727419,Cumberland,2407,2491,202105041931
708,051,37051000800,714,2684,31.974921630094,Cumberland,2181,2233,202105041931
780,051,37051002900,865,4075,25.9915865384615,Cumberland,3246,3328,202105041931
822,053,37053110402,990,4043,30.2844906699296,Currituck,3234,3269,202105041931
962,053,37053110101,844,947,97.1231300345224,Currituck,864,869,202105041931
963,053,37053110301,853,4636,22.4119810825013,Currituck,3607,3806,202105041931
980,053,37053110302,550,3705,18.4873949579832,Currituck,2869,2975,202105041931
1081,053,37053110401,752,3635,26.0929909784872,Currituck,2832,2882,202105041931
1176,053,37053110200,997,7960,15.9571062740077,Currituck,5984,6248,202105041931
1294,053,37053110102,226,1437,19.7552447552448,Currituck,1136,1144,202105041931
1304,053,37053990100,,0,,Currituck,0,0,202105041931
1464,055,37055970200,1801,4759,43.4499396863691,Dare,4006,4145,202105041931
1465,055,37055970300,2452,6505,44.9908256880734,Dare,5405,5450,202105041931
1466,055,37055970102,1327,3471,46.7912552891396,Dare,2788,2836,202105041931
1467,055,37055970101,2453,4158,68.7114845938375,Dare,3414,3570,202105041931
1526,055,37055970602,316,1888,20.7485226526592,Dare,1466,1523,202105041931
1590,055,37055970502,1175,3649,39.6156439649359,Dare,2896,2966,202105041931
1593,055,37055970601,2335,7782,37.973654252724,Dare,5958,6149,202105041931
1653,055,37055970400,1475,2938,58.6947871070434,Dare,2443,2513,202105041931
1747,055,37055970501,200,1072,21.8340611353712,Dare,865,916,202105041931
1796,055,37055990100,,0,,Dare,0,0,202105041931
1798,055,37055990200,,0,,Dare,0,0,202105041931
19,057,37057060304,804,3635,28.4501061571125,Davidson,2711,2826,202105041931
27,057,37057061500,1386,6309,29.2590246991767,Davidson,4599,4737,202105041931
31,057,37057061201,1153,6337,22.8045886075949,Davidson,4955,5056,202105041931
32,057,37057060302,1145,4063,33.646782250955,Davidson,3267,3403,202105041931
33,057,37057062001,951,4513,24.1738688357905,Davidson,3843,3934,202105041931
38,057,37057060700,884,5734,20.5533596837945,Davidson,4191,4301,202105041931
40,057,37057060602,676,2625,32.4065196548418,Davidson,2021,2086,202105041931
63,057,37057061400,384,3141,15.2441445017864,Davidson,2429,2519,202105041931
64,057,37057060900,891,5015,23.2941176470588,Davidson,3684,3825,202105041931
65,057,37057060400,1173,5162,27.2981149639283,Davidson,4261,4297,202105041931
70,057,37057061600,526,2796,25.1795117280996,Davidson,2001,2089,202105041931
71,057,37057060201,1276,4603,31.2056737588652,Davidson,3975,4089,202105041931
72,057,37057060203,1473,6054,29.6437915073455,Davidson,4788,4969,202105041931
73,057,37057060301,1554,4796,39.8359395026916,Davidson,3740,3901,202105041931
74,057,37057061702,1262,7222,22.2300510833187,Davidson,5435,5677,202105041931
75,057,37057060303,1145,4032,33.5678686602169,Davidson,3341,3411,202105041931
76,057,37057061804,1393,6405,26.518180087569,Davidson,5045,5253,202105041931
77,057,37057060101,1469,5566,34.9595430747263,Davidson,3953,4202,202105041931
89,057,37057060800,801,3764,26.3747118867303,Davidson,2925,3037,202105041931
90,057,37057061100,1607,7195,27.269641948074,Davidson,5745,5893,202105041931
91,057,37057061000,913,4891,22.4710804824022,Davidson,3831,4063,202105041931
95,057,37057060601,926,4540,26.5177548682703,Davidson,3344,3492,202105041931
96,057,37057061803,670,3107,25.0842381130663,Davidson,2597,2671,202105041931
97,057,37057061701,1155,5069,28,Davidson,3993,4125,202105041931
98,057,37057061202,706,3069,29.9533305048791,Davidson,2273,2357,202105041931
99,057,37057061703,729,4751,20.1158940397351,Davidson,3558,3624,202105041931
108,057,37057060202,454,2427,23.4383066597832,Davidson,1851,1937,202105041931
109,057,37057061901,1024,5796,21.3422259274698,Davidson,4594,4798,202105041931
122,057,37057060500,1151,5617,24.5102214650767,Davidson,4538,4696,202105041931
123,057,37057061802,1614,7775,25.8944328573721,Davidson,5950,6233,202105041931
124,057,37057061300,497,2323,28.8115942028986,Davidson,1687,1725,202105041931
125,057,37057062002,675,4035,20.448348985156,Davidson,3173,3301,202105041931
133,057,37057061902,855,5421,18.3910518391052,Davidson,4452,4649,202105041931
135,057,37057060102,2285,7593,37.1907552083333,Davidson,5977,6144,202105041931
876,059,37059080700,915,6012,18.4438621245717,Davie,4797,4961,202105041931
928,059,37059080200,1681,5377,37.8262826282628,Davie,4270,4444,202105041931
953,059,37059080300,3647,8998,49.958904109589,Davie,6963,7300,202105041931
1054,059,37059080400,1542,4883,37.7478580171359,Davie,3977,4085,202105041931
1055,059,37059080500,1138,4635,30.4848647200643,Davie,3537,3733,202105041931
1158,059,37059080100,1674,8355,24.8515439429929,Davie,6491,6736,202105041931
1159,059,37059080600,1232,3997,37.1196143416692,Davie,3207,3319,202105041931
969,061,37061090702,1163,6586,21.7261348776387,Duplin,5089,5353,202105041931
1143,061,37061090400,1039,5434,22.7302559614964,Duplin,4375,4571,202105041931
1144,061,37061090200,548,4963,14.3455497382199,Duplin,3556,3820,202105041931
1145,061,37061090100,1099,9362,15.5313736574336,Duplin,6786,7076,202105041931
1146,061,37061090701,1002,3682,31.8398474737846,Duplin,3113,3147,202105041931
1147,061,37061090802,849,5675,20.3841536614646,Duplin,4118,4165,202105041931
1148,061,37061090502,801,4611,21.3828083288841,Duplin,3586,3746,202105041931
1212,061,37061090300,965,5913,20.3243470935131,Duplin,4562,4748,202105041931
1240,061,37061090600,607,3885,18.8158710477371,Duplin,3142,3226,202105041931
1241,061,37061090501,833,5803,19.1935483870968,Duplin,4247,4340,202105041931
1242,061,37061090801,455,3053,20.9484346224678,Duplin,2074,2172,202105041931
158,063,37063001801,2030,8618,31.3223268014195,Durham,6379,6481,202105041931
170,063,37063001707,3807,7085,62.8010557571759,Durham,5957,6062,202105041931
175,063,37063000301,880,2381,44.8750637429883,Durham,1934,1961,202105041931
203,063,37063002007,2318,4855,56.9953282517826,Durham,3990,4067,202105041931
205,063,37063001502,2382,5928,48.2968369829684,Durham,4848,4932,202105041931
235,063,37063001802,1290,8121,21.9649242295249,Durham,5736,5873,202105041931
236,063,37063002100,2500,9200,29.868578255675,Durham,8265,8370,202105041931
237,063,37063001900,1693,4418,42.8065739570164,Durham,3955,3955,202105041931
238,063,37063000700,1750,3682,57.9470198675497,Durham,2987,3020,202105041931
239,063,37063001601,2393,6435,46.3041795665635,Durham,5020,5168,202105041931
265,063,37063001604,3056,6381,56.6765578635015,Durham,5258,5392,202105041931
266,063,37063002018,4429,9587,53.7239204269772,Durham,8191,8244,202105041931
303,063,37063001808,3303,10407,40.969982634582,Durham,7824,8062,202105041931
304,063,37063002021,1634,4285,43.8187181550013,Durham,3639,3729,202105041931
305,063,37063002025,2293,6746,43.3869441816462,Durham,5119,5285,202105041931
324,063,37063001705,2002,5050,49.1529585072428,Durham,3977,4073,202105041931
326,063,37063002015,1767,5801,39.3716577540107,Durham,4331,4488,202105041931
327,063,37063002013,1763,4679,45.3796653796654,Durham,3717,3885,202105041931
332,063,37063002028,2467,10201,27.4966562639322,Durham,8920,8972,202105041931
394,063,37063001603,2615,6829,46.3652482269504,Durham,5411,5640,202105041931
395,063,37063000600,2418,5504,54.5331529093369,Durham,4366,4434,202105041931
397,063,37063001706,2007,5321,44.8692152917505,Durham,4380,4473,202105041931
402,063,37063001809,1455,6217,30.130461793332,Durham,4744,4829,202105041931
405,063,37063002027,2854,10567,32.8045977011494,Durham,8585,8700,202105041931
406,063,37063002022,1719,4819,43.4310257705912,Durham,3846,3958,202105041931
438,063,37063002017,3830,7660,60.764715214977,Durham,6101,6303,202105041931
439,063,37063002008,1674,3069,70.0418410041841,Durham,2304,2390,202105041931
440,063,37063000402,1703,2337,78.7332408691632,Durham,2163,2163,202105041931
442,063,37063002016,1196,5304,28.2008960150908,Durham,4138,4241,202105041931
462,063,37063001304,501,3411,20.3575782202357,Durham,2290,2461,202105041931
470,063,37063001708,1248,5245,33.467417538214,Durham,3655,3729,202105041931
471,063,37063001100,854,3183,35.5981659024594,Durham,2334,2399,202105041931
472,063,37063001710,1204,4894,34.5579793340987,Durham,3340,3484,202105041931
485,063,37063000401,1349,2900,57.7730192719486,Durham,2316,2335,202105041931
486,063,37063000302,1637,3819,55.0067204301075,Durham,2887,2976,202105041931
492,063,37063001001,706,3706,23.6436704621567,Durham,2748,2986,202105041931
493,063,37063001301,284,1382,26.007326007326,Durham,1077,1092,202105041931
495,063,37063002019,2390,5064,52.689594356261,Durham,4485,4536,202105041931
496,063,37063002020,3162,7445,54.7437673130194,Durham,5640,5776,202105041931
499,063,37063002026,1633,7296,29.4605809128631,Durham,5344,5543,202105041931
500,063,37063002024,3208,6361,59.2866383293291,Durham,5262,5411,202105041931
599,063,37063001711,932,4465,25.9537733221944,Durham,3518,3591,202105041931
600,063,37063001709,1359,6964,25.1387347391787,Durham,5132,5406,202105041931
607,063,37063000500,1309,4532,35.169263836647,Durham,3649,3722,202105041931
608,063,37063001002,771,5931,19.088883386977,Durham,3933,4039,202105041931
609,063,37063000900,310,1710,23.2558139534884,Durham,1325,1333,202105041931
610,063,37063000200,1094,3343,39.0156918687589,Durham,2737,2804,202105041931
611,063,37063001303,465,3985,12.6496191512514,Durham,3610,3676,202105041931
614,063,37063000101,931,3150,37.1656686626746,Durham,2504,2505,202105041931
615,063,37063001807,2542,10155,32.6651246466204,Durham,7391,7782,202105041931
616,063,37063002200,1510,2091,78.6458333333333,Durham,1920,1920,202105041931
618,063,37063001806,1544,7416,29.0772128060264,Durham,5039,5310,202105041931
619,063,37063002023,1157,3287,40.6678383128295,Durham,2770,2845,202105041931
621,063,37063002300,703,1633,54.6656298600311,Durham,1272,1286,202105041931
622,063,37063980100,107,0,,Durham,0,0,202105041931
707,063,37063001400,251,2397,17.3462335867312,Durham,1425,1447,202105041931
728,063,37063000102,1131,4430,32.1124361158433,Durham,3472,3522,202105041931
729,063,37063002009,1247,5052,32.5417536534447,Durham,3788,3832,202105041931
798,063,37063001501,364,3387,10.7469737230588,Durham,3382,3387,202105041931
801,063,37063001503,220,1727,12.7388535031847,Durham,1697,1727,202105041931
1336,065,37065021300,827,4942,20.3644422556021,Edgecombe,3903,4061,202105041931
1361,065,37065021200,1430,4806,34.3502282008167,Edgecombe,4015,4163,202105041931
1417,065,37065020200,841,6214,16.8672282390694,Edgecombe,4789,4986,202105041931
1418,065,37065020300,900,4821,23.3160621761658,Edgecombe,3741,3860,202105041931
1434,065,37065021400,549,3548,19.1958041958042,Edgecombe,2667,2860,202105041931
1491,065,37065021600,494,2984,21.6571679088119,Edgecombe,2242,2281,202105041931
1630,065,37065021100,802,4110,25.8876694641704,Edgecombe,2978,3098,202105041931
1701,065,37065020600,382,2364,20.0104766893662,Edgecombe,1853,1909,202105041931
1724,065,37065021000,951,3006,38.8798037612428,Edgecombe,2330,2446,202105041931
1725,065,37065020700,375,1918,23.7041719342604,Edgecombe,1519,1582,202105041931
1726,065,37065021500,473,3305,17.6426706452816,Edgecombe,2637,2681,202105041931
1752,065,37065020800,642,3324,24.2722117202268,Edgecombe,2621,2645,202105041931
1759,065,37065020400,854,4724,24.2889647326507,Edgecombe,3386,3516,202105041931
1784,065,37065020900,457,2582,21.9711538461538,Edgecombe,1955,2080,202105041931
306,067,37067003703,2014,8211,32.0089001907184,Forsyth,6027,6292,202105041931
307,067,37067002603,2560,5528,53.8833929699011,Forsyth,4702,4751,202105041931
317,067,37067004011,2039,5965,41.5105863192182,Forsyth,4693,4912,202105041931
335,067,37067004012,1864,6310,39.3165998734444,Forsyth,4498,4741,202105041931
338,067,37067001000,1376,4119,43.9476205685085,Forsyth,3046,3131,202105041931
339,067,37067003905,1257,3504,41.0114192495922,Forsyth,2971,3065,202105041931
340,067,37067001601,947,3256,35.8304956488838,Forsyth,2590,2643,202105041931
343,067,37067003805,1899,5518,40.0042131872762,Forsyth,4728,4747,202105041931
365,067,37067002702,1283,5924,27.1764456682906,Forsyth,4628,4721,202105041931
384,067,37067001400,618,3641,22.8888888888889,Forsyth,2491,2700,202105041931
390,067,37067000400,421,3559,15.6913902348118,Forsyth,2516,2683,202105041931
411,067,37067004005,2126,4584,56.0358460727464,Forsyth,3746,3794,202105041931
412,067,37067004007,2952,8119,45.2760736196319,Forsyth,6312,6520,202105041931
413,067,37067002502,1561,2899,66.9957081545064,Forsyth,2259,2330,202105041931
414,067,37067001500,627,4674,18.8458070333634,Forsyth,3148,3327,202105041931
419,067,37067001200,1405,1991,85.880195599022,Forsyth,1543,1636,202105041931
420,067,37067003500,1220,7565,24.4488977955912,Forsyth,4747,4990,202105041931
421,067,37067003600,1505,7308,26.5058119056006,Forsyth,5427,5678,202105041931
422,067,37067002002,639,3627,23.5532620715076,Forsyth,2509,2713,202105041931
423,067,37067003107,1104,4338,30.4635761589404,Forsyth,3521,3624,202105041931
424,067,37067004014,965,2882,39.9585921325052,Forsyth,2302,2415,202105041931
425,067,37067004104,1403,4119,42.9051987767584,Forsyth,3128,3270,202105041931
448,067,37067003803,1450,5480,31.8331503841932,Forsyth,4479,4555,202105041931
450,067,37067003906,1808,3533,64.8028673835125,Forsyth,2694,2790,202105041931
451,067,37067003908,1753,3015,70.2042450941129,Forsyth,2353,2497,202105041931
457,067,37067003105,637,3763,22.1642310368824,Forsyth,2786,2874,202105041931
460,067,37067003106,658,3140,25.7635082223962,Forsyth,2462,2554,202105041931
464,067,37067000600,278,2259,17.2563625077592,Forsyth,1579,1611,202105041931
465,067,37067002903,629,3898,19.8047858942066,Forsyth,3033,3176,202105041931
509,067,37067003315,935,3488,32.0754716981132,Forsyth,2871,2915,202105041931
510,067,37067004013,1282,3454,50.1368791552601,Forsyth,2434,2557,202105041931
511,067,37067004103,1473,4479,41.8109565711042,Forsyth,3334,3523,202105041931
512,067,37067003702,1421,5241,37.043795620438,Forsyth,3735,3836,202105041931
513,067,37067002801,1104,4330,30.8638523902712,Forsyth,3476,3577,202105041931
514,067,37067002807,1177,5269,27.4167249010016,Forsyth,4118,4293,202105041931
515,067,37067004009,1534,4657,40.5927494046044,Forsyth,3579,3779,202105041931
516,067,37067003307,925,3970,29.1522218720454,Forsyth,3083,3173,202105041931
517,067,37067002804,986,4174,30.6973848069738,Forsyth,3087,3212,202105041931
518,067,37067003903,855,4502,24.1389045736872,Forsyth,3453,3542,202105041931
519,067,37067002901,980,4812,25.4743956329608,Forsyth,3751,3847,202105041931
527,067,37067002701,1204,6700,24.3724696356275,Forsyth,4669,4940,202105041931
528,067,37067003201,1485,5037,35.3739876131491,Forsyth,4072,4198,202105041931
529,067,37067002806,602,3147,24.1573033707865,Forsyth,2426,2492,202105041931
533,067,37067003804,1884,4838,44.4025453688428,Forsyth,4190,4243,202105041931
534,067,37067002200,1686,3526,55.9018567639257,Forsyth,2919,3016,202105041931
535,067,37067003402,512,2368,25.5489021956088,Forsyth,1916,2004,202105041931
536,067,37067000700,454,2238,25.6207674943567,Forsyth,1733,1772,202105041931
540,067,37067003701,825,4337,25.0836120401338,Forsyth,3193,3289,202105041931
541,067,37067003003,822,3332,32.046783625731,Forsyth,2469,2565,202105041931
542,067,37067003309,1046,5431,27.6792802328658,Forsyth,3696,3779,202105041931
543,067,37067004015,1380,4749,37.6021798365123,Forsyth,3606,3670,202105041931
544,067,37067003806,997,3217,39.313880126183,Forsyth,2488,2536,202105041931
545,067,37067003909,1986,4436,53.6901865369019,Forsyth,3552,3699,202105041931
546,067,37067002808,893,4045,27.0114942528736,Forsyth,3220,3306,202105041931
625,067,37067003108,717,3822,24.3298269426535,Forsyth,2777,2947,202105041931
626,067,37067003312,804,3444,28.0824310164163,Forsyth,2683,2863,202105041931
627,067,37067003314,652,3400,23.4954954954955,Forsyth,2663,2775,202105041931
636,067,37067003103,1480,5463,33.3709131905299,Forsyth,4293,4435,202105041931
637,067,37067000100,1056,2320,46.0130718954248,Forsyth,2274,2295,202105041931
638,067,37067003202,809,3884,24.5003028467595,Forsyth,3141,3302,202105041931
639,067,37067002604,2303,6604,46.3287064976866,Forsyth,4700,4971,202105041931
640,067,37067003904,2182,6185,40.4598553680697,Forsyth,5193,5393,202105041931
641,067,37067000900,967,3273,33.4717895465559,Forsyth,2859,2889,202105041931
642,067,37067002601,1401,2824,59.6424010217114,Forsyth,2307,2349,202105041931
643,067,37067002703,1671,6439,30.1461302543749,Forsyth,5409,5543,202105041931
644,067,37067001300,1804,4846,39.0391690110366,Forsyth,4569,4621,202105041931
645,067,37067002501,1497,2611,72.4238026124819,Forsyth,1999,2067,202105041931
646,067,37067003308,2135,8798,31.3970588235294,Forsyth,6537,6800,202105041931
647,067,37067000200,369,1083,37.0481927710843,Forsyth,996,996,202105041931
648,067,37067001100,1156,2603,48.5102811582039,Forsyth,2357,2383,202105041931
651,067,37067002001,467,2692,22.5494929985514,Forsyth,1960,2071,202105041931
652,067,37067003004,1132,3577,37.8468739551989,Forsyth,2854,2991,202105041931
653,067,37067003310,830,4337,25.1438957891548,Forsyth,3153,3301,202105041931
654,067,37067004010,1724,3995,53.6236391912908,Forsyth,3141,3215,202105041931
655,067,37067002809,754,2898,29.9087663625545,Forsyth,2494,2521,202105041931
710,067,37067001700,1096,5678,27.1690629647992,Forsyth,3849,4034,202105041931
711,067,37067004102,973,3389,33.8788300835655,Forsyth,2756,2872,202105041931
712,067,37067001800,752,4308,23.412204234122,Forsyth,3095,3212,202105041931
742,067,37067003002,1057,4087,31.2536960378474,Forsyth,3234,3382,202105041931
743,067,37067001602,349,3449,13.5428793170353,Forsyth,2484,2577,202105041931
745,067,37067000802,309,2536,15.6060606060606,Forsyth,1858,1980,202105041931
746,067,37067001901,169,1608,14.7727272727273,Forsyth,1050,1144,202105041931
747,067,37067001902,686,1911,42.3456790123457,Forsyth,1605,1620,202105041931
748,067,37067003403,482,3259,23.0842911877395,Forsyth,2060,2088,202105041931
749,067,37067003404,509,4198,18.8448722695298,Forsyth,2463,2701,202105041931
760,067,37067000500,236,2271,14.8427672955975,Forsyth,1518,1590,202105041931
761,067,37067000801,64,3399,2.11780277961615,Forsyth,2996,3022,202105041931
767,067,37067002904,364,2285,18.618925831202,Forsyth,1903,1955,202105041931
